string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_dead_agent_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_specialist_bonus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_watch,,260,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,260,260,0,0,0,210,0,260,260,260,260,260,260,260,260,260,260,260,260,260,180,180,0,0,0,0,260,0,260
item,brloot_valuable_folder_classified,,260,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,260,260,0,0,0,210,0,260,260,260,260,260,260,260,260,260,260,260,260,260,180,180,0,0,0,0,260,0,260
item,brloot_valuable_comicbook_firsted,,260,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,260,260,0,0,0,210,0,260,260,260,260,260,260,260,260,260,260,260,260,260,180,180,0,0,0,0,260,0,260
item,brloot_valuable_gpu,,100,375,0,0,0,0,0,0,0,120,120,0,0,0,0,0,100,100,375,375,375,120,0,100,100,100,100,100,100,100,100,100,100,100,100,100,180,180,375,375,0,0,100,0,100
item,brloot_valuable_harddrive,,100,385,0,0,0,0,0,0,0,120,120,0,0,0,0,0,100,100,385,385,385,120,0,100,100,100,100,100,100,100,100,100,100,100,100,100,180,180,385,385,0,0,100,0,100
item,brloot_valuable_laptop,,10,105,340,340,425,350,0,0,0,50,50,0,0,0,0,0,10,10,105,105,105,50,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,105,105,0,340,10,340,10
item,brloot_valuable_game_console,,10,105,340,340,425,350,0,0,0,50,50,0,0,0,0,0,10,10,105,105,105,50,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,105,105,0,340,10,340,10
item,brloot_valuable_wine_vintage,,0,25,210,210,95,175,0,0,0,30,30,0,0,0,0,0,0,0,25,25,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,210,0,210,0
item,brloot_valuable_goldbar,,0,5,100,100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,100,0
item,brloot_valuable_gold_skull,,0,0,10,10,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
item,brloot_plate_carrier_3_medic,,318,318,318,318,0,0,318,318,0,318,1,1,1,0,318,318,318,318,318,318,318,318,0,1,1,0,1,1,318,318,318,318,1,1,1,1,0,318,0,318,0,0,318,318,318
item,brloot_plate_carrier_3_comms,,248,248,248,248,0,0,248,248,0,248,1,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,0,1,248,248,248,248,1,1,1,1,0,248,0,248,0,0,248,248,248
item,brloot_plate_carrier_3_stealth,,93,93,93,93,0,0,93,93,0,93,1,0,0,0,93,93,93,93,93,93,93,93,0,0,0,0,0,1,93,93,93,93,1,1,1,1,0,93,0,93,0,0,93,93,93
item,brloot_plate_carrier_tempered,,93,93,93,93,0,0,93,93,0,93,1,0,0,0,93,93,93,93,93,93,93,93,0,0,0,0,0,1,93,93,93,93,1,1,1,1,0,93,0,93,0,0,93,93,93
rarity,2_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_gascan,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
item,brloot_gascan_palfa,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_access_card_bunker,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
