string,string,string,localized_a,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string
114,,unique,a&ATTACHMENTS_ROF,rofar,rof,placeholder_x,a&ATTACHMENTS_DESC_ROF,,0,1,FALSE,rifle,,-7,0,0,5,0,,attachment_icon_showcase_automaticfire
115,,unique,a&ATTACHMENTS_ROF,roflmg,rof,placeholder_x,a&ATTACHMENTS_DESC_ROF,,0,0,FALSE,mg,,-7,0,0,5,0,,attachment_icon_showcase_automaticfire
116,,unique,a&ATTACHMENTS_ROF,roflmg,rof,placeholder_x,a&ATTACHMENTS_DESC_ROF,,0,1,FALSE,mg,,-7,0,0,5,0,,attachment_icon_showcase_automaticfire
117,,unique,a&ATTACHMENTS_ROF,rofburst,rof,placeholder_x,a&ATTACHMENTS_DESC_ROF_BURST,,0,0,FALSE,rifle,sdfar,gambit,-7,0,0,4,0,,attachment_icon_showcase_automaticfire
118,,unique,a&ATTACHMENTS/XMAGS,xmags,xmags,placeholder_x,a&ATTACHMENTS/DESC_XMAGS,,0,0,FALSE,rifle,mg,smg,sniper,spread,pistol,,0,0,0,0,0,,attachment_icon_showcase_extendedmags
119,,unique,a&ATTACHMENTS_XMAGS_ENERGY,xmagse,xmags,placeholder_x,a&ATTACHMENTS_DESC_XMAGS_ENERGY,,0,1,FALSE,rifle,mg,smg,sniper,spread,,0,0,0,0,0,,attachment_icon_showcase_recharge
120,,unique,a&ATTACHMENTS_XMAGS_ENERGY,xmagsepstl,xmags,placeholder_x,a&ATTACHMENTS_DESC_XMAGS_ENERGY,,0,1,FALSE,pistol,,0,0,0,0,0,,attachment_icon_showcase_recharge
121,,unique,a&ATTACHMENTS_XMAGS_ENERGY,xmagselmg,xmags,placeholder_x,a&ATTACHMENTS_DESC_XMAGS_ENERGY,,0,1,FALSE,mg,,0,0,0,0,0,,attachment_icon_showcase_recharge
122,,unique,a&ATTACHMENTS_XMAGS_ENERGY,xmagseshtgn,xmags,placeholder_x,a&ATTACHMENTS_DESC_XMAGS_ENERGY,,0,0,FALSE,spread,sdfshotty,0,0,0,0,0,,attachment_icon_showcase_recharge
123,,unique,a&ATTACHMENTS_XMAGS_ENERGY,xmagseshtgnpump,xmags,placeholder_x,a&ATTACHMENTS_DESC_XMAGS_ENERGY,,0,0,FALSE,spread,sonic,0,0,0,0,0,,attachment_icon_showcase_recharge
124,,unique,a&ATTACHMENTS_FAST_AIM,fastaim,fastaim,placeholder_x,a&ATTACHMENTS_DESC_FAST_AIM,,0,0,FALSE,rifle,mg,smg,,2,0,0,0,0,,attachment_icon_showcase_quickdraw
125,,unique,a&ATTACHMENTS_FAST_AIM,fastaimsnpr,fastaim,placeholder_x,a&ATTACHMENTS_DESC_FAST_AIM,,0,0,FALSE,sniper,,2,0,0,0,0,,attachment_icon_showcase_quickdraw
126,,rail,a&,chargeshotscope,scope,,a&,,0,0,FALSE,default,chargeshot,0,0,0,0,0,,weapon_missing_image
127,,rail,a&,ripperrscope_sp,scope,,a&,,0,0,FALSE,default,ripper,0,0,0,0,0,,weapon_missing_image
128,,rail,a&,eradscope,scope,,a&,,0,0,FALSE,default,erad,0,0,0,0,0,,weapon_missing_image
129,,rail,a&,ump45lscope,scope,,a&,,0,0,FALSE,default,ump45l,0,0,0,0,0,,weapon_missing_image
130,,rail,a&,crblscope,scope,,a&,,0,0,FALSE,default,crb,0,0,0,0,0,,weapon_missing_image
131,,rail,a&,ar57scope,scope,,a&,,0,0,FALSE,default,ar57,0,0,0,0,0,,weapon_missing_image
132,,rail,a&,fmgscope,scope,,a&,,0,0,FALSE,default,fmg,0,0,0,0,0,,weapon_missing_image
133,,rail,a&,kbsscope,scope,,a&,weapon_kbsniper_scope_vm,0,0,FALSE,default,kbs,0,0,0,0,0,,weapon_missing_image
134,,rail,a&,kbsscope,scope,,a&,weapon_kbsniper_scope_vm,0,0,FALSE,default,stasis,0,0,0,0,0,,weapon_missing_image
135,,rail,a&,m8scope_sp,scope,,a&,weapon_m8garandscope_vm,0,0,FALSE,default,m8,0,0,0,0,0,,weapon_missing_image
136,,rail,a&,lockonscope,scope,,a&,,0,0,FALSE,default,lockon,0,0,0,0,0,,weapon_missing_image
137,,undermount,a&,shotgunerad_sp,shotgun,,a&,,0,0,FALSE,default,erad,0,0,0,0,0,,weapon_missing_image
138,,rail,a&,atomizerscope,scope,,a&,,0,0,FALSE,default,atomizer,0,0,0,0,0,,weapon_missing_image
139,,rail,a&,lmg03scope,scope,,a&,,0,0,FALSE,default,lmg03,0,0,0,0,0,,weapon_missing_image
140,,rail,a&,sonicscope,scope,,a&,,0,0,FALSE,default,sonic,0,0,0,0,0,,weapon_missing_image
141,,rail,a&,sdfshottyscope,scope,,a&,,0,0,FALSE,default,sdfshotty,0,0,0,0,0,,weapon_missing_image
142,,rail,a&,penetrationrailscope_sp,scope,,a&,,0,0,FALSE,default,penetrationrail,0,0,0,0,0,,weapon_missing_image
143,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,crb,0,0,0,0,0,,weapon_missing_image
144,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,ar57,0,0,0,0,0,,weapon_missing_image
145,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,m4,0,0,0,0,0,,weapon_missing_image
146,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,fhr,counterweight,0,0,0,0,0,,weapon_missing_image
147,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,sdfar,gambit,0,0,0,0,0,,weapon_missing_image
148,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,mauler,0,0,0,0,0,,weapon_missing_image
149,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,g18,0,0,0,0,0,,weapon_missing_image
150,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,sonic,0,0,0,0,0,,weapon_missing_image
151,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,ump45,0,0,0,0,0,,weapon_missing_image
152,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,m1,0,0,0,0,0,,weapon_missing_image
153,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,m8,0,0,0,0,0,,weapon_missing_image
154,,other,a&,zerog,zerog,,a&,,0,0,FALSE,zerog,ake,ake_gold,0,0,0,0,0,,weapon_missing_image
155,,other,a&ATTACHMENTS_EPIC_AR57,epicar57,epicar57,placeholder_x,a&ATTACHMENTS_DESC_EPIC_AR57,,0,0,FALSE,rifle,ar57,0,0,15,0,0,,attachment_icon_showcase_advanced
156,,other,a&ATTACHMENTS_EPIC_M4,epicm4,epicm4,placeholder_x,a&ATTACHMENTS_DESC_EPIC_M4,,0,0,FALSE,rifle,m4,0,0,0,0,0,,attachment_icon_showcase_advanced
157,,other,a&ATTACHMENTS_EPIC_AKE,epicake,epicake,placeholder_x,a&ATTACHMENTS_DESC_EPIC_AKE,,0,0,FALSE,rifle,ake,ake_gold,3,15,0,-10,0,,attachment_icon_showcase_advanced
158,,other,a&ATTACHMENTS_EPIC_SDFAR,epicsdfar,epicsdfar,placeholder_x,a&ATTACHMENTS_DESC_EPIC_SDFAR,,0,0,FALSE,rifle,sdfar,gambit,0,0,0,0,0,,attachment_icon_showcase_advanced
159,,other,a&ATTACHMENTS_EPIC_FMG,epicfmg,epicfmg,placeholder_x,a&ATTACHMENTS_DESC_EPIC_FMG,,0,0,FALSE,rifle,fmg,0,15,-10,-5,0,,attachment_icon_showcase_advanced
160,,other,a&ATTACHMENTS_EPIC_MAULER,epicmauler,epicmauler,placeholder_x,a&ATTACHMENTS_DESC_EPIC_MAULER,,0,0,FALSE,mg,mauler,0,20,0,-10,0,,attachment_icon_showcase_advanced
161,,other,a&ATTACHMENTS_EPIC_SDFLMG,epicsdflmg,epicsdflmg,placeholder_x,a&ATTACHMENTS_DESC_EPIC_SDFLMG,,0,0,FALSE,mg,sdflmg,repeater,0,0,0,0,0,,attachment_icon_showcase_advanced
162,,other,a&ATTACHMENTS_EPIC_LMG03,epiclmg03,epiclmg03,placeholder_x,a&ATTACHMENTS_DESC_EPIC_LMG03,,0,0,FALSE,mg,lmg03,-7,15,0,10,-3,,attachment_icon_showcase_advanced
163,,other,a&ATTACHMENTS_EPIC_ERAD,epicerad,epicerad,placeholder_x,a&ATTACHMENTS_DESC_EPIC_ERAD,,0,0,FALSE,smg,erad,10,7,0,-5,0,,attachment_icon_showcase_advanced
164,,other,a&ATTACHMENTS_EPIC_CRB,epiccrb,epiccrb,placeholder_x,a&ATTACHMENTS_DESC_EPIC_CRB,,0,0,FALSE,smg,crb,4,7,0,-3,0,,attachment_icon_showcase_advanced
165,,other,a&ATTACHMENTS_EPIC_RIPPER,epicripper,epicripper,placeholder_x,a&ATTACHMENTS_DESC_EPIC_RIPPER,,0,0,FALSE,smg,ripper,0,5,5,-7,0,,attachment_icon_showcase_advanced
166,,other,a&ATTACHMENTS_EPIC_UMP45,epicump45,epicump45,placeholder_x,a&ATTACHMENTS_DESC_EPIC_UMP45,,0,0,FALSE,smg,ump45,-10,20,0,10,0,,attachment_icon_showcase_advanced
167,,other,a&ATTACHMENTS_EPIC_FHR,epicfhr,epicfhr,placeholder_x,a&ATTACHMENTS_DESC_EPIC_FHR,,0,0,FALSE,smg,fhr,counterweight,0,0,0,0,0,,attachment_icon_showcase_advanced
168,,other,a&ATTACHMENTS_EPIC_M8,epicm8,epicm8,placeholder_x,a&ATTACHMENTS_DESC_EPIC_M8,,0,0,FALSE,sniper,m8,0,0,0,6,0,,attachment_icon_showcase_advanced
169,,other,a&ATTACHMENTS_EPIC_KBS,epickbs,epickbs,placeholder_x,a&ATTACHMENTS_DESC_EPIC_KBS,,0,0,FALSE,sniper,kbs,stasis,0,0,0,0,0,,attachment_icon_showcase_advanced
170,,other,a&ATTACHMENTS_EPIC_SDFSHOTTY,epicsdfshotty,epicsdfshotty,placeholder_x,a&ATTACHMENTS_DESC_EPIC_SDFSHOTTY,,0,0,FALSE,spread,sdfshotty,10,0,0,0,0,,attachment_icon_showcase_advanced
171,,other,a&ATTACHMENTS_EPIC_DEVASTATOR,epicdevastator,epicdevastator,placeholder_x,a&ATTACHMENTS_DESC_EPIC_DEVASTATOR,,0,0,FALSE,spread,devastator,0,10,0,0,0,,attachment_icon_showcase_advanced
172,,other,a&ATTACHMENTS_EPIC_SONIC,epicsonic,epicsonic,placeholder_x,a&ATTACHMENTS_DESC_EPIC_SONIC,,0,0,FALSE,spread,sonic,0,0,0,0,0,,attachment_icon_showcase_advanced
173,,other,a&ATTACHMENTS_EPIC_EMC,epicemc,epicemc,placeholder_x,a&ATTACHMENTS_DESC_EPIC_EMC,,0,0,FALSE,pistol,emc,-3,15,-10,0,0,,attachment_icon_showcase_advanced
174,,other,a&ATTACHMENTS_EPIC_NRG,epicnrg,epicnrg,placeholder_x,a&ATTACHMENTS_DESC_EPIC_NRG,,0,0,FALSE,pistol,nrg,0,8,0,-3,0,,attachment_icon_showcase_advanced
175,,other,a&ATTACHMENTS_EPIC_G18,epicg18,epicg18,placeholder_x,a&ATTACHMENTS_DESC_EPIC_G18,,0,0,FALSE,pistol,g18,0,-7,0,20,0,,attachment_icon_showcase_advanced
176,,unique,a&ATTACHMENTS_HIP_AIM,hipaimump45_iw8,hipaim,placeholder_x,a&ATTACHMENTS_DESC_HIP_AIM,,0,0,FALSE,rifle,smg,mg,sniper,pistol,,4,0,0,0,0,,attachment_icon_showcase_lasersight
177,,barrel,a&ATTACHMENTS_FLASHLIGHT,flashlight,flashlight,placeholder_x,a&ATTACHMENTS/DESC_SILENCER,attachment_acogdigital_vm_camo,0,0,FALSE,rifle,smg,mg,sniper,spread,pistol,,0,0,0,0,0,,attachment_icon_showcase_supressor
178,,barrel,a&ATTACHMENTS_EXTENDED_BARREL,barrelextend,barrelextend,placeholder_x,a&ATTACHMENTS/DESC_SILENCER,,0,0,FALSE,rifle,smg,mg,sniper,pistol,,0,0,20,0,0,,attachment_icon_showcase_supressor
179,,barrel,a&ATTACHMENTS/COMPENSATOR,compensator,compensator,placeholder_x,a&ATTACHMENTS/DESC_SILENCER,,0,0,FALSE,rifle,smg,mg,sniper,spread,pistol,,15,0,0,0,0,,attachment_icon_showcase_supressor
180,,undermount,a&ATTACHMENTS_GRIP,heartbeat,heartbeat,placeholder_x,a&ATTACHMENTS_VERTICAL_FOREGRIP_FOR,,0,0,FALSE,rifle,smg,mg,sniper,spread,pistol,,0,0,0,0,0,,attachment_icon_showcase_foregrip
181,,undermount,a&ATTACHMENTS_GRIP,tripod,tripod,placeholder_x,a&ATTACHMENTS_VERTICAL_FOREGRIP_FOR,,0,0,FALSE,rifle,smg,mg,sniper,,20,0,0,0,0,,attachment_icon_showcase_foregrip
182,,other,a&ATTACHMENTS_FIRETYPESINGLE,firetypesingle,firetypesingle,placeholder_x,a&ATTACHMENTS_VERTICAL_FOREGRIP_FOR,,0,0,FALSE,rifle,smg,mg,,0,0,0,-50,0,,attachment_icon_showcase_foregrip
183,,undermount,a&ATTACHMENTS_GRIP,gripspas,grip,placeholder_x,a&ATTACHMENTS_VERTICAL_FOREGRIP_FOR,,0,0,FALSE,spread,spas,7,0,0,0,0,,attachment_icon_showcase_foregrip
184,,other,a&,fmj,fmj,,a&,,0,0,FALSE,rifle,smg,mg,sniper,pistol,,0,10,0,0,0,,
185,,undermount,a&ATTACHMENTS_GRIP,gripar58,grip,placeholder_x,a&ATTACHMENTS_VERTICAL_FOREGRIP_FOR,,0,0,FALSE,rifle,ar58,ar58_swap,7,0,0,0,0,,attachment_icon_showcase_foregrip
186,,none,a&ATTACHMENTS_DONE_SELECTING,done,done,,a&,,0,0,FALSE,,,0,0,0,0,0,,weapon_missing_image
