string,string,localized_a,localized_a,string,localized_a,string,string,string,string,string,string,localized_a,string,localized_a,string,string,localized_a,string,localized_a,string,int
72,QUEST_0_RIFT_S3_ESCAPE_RIFT,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_DESC,,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_ESCAPE_RIFT,a&,1,0
73,REV_OB_TEAM_HUNT,a&JUP_OB_OBJECTIVES/TEAM_HUNT_ACTIVITY_TITLE,a&JUP_OB_OBJECTIVES/TEAM_HUNT_ACTIVITY_DESC,,a&,jup_ui_icon_contract_act_big_bounty,,1,,1,,a&,,a&,,,a&,REV_OB_TEAM_HUNT,a&,,0
74,QUEST_0_RIFT_S2_ESCORT_POST_MALL,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_POST_MALL_DESC,4,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_POST_MALL_DESC,jup_ui_icon_contract_act_zombie_escort,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_ESCORT_POST_MALL,a&,,0
75,QUEST_0_RIFT_S2_CLEAR_STRONGHOLD,a&JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,a&JUP_OB_S2/QUEST_0_RIFT_S2_CLEAR_STRONGHOLD_DESC,15,a&JUP_OB_S2/QUEST_0_RIFT_S2_CLEAR_STRONGHOLD_DESC,jup_ui_map_icon_obj_toc,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_CLEAR_STRONGHOLD,a&,1,0
76,QUEST_0_RIFT_S2_MEET_FLETCHER,a&JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,a&JUP_OB_S2/QUEST_0_RIFT_S2_MEET_FLETCHER_DESC,,a&,jup_ui_map_icon_obj_toc,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_MEET_FLETCHER,a&,,0
77,QUEST_0_RIFT_S2_REGROUP_POST_MALL,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_REGROUP_POST_MALL_DESC,,a&,jup_ui_map_icon_obj_toc,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_REGROUP_POST_MALL,a&,,0
78,QUEST_0_RIFT_S2_WAIT_FLETCHER,a&JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO,a&JUP_OB_S2/QUEST_0_RIFT_S2_WAIT_FLETCHER,,a&,jup_ui_map_icon_obj_toc,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_WAIT_FLETCHER,a&,,0
79,QUEST_0_RIFT_S2_OUTLAST_ANALYSIS_PHASE,a&JUP_OB_OBJECTIVES/OUTLAST_ACTIVITY_STARTER_TITLE,a&JUP_OB_S2/QUEST_0_RIFT_S2_OUTLAST_ANALYSIS_PHASE,,a&,jup_ui_icon_contract_act_outlast,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S2_OUTLAST_ANALYSIS_PHASE,a&,,0
80,QUEST_0_RIFT_S2_BOSS,a&JUP_OB_S2/QUEST_0_RIFT_S2_BOSS,a&JUP_OB_S2/QUEST_0_RIFT_S2_BOSS_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S2_BOSS,a&,,0
81,QUEST_0_RIFT_S5_DESTROY_OOPS,a&JUP_OB_S5/QUEST_0_RIFT_S5_DESTROY_OOPS,a&JUP_OB_S5/QUEST_0_RIFT_S5_DESTROY_OOPS_DESC,2,a&JUP_OB_S5/QUEST_0_RIFT_S5_DESTROY_OOPS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S3_CLEANSE_RELICS,a&,1,0
82,QUEST_0_RIFT_S5_REACH_TOWER_TOP,a&JUP_OB_S5/QUEST_0_RIFT_S5_REACH_TOWER_TOP,a&JUP_OB_S5/QUEST_0_RIFT_S5_REACH_TOWER_TOP_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_REACH_TOWER_TOP_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_REACH_TOWER_TOP,a&,1,0
83,QUEST_0_RIFT_S5_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_BOSS_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_BOSS,a&,,0
84,QUEST_0_RIFT_S5_ESCAPE_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_ESCAPE_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_ESCAPE_RIFT_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_ESCAPE_RIFT_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_ESCAPE_RIFT,a&,1,0
85,QUEST_0_RIFT_S3_INVESTIGATE_CRYSTAL,a&JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_CRYSTAL_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_INVESTIGATE_CRYSTAL,a&,1,0
86,QUEST_0_RIFT_S3_WEAKEN_CRYSTAL,a&JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,a&JUP_OB_S3/QUEST_0_RIFT_S3_WEAKEN_CRYSTAL_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_WEAKEN_CRYSTAL,a&,1,0
87,QUEST_0_RIFT_S3_CRYSTAL_VULNERABLE,a&JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,a&JUP_OB_S3/QUEST_0_RIFT_S3_CRYSTAL_VULNERABLE_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_CRYSTAL_VULNERABLE,a&,1,0
88,QUEST_0_RIFT_S3_ESCAPE_RIFT_DEFEND,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_DEFEND_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_ESCAPE_RIFT_DEFEND,a&,1,0
89,QUEST_0_RIFT_S3_ESCAPE_RIFT_EXFIL,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_EXFIL_DESC,,a&,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S3_ESCAPE_RIFT_EXFIL,a&,1,0
90,QUEST_0_RIFT_S5_01_SEARCH,a&JUP_OB_S5/QUEST_0_RIFT_S5_01_SEARCH,a&JUP_OB_S5/QUEST_0_RIFT_S5_01_SEARCH_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_01_SEARCH_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_01_SEARCH,a&,,0
91,QUEST_0_RIFT_S5_02_FIND_RELICS,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_FIND_RELICS,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_FIND_RELICS_DESC,4,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_FIND_RELICS_DESC,jup_tac_contract_act_story_mission,,,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S5_02_FIND_RELICS,a&,,0
92,QUEST_0_RIFT_S5_02_A_FIND_RELICS,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_A_FIND_RELICS,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_A_FIND_RELICS_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_02_A_FIND_RELICS_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_02_A_FIND_RELICS,a&,,0
93,QUEST_0_RIFT_S5_03_CLEANSE,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_CLEANSE,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_CLEANSE_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_CLEANSE_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_03_CLEANSE,a&,,0
94,QUEST_0_RIFT_S5_03_A_CLEANSE,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_A_CLEANSE,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_A_CLEANSE_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_03_A_CLEANSE_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_03_A_CLEANSE,a&,,0
95,QUEST_0_RIFT_S5_04_RELOCATE,a&JUP_OB_S5/QUEST_0_RIFT_S5_04_RELOCATE,a&JUP_OB_S5/QUEST_0_RIFT_S5_04_RELOCATE_DESC,3,a&JUP_OB_S5/QUEST_0_RIFT_S5_04_RELOCATE_DESC,jup_tac_contract_act_story_mission,,,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S5_04_RELOCATE,a&,1,0
96,QUEST_0_RIFT_S5_05_FIND_REMAINING,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_FIND_REMAINING,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_FIND_REMAINING_DESC,4,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_FIND_REMAINING_DESC,jup_tac_contract_act_story_mission,,,i,1,,a&,,a&,,,a&,QUEST_0_RIFT_S5_05_FIND_REMAINING,a&,,0
97,QUEST_0_RIFT_S5_05_A_FIND_REMAINING,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_A_FIND_REMAINING,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_A_FIND_REMAINING_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_A_FIND_REMAINING_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_05_A_FIND_REMAINING,a&,,0
98,QUEST_0_RIFT_S5_06_FIND_ENTITY,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_ENTITY,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_ENTITY_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_ENTITY_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_06_FIND_ENTITY,a&,,0
99,QUEST_0_RIFT_S5_06_FIND_CONTINUE,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_CONTINUE,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_CONTINUE_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_06_FIND_CONTINUE_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_06_FIND_CONTINUE,a&,,0
100,QUEST_0_RIFT_S5_07_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_07_BOSS,a&,,0
101,QUEST_0_RIFT_S5_08_LEAVE_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LEAVE_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LEAVE_RIFT_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LEAVE_RIFT_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_08_LEAVE_RIFT,a&,,0
102,QUEST_0_RIFT_S5_07_BOSS_PHASE_02,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_PHASE_02_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_PHASE_02_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_07_BOSS,a&,,0
103,QUEST_0_RIFT_S5_07_BOSS_LIGHTBOMB,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_LIGHTBOMB_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_LIGHTBOMB_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_07_BOSS,a&,,0
104,QUEST_0_RIFT_S5_07_BOSS_VULNERABLE,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_VULNERABLE_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_07_BOSS_VULNERABLE_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_07_BOSS,a&,,0
105,QUEST_0_RIFT_S5_05_OOP_CLEANSE_COMPLETE,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_OOP_CLEANSE_COMPLETE,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_OOP_CLEANSE_COMPLETE_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_05_OOP_CLEANSE_COMPLETE_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_05_OOP_CLEANSE_COMPLETE,a&,,0
106,QUEST_0_RIFT_S5_08_LOOT_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LEAVE_RIFT,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LOOT_RIFT_DESC,,a&JUP_OB_S5/QUEST_0_RIFT_S5_08_LOOT_RIFT_DESC,jup_tac_contract_act_story_mission,,,,,,a&,,a&,,,a&,QUEST_0_RIFT_S5_08_LEAVE_RIFT,a&,,0
