string,string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,int,string,string,string,string
23534,jup_weekly_ch_s1_br_w7_d2_northwest_kills,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_NW_DESC,10,5000,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23571,jup_weekly_ch_s1_br_w7_d3_east_kills,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_EAST_DESC,10,7500,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23536,jup_weekly_ch_s1_br_w7_d2_south_kills,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_SOUTH_DESC,10,5000,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23572,jup_weekly_ch_s1_br_w_d3_center_kills,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_CENTER_DESC,10,7500,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23538,jup_weekly_ch_s1_br_w7_d4_top_placement,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_PLACEMENT_COVERT_EXFIL_DESC,5,10000,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23539,jup_weekly_ch_s1_br_w7_d2_contracts,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_CONTRACTS_DESC,15,5000,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
23540,jup_weekly_ch_s1_br_w7_d1_any_caches,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_ANY_CACHES_DESC,50,2500,,1,7,BR,1705510800,1707325199,1701986960,1703801359,0,,,,
16852,jup_aa_s1_w7_dmz_0,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16853,jup_aa_s1_w7_dmz_1,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16854,jup_aa_s1_w7_dmz_2,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16855,jup_aa_s1_w7_dmz_3,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16856,jup_aa_s1_w7_dmz_4,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16857,jup_aa_s1_w7_dmz_5,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16858,jup_aa_s1_w7_dmz_6,a&,a&,1,,,1,7,DMZ,1705510800,1707325199,1701986960,1703801359,0,,,,
16859,jup_aa_s1_w7_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MERC_KILLS_DESC,75,2500,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16860,jup_aa_s1_w7_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_BR_ACHARLIE450_AMP_KILLS_DESC,300,5000,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16861,jup_aa_s1_w7_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_GOLF36_AMP_ADS_KILLS_DESC,300,5000,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16862,jup_aa_s1_w7_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SM_SCHARLIE_AMP_CRITS_DESC,300,5000,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16863,jup_aa_s1_w7_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SH_OROMEO_AMP_EPIC_KILLS_DESC,250,7500,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16864,jup_aa_s1_w7_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_CLEAR_ZOMBIE_STRONGHOLDS_DESC,5,7500,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16865,jup_aa_s1_w7_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_W7_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_FIRE_DAMAGE_KILLS_DESC,500,10000,,1,7,ZM,1705510800,1707325199,1701986960,1703801359,0,,,,
16907,jup_aa_tracker_s1_w7,a&,a&CHALLENGE/JUP_CH_WEEKLY_W7_TRACKER_DESC,5,,17198,1,7,WeeklyTracker,1705510800,1707325199,1701986960,1703801359,0,23030+23031+23032+2110,,,
25866,jup_weekly_ch_s1_mp_w8_d1_point_blank_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_POINT_BLANK_KILLS_DESC,20,2500,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25867,jup_weekly_ch_s1_mp_w8_d2_jup_jp14_pi_rsierra12_bar_amp_longshot_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_JP14_PI_RSIERRA12_BAR_AMP_LONGSHOT_KILLS_DESC,5,5000,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25868,jup_weekly_ch_s1_mp_w8_d2_jup_jp01_ar_golf36_bar_amp_clean_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_JP01_AR_GOLF36_BAR_AMP_CLEAN_KILLS_DESC,20,5000,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25869,jup_weekly_ch_s1_mp_w8_d2_jup_jp02_sm_scharlie3_bar_amp_ads_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_JP02_SM_SCHARLIE3_BAR_AMP_ADS_KILLS_DESC,20,5000,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25870,jup_weekly_ch_s1_mp_w8_d3_red_dot_pstl_or_tall_kills_headshot_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_RED_DOT_PSTL_OR_TALL_KILLS_HEADSHOT_KILLS_DESC,15,7500,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25871,jup_weekly_ch_s1_mp_w8_d3_jup_las_fourx01_headshot_kills,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_LAS_FOURX01_HEADSHOT_KILLS_DESC,15,7500,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
25873,jup_weekly_ch_s1_mp_w8_d4_jup_cp01_sm_coscar635_bar_amp_kills_without_dying,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&CHALLENGE/JUP_CH_WEEKLY_JUP_CP01_SM_COSCAR635_BAR_AMP_KILLS_WITHOUT_DYING_DESC,5,10000,,1,8,MP,1706115600,1707325199,1702591760,1703801359,0,,,,
23563,jup_weekly_ch_s1_br_w8_d2_northwest_caches,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_NW_DESC,20,5000,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23564,jup_weekly_ch_s1_br_w8_d3_east_caches,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_EAST_DESC,20,7500,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23565,jup_weekly_ch_s1_br_w8_d2_south_caches,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_SOUTH_DESC,20,5000,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23566,jup_weekly_ch_s1_br_w8_d3_center_caches,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_CENTER_DESC,20,7500,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23567,jup_weekly_ch_s1_br_w8_d4_top_placement,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_PLACEMENT_COVERT_EXFIL_DESC,5,10000,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23568,jup_weekly_ch_s1_br_w8_d2_contracts,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_CONTRACTS_DESC,15,5000,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
23569,jup_weekly_ch_s1_br_w8_d1_kill_or_assist,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_ELIMINATIONS_DESC,40,2500,,1,8,BR,1706115600,1707325199,1702591760,1703801359,0,,,,
16882,jup_aa_s1_w8_dmz_0,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16883,jup_aa_s1_w8_dmz_1,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16884,jup_aa_s1_w8_dmz_2,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16885,jup_aa_s1_w8_dmz_3,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16886,jup_aa_s1_w8_dmz_4,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16887,jup_aa_s1_w8_dmz_5,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16888,jup_aa_s1_w8_dmz_6,a&,a&,1,,,1,8,DMZ,1706115600,1707325199,1702591760,1703801359,0,,,,
16889,jup_aa_s1_w8_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_CRITICAL_KILLS_DESC,500,2500,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16890,jup_aa_s1_w8_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_BR_ACHARLIE450_JUGGERNOG_KILLS_DESC,300,5000,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16891,jup_aa_s1_w8_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_GOLF36_AMP_PAP_KILLS_DESC,200,5000,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16892,jup_aa_s1_w8_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_JUP_ACHARLIED_AMP_STAMINUP_KILLS_DESC,200,5000,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16893,jup_aa_s1_w8_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SH_OROMEO_AMP_SPECIAL_KILLS_DESC,5,7500,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16894,jup_aa_s1_w8_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SM_SCHARLIE_AMP_MERC_KILLS_DESC,50,7500,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16895,jup_aa_s1_w8_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_W8_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_WARLORD_KILLS_DESC,2,10000,,1,8,ZM,1706115600,1707325199,1702591760,1703801359,0,,,,
16909,jup_aa_tracker_s1_w8_2,a&,a&CHALLENGE/JUP_CH_WEEKLY_W8_TRACKER_DESC,5,,44207,1,8,WeeklyTracker,1706115600,1707325199,1702591760,1703801359,0,46730+46706+46737+46715+46735+46720+46725+46710,,,
14644,jup_aa_tracker_season_1,a&,a&CHALLENGE/JUP_CH_WEEKLY_SEASONAL_TRACKER_DESC,8,,46055,1,1,SeasonTracker,1701882000,1707325199,1698962960,1703801359,0,,,,
28656,jup_aa_s2_w1_mp_0,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_SILENCED_DMR_KILLS_DESC,30,2500,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28655,jup_aa_s2_w1_mp_1,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_SHOTGUN_1S1KS_DESC,20,5000,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28654,jup_aa_s2_w1_mp_2,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_SNIPER_QUICKSCOPES_DESC,15,5000,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28657,jup_aa_s2_w1_mp_3,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_BR_DOUBLE_KILLS_DESC,7,5000,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28658,jup_aa_s2_w1_mp_4,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_AR_TRIPLE_KILLS_DESC,5,7500,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28659,jup_aa_s2_w1_mp_5,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_MAG_SCOPE_LONGSHOTS_DESC,5,7500,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28660,jup_aa_s2_w1_mp_6,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_SNIPER_COLLATERALS_DESC,3,10000,,2,1,MP,1707325200,1712159999,1704409760,1709244559,0,,,,
28661,jup_aa_s2_w1_br_0,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_NW_DESC,10,5000,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28662,jup_aa_s2_w1_br_1,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_EAST_DESC,10,7500,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28663,jup_aa_s2_w1_br_2,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_SOUTH_DESC,10,5000,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28664,jup_aa_s2_w1_br_3,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_KILLS_CENTER_DESC,10,7500,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28665,jup_aa_s2_w1_br_4,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_PLACEMENT_DESC,5,10000,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28666,jup_aa_s2_w1_br_5,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_CONTRACTS_DESC,15,5000,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28667,jup_aa_s2_w1_br_6,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_ANY_CACHES_DESC,50,2500,,2,1,BR,1707325200,1712159999,1704409760,1709244559,0,,,,
28652,jup_aa_s2_w1_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_DMR_CRYOFREEZE_KILLS_DESC,200,2500,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28653,jup_aa_s2_w1_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SHOTGUN_PAP_KILLS_DESC,250,5000,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28668,jup_aa_s2_w1_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_5_BR_RAPID_KILLS_DESC,15,5000,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28669,jup_aa_s2_w1_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SNIPER_SCOPED_KILLS_DESC,100,5000,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28670,jup_aa_s2_w1_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_PAP_LVL2_ZOMBIE,200,7500,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28671,jup_aa_s2_w1_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MANGLER_KILLS_DESC,5,7500,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28672,jup_aa_s2_w1_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_W1_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_SNIPER_MERC_CRITS_DESC,25,10000,,2,1,ZM,1707325200,1712159999,1704409760,1709244559,0,,,,
28673,jup_aa_tracker_s2_w1,a&JUP_CHALLENGE/WEEK_1_CHALLENGE_REWARD,a&CHALLENGE/JUP_CH_WEEKLY_W1_TRACKER_DESC,5,,54021,2,1,WeeklyTracker,1707325200,1712159999,1704409760,1709244559,0,54019+54020+47150,,,
28678,jup_aa_s2_w2_mp_0,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_ALTERNATE_AMMO_KILLS_DESC,30,2500,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28679,jup_aa_s2_w2_mp_1,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_UNDERBARREL_ATTACHMENT_KILLS_DESC,20,5000,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28680,jup_aa_s2_w2_mp_2,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_GUN_BUTT_MELEE_KILLS_DESC,10,5000,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28681,jup_aa_s2_w2_mp_3,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_THROWING_KNIFE_KILLS_DESC,15,5000,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28682,jup_aa_s2_w2_mp_4,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_POINT_BLANK_KILLS_DESC,10,7500,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28683,jup_aa_s2_w2_mp_5,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_FINISHING_MOVES_DESC,10,7500,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28684,jup_aa_s2_w2_mp_6,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_3_MELEE_KILLS_WITHOUT_DYING_DESC,3,10000,,2,2,MP,1707930000,1712159999,1705014560,1709244559,0,,,,
28843,jup_aa_s2_w2_br_0,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_NW_DESC,20,5000,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28844,jup_aa_s2_w2_br_1,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_EAST_DESC,20,7500,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28845,jup_aa_s2_w2_br_2,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_SOUTH_DESC,20,5000,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28846,jup_aa_s2_w2_br_3,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_REGIONAL_CACHES_CENTER_DESC,20,7500,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28847,jup_aa_s2_w2_br_4,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_PLACEMENT_DESC,5,10000,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28848,jup_aa_s2_w2_br_5,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_CONTRACTS_DESC,15,5000,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28849,jup_aa_s2_w2_br_6,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_BR_WEEKLY_ELIMINATIONS_DESC,40,2500,,2,2,BR,1707930000,1712159999,1705014560,1709244559,0,,,,
28857,jup_aa_s2_w2_zm_0,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_FRENZIED_GUARD_MELEE_KILLS_DESC,50,2500,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28858,jup_aa_s2_w2_zm_1,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_THROWING_KNIFE_ZOMBIE_KILLS_DESC,10,5000,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28859,jup_aa_s2_w2_zm_2,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_CRITICAL_KILLS_DESC,500,5000,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28860,jup_aa_s2_w2_zm_3,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_FOUR_PERK_KILLS_DESC,150,5000,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28861,jup_aa_s2_w2_zm_4,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_UNDERBARREL_ATTACHMENT_KILL_DESC,250,7500,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28862,jup_aa_s2_w2_zm_5,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_ABOMIBATION_KILLS_DESC,1,7500,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28863,jup_aa_s2_w2_zm_6,a&CHALLENGE/JUP_CH_WEEKLY_W2_CHALLENGE_COMPLETED,a&JUP_OB_WEEKLY/JUP_OB_WEEKLY_MELEE_10_KILLS_WITHOUT_TAKING_DAMAGE_DESC,20,10000,,2,2,ZM,1707930000,1712159999,1705014560,1709244559,0,,,,
28864,jup_aa_tracker_s2_w2,a&JUP_CHALLENGE/WEEK_2_CHALLENGE_REWARD,a&CHALLENGE/JUP_CH_WEEKLY_W2_TRACKER_DESC,5,,52788,2,2,WeeklyTracker,1707930000,1712159999,1705014560,1709244559,0,,,,
28865,jup_aa_s2_w3_mp_0,a&CHALLENGE/JUP_CH_WEEKLY_W3_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_OROMEO12_BAREBONES_KILLS_DESC,30,2500,,2,3,MP,1708534800,1712159999,1705619360,1709244559,0,,,,
28866,jup_aa_s2_w3_mp_1,a&CHALLENGE/JUP_CH_WEEKLY_W3_CHALLENGE_COMPLETED,a&JUP_CHALLENGE/JUP_CH_WEEKLY_2_LMG_KILLS_IN_A_MAG_DESC,10,5000,,2,3,MP,1708534800,1712159999,1705619360,1709244559,0,,,,
