string,string,string,int
39346,iw9_pi_swhiskey_camo_prestige_1,126,0
38964,iw9_pi_papa220_camo_prestige_4,126,0
39091,iw9_pi_papa220_camo_prestige_3,126,0
39218,iw9_pi_papa220_camo_prestige_2,126,0
39345,iw9_pi_papa220_camo_prestige_1,126,0
38943,iw9_la_gromeo_camo_prestige_4,126,0
39070,iw9_la_gromeo_camo_prestige_3,126,0
39197,iw9_la_gromeo_camo_prestige_2,126,0
39324,iw9_la_gromeo_camo_prestige_1,126,0
38944,iw9_la_juliet_camo_prestige_4,126,0
39071,iw9_la_juliet_camo_prestige_3,126,0
39198,iw9_la_juliet_camo_prestige_2,126,0
39325,iw9_la_juliet_camo_prestige_1,126,0
38946,iw9_la_rpapa7_camo_prestige_4,126,0
39073,iw9_la_rpapa7_camo_prestige_3,126,0
39200,iw9_la_rpapa7_camo_prestige_2,126,0
39327,iw9_la_rpapa7_camo_prestige_1,126,0
38945,iw9_la_kgolf_camo_prestige_4,126,0
39072,iw9_la_kgolf_camo_prestige_3,126,0
39199,iw9_la_kgolf_camo_prestige_2,126,0
39326,iw9_la_kgolf_camo_prestige_1,126,0
38954,iw9_me_knife_camo_prestige_4,126,0
39081,iw9_me_knife_camo_prestige_3,126,0
39208,iw9_me_knife_camo_prestige_2,126,0
39335,iw9_me_knife_camo_prestige_1,126,0
38956,iw9_me_riotshield_camo_prestige_4,126,0
39083,iw9_me_riotshield_camo_prestige_3,126,0
39210,iw9_me_riotshield_camo_prestige_2,126,0
39337,iw9_me_riotshield_camo_prestige_1,126,0
38933,iw9_dm_crossbow_camo_prestige_4,126,0
39060,iw9_dm_crossbow_camo_prestige_3,126,0
39187,iw9_dm_crossbow_camo_prestige_2,126,0
39314,iw9_dm_crossbow_camo_prestige_1,126,0
38972,iw9_sh_vecho_camo_prestige_4,126,0
39099,iw9_sh_vecho_camo_prestige_3,126,0
39226,iw9_sh_vecho_camo_prestige_2,126,0
39353,iw9_sh_vecho_camo_prestige_1,126,0
38913,iw9_ar_acharlie300_camo_prestige_4,126,0
39040,iw9_ar_acharlie300_camo_prestige_3,126,0
39167,iw9_ar_acharlie300_camo_prestige_2,126,0
39294,iw9_ar_acharlie300_camo_prestige_1,126,0
38957,iw9_me_sword01_camo_prestige_4,126,0
39084,iw9_me_sword01_camo_prestige_3,126,0
39211,iw9_me_sword01_camo_prestige_2,126,0
39338,iw9_me_sword01_camo_prestige_1,126,0
38941,iw9_dm_stango25_camo_prestige_4,126,0
39068,iw9_dm_stango25_camo_prestige_3,126,0
39195,iw9_dm_stango25_camo_prestige_2,126,0
39322,iw9_dm_stango25_camo_prestige_1,126,0
38931,iw9_br_ngsierra_camo_prestige_4,126,0
39058,iw9_br_ngsierra_camo_prestige_3,126,0
39185,iw9_br_ngsierra_camo_prestige_2,126,0
39312,iw9_br_ngsierra_camo_prestige_1,126,0
38986,iw9_sn_india_camo_prestige_4,126,0
39113,iw9_sn_india_camo_prestige_3,126,0
39240,iw9_sn_india_camo_prestige_2,126,0
39367,iw9_sn_india_camo_prestige_1,126,0
38966,iw9_pi_tango9_camo_prestige_4,126,0
39093,iw9_pi_tango9_camo_prestige_3,126,0
39220,iw9_pi_tango9_camo_prestige_2,126,0
39347,iw9_pi_tango9_camo_prestige_1,126,0
38920,iw9_ar_helima_camo_prestige_4,126,0
39047,iw9_ar_helima_camo_prestige_3,126,0
39174,iw9_ar_helima_camo_prestige_2,126,0
39301,iw9_ar_helima_camo_prestige_1,126,0
38973,iw9_sm_acharlie45_camo_prestige_4,126,0
39100,iw9_sm_acharlie45_camo_prestige_3,126,0
39227,iw9_sm_acharlie45_camo_prestige_2,126,0
39354,iw9_sm_acharlie45_camo_prestige_1,126,0
38958,iw9_me_tonfa_camo_prestige_4,126,0
39085,iw9_me_tonfa_camo_prestige_3,126,0
39212,iw9_me_tonfa_camo_prestige_2,126,0
39339,iw9_me_tonfa_camo_prestige_1,126,0
38971,iw9_sh_tsierra12_camo_prestige_4,126,0
39098,iw9_sh_tsierra12_camo_prestige_3,126,0
39225,iw9_sh_tsierra12_camo_prestige_2,126,0
39352,iw9_sh_tsierra12_camo_prestige_1,126,0
38927,iw9_ar_ralpha_camo_prestige_4,126,0
39054,iw9_ar_ralpha_camo_prestige_3,126,0
39181,iw9_ar_ralpha_camo_prestige_2,126,0
39308,iw9_ar_ralpha_camo_prestige_1,126,0
38989,iw9_sn_walpha_camo_prestige_4,126,0
39116,iw9_sn_walpha_camo_prestige_3,126,0
39243,iw9_sn_walpha_camo_prestige_2,126,0
39370,iw9_sn_walpha_camo_prestige_1,126,0
38918,iw9_ar_fecho_camo_prestige_4,126,0
39045,iw9_ar_fecho_camo_prestige_3,126,0
39172,iw9_ar_fecho_camo_prestige_2,126,0
39299,iw9_ar_fecho_camo_prestige_1,126,0
38963,iw9_pi_mike2011_camo_prestige_4,126,0
39090,iw9_pi_mike2011_camo_prestige_3,126,0
39217,iw9_pi_mike2011_camo_prestige_2,126,0
39344,iw9_pi_mike2011_camo_prestige_1,126,0
39028,jup_jp23_me_kalpha_camo_prestige_4,126,0
39155,jup_jp23_me_kalpha_camo_prestige_3,126,0
39282,jup_jp23_me_kalpha_camo_prestige_2,126,0
39408,jup_jp23_me_kalpha_camo_prestige_1,126,0
38955,iw9_me_pickaxe_camo_prestige_4,126,0
39082,iw9_me_pickaxe_camo_prestige_3,126,0
39209,iw9_me_pickaxe_camo_prestige_2,126,0
39336,iw9_me_pickaxe_camo_prestige_1,126,0
38983,iw9_sm_sdelta_camo_prestige_4,126,0
39110,iw9_sm_sdelta_camo_prestige_3,126,0
39237,iw9_sm_sdelta_camo_prestige_2,126,0
39364,iw9_sm_sdelta_camo_prestige_1,126,0
38922,iw9_ar_malima_camo_prestige_4,126,0
39049,iw9_ar_malima_camo_prestige_3,126,0
39176,iw9_ar_malima_camo_prestige_2,126,0
39303,iw9_ar_malima_camo_prestige_1,126,0
38974,iw9_sm_acharlie9_camo_prestige_4,126,0
39101,iw9_sm_acharlie9_camo_prestige_3,126,0
39228,iw9_sm_acharlie9_camo_prestige_2,126,0
39355,iw9_sm_acharlie9_camo_prestige_1,126,0
38953,iw9_me_kamas_camo_prestige_4,126,0
39080,iw9_me_kamas_camo_prestige_3,126,0
39207,iw9_me_kamas_camo_prestige_2,126,0
39334,iw9_me_kamas_camo_prestige_1,126,0
39032,jup_jp25_ar_talpha95_camo_prestige_4,126,0
39159,jup_jp25_ar_talpha95_camo_prestige_3,126,0
39286,jup_jp25_ar_talpha95_camo_prestige_2,126,0
39412,jup_jp25_ar_talpha95_camo_prestige_1,126,0
39005,jup_jp03_sm_pmike_camo_prestige_4,126,0
39132,jup_jp03_sm_pmike_camo_prestige_3,126,0
39259,jup_jp03_sm_pmike_camo_prestige_2,126,0
39386,jup_jp03_sm_pmike_camo_prestige_1,126,0
39016,jup_jp10_sn_cdelta50_camo_prestige_4,126,0
39143,jup_jp10_sn_cdelta50_camo_prestige_3,126,0
39270,jup_jp10_sn_cdelta50_camo_prestige_2,126,0
39397,jup_jp10_sn_cdelta50_camo_prestige_1,126,0
38993,jup_cp06_ar_falpha_camo_prestige_4,126,0
39120,jup_cp06_ar_falpha_camo_prestige_3,126,0
39247,jup_cp06_ar_falpha_camo_prestige_2,126,0
39374,jup_cp06_ar_falpha_camo_prestige_1,126,0
38995,jup_cp15_lm_mkilo3_camo_prestige_4,126,0
39122,jup_cp15_lm_mkilo3_camo_prestige_3,126,0
39249,jup_cp15_lm_mkilo3_camo_prestige_2,126,0
39376,jup_cp15_lm_mkilo3_camo_prestige_1,126,0
39004,jup_jp03_br_aromeo200_camo_prestige_4,126,0
39131,jup_jp03_br_aromeo200_camo_prestige_3,126,0
39258,jup_jp03_br_aromeo200_camo_prestige_2,126,0
39385,jup_jp03_br_aromeo200_camo_prestige_1,126,0
39033,jup_jp25_sm_talpham_camo_prestige_4,126,0
39160,jup_jp25_sm_talpham_camo_prestige_3,126,0
39287,jup_jp25_sm_talpham_camo_prestige_2,126,0
39413,jup_jp25_sm_talpham_camo_prestige_1,126,0
39031,jup_jp23_me_swhiskey_camo_prestige_4,126,0
39158,jup_jp23_me_swhiskey_camo_prestige_3,126,0
39285,jup_jp23_me_swhiskey_camo_prestige_2,126,0
39411,jup_jp23_me_swhiskey_camo_prestige_1,126,0
39035,jup_jp32_pi_mpapa9_camo_prestige_4,126,0
39162,jup_jp32_pi_mpapa9_camo_prestige_3,126,0
39289,jup_jp32_pi_mpapa9_camo_prestige_2,126,0
39415,jup_jp32_pi_mpapa9_camo_prestige_1,126,0
39037,jup_jp35_sn_moscar_camo_prestige_4,126,0
39164,jup_jp35_sn_moscar_camo_prestige_3,126,0
39291,jup_jp35_sn_moscar_camo_prestige_2,126,0
39417,jup_jp35_sn_moscar_camo_prestige_1,126,0
39030,jup_jp23_me_pdango_camo_prestige_4,126,0
39157,jup_jp23_me_pdango_camo_prestige_3,126,0
39284,jup_jp23_me_pdango_camo_prestige_2,126,0
39410,jup_jp23_me_pdango_camo_prestige_1,126,0
39036,jup_jp34_ar_balpha27_camo_prestige_4,126,0
39163,jup_jp34_ar_balpha27_camo_prestige_3,126,0
39290,jup_jp34_ar_balpha27_camo_prestige_2,126,0
39416,jup_jp34_ar_balpha27_camo_prestige_1,126,0
40645,jup_jp37_dm_kappa98_camo_prestige_4,126,0
40647,jup_jp37_dm_kappa98_camo_prestige_3,126,0
40649,jup_jp37_dm_kappa98_camo_prestige_2,126,0
40651,jup_jp37_dm_kappa98_camo_prestige_1,126,0
40644,jup_cp01_sm_pcharlie9_camo_prestige_4,126,0
40646,jup_cp01_sm_pcharlie9_camo_prestige_3,126,0
40648,jup_cp01_sm_pcharlie9_camo_prestige_2,126,0
40650,jup_cp01_sm_pcharlie9_camo_prestige_1,126,0
40893,jup_jp23_me_shotel_camo_prestige_4,126,0
40895,jup_jp23_me_shotel_camo_prestige_3,126,0
40897,jup_jp23_me_shotel_camo_prestige_2,126,0
40899,jup_jp23_me_shotel_camo_prestige_1,126,0
40894,jup_jp38_sh_spapa12_camo_prestige_4,126,0
40896,jup_jp38_sh_spapa12_camo_prestige_3,126,0
40898,jup_jp38_sh_spapa12_camo_prestige_2,126,0
40900,jup_jp38_sh_spapa12_camo_prestige_1,126,0
43856,jup_jp44_ar_stango44_camo_prestige_4,126,0
43860,jup_jp44_ar_stango44_camo_prestige_3,126,0
43864,jup_jp44_ar_stango44_camo_prestige_2,126,0
43868,jup_jp44_ar_stango44_camo_prestige_1,126,0
43855,jup_jp41_sm_kpappa50_camo_prestige_4,126,0
43859,jup_jp41_sm_kpappa50_camo_prestige_3,126,0
43863,jup_jp41_sm_kpappa50_camo_prestige_2,126,0
43867,jup_jp41_sm_kpappa50_camo_prestige_1,126,0
43854,jup_jp31_dm_compound_camo_prestige_4,126,0
43858,jup_jp31_dm_compound_camo_prestige_3,126,0
43862,jup_jp31_dm_compound_camo_prestige_2,126,0
43866,jup_jp31_dm_compound_camo_prestige_1,126,0
43853,jup_jp23_me_spear_camo_prestige_4,126,0
43857,jup_jp23_me_spear_camo_prestige_3,126,0
43861,jup_jp23_me_spear_camo_prestige_2,126,0
43865,jup_jp23_me_spear_camo_prestige_1,126,0
47842,jup_jp28_lm_rpapa20_camo_prestige_4,126,0
47844,jup_jp28_lm_rpapa20_camo_prestige_3,126,0
47846,jup_jp28_lm_rpapa20_camo_prestige_2,126,0
47848,jup_jp28_lm_rpapa20_camo_prestige_1,126,0
47843,jup_jp40_br_hcharlie36_camo_prestige_4,126,0
47845,jup_jp40_br_hcharlie36_camo_prestige_3,126,0
47847,jup_jp40_br_hcharlie36_camo_prestige_2,126,0
47849,jup_jp40_br_hcharlie36_camo_prestige_1,126,0
