string,string,localized_a,localized_a,localized_a,string,string,string,string,string,string,string,localized_a,string,string,string,int,string
43351,jup_sb_ch_prestige_s5_p21_3,a&JUP_CARDS/JUP_CARD_N5901_19,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S5_P21_3_DESC,a&,5|7|10,||70122,500|1000|2000,17,4,,,a&,5000,,,0,211
43352,jup_ch_prestige_s5_mastery_18,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_18,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_18_DESC,a&,4,70108,2500,18,35,43336|43337|43338|43339,,a&,5000,,,0,211
43353,jup_ch_prestige_s5_mastery_19,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_19,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_19_DESC,a&,4,70113,2500,19,37,43340|43341|43342|43343,,a&,5000,,,0,211
43354,jup_ch_prestige_s5_mastery_20,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_20,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_20_DESC,a&,4,70118,2500,20,39,43344|43345|43346|43347,,a&,5000,,,0,211
43355,jup_ch_prestige_s5_mastery_21,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_21,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S5_MASTERY_21_DESC,a&,4,70123,2500,21,41,43348|43349|43350|43351,,a&,5000,,,0,211
47462,jup_sb_ch_prestige_s6_p22_0,a&JUP_CARDS/JUP_CARD_N6901_2,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P22_0_DESC,a&,1|3|5,||82160,500|1000|2000,22,1,,,a&,6000,,,0,211
47463,jup_sb_ch_prestige_s6_p22_1,a&JUP_CARDS/JUP_CARD_N6901_3,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P22_1_DESC,a&,7|10|25,||82161,500|1000|2000,22,2,,,a&,6000,,,0,211
47464,jup_sb_ch_prestige_s6_p22_2,a&JUP_CARDS/JUP_CARD_N6901_4,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P22_2_DESC,a&,1|3|5,||82162,500|1000|2000,22,3,,,a&,6000,,,0,211
47465,jup_sb_ch_prestige_s6_p22_3,a&JUP_CARDS/JUP_CARD_N6901_5,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P22_3_DESC,a&,10|25|50,||82163,500|1000|2000,22,4,,,a&,6000,,,0,211
47468,jup_sb_ch_prestige_s6_p23_0,a&JUP_CARDS/JUP_CARD_N6901_7,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P23_0_DESC,a&,10|25|50,||82165,500|1000|2000,23,1,,,a&,6000,,,0,211
47466,jup_sb_ch_prestige_s6_p23_1,a&JUP_CARDS/JUP_CARD_N6901_8,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P23_1_DESC,a&,7|10|25,||82166,500|1000|2000,23,2,,,a&,6000,,,0,211
47467,jup_sb_ch_prestige_s6_p23_2,a&JUP_CARDS/JUP_CARD_N6901_9,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P23_2_DESC,a&,10|25|50,||82167,500|1000|2000,23,3,,,a&,6000,,,0,211
47469,jup_sb_ch_prestige_s6_p23_3,a&JUP_CARDS/JUP_CARD_N6901_10,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P23_3_DESC,a&,10|25|50,||82168,500|1000|2000,23,4,,,a&,6000,,,0,211
47470,jup_sb_ch_prestige_s6_p24_0,a&JUP_CARDS/JUP_CARD_N6901_12,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P24_0_DESC,a&,100|250|500,||82170,500|1000|2000,24,1,,,a&,6000,,,0,211
47471,jup_sb_ch_prestige_s6_p24_1,a&JUP_CARDS/JUP_CARD_N6901_13,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P24_1_DESC,a&,25|50|100,||82171,500|1000|2000,24,2,,,a&,6000,,,0,211
47472,jup_sb_ch_prestige_s6_p24_2,a&JUP_CARDS/JUP_CARD_N6901_14,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P24_2_DESC,a&,50|100|250,||82172,500|1000|2000,24,3,,,a&,6000,,,0,211
47473,jup_sb_ch_prestige_s6_p24_3,a&JUP_CARDS/JUP_CARD_N6901_15,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P24_3_DESC,a&,50|100|250,||82173,500|1000|2000,24,4,,,a&,6000,,,0,211
47474,jup_sb_ch_prestige_s6_p25_0,a&JUP_CARDS/JUP_CARD_N6901_17,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P25_0_DESC,a&,7|10|25,||82174,500|1000|2000,25,1,,,a&,6000,,,0,211
47475,jup_sb_ch_prestige_s6_p25_1,a&JUP_CARDS/JUP_CARD_N6901_18,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P25_1_DESC,a&,7|10|25,||81603,500|1000|2000,25,2,,,a&,6000,,,0,211
47476,jup_sb_ch_prestige_s6_p25_2,a&JUP_CARDS/JUP_CARD_N6901_19,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P25_2_DESC,a&,5|7|10,||82175,500|1000|2000,25,3,,,a&,6000,,,0,211
47477,jup_sb_ch_prestige_s6_p25_3,a&JUP_CARDS/JUP_CARD_N6901_20,a&JUP_CHALLENGE/JUP_SB_CH_PRESTIGE_S6_P25_3_DESC,a&,5|7|10,||82176,500|1000|2000,25,4,,,a&,6000,,,0,211
47442,jup_ch_prestige_s6_mastery_22,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_22,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_22_DESC,a&,4,82159,2500,22,43,47462|47463|47464|47465,,a&,6000,,,0,211
47443,jup_ch_prestige_s6_mastery_23,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_23,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_23_DESC,a&,4,82164,2500,23,45,47468|47466|47467|47469,,a&,6000,,,0,211
47444,jup_ch_prestige_s6_mastery_24,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_24,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_24_DESC,a&,4,82169,2500,24,47,47470|47471|47472|47473,,a&,6000,,,0,211
47445,jup_ch_prestige_s6_mastery_25,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_25,a&JUP_CHALLENGE/SB_CH_PRESTIGE_S6_MASTERY_25_DESC,a&,4,81602,2500,25,49,47474|47475|47476|47477,,a&,6000,,,0,211
21391,jup_ob_sb_ch_s1_p1_hold_all_these_knives,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_HOLD_KNIVES_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_HOLD_KNIVES_DESC,a&,1,46479,3000,1,1,,,a&,1000,,,0,211
21394,jup_ob_sb_ch_s1_p1_speed_demon,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_SPEED_DEMON_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_SPEED_DEMON_DESC,a&,200,46470,3000,1,2,,,a&,1000,,,0,211
21395,jup_ob_sb_ch_s1_p1_thats_classified,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_THATS_CLASSIFIED_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_THATS_CLASSIFIED_DESC,a&,1,46475,3000,1,3,,,a&,1000,,,0,211
21396,jup_ob_sb_ch_s1_p1_charred_flesh,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_CHARRED_FLESH_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_CHARRED_FLESH_DESC,a&,25,46473,3000,1,4,,,a&,1000,,,0,211
21398,jup_ob_sb_ch_s1_p1_prestige_mastery_1,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_PRESTIGE1_MASTERY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P1_PRESTIGE1_MASTERY_DESC,a&,4,36213,5000,1,2,21391|21394|21395|21396,,a&,1000,,,0,211
21426,jup_ob_sb_ch_s1_p2_bab_yaga,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_BABA_YAGA_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_BABA_YAGA_DESC,a&,250,46482,3000,2,1,,,a&,1000,,,0,211
21427,jup_ob_sb_ch_s1_p2_tripod_mounted,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_TRIPOD_MOUNTED_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_TRIPOD_MOUNTED_DESC,a&,50,46480,3000,2,2,,,a&,1000,,,0,211
21428,jup_ob_sb_ch_s1_p2_cut_them_down,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_CUT_THEM_DOWN_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_CUT_THEM_DOWN_DESC,a&,10,46478,3000,2,3,,,a&,1000,,,0,211
21429,jup_ob_sb_ch_s1_p2_frosted,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_FROSTED_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_FROSTED_DESC,a&,75,44351,3000,2,4,,,a&,1000,,,0,211
21430,jup_ob_sb_ch_s1_p2_prestige_mastery_2,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_PRESTIGE2_MASTERY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P2_PRESTIGE2_MASTERY_DESC,a&,4,36215,5000,2,4,21426|21427|21428|21429,,a&,1000,,,0,211
21432,jup_ob_sb_ch_s1_p3_wave_breaker,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_WAVE_BREAKER_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_WAVE_BREAKER_DESC,a&,30,46472,3000,3,1,,,a&,1000,,,0,211
21433,jup_ob_sb_ch_s1_p3_unbridled_rage,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_UNBRIDLED_RAGE_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_UNBRIDLED_RAGE_DESC,a&,1,46471,3000,3,2,,,a&,1000,,,0,211
21434,jup_ob_sb_ch_s1_p3_you_can_do_that,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_YOU_CAN_DO_THAT_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_YOU_CAN_DO_THAT_DESC,a&,150,46483,3000,3,3,,,a&,1000,,,0,211
21435,jup_ob_sb_ch_s1_p3_something_in_common,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_SOMETHING_IN_COMMON_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_SOMETHING_IN_COMMON_DESC,a&,1000,36286,3000,3,4,,,a&,1000,,,0,211
21436,jup_ob_sb_ch_s1_p3_prestige_3_mastery,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_PRESTIGE3_MASTERY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P3_PRESTIGE3_MASTERY_DESC,a&,4,36287,5000,3,6,21432|21433|21434|21435,,a&,1000,,,0,211
23153,jup_ob_sb_ch_s1_p4_ampd_up,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_AMPD_UP_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_AMPD_UP_DESC,a&,1000,46485,3000,4,1,,,a&,1000,,,0,211
23155,jup_ob_sb_ch_s1_p4_team_medic,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_TEAM_MEDIC_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_TEAM_MEDIC_DESC,a&,15,46477,3000,4,2,,,a&,1000,,,0,211
23160,jup_ob_sb_ch_s1_p4_unlimited_power,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_UNLIMITED_POWER_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_UNLIMITED_POWER_DESC,a&,1,36216,3000,4,3,,,a&,1000,,,0,211
23159,jup_ob_sb_ch_s1_p4_really,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_REALLY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_REALLY_DESC,a&,1,46474,3000,4,4,,,a&,1000,,,0,211
23163,jup_ob_sb_ch_s1_p4_prestige_4_mastery,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_PRESTIGE4_MASTERY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P4_PRESTIGE4_MASTERY_DESC,a&,4,36214,5000,4,8,23153|23155|23160|23159,,a&,1000,,,0,211
23164,jup_ob_sb_ch_s1_p5_shock_and_awe,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_SHOCK_AND_AWE_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_SHOCK_AND_AWE_DESC,a&,300,46484,3000,5,1,,,a&,1000,,,0,211
23166,jup_ob_sb_ch_s1_p5_untouchable,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_UNTOUCHABLE_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_UNTOUCHABLE_DESC,a&,1,46481,3000,5,2,,,a&,1000,,,0,211
23330,jup_ob_sb_ch_s1_p5_slippery_slope,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_SLIPPERY_SLOPE_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_SLIPPERY_SLOPE_DESC,a&,100,46476,3000,5,3,,,a&,1000,,,0,211
23335,jup_ob_sb_ch_s1_p5_endless_massacre,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_ENDLESS_MASSACRE_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_ENDLESS_MASSACRE_DESC,a&,300,44350,3000,5,4,,,a&,1000,,,0,211
23334,jup_ob_sb_ch_s1_p5_prestige_5_mastery,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_PRESTIGE5_MASTERY_NAME,a&JUP_OB_STICKER_BOOK/PRESTIGE_P5_PRESTIGE5_MASTERY_DESC,a&,4,44288,5000,5,10,23164|23166|23330|23335,,a&,1000,,,0,211
27187,jup_ob_sb_ch_s2_p6_quest_essential,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_QUEST_ESSENTIAL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_QUEST_ESSENTIAL_DESC,a&,100,51742,1000,6,1,,,a&,2000,,,0,211
27188,jup_ob_sb_ch_s2_p6_wall_of_wonders,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_WALL_OF_WONDERS,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_WALL_OF_WONDERS_DESC,a&,10,51743,1000,6,2,,,a&,2000,,,0,211
27189,jup_ob_sb_ch_s2_p6_monkey_business,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_MONKEY_BUSINESS,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_MONKEY_BUSINESS_DESC,a&,20,51744,1000,6,3,,,a&,2000,,,0,211
27190,jup_ob_sb_ch_s2_p6_critical_carnage,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_CRITICAL_CARNAGE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_CRITICAL_CARNAGE_DESC,a&,750,51745,1000,6,4,,,a&,2000,,,0,211
27184,jup_ob_sb_ch_s2_p6_prestige_matery_6,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_PRESTIGE6_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P6_PRESTIGE6_MASTERY_DESC,a&,4,51758,2500,6,12,27187|27188|27189|27190,,a&,2000,,,0,211
27196,jup_ob_sb_ch_s2_p7_turret_triumph,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_TURRET_TRIUMPH,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_TURRET_TRIUMPH_DESC,a&,150,51746,1000,7,1,,,a&,2000,,,0,211
27197,jup_ob_sb_ch_s2_p7_spending_spree,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_SPENDING_SPREE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_SPENDING_SPREE_DESC,a&,5,51747,1000,7,2,,,a&,2000,,,0,211
27198,jup_ob_sb_ch_s2_p7_guards_day_out,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_GUARDS_DAY_OUT,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_GUARDS_DAY_OUT_DESC,a&,500,51748,1000,7,3,,,a&,2000,,,0,211
27199,jup_ob_sb_ch_s2_p7_nuke_n_clear,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_NUKE_N_CLEAR,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_NUKE_N_CLEAR_DESC,a&,25,51749,1000,7,4,,,a&,2000,,,0,211
27200,jup_ob_sb_ch_s2_p7_prestige_mastery_7,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_PRESTIGE7_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P7_PRESTIGE7_MASTERY_DESC,a&,4,51759,2500,7,14,27196|27197|27198|27199,,a&,2000,,,0,211
27213,jup_ob_sb_ch_s2_p8_pistol_precision,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PISTOL_PRECISION,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PISTOL_PRECISION_DESC,a&,20,51750,1000,8,1,,,a&,2000,,,0,211
27214,jup_ob_sb_ch_s2_p8_pack_a_lot,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PACK_A_LOT,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PACK_A_LOT_DESC,a&,25,51751,1000,8,2,,,a&,2000,,,0,211
27215,jup_ob_sb_ch_s2_p8_air_patrol,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_AIR_PATROL,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_AIR_PATROL_DESC,a&,15,51752,1000,8,3,,,a&,2000,,,0,211
27216,jup_ob_sb_ch_s2_p8_shocking_streak,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_SHOCKING_STREAK,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_SHOCKING_STREAK_DESC,a&,5,51753,1000,8,4,,,a&,2000,,,0,211
27217,jup_ob_sb_ch_s2_p8_prestige_mastery_8,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PRESTIGE8_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P8_PRESTIGE8_MASTERY_DESC,a&,4,51760,2500,8,16,27213|27214|27215|27216,,a&,2000,,,0,211
27218,jup_ob_sb_ch_s2_p9_purple_boom,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_PURPLE_BOOM,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_PURPLE_BOOM_DESC,a&,100,51754,1000,9,1,,,a&,2000,,,0,211
27219,jup_ob_sb_ch_s2_p9_transparent_perspective,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_TRANSPARENT_PERSPECTIVE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_TRANSPARENT_PERSPECTIVE_DESC,a&,50,51755,1000,9,2,,,a&,2000,,,0,211
27220,jup_ob_sb_ch_s2_p9_oh_thats_refined,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_OH_THATS_REFINED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_OH_THATS_REFINED_DESC,a&,1,51756,1000,9,3,,,a&,2000,,,0,211
27221,jup_ob_sb_ch_s2_p9_rabbit_hunt,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_RABBIT_HUNT,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_RABBIT_HUNT_DESC,a&,75,51757,1000,9,4,,,a&,2000,,,0,211
27222,jup_ob_sb_ch_s2_p9_prestige_mastery_9,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_PRESTIGE9_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P9_PRESTIGE9_MASTERY_DESC,a&,4,51761,2500,9,18,27218|27219|27220|27221,,a&,2000,,,0,211
35785,jup_ob_sb_s3_p10_cower_no_more,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_COWER_NO_MORE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_COWER_NO_MORE_DESC,a&,20,60160,1000,10,1,,,a&,3000,,,0,211
35786,jup_ob_sb_s3_p10_mint_grab,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_MINT_GRAB,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_MINT_GRAB_DESC,a&,1,60161,1,10,2,,,a&,3000,,,0,211
35787,jup_ob_sb_s3_p10_stay_frosty,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_STAY_FROSTY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_STAY_FROSTY_DESC,a&,200,60231,1000,10,3,,,a&,3000,,,0,211
35788,jup_ob_sb_s3_p10_why_so_flat,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_WHY_SO_FLAT,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_WHY_SO_FLAT_DESC,a&,10,60232,1000,10,4,,,a&,3000,,,0,211
35789,jup_ob_sb_s3_p10_prestige_mastery_10,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_PRESTIGE10_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P10_PRESTIGE10_MASTERY_DESC,a&,4,60233,1000,10,20,35785|35786|35788|35787,,a&,3000,,,0,211
35790,jup_ob_sb_s3_p11_zombicide,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_ZOMBIECIDE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_ZOMBIECIDE_DESC,a&,50,60162,1000,11,1,,,a&,3000,,,0,211
35791,jup_ob_sb_s3_p11_legendary_lift_off,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_LEGENDARY_LIFT_OFF,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_LEGENDARY_LIFT_OFF_DESC,a&,1,60163,1000,11,2,,,a&,3000,,,0,211
35792,jup_ob_sb_s3_p11_making_compost,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_MAKING_COMPOST,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_MAKING_COMPOST_DESC,a&,5,60234,1000,11,3,,,a&,3000,,,0,211
35793,jup_ob_sb_s3_p11_rayday_rayday,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_RAYDAY_RAYDAY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_RAYDAY_RAYDAY_DESC,a&,1000,60164,1000,11,4,,,a&,3000,,,0,211
35794,jup_ob_sb_s3_p11_prestige_mastery_11,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_PRESTIGE11_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P11_PRESTIGE11_MASTERY_DESC,a&,4,60235,1000,11,22,35790|35791|35792|35793,,a&,3000,,,0,211
35795,jup_ob_sb_s3_p12_daring_is_caring,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_DARING_IS_CARING,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_DARING_IS_CARING_DESC,a&,250,60236,1000,12,1,,,a&,3000,,,0,211
35796,jup_ob_sb_s3_p12_that_was_charged,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_THAT_WAS_CHARGED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_THAT_WAS_CHARGED_DESC,a&,150,60165,1000,12,2,,,a&,3000,,,0,211
35797,jup_ob_sb_s3_p12_its_emberrassing,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_ITS_EMBERASSING,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_ITS_EMBERASSING_DESC,a&,50,60237,1000,12,3,,,a&,3000,,,0,211
35798,jup_ob_sb_s3_p12_overcontracted,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_OVERCONTRACTED,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_OVERCONTRACTED_DESC,a&,5,60166,1000,12,4,,,a&,3000,,,0,211
35799,jup_ob_sb_s3_p12_prestige_mastery_12,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_PRESTIGE12_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P12_PRESTIGE12_MASTERY_DESC,a&,4,60167,1000,12,24,35795|35796|35797|35798,,a&,3000,,,0,211
35800,jup_ob_sb_s3_p13_mangled_skirmish,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_MANGLED_SKIRMISH,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_MANGLED_SKIRMISH_DESC,a&,1,60168,1000,13,1,,,a&,3000,,,0,211
35801,jup_ob_sb_s3_p13_grave_a_thon,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_GRAVE_A_THON,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_GRAVE_A_THON_DESC,a&,25,60169,1000,13,2,,,a&,3000,,,0,211
35802,jup_ob_sb_s3_p13_perky_purge,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_PERKY_PURGE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_PERKY_PURGE_DESC,a&,300,60170,1000,13,3,,,a&,3000,,,0,211
35803,jup_ob_sb_s3_p13_start_packing,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_START_PACKING,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_START_PACKING_DESC,a&,1,60171,1000,13,4,,,a&,3000,,,0,211
35804,jup_ob_sb_s3_p13_prestige_mastery_13,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_PRESTIGE13_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P13_PRESTIGE13_MASTERY_DESC,a&,4,60172,1000,13,26,35800|35801|35802|35803,,a&,3000,,,0,211
40926,jup_ob_sb_s4_p14_slow_and_steady,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_SLOW_AND_STEADY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_SLOW_AND_STEADY_DESC,a&,150,65424,1000,14,1,,,a&,4000,,,0,211
40928,jup_ob_sb_s4_p14_pickup_artist,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_PICKUP_ARTIST,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_PICKUP_ARTIST_DESC,a&,5,65425,1000,14,2,,,a&,4000,,,0,211
40931,jup_ob_sb_s4_p14_road_rage,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_ROAD_RAGE,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_ROAD_RAGE_DESC,a&,10,65426,1000,14,4,,,a&,4000,,,0,211
40935,jup_ob_sb_s4_p14_takedown,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_TAKEDOWN,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_TAKEDOWN_DESC,a&,1,44641,1000,14,4,,,a&,4000,,,0,211
40936,jup_ob_sb_s4_p14_prestige_mastery_14,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_PRESTIGE_MASTERY,a&JUP_OB_STICKER_BOOK/PRESTIGE_P14_PRESTIGE_MASTERY_DESC,a&,4,65427,2500,14,28,40926|40928|40931|40935,,a&,4000,,,0,211
