string,string,localized_a,localized_a,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int
16986,jup_ob_frost_blast_freeze_mimics,a&,a&ZOMBIE_CHALLENGE/FROST_BITE_DESC_2,5,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16629,jup_ob_frost_bite_complete,a&ZOMBIE_CHALLENGE/FROST_BITE,a&,2,3955,2500,,a&ZOMBIE_CHALLENGE/FROST_BITE_SUMMARY,,,,,14630|16986,,,,,,,,,,,0
16965,jup_ob_spore_control_complete,a&,a&ZOMBIE_CHALLENGE/EXTERMINATOR_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16970,jup_ob_spore_regen_denied,a&,a&ZOMBIE_CHALLENGE/EXTERMINATOR_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16643,jup_ob_exfil_schematic_exterminator,a&,a&ZOMBIE_CHALLENGE/EXTERMINATOR_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16640,jup_ob_exterminator_complete,a&ZOMBIE_CHALLENGE/EXTERMINATOR,a&,3,31285,2500,,a&ZOMBIE_CHALLENGE/EXTERMINATOR_SUMMARY,,,,,16965|16970|16643,,,,,,,,,,,0
16634,jup_factionmissiontier_ob_act2_tier5,a&,a&,3,,,,a&,,,,,14960|16629|16640,,,,,,,,46537,,,0
16661,jup_factionmissiontier_ob_act2_tier6,a&ZOMBIE_CHALLENGE/SHEPHERD,a&,1,,,,a&,,,,,17568,,,,,,,,,,,0
17568,jup_ob_shepherd,a&ZOMBIE_CHALLENGE/SHEPHERD,a&,2,38904,5000,,a&ZOMBIE_CHALLENGE/SHEPHERD_SUMMARY,,,,,17572|17856,,,,,,,,,,,0
17571,jup_ob_shepherd_destroy_sam,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP1,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17572,jup_ob_shepherd_secure_airdrop,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17570,jup_ob_shepherd_escort_vehicle,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17856,jup_ob_shepherd_defend,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP4,1,,,,a&,,,,,,,,,,,,,,,,0
15698,jup_factionmission_ob_act2,a&,a&,6,30003+30040,,,a&,,,,,15692|15693|15694|16444|16634|16661,,,,,,,,,,,0
17066,jup_ob_merc_defend_complete,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17067,jup_ob_merc_defend_soldier_kills,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_2,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17068,jup_ob_computer_health,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17069,jup_ob_exfil_schematic_two_factor,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_4,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
17070,jup_ob_two_factor_athentication_complete,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION,a&,4,,3000,,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_SUMMARY,,,,,17066|17067|17068|17069,,,,,,,,35525,,,0
15695,jup_factionmissiontier_ob_act3_tier1,a&,a&,1,,,,a&,,,,,17070,,,,,,,,,,,0
14972,jup_ob_pap_most_firepower,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER,a&,3,43528,2500,,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_SUMMARY,,,,,14926|14932|14933,,,,,,,,,,,0
14926,jup_ob_pap_purchase_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,,0
14932,jup_ob_pap_kill_zombie_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_2,100,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14933,jup_ob_pap_kill_zombie_elite_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14975,jup_ob_tesla_storm_kill,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT,a&,2,,2500,,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,14936|14938,,,,,,,,35517,,,0
14936,jup_ob_tesla_storm_stun_soldier,a&,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_DESC_1,10,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14938,jup_ob_tesla_storm_kill_zombie,a&,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14991,jup_ob_napalmburst,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&,2,,2500,,a&ZOMBIE_CHALLENGE/FIRESTARTER_SUMMARY,,,,,14993|16746,,,,,,,,35521,,,0
16746,jup_ob_napalmburst_special_proc,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&ZOMBIE_CHALLENGE/FIRESTARTER_DESC_2,5,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14993,jup_ob_napalmburst_proc,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&ZOMBIE_CHALLENGE/FIRESTARTER_DESC_1,50,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17071,jup_ob_precision_airstrike_soldier_kills,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_1,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17072,jup_ob_precision_airstrike_merc_convoy,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17073,jup_ob_precision_airstrike_merc_camp,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17074,jup_ob_paint_the_target_complete,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET,a&,3,,2500,,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_SUMMARY,,,,,17071|17072|17073,,,,,,,,30869,,,0
17075,jup_ob_gunship_commnder_kill,a&,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17076,jup_ob_heli_kills,a&,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_DESC_2,3,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17077,jup_ob_crash_and_burn_complete,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN,a&,1,3951,2500,,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_SUMMARY,,,,,17076,,,,,,,,,,,0
14976,jup_ob_aether_shroud_kill,a&ZOMBIE_CHALLENGE/GHOSTED,a&,2,37354,2500,,a&ZOMBIE_CHALLENGE/GHOSTED_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,14941|14942,,,,,,,,,,,0
14941,jup_ob_aether_shroud_kill_zombie,a&,a&ZOMBIE_CHALLENGE/GHOSTED_DESC_1,100,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14942,jup_ob_aether_shroud_kill_soldier,a&,a&ZOMBIE_CHALLENGE/GHOSTED_DESC_2,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
15696,jup_factionmissiontier_ob_act3_tier2,a&,a&,6,,,,a&,,,,,14991|14976|14975|14972|17074|17077,,,,,,,,,,,0
17880,jup_ob_storm_castle_merc_camp_complete,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17881,jup_ob_storm_castle_merc_stronghold_complete,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17882,jup_ob_storm_castle_warlord_defeated,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17883,jup_ob_storm_castle_tablet_collected,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_4,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17078,jup_ob_storm_the_castle_complete,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE,a&,4,32904,3000,,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_SUMMARY,,,,,17880|17881|17882|17883,,,,,,,,,,,0
17065,jup_factionmissiontier_ob_act3_tier3,a&,a&,1,,,,a&,,,,,17078,,,,,,,,,,,0
15697,jup_factionmissiontier_ob_act3_tier4,a&,a&,3,,,,a&,,,,,17082|17086|17090,,,,,,,,46537,,,0
17079,jup_ob_enter_aether_storm,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17080,jup_ob_aether_storm_zombie_kills,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17081,jup_ob_aether_storm_disciple_kill,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17082,jup_ob_closing_time_complete,a&ZOMBIE_CHALLENGE/CLOSING_TIME,a&,3,,2500,,a&ZOMBIE_CHALLENGE/CLOSING_TIME_SUMMARY,,,,,17079|17080|17081,,,,,,,,35522,,,0
17083,jup_ob_zombie_stronghold_clear,a&,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17085,jup_ob_zombie_strongholds_intel,a&,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_DESC_2,3,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
17086,jup_ob_spring_cleaning_complete,a&ZOMBIE_CHALLENGE/SPRING_CLEANING,a&,1,39695,2500,,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_SUMMARY,,,,,17083,,,,,,,,,,,0
17087,jup_ob_outlast_pnd_pause,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17088,jup_ob_contaminated_space_zombie_kills,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17089,jup_ob_exfil_schematic_holdout,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
17090,jup_ob_holdout_complete,a&ZOMBIE_CHALLENGE/HOLDOUT,a&,3,,2500,,a&ZOMBIE_CHALLENGE/HOLDOUT_SUMMARY,,,,,17087|17088|17089,,,,,,,,34601,,,0
17091,jup_ob_defeat_zakhaev_complete,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,2,39635,10000,,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,17580|17586,,,,,,,,,,,0
17611,jup_ob_defeat_zakhaev_reach_stronghold,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17580,jup_ob_defeat_zakhaev_clear_stronghold,a&,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17582,jup_ob_defeat_zakhaev_place_explosive,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17614,jup_ob_defeat_zakhaev_defend_neutralizer,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
17586,jup_ob_defeat_zakhaev_defeat_worm,a&,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17092,jup_factionmissiontier_ob_act3_tier5,a&,a&,1,,,,a&,,,,,17091,,,,,,,,,,,0
15699,jup_factionmission_ob_act3,a&,a&,5,49329,,,a&,,,,,15695|15696|17065|15697|17092,,,,,,,,49329,,,0
22937,jup_ob_s1_rift_mission_complete,a&,a&,1,,,,a&,,,,,,,,,,,,,37306,,,0
22931,jup_ob_s1_rift_gate_unlock_quest,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,,0
28255,jup_ob_s2_rift_gate_unlock_quest,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,,0
28254,jup_ob_s2_rift_mission_complete,a&,a&,1,,,,a&,,,,,,,,,,,,,37306,,,0
34722,jup_ob_s3_rift_gate_unlock_quest,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,,0
34721,jup_ob_s3_rift_mission_complete,a&,a&,1,,,,a&,,,,,,,,,,,,,37306,,,0
36617,jup_ob_s5_rift_mission_complete,a&,a&,1,,,,a&,,,,,,,,,,,,,37306,,,0
36618,jup_ob_s5_rift_gate_unlock_quest,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,,0
27120,jup_ob_break_seals_invest_rift,a&,a&JUP_OB_S1/MISSION_OBJ_INVESTIGATE_RIFT,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
27121,jup_ob_break_seals_destroy_seals,a&JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,a&,1,,,,a&,,,,,,,,,,,,,,,,0
27122,jup_ob_break_seals_escape,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
27128,jup_ob_break_seals_defeat_worm,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,a&JUP_OB_S1/MISSION_OBJ_DEATHWORM_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
27129,jup_ob_break_seals_leave_rift,a&,a&JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_DESC,1,,,,a&,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,,0
27131,jup_ob_break_seals_complete,a&ZOMBIE_CHALLENGE/BAD_SIGNAL_TITLE,a&,2,43523,10000,,a&ZOMBIE_CHALLENGE/BAD_SIGNAL_DESC,,,,,27120|27129,,,,,,,,,,,0
27130,jup_factionmissiontier_ob_act4_tier1,a&,a&,1,,,,a&,,,,,27131,,,,,,,,,,,0
27132,jup_factionmission_ob_act4,a&,a&,1,49330,,,a&,,,,,27130|35241|37295|41367,,,,,,,,49330,,,0
29836,jup_ob_anomaly_invest_rift,a&,a&JUP_OB_S2/MISSION_OBJ_INVESTIGATE_RIFT,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
29837,jup_ob_anomaly_save_toc,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&,1,,,,a&,,,,,,,,,,,,,,,,0
29846,jup_ob_anomaly_transport_acv,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&,1,,,,a&,,,,,,,,,,,,,,,,0
29838,jup_ob_anomaly_fix_disruption,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&JUP_OB_S2/REDACTED_MISSION_TITLE,1,,,,a&,,,,,,,,,,,,,35515,,,0
29847,jup_ob_anomaly_rescue_companion,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&JUP_OB_S2/REDACTED_MISSION_TITLE,1,,,,a&,,,,,,,,,,,,,,,,0
29849,jup_ob_anomaly_charge_acv,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&JUP_OB_S2/REDACTED_MISSION_TITLE,1,,,,a&,,,,,,,,,,,,,,,,0
29844,jup_ob_anomaly_survive_encounter,a&JUP_OB_S2/REDACTED_MISSION_TITLE,a&JUP_OB_S2/REDACTED_MISSION_TITLE,1,,,,a&,,,,,,,,,,,,,,,,0
29840,jup_ob_anomaly_leave_rift,a&,a&JUP_OB_S2/MISSION_OBJ_ESCAPE_RIFT_DESC,1,,,,a&,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,,0
29841,jup_ob_anomaly_complete,a&JUP_OB_S2/MISSION_TITLE,a&,2,51290,10000,,a&JUP_OB_S2/MISSION_DESCRIPTION,,,,,29836|29840,,,,,,,,,,,0
35241,jup_factionmissiontier_ob_act4_tier2,a&,a&,1,,,,a&,,,,,29841,,,,,,,,,,,0
37296,jup_ob_together_invest_rift,a&,a&JUP_OB_S3/MISSION_OBJ_INVESTIGATE_RIFT,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
37299,jup_ob_together_follow_j,a&JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37300,jup_ob_together_shatter,a&JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS,a&JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37301,jup_ob_together_locate_j,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37302,jup_ob_together_inv_relic,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37303,jup_ob_together_j_float,a&JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT,a&JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37304,jup_ob_together_cleanse,a&JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS,a&JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37305,jup_ob_together_defeat_champ,a&JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION,a&JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37306,jup_ob_together_inv_orbs,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS,a&JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37307,jup_ob_together_assist_j,a&JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN,a&JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN_DESC,1,,,,a&,,,,,,,,,,,,,,,,0
37308,jup_ob_together_leave_rift,a&JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT,a&JUP_OB_S1/RIFT_EXIT,1,,,,a&,,,,,,,,,,,,,,,,0
37309,jup_ob_together_complete,a&JUP_OB_S3/MISSION_TITLE,a&,2,60220,10000,,a&JUP_OB_S3/MISSION_DESCRIPTION,,,,,37296|37308,,,,,,,,,,,0
37295,jup_factionmissiontier_ob_act4_tier3,a&,a&,1,,,,a&,,,,,37309,,,,,,,,,,,0
41368,jup_ob_thriller_invest_rift,a&,a&JUP_OB_S5/MISSION_OBJ_INVESTIGATE_RIFT,1,,,,a&,,,,,,,,,,,,,,,,0
41371,jup_ob_thriller_leave_rift,a&JUP_OB_S5/QUEST_0_RIFT_S5_ESCAPE_RIFT,a&JUP_OB_S1/RIFT_EXIT,1,,,,a&,,,,,,,,,,,,,,,,0
41372,jup_ob_thriller_complete,a&JUP_OB_S5/MISSION_TITLE,a&,2,80964,10000,,a&JUP_OB_S5/MISSION_DESCRIPTION,,,,,41368|41371,,,,,,,,,,,0
41367,jup_factionmissiontier_ob_act4_tier4,a&,a&,0,,,,a&,,,,,41372,,,,,,,,,,,0
41347,jup_ob_s4_unstable_rift_complete,a&,a&,1,65345,,,a&,,,,,,,,,,,,,,,,0
