string,string,localized_a,localized_a,localized_a,string,string,string,string,string,string,string,localized_a,string,string,string,int
14670,iw9_ch_prestige_s4_launcher_kill,a&CHALLENGE/PRESTIGE_S4_LAUNCHER_KILL,a&CHALLENGE/PRESTIGE_S4_LAUNCHER_KILL_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6817,10000,17,1,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
14671,iw9_ch_prestige_s4_win,a&CHALLENGE/PRESTIGE_S4_WIN,a&CHALLENGE/PRESTIGE_S4_WIN_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6885,10000,17,2,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
14672,iw9_ch_prestige_s4_low_health_quick_fix,a&CHALLENGE/PRESTIGE_S4_LOW_HEALTH_QUICK_FIX,a&CHALLENGE/PRESTIGE_S4_LOW_HEALTH_QUICK_FIX_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,100,7011,10000,17,3,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
15923,iw9_ch_prestige_s4_shuriken_kills,a&CHALLENGE/PRESTIGE_S4_SHURIKEN_KILLS,a&CHALLENGE/PRESTIGE_S4_SHURIKEN_KILLS_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,50,6212,10000,17,4,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
14698,compound_iw9_ae_kind_prestige_s4_14_lvl700,a&CHALLENGE/PRESTIGE_MASTERY_14,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4,6148,15000,14,5,14658|14659|14660|15920,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P14,4000,,,0
14699,compound_iw9_ae_kind_prestige_s4_15_lvl750,a&CHALLENGE/PRESTIGE_MASTERY_15,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4,6400,15000,15,5,14662|14663|14664|15921,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P15,4000,,,0
14700,compound_iw9_ae_kind_prestige_s4_16_lvl800,a&CHALLENGE/PRESTIGE_MASTERY_16,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4,6888,15000,16,5,14666|14667|14668|15922,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P16,4000,,,0
14701,compound_iw9_ae_kind_prestige_s4_17_lvl850,a&CHALLENGE/PRESTIGE_MASTERY_17,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4,6392,15000,17,5,14670|14671|14672|15923,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P17,4000,,,0
17590,iw9_ch_prestige_s5_clean_kill,a&CHALLENGE/PRESTIGE_S5_CLEAN_KILL,a&CHALLENGE/PRESTIGE_S5_CLEAN_KILL_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,200,6847,10000,18,1,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,5000,,,0
17591,iw9_ch_prestige_s5_proximity_mine,a&CHALLENGE/PRESTIGE_S5_PROXIMITY_MINE,a&CHALLENGE/PRESTIGE_S5_PROXIMITY_MINE_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,15,6530,10000,18,2,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,5000,,,0
17592,iw9_ch_prestige_s5_undying_battle_rifle,a&CHALLENGE/PRESTIGE_S5_UNDYING_BATTLE_RIFLE,a&CHALLENGE/PRESTIGE_S5_UNDYING_BATTLE_RIFLE_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,10,6432,10000,18,3,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,5000,,,0
17593,iw9_ch_prestige_s5_reload_fast_hands,a&CHALLENGE/PRESTIGE_S5_RELOAD_FAST_HANDS,a&CHALLENGE/PRESTIGE_S5_RELOAD_FAST_HANDS_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,25,6111,10000,18,4,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,5000,,,0
17594,iw9_ch_prestige_s5_affected_smoke,a&CHALLENGE/PRESTIGE_S5_AFFECTED_SMOKE,a&CHALLENGE/PRESTIGE_S5_AFFECTED_SMOKE_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,25,6301,10000,19,1,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,5000,,,0
17595,iw9_ch_prestige_s5_headshot_secondary,a&CHALLENGE/PRESTIGE_S5_HEADSHOT_SECONDARY,a&CHALLENGE/PRESTIGE_S5_HEADSHOT_SECONDARY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,30,6342,10000,19,2,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,5000,,,0
17596,iw9_ch_prestige_s5_wall_bang,a&CHALLENGE/PRESTIGE_S5_WALL_BANG,a&CHALLENGE/PRESTIGE_S5_WALL_BANG_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,50,6448,10000,19,3,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,5000,,,0
17597,iw9_ch_prestige_s5_triple_lmg,a&CHALLENGE/PRESTIGE_S5_TRIPLE_LMG,a&CHALLENGE/PRESTIGE_S5_TRIPLE_LMG_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,20,6879,10000,19,4,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,5000,,,0
17598,iw9_ch_prestige_s5_spot_snapshot,a&CHALLENGE/PRESTIGE_S5_SPOT_SNAPSHOT,a&CHALLENGE/PRESTIGE_S5_SPOT_SNAPSHOT_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,25,6133,10000,20,1,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,5000,,,0
18646,iw9_ch_prestige_s5_afterlife,a&CHALLENGE/PRESTIGE_S5_AFTERLIFE,a&CHALLENGE/PRESTIGE_S5_AFTERLIFE_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,10,6783,10000,20,2,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,5000,,,0
17600,iw9_ch_prestige_s5_marksman_focus,a&CHALLENGE/PRESTIGE_S5_MARKSMAN_FOCUS,a&CHALLENGE/PRESTIGE_S5_MARKSMAN_FOCUS_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,50,6121,10000,20,3,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,5000,,,0
17601,iw9_ch_prestige_s5_double_smg,a&CHALLENGE/PRESTIGE_S5_DOUBLE_SMG,a&CHALLENGE/PRESTIGE_S5_DOUBLE_SMG_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,50,6574,10000,20,4,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,5000,,,0
17602,iw9_ch_prestige_s5_stuck_equipment,a&CHALLENGE/PRESTIGE_S5_STUCK_EQUIPMENT,a&CHALLENGE/PRESTIGE_S5_STUCK_EQUIPMENT_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,15,20928,10000,21,1,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,5000,,,0
17603,iw9_ch_prestige_s5_fire_kill,a&CHALLENGE/PRESTIGE_S5_FIRE_KILL,a&CHALLENGE/PRESTIGE_S5_FIRE_KILL_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,30,20926,10000,21,2,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,5000,,,0
17604,iw9_ch_prestige_s5_enemy_uav,a&CHALLENGE/PRESTIGE_S5_ENEMY_UAV,a&CHALLENGE/PRESTIGE_S5_ENEMY_UAV_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,100,20927,10000,21,3,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,5000,,,0
17605,iw9_ch_prestige_s5_pistol_hipfire,a&CHALLENGE/PRESTIGE_S5_PISTOL_HIPFIRE,a&CHALLENGE/PRESTIGE_S5_PISTOL_HIPFIRE_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,100,20925,10000,21,4,,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,5000,,,0
17632,compound_iw9_ae_kind_prestige_s5_18_lvl900,a&CHALLENGE/PRESTIGE_MASTERY_18,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,4,6677,15000,18,5,17590|17591|17592|17593,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P18,5000,,,0
17633,compound_iw9_ae_kind_prestige_s5_19_lvl950,a&CHALLENGE/PRESTIGE_MASTERY_19,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,4,6796,15000,19,5,17594|17595|17596|17597,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P19,5000,,,0
17634,compound_iw9_ae_kind_prestige_s5_20_lvl1000,a&CHALLENGE/PRESTIGE_MASTERY_20,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,4,6520,15000,20,5,17598|17599|17600|17601,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P20,5000,,,0
17635,compound_iw9_ae_kind_prestige_s5_21_lvl1050,a&CHALLENGE/PRESTIGE_MASTERY_21,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,4,20929,15000,21,5,17602|17603|17604|17605,,a&CHALLENGE/PRESTIGE_S4_UNLOCK_P21,5000,,,0
21983,iw9_ch_prestige_s6_pistol_ads,a&CHALLENGE/PRESTIGE_S6_PISTOL_ADS,a&CHALLENGE/PRESTIGE_S6_PISTOL_ADS_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,100,6946,10000,22,1,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,6000,,,0
21984,iw9_ch_prestige_s6_complete_dailies,a&CHALLENGE/PRESTIGE_S6_COMPLETE_DAILIES,a&CHALLENGE/PRESTIGE_S6_COMPLETE_DAILIES_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,75,6641,10000,22,2,14917|14916|14915|14914|14913|14912|14911|14910|14909|14908|12290|12288|12287|12286|12284|12283|12280|12279|12278|12277|12276|12275|12274|12273|7893|7369|4043|4040|4015|4012|4008|3995|3890|3867|3072|3068|3055|2949|2911|2754|2746|2726|2675|2008|1826|1825|1797|1763|1699|1074|984|958|925|815|780|774|745|726|652|584|507|409|402|387|369|365|362|318|273|146|138|131|73|47|9728|9727|9726|9725|9724|9723|9722|9721|9720|9719|9718|9717|9716|9715|9714|9713|9712|9711|9710|9709|9708|8868|8867|8866|8865|8864|8863|8862|8861|8860|8859|8858|8857|8856|8855|8854|8853|8839|8838|8837|8836|8835|8834|8833|8832|8831|8830|8829|8828|8827|8817|8816|8815|8814|8813,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,6000,,,0
21985,iw9_ch_prestige_s6_weapon_swap,a&CHALLENGE/PRESTIGE_S6_WEAPON_SWAP,a&CHALLENGE/PRESTIGE_S6_WEAPON_SWAP_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,50,6807,10000,22,3,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,6000,,,0
21986,iw9_ch_prestige_s6_swimming,a&CHALLENGE/PRESTIGE_S6_SWIMMING,a&CHALLENGE/PRESTIGE_S6_SWIMMING_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,25,6470,10000,22,4,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,6000,,,0
21987,iw9_ch_prestige_s6_sniper_mounted,a&CHALLENGE/PRESTIGE_S6_SNIPER_MOUNTED,a&CHALLENGE/PRESTIGE_S6_SNIPER_MOUNTED_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,100,6860,10000,23,1,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,6000,,,0
21988,iw9_ch_prestige_s6_claymore,a&CHALLENGE/PRESTIGE_S6_CLAYMORE,a&CHALLENGE/PRESTIGE_S6_CLAYMORE_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,50,6468,10000,23,2,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,6000,,,0
21989,iw9_ch_prestige_s6_longshot_one_shot,a&CHALLENGE/PRESTIGE_S6_LONGSHOT_ONE_SHOT,a&CHALLENGE/PRESTIGE_S6_LONGSHOT_ONE_SHOT_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,100,6393,10000,23,3,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,6000,,,0
21990,iw9_ch_prestige_s6_gunbutt,a&CHALLENGE/PRESTIGE_S6_GUNBUTT,a&CHALLENGE/PRESTIGE_S6_GUNBUTT_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,50,6700,10000,23,4,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,6000,,,0
21991,iw9_ch_prestige_s6_shotgun_quad,a&CHALLENGE/PRESTIGE_S6_SHOTGUN_QUAD,a&CHALLENGE/PRESTIGE_S6_SHOTGUN_QUAD_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,25,6409,10000,24,1,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,6000,,,0
21992,iw9_ch_prestige_s6_thermite_stuck,a&CHALLENGE/PRESTIGE_S6_THERMITE_STUCK,a&CHALLENGE/PRESTIGE_S6_THERMITE_STUCK_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,25,6655,10000,24,2,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,6000,,,0
21993,iw9_ch_prestige_s6_lowblow_melee,a&CHALLENGE/PRESTIGE_S6_LOWBLOW_MELEE,a&CHALLENGE/PRESTIGE_S6_LOWBLOW_MELEE_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,50,6612,10000,24,3,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,6000,,,0
21994,iw9_ch_prestige_s6_avenger,a&CHALLENGE/PRESTIGE_S6_AVENGER,a&CHALLENGE/PRESTIGE_S6_AVENGER_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,150,6317,10000,24,4,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,6000,,,0
21995,iw9_ch_prestige_s6_smg_triple,a&CHALLENGE/PRESTIGE_S6_SMG_TRIPLE,a&CHALLENGE/PRESTIGE_S6_SMG_TRIPLE_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,25,20965,10000,25,1,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,6000,,,0
21996,iw9_ch_prestige_s6_spotter_scope,a&CHALLENGE/PRESTIGE_S6_SPOTTER_SCOPE,a&CHALLENGE/PRESTIGE_S6_SPOTTER_SCOPE_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,100,20966,10000,25,2,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,6000,,,0
21997,iw9_ch_prestige_s6_very_longshot,a&CHALLENGE/PRESTIGE_S6_VERY_LONGSHOT,a&CHALLENGE/PRESTIGE_S6_VERY_LONGSHOT_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,30,20967,10000,25,3,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,6000,,,0
22033,iw9_ch_prestige_s6_trophy_system,a&CHALLENGE/PRESTIGE_S6_TROPHY_SYSTEM,a&CHALLENGE/PRESTIGE_S6_TROPHY_SYSTEM_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,50,20963,10000,25,4,,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,6000,,,0
22042,compound_iw9_ae_kind_prestige_s6_22_lvl1100,a&CHALLENGE/PRESTIGE_MASTERY_22,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,4,6020,15000,22,5,21983|21984|21985|21986,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P22,6000,,,0
22043,compound_iw9_ae_kind_prestige_s6_23_lvl1150,a&CHALLENGE/PRESTIGE_MASTERY_23,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,4,6220,15000,23,5,21987|21988|21989|21990,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P23,6000,,,0
22044,compound_iw9_ae_kind_prestige_s6_24_lvl1200,a&CHALLENGE/PRESTIGE_MASTERY_24,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,4,6797,15000,24,5,21991|21992|21993|21994,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P24,6000,,,0
22045,compound_iw9_ae_kind_prestige_s6_25_lvl1250,a&CHALLENGE/PRESTIGE_MASTERY_25,a&CHALLENGE/PRESTIGE_MASTERY_DESC,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,4,20962,15000,25,5,21995|21996|21997|22033,,a&CHALLENGE/PRESTIGE_S6_UNLOCK_P25,6000,,,0
