string,string,localized_a,localized_a,string,string,string,string,string,int,string
23672,jup_wc_jup_ammo_58h_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23932,528,attachmentdata,0,
23671,jup_wc_jup_ammo_58h_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23929,529,attachmentdata,0,
23670,jup_wc_jup_ammo_556n_xp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,28905,530,attachmentdata,0,
23668,jup_wc_jup_ammo_556n_rn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26668,531,attachmentdata,0,
23667,jup_wc_jup_ammo_556n_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26669,532,attachmentdata,0,
23666,jup_wc_jup_ammo_556n_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26671,533,attachmentdata,0,
23665,jup_wc_jup_ammo_556n_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26670,534,attachmentdata,0,
23664,jup_wc_jup_ammo_50p_tc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37030,535,attachmentdata,0,
23663,jup_wc_jup_ammo_50p_rip,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37031,536,attachmentdata,0,
23662,jup_wc_jup_ammo_500sw_tc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37034,537,attachmentdata,0,
23661,jup_wc_jup_ammo_500sw_rip,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37035,538,attachmentdata,0,
23660,jup_wc_jup_ammo_500sw_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37032,539,attachmentdata,0,
23659,jup_wc_jup_ammo_500sw_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37033,540,attachmentdata,0,
23658,jup_wc_jup_ammo_45acp_tc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29404,541,attachmentdata,0,
23657,jup_wc_jup_ammo_45acp_rip,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29403,542,attachmentdata,0,
23656,jup_wc_jup_ammo_45acp_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29402,543,attachmentdata,0,
23655,jup_wc_jup_ammo_45acp_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29401,544,attachmentdata,0,
23654,jup_wc_jup_ammo_450b_xp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29433,545,attachmentdata,0,
23652,jup_wc_jup_ammo_450b_rn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29432,546,attachmentdata,0,
23651,jup_wc_jup_ammo_450b_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24008,547,attachmentdata,0,
23650,jup_wc_jup_ammo_450b_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29430,548,attachmentdata,0,
23649,jup_wc_jup_ammo_450b_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24009,549,attachmentdata,0,
23648,jup_wc_jup_ammo_450b_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24005,550,attachmentdata,0,
23647,jup_wc_jup_ammo_450b_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29431,551,attachmentdata,0,
23646,jup_wc_jup_ammo_450b_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24004,552,attachmentdata,0,
23645,jup_wc_jup_ammo_450b_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,24007,553,attachmentdata,0,
23644,jup_wc_jup_ammo_410g_sl,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36930,554,attachmentdata,0,
23643,jup_wc_jup_ammo_410g_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36931,555,attachmentdata,0,
23642,jup_wc_jup_ammo_410g_ball,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36929,556,attachmentdata,0,
23637,jup_wc_jup_ammo_338nm_rn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37029,557,attachmentdata,0,
23636,jup_wc_jup_ammo_338lp_xp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36920,558,attachmentdata,0,
23635,jup_wc_jup_ammo_338lp_rn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36928,559,attachmentdata,0,
23634,jup_wc_jup_ammo_338lp_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36915,560,attachmentdata,0,
23633,jup_wc_jup_ammo_338lp_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36919,561,attachmentdata,0,
23632,jup_wc_jup_ammo_338lp_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36914,562,attachmentdata,0,
23631,jup_wc_jup_ammo_338lp_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36918,563,attachmentdata,0,
23630,jup_wc_jup_ammo_338lp_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36912,564,attachmentdata,0,
23629,jup_wc_jup_ammo_338lp_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36916,565,attachmentdata,0,
23628,jup_wc_jup_ammo_338lp_bb,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36921,566,attachmentdata,0,
23627,jup_wc_jup_ammo_338lp_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,36913,567,attachmentdata,0,
23625,jup_wc_jup_ammo_277f_xp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29445,568,attachmentdata,0,
23623,jup_wc_jup_ammo_277f_rn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29444,569,attachmentdata,0,
23622,jup_wc_jup_ammo_277f_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23886,570,attachmentdata,0,
23621,jup_wc_jup_ammo_277f_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29442,571,attachmentdata,0,
23620,jup_wc_jup_ammo_277f_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23887,572,attachmentdata,0,
23619,jup_wc_jup_ammo_277f_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23883,573,attachmentdata,0,
23618,jup_wc_jup_ammo_277f_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29443,574,attachmentdata,0,
23617,jup_wc_jup_ammo_277f_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23882,575,attachmentdata,0,
23616,jup_wc_jup_ammo_277f_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23888,576,attachmentdata,0,
23615,jup_wc_jup_ammo_277f_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23885,577,attachmentdata,0,
23614,jup_wc_jup_ammo_127_tc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37001,578,attachmentdata,0,
23613,jup_wc_jup_ammo_127_ss,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37003,579,attachmentdata,0,
23612,jup_wc_jup_ammo_127_rip,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37002,580,attachmentdata,0,
23611,jup_wc_jup_ammo_127_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23974,581,attachmentdata,0,
23610,jup_wc_jup_ammo_127_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29429,582,attachmentdata,0,
23609,jup_wc_jup_ammo_127_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23973,583,attachmentdata,0,
23608,jup_wc_jup_ammo_127_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29428,584,attachmentdata,0,
26256,jup_wc_ammo_9p_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,37340,585,attachmentdata,0,
26280,jup_wc_jup_ammo_545s_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,44220,586,attachmentdata,0,
26281,jup_wc_jup_ammo_545s_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,44219,587,attachmentdata,0,
26866,jup_wc_jup_ammo_12g_br,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,47739,588,attachmentdata,0,
24413,jup_wc_ammo_300nm_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,11257,589,attachmentdata,0,
24412,jup_wc_ammo_300nm_he,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26037,590,attachmentdata,0,
24411,jup_wc_ammo_300nm_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,11261,591,attachmentdata,0,
24410,jup_wc_ammo_300nm_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,11258,592,attachmentdata,0,
24409,jup_wc_ammo_300nm_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,11255,593,attachmentdata,0,
24408,jup_wc_ammo_277f_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22006,594,attachmentdata,0,
24407,jup_wc_ammo_277f_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22007,595,attachmentdata,0,
24406,jup_wc_ammo_277f_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22004,596,attachmentdata,0,
24405,jup_wc_ammo_277f_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22003,597,attachmentdata,0,
24404,jup_wc_ammo_277f_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,33314,598,attachmentdata,0,
24403,jup_wc_ammo_277f_cp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22008,599,attachmentdata,0,
24402,jup_wc_ammo_277f_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22005,600,attachmentdata,0,
24401,jup_wc_ammo_12g_sl,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2497,601,attachmentdata,0,
24452,jup_wc_ammo_45gvt_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3300,602,attachmentdata,0,
24453,jup_wc_ammo_45gvt_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1544,603,attachmentdata,0,
24454,jup_wc_ammo_45gvt_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1831,604,attachmentdata,0,
24455,jup_wc_ammo_45gvt_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3264,605,attachmentdata,0,
24456,jup_wc_ammo_4x30_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2451,606,attachmentdata,0,
24457,jup_wc_ammo_4x30_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1246,607,attachmentdata,0,
24458,jup_wc_ammo_4x30_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3865,608,attachmentdata,0,
24459,jup_wc_ammo_4x30_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1154,609,attachmentdata,0,
24460,jup_wc_ammo_500sw_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3034,610,attachmentdata,0,
24461,jup_wc_ammo_500sw_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1270,611,attachmentdata,0,
24462,jup_wc_ammo_500sw_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,747,612,attachmentdata,0,
24463,jup_wc_ammo_500sw_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2627,613,attachmentdata,0,
24464,jup_wc_ammo_500sw_ss,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2531,614,attachmentdata,0,
24465,jup_wc_ammo_50b_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2409,615,attachmentdata,0,
24466,jup_wc_ammo_50b_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,994,616,attachmentdata,0,
24467,jup_wc_ammo_50b_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1720,617,attachmentdata,0,
24468,jup_wc_ammo_50b_he,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3360,618,attachmentdata,0,
24469,jup_wc_ammo_50b_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2313,619,attachmentdata,0,
24470,jup_wc_ammo_50p_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1884,620,attachmentdata,0,
24471,jup_wc_ammo_50p_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3638,621,attachmentdata,0,
24472,jup_wc_ammo_50p_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3427,622,attachmentdata,0,
24473,jup_wc_ammo_50p_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,578,623,attachmentdata,0,
24474,jup_wc_ammo_545s_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3784,624,attachmentdata,0,
24475,jup_wc_ammo_545s_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1617,625,attachmentdata,0,
24476,jup_wc_ammo_545s_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2925,626,attachmentdata,0,
24477,jup_wc_ammo_545s_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,710,627,attachmentdata,0,
24478,jup_wc_ammo_545s_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2216,628,attachmentdata,0,
24479,jup_wc_ammo_556n_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1702,629,attachmentdata,0,
24480,jup_wc_ammo_556n_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3268,630,attachmentdata,0,
24481,jup_wc_ammo_556n_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3381,631,attachmentdata,0,
24482,jup_wc_ammo_556n_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,625,632,attachmentdata,0,
24483,jup_wc_ammo_556n_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2473,633,attachmentdata,0,
24484,jup_wc_ammo_556n_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3055,634,attachmentdata,0,
24485,jup_wc_ammo_5x28_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3297,635,attachmentdata,0,
24486,jup_wc_ammo_5x28_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3247,636,attachmentdata,0,
24487,jup_wc_ammo_5x28_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1052,637,attachmentdata,0,
24488,jup_wc_ammo_5x28_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2133,638,attachmentdata,0,
24525,jup_wc_ammo_bolt_he,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3296,639,attachmentdata,0,
24524,jup_wc_ammo_bolt_gas,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,17662,640,attachmentdata,0,
24523,jup_wc_ammo_bolt_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,17663,641,attachmentdata,0,
24522,jup_wc_ammo_blk_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3521,642,attachmentdata,0,
24521,jup_wc_ammo_blk_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2405,643,attachmentdata,0,
24520,jup_wc_ammo_blk_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1105,644,attachmentdata,0,
24519,jup_wc_ammo_blk_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3623,645,attachmentdata,0,
24518,jup_wc_ammo_9s_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1364,646,attachmentdata,0,
24517,jup_wc_ammo_9s_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2329,647,attachmentdata,0,
24516,jup_wc_ammo_9s_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1516,648,attachmentdata,0,
24515,jup_wc_ammo_9s_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1846,649,attachmentdata,0,
24514,jup_wc_ammo_9p_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,841,650,attachmentdata,0,
24513,jup_wc_ammo_9p_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,630,651,attachmentdata,0,
24512,jup_wc_ammo_9p_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1679,652,attachmentdata,0,
24511,jup_wc_ammo_9p_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,693,653,attachmentdata,0,
24510,jup_wc_ammo_9m_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1533,654,attachmentdata,0,
24509,jup_wc_ammo_9m_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,869,655,attachmentdata,0,
24508,jup_wc_ammo_9m_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3432,656,attachmentdata,0,
24507,jup_wc_ammo_9m_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1801,657,attachmentdata,0,
24506,jup_wc_ammo_762s_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2042,658,attachmentdata,0,
24505,jup_wc_ammo_762s_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2712,659,attachmentdata,0,
24504,jup_wc_ammo_762s_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3617,660,attachmentdata,0,
24503,jup_wc_ammo_762s_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1469,661,attachmentdata,0,
24502,jup_wc_ammo_762s_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2958,662,attachmentdata,0,
24501,jup_wc_ammo_762s_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,602,663,attachmentdata,0,
24500,jup_wc_ammo_762n_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1126,664,attachmentdata,0,
24499,jup_wc_ammo_762n_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1682,665,attachmentdata,0,
24498,jup_wc_ammo_762n_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,597,666,attachmentdata,0,
24497,jup_wc_ammo_762n_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3511,667,attachmentdata,0,
24496,jup_wc_ammo_762n_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1004,668,attachmentdata,0,
24495,jup_wc_ammo_762n_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3631,669,attachmentdata,0,
24494,jup_wc_ammo_65c_op,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1166,670,attachmentdata,0,
24493,jup_wc_ammo_65c_hv,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3772,671,attachmentdata,0,
24492,jup_wc_ammo_65c_hp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3335,672,attachmentdata,0,
24491,jup_wc_ammo_65c_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3805,673,attachmentdata,0,
24490,jup_wc_ammo_65c_db,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2442,674,attachmentdata,0,
24489,jup_wc_ammo_65c_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3736,675,attachmentdata,0,
23607,jup_wc_jup_ammo_127_fr,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23972,676,attachmentdata,0,
23606,jup_wc_jup_ammo_127_ap,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,23971,677,attachmentdata,0,
26946,jup_wc_ammo_12g_db_charlie725,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3321,678,attachmentdata,0,
27139,jup_wc_ammo_12g_he_charlie725,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,978,679,attachmentdata,0,
25530,jup_wc_vzscope_mromeo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2111,680,attachmentdata,0,
25535,jup_wc_hybridscope_sn01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1765,681,attachmentdata,0,
25358,jup_wc_snscope_vz02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,34674,682,attachmentdata,0,
25357,jup_wc_snscope_therm01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1812,683,attachmentdata,0,
25356,jup_wc_snscope_rf01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2176,684,attachmentdata,0,
25355,jup_wc_snscope06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,31574,685,attachmentdata,0,
25353,jup_wc_snscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1012,686,attachmentdata,0,
25303,jup_wc_shscope02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,825,687,attachmentdata,0,
25302,jup_wc_shscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1158,688,attachmentdata,0,
25301,jup_wc_reflex09,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2891,689,attachmentdata,0,
25300,jup_wc_reflex08,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2947,690,attachmentdata,0,
25299,jup_wc_reflex07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1044,691,attachmentdata,0,
25298,jup_wc_reflex06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1612,692,attachmentdata,0,
25297,jup_wc_reflex05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2215,693,attachmentdata,0,
25296,jup_wc_reflex04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1686,694,attachmentdata,0,
25295,jup_wc_reflex03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2208,695,attachmentdata,0,
25294,jup_wc_reflex02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,574,696,attachmentdata,0,
25293,jup_wc_reflex01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2281,697,attachmentdata,0,
25236,jup_wc_railreflex_sm_p07,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2155,698,attachmentdata,0,
25234,jup_wc_piscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2298,699,attachmentdata,0,
24992,jup_wc_ironsdefault_scromeo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,915,700,attachmentdata,0,
24991,jup_wc_iron_mromeo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,12966,701,attachmentdata,0,
24987,jup_wc_hybridscope_ar02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,17285,702,attachmentdata,0,
24986,jup_wc_hybridscope_ar01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1822,703,attachmentdata,0,
24979,jup_wc_holotherm01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2041,704,attachmentdata,0,
24978,jup_wc_holorange01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,856,705,attachmentdata,0,
24976,jup_wc_holo05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2432,706,attachmentdata,0,
24975,jup_wc_holo04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2617,707,attachmentdata,0,
24974,jup_wc_holo03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3596,708,attachmentdata,0,
24973,jup_wc_holo02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1203,709,attachmentdata,0,
24972,jup_wc_holo01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3133,710,attachmentdata,0,
24917,jup_wc_fourxtherm04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1947,711,attachmentdata,0,
24916,jup_wc_fourxtherm03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3109,712,attachmentdata,0,
24915,jup_wc_fourxtherm02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1866,713,attachmentdata,0,
24914,jup_wc_fourxtherm01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3720,714,attachmentdata,0,
24913,jup_wc_fourx_aug,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1645,715,attachmentdata,0,
24912,jup_wc_fourx06,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1310,716,attachmentdata,0,
24911,jup_wc_fourx05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1162,717,attachmentdata,0,
24910,jup_wc_fourx04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2743,718,attachmentdata,0,
24909,jup_wc_fourx02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3468,719,attachmentdata,0,
24908,jup_wc_fourx01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2253,720,attachmentdata,0,
24866,jup_wc_dmscope_vz03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21855,721,attachmentdata,0,
24865,jup_wc_dmscope_vz02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2571,722,attachmentdata,0,
24864,jup_wc_dmscope_vz01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1205,723,attachmentdata,0,
24863,jup_wc_dmscope_therm01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,3076,724,attachmentdata,0,
24861,jup_wc_dmscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1811,725,attachmentdata,0,
24531,jup_wc_arscope_vz02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1265,726,attachmentdata,0,
24530,jup_wc_arscope_vz01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1019,727,attachmentdata,0,
24529,jup_wc_arscope_therm01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2905,728,attachmentdata,0,
24528,jup_wc_arscope_nvgvz01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,1575,729,attachmentdata,0,
24527,jup_wc_arscope02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2568,730,attachmentdata,0,
24526,jup_wc_arscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,2726,731,attachmentdata,0,
24365,jup_wc_jup_snprscope_hybrid_xl,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,39786,732,attachmentdata,0,
24323,jup_wc_jup_risr_reflex01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21763,733,attachmentdata,0,
24322,jup_wc_jup_risr_minireddot01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21780,734,attachmentdata,0,
24320,jup_wc_jup_reflex04,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32196,735,attachmentdata,0,
24319,jup_wc_jup_reflex03,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32195,736,attachmentdata,0,
24318,jup_wc_jup_reflex02,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32194,737,attachmentdata,0,
24317,jup_wc_jup_reflex01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21762,738,attachmentdata,0,
