string,string
dx_cbc_aq1_combat_location_resp_truck,3.25
dx_cbc_aq1_combat_location_resp_truckdestroyed,2.965
dx_cbc_aq1_combat_location_resp_van,4.53
dx_cbc_aq1_combat_location_resp_window,2.99
dx_cbc_aq1_contact_dist_10,1.07
dx_cbc_aq1_contact_dist_100,1.671
dx_cbc_aq1_contact_dist_20,1.013
dx_cbc_aq1_contact_dist_30,0.855
dx_cbc_aq1_contact_dist_40,2.266
dx_cbc_aq1_contact_dist_50,1.409
dx_cbc_aq1_contact_dist_60,1.605
dx_cbc_aq1_contact_dist_70,1.787
dx_cbc_aq1_contact_dist_80,2.575
dx_cbc_aq1_contact_dist_90,2.205
dx_cbc_aq1_contact_elev_20,3.016
dx_cbc_aq1_contact_elev_30,3.016
dx_cbc_aq1_contact_elev_40,3.016
dx_cbc_aq1_contact_elev_50,1.996
dx_cbc_aq1_contact_elev_60,1.996
dx_cbc_aq1_exposed_acquired,1.486
dx_cbc_aq1_exposed_breaking,1.798
dx_cbc_aq1_exposed_movement,1.031
dx_cbc_aq1_exposed_movement_group,1.585
dx_cbc_aq1_exposed_open,0.891
dx_cbc_aq1_inform_flashbang,1.84
dx_cbc_aq1_inform_grenade,1.099
dx_cbc_aq1_inform_incoming_flashbang,1.445
dx_cbc_aq1_inform_incoming_grenade,1.84
dx_cbc_aq1_inform_incoming_molotov,0.958
dx_cbc_aq1_inform_incoming_rpg,1.055
dx_cbc_aq1_inform_killfirm_soldier,0.987
dx_cbc_aq1_inform_molotov,1.45
dx_cbc_aq1_inform_reloading,1.003
dx_cbc_aq1_order_coverme,0.917
dx_cbc_aq1_order_move_combat,0.84
dx_cbc_aq1_order_suppress,1.735
dx_cbc_aq1_reaction_casualty,4.689
dx_cbc_aq1_reaction_hostile_burst,1.935
dx_cbc_aq1_reaction_hostile_burst,2.025
dx_cbc_aq1_reaction_hostile_burst,2.255
dx_cbc_aq1_reaction_hostile_burst,2.15
dx_cbc_aq1_reaction_hostile_burst,2.105
dx_cbc_aq1_reaction_hostile_burst,2.06
dx_cbc_aq1_reaction_hostile_burst,1.845
dx_cbc_aq1_reaction_hostile_burst,1.94
dx_cbc_aq1_reaction_hostile_burst,2.516
dx_cbc_aq1_response_ack_affirm,0.57
dx_cbc_aq1_response_check_fire,0.941
dx_cbc_aq1_response_threat_affirm,1.075
dx_cbc_aq1_response_threat_neg,1.715
dx_cbc_aq1_vehicle_incoming_helicopter,1.043
dx_cbc_aq1_vehicle_incoming_tank,0.912
dx_cbc_aq1_vehicle_killfirm_helicopter,2.004
dx_cbc_aq1_vehicle_killfirm_tank,2
dx_cbc_aq2_combat_concat_center,0.555
dx_cbc_aq2_combat_concat_compass_e,0.821
dx_cbc_aq2_combat_concat_compass_n,0.618
dx_cbc_aq2_combat_concat_compass_ne,1.22
dx_cbc_aq2_combat_concat_compass_nw,0.986
dx_cbc_aq2_combat_concat_compass_s,0.944
dx_cbc_aq2_combat_concat_compass_se,1.011
dx_cbc_aq2_combat_concat_compass_sw,1.22
dx_cbc_aq2_combat_concat_compass_w,0.508
dx_cbc_aq2_combat_concat_dist_10,0.891
dx_cbc_aq2_combat_concat_dist_100,0.847
dx_cbc_aq2_combat_concat_dist_20,0.623
dx_cbc_aq2_combat_concat_dist_30,0.687
dx_cbc_aq2_combat_concat_dist_40,0.687
dx_cbc_aq2_combat_concat_dist_50,1.045
dx_cbc_aq2_combat_concat_dist_60,1.51
dx_cbc_aq2_combat_concat_dist_70,1.51
dx_cbc_aq2_combat_concat_dist_80,1.57
dx_cbc_aq2_combat_concat_dist_90,1.57
dx_cbc_aq2_combat_concat_elev_20,1.435
dx_cbc_aq2_combat_concat_elev_30,1.243
dx_cbc_aq2_combat_concat_elev_40,1.759
dx_cbc_aq2_combat_concat_elev_50,1.368
dx_cbc_aq2_combat_concat_elev_60,1.376
dx_cbc_aq2_combat_concat_left,0.771
dx_cbc_aq2_combat_concat_right,0.722
dx_cbc_aq2_combat_concat_target,0.456
dx_cbc_aq2_combat_location_callout_balcony,3.095
dx_cbc_aq2_combat_location_callout_barrel,2.085
dx_cbc_aq2_combat_location_callout_barrier,2.39
dx_cbc_aq2_combat_location_callout_barrierconcrete,2.695
dx_cbc_aq2_combat_location_callout_bathroom,2.325
dx_cbc_aq2_combat_location_callout_bed,1.98
dx_cbc_aq2_combat_location_callout_bedroom,2.04
dx_cbc_aq2_combat_location_callout_btwnbuildings,2.335
dx_cbc_aq2_combat_location_callout_building,3.835
dx_cbc_aq2_combat_location_callout_bushes,3.185
dx_cbc_aq2_combat_location_callout_carblack,2.535
dx_cbc_aq2_combat_location_callout_cardestroyed,3.345
dx_cbc_aq2_combat_location_callout_cargrey,2.135
dx_cbc_aq2_combat_location_callout_carpolice,2.515
dx_cbc_aq2_combat_location_callout_carsilver,2.275
dx_cbc_aq2_combat_location_callout_catwalk,3.125
dx_cbc_aq2_combat_location_callout_chair,2.025
dx_cbc_aq2_combat_location_callout_couch,2.085
dx_cbc_aq2_combat_location_callout_courtyard,2.225
dx_cbc_aq2_combat_location_callout_crate,3.875
dx_cbc_aq2_combat_location_callout_crates,2.525
dx_cbc_aq2_combat_location_callout_desk,2.24
dx_cbc_aq2_combat_location_callout_diningroom,2.38
dx_cbc_aq2_combat_location_callout_dumpster,2.295
dx_cbc_aq2_combat_location_callout_entrance,2.305
dx_cbc_aq2_combat_location_callout_exterior,2.02
dx_cbc_aq2_combat_location_callout_field,2.07
dx_cbc_aq2_combat_location_callout_grass,3.335
dx_cbc_aq2_combat_location_callout_hallway,1.82
dx_cbc_aq2_combat_location_callout_house,2.13
dx_cbc_aq2_combat_location_callout_interior,1.775
dx_cbc_aq2_combat_location_callout_kitchen,2.095
dx_cbc_aq2_combat_location_callout_patio,1.85
dx_cbc_aq2_combat_location_callout_pickup,3.92
dx_cbc_aq2_combat_location_callout_pillar,2.095
dx_cbc_aq2_combat_location_callout_planter,2.205
dx_cbc_aq2_combat_location_callout_railing,2.04
dx_cbc_aq2_combat_location_callout_road,4.04
dx_cbc_aq2_combat_location_callout_rubble,1.785
dx_cbc_aq2_combat_location_callout_sandbags,4.47
dx_cbc_aq2_combat_location_callout_sidewalk,2.14
dx_cbc_aq2_combat_location_callout_stairs,2.035
dx_cbc_aq2_combat_location_callout_street,3.96
dx_cbc_aq2_combat_location_callout_trash,3.035
dx_cbc_aq2_combat_location_callout_trashcan,2.505
dx_cbc_aq2_combat_location_callout_tree,2.085
dx_cbc_aq2_combat_location_callout_trees,3.215
dx_cbc_aq2_combat_location_callout_window,1.71
dx_cbc_aq2_combat_location_concat_1stfloor,1.885
dx_cbc_aq2_combat_location_concat_2ndfloor,1.93
dx_cbc_aq2_combat_location_concat_3rdfloor,1.745
dx_cbc_aq2_combat_location_concat_balcony,1.68
dx_cbc_aq2_combat_location_concat_barrel,1.545
dx_cbc_aq2_combat_location_concat_barrels,1.67
dx_cbc_aq2_combat_location_concat_barrier,1.685
dx_cbc_aq2_combat_location_concat_barrierconcrete,2.32
dx_cbc_aq2_combat_location_concat_bathroom,1.81
dx_cbc_aq2_combat_location_concat_bed,1.515
dx_cbc_aq2_combat_location_concat_bedroom,1.74
dx_cbc_aq2_combat_location_concat_btwnbuildings,2.105
dx_cbc_aq2_combat_location_concat_building,1.73
dx_cbc_aq2_combat_location_concat_bus,1.525
dx_cbc_aq2_combat_location_concat_bushes,1.685
dx_cbc_aq2_combat_location_concat_car,1.61
dx_cbc_aq2_combat_location_concat_carblack,1.83
dx_cbc_aq2_combat_location_concat_carblue,1.68
dx_cbc_aq2_combat_location_concat_cardestroyed,2.01
dx_cbc_aq2_combat_location_concat_cargreen,1.93
dx_cbc_aq2_combat_location_concat_cargrey,1.72
dx_cbc_aq2_combat_location_concat_carpolice,1.7
dx_cbc_aq2_combat_location_concat_carred,1.845
dx_cbc_aq2_combat_location_concat_carsilver,1.92
dx_cbc_aq2_combat_location_concat_carwhite,1.745
dx_cbc_aq2_combat_location_concat_catwalk,1.73
dx_cbc_aq2_combat_location_concat_chair,1.56
dx_cbc_aq2_combat_location_concat_couch,1.62
dx_cbc_aq2_combat_location_concat_courtyard,1.77
dx_cbc_aq2_combat_location_concat_crate,1.79
dx_cbc_aq2_combat_location_concat_crates,1.67
dx_cbc_aq2_combat_location_concat_desk,1.63
dx_cbc_aq2_combat_location_concat_diningroom,1.805
dx_cbc_aq2_combat_location_concat_doorway,1.605
dx_cbc_aq2_combat_location_concat_dumpster,1.685
dx_cbc_aq2_combat_location_concat_entrance,1.75
dx_cbc_aq2_combat_location_concat_exterior,1.675
dx_cbc_aq2_combat_location_concat_field,1.59
dx_cbc_aq2_combat_location_concat_grass,1.6
dx_cbc_aq2_combat_location_concat_hallway,1.64
dx_cbc_aq2_combat_location_concat_house,1.87
dx_cbc_aq2_combat_location_concat_interior,1.65
dx_cbc_aq2_combat_location_concat_kitchen,1.57
dx_cbc_aq2_combat_location_concat_patio,1.465
dx_cbc_aq2_combat_location_concat_pickup,1.995
dx_cbc_aq2_combat_location_concat_pillar,1.63
dx_cbc_aq2_combat_location_concat_planter,1.74
dx_cbc_aq2_combat_location_concat_railing,1.595
dx_cbc_aq2_combat_location_concat_road,1.5
dx_cbc_aq2_combat_location_concat_roof,1.395
dx_cbc_aq2_combat_location_concat_rubble,1.605
dx_cbc_aq2_combat_location_concat_sandbags,1.955
dx_cbc_aq2_combat_location_concat_sidewalk,1.575
dx_cbc_aq2_combat_location_concat_stairs,1.695
dx_cbc_aq2_combat_location_concat_street,1.61
dx_cbc_aq2_combat_location_concat_table,1.595
dx_cbc_aq2_combat_location_concat_trash,1.695
dx_cbc_aq2_combat_location_concat_trashcan,1.99
dx_cbc_aq2_combat_location_concat_tree,1.545
dx_cbc_aq2_combat_location_concat_trees,1.69
dx_cbc_aq2_combat_location_concat_truck,1.57
dx_cbc_aq2_combat_location_concat_truckdestroyed,2.105
dx_cbc_aq2_combat_location_concat_van,1.62
dx_cbc_aq2_combat_location_concat_window,1.58
dx_cbc_aq2_combat_location_resp_1stfloor,3.755
dx_cbc_aq2_combat_location_resp_2ndfloor,3.81
dx_cbc_aq2_combat_location_resp_3rdfloor,3.595
dx_cbc_aq2_combat_location_resp_balcony,3.875
dx_cbc_aq2_combat_location_resp_barrel,2.705
dx_cbc_aq2_combat_location_resp_barrels,2.56
dx_cbc_aq2_combat_location_resp_barrier,3.035
dx_cbc_aq2_combat_location_resp_barrierconcrete,3.52
dx_cbc_aq2_combat_location_resp_bathroom,3.96
dx_cbc_aq2_combat_location_resp_bed,2.435
dx_cbc_aq2_combat_location_resp_bedroom,1.935
dx_cbc_aq2_combat_location_resp_btwnbuildings,2.61
dx_cbc_aq2_combat_location_resp_building,3.64
dx_cbc_aq2_combat_location_resp_bus,2.59
dx_cbc_aq2_combat_location_resp_bushes,4.08
dx_cbc_aq2_combat_location_resp_car,3.42
dx_cbc_aq2_combat_location_resp_carblack,4.42
dx_cbc_aq2_combat_location_resp_carblue,2.75
dx_cbc_aq2_combat_location_resp_cardestroyed,2.805
dx_cbc_aq2_combat_location_resp_cargreen,2.905
dx_cbc_aq2_combat_location_resp_cargrey,3.675
dx_cbc_aq2_combat_location_resp_carpolice,2.795
dx_cbc_aq2_combat_location_resp_carred,4.175
dx_cbc_aq2_combat_location_resp_carsilver,4.35
dx_cbc_aq2_combat_location_resp_carwhite,3.845
dx_cbc_aq2_combat_location_resp_catwalk,4.51
dx_cbc_aq2_combat_location_resp_chair,2.46
dx_cbc_aq2_combat_location_resp_couch,2.525
dx_cbc_aq2_combat_location_resp_courtyard,4.215
dx_cbc_aq2_combat_location_resp_crate,3.035
dx_cbc_aq2_combat_location_resp_crates,3.05
dx_cbc_aq2_combat_location_resp_desk,2.53
dx_cbc_aq2_combat_location_resp_diningroom,3.085
dx_cbc_aq2_combat_location_resp_doorway,1.66
dx_cbc_aq2_combat_location_resp_dumpster,3.865
dx_cbc_aq2_combat_location_resp_entrance,3.21
dx_cbc_aq2_combat_location_resp_exterior,2.915
dx_cbc_aq2_combat_location_resp_field,2.535
dx_cbc_aq2_combat_location_resp_grass,4.455
dx_cbc_aq2_combat_location_resp_hallway,2.26
dx_cbc_aq2_combat_location_resp_house,2.495
dx_cbc_aq2_combat_location_resp_interior,2.88
dx_cbc_aq2_combat_location_resp_kitchen,3.01
dx_cbc_aq2_combat_location_resp_patio,2.53
dx_cbc_aq2_combat_location_resp_pickup,3.66
dx_cbc_aq2_combat_location_resp_pillar,3.64
dx_cbc_aq2_combat_location_resp_planter,3.755
dx_cbc_aq2_combat_location_resp_railing,3.31
dx_cbc_aq2_combat_location_resp_road,3.86
dx_cbc_aq2_combat_location_resp_roof,3.905
dx_cbc_aq2_combat_location_resp_rubble,1.71
dx_cbc_aq2_combat_location_resp_sandbags,1.76
dx_cbc_aq2_combat_location_resp_sidewalk,4.015
dx_cbc_aq2_combat_location_resp_stairs,3.84
dx_cbc_aq2_combat_location_resp_street,2.295
dx_cbc_aq2_combat_location_resp_table,3.485
dx_cbc_aq2_combat_location_resp_trash,3.66
dx_cbc_aq2_combat_location_resp_trashcan,2.675
dx_cbc_aq2_combat_location_resp_tree,4.07
dx_cbc_aq2_combat_location_resp_trees,4.21
dx_cbc_aq2_combat_location_resp_truck,3.63
dx_cbc_aq2_combat_location_resp_truckdestroyed,2.305
dx_cbc_aq2_combat_location_resp_van,3.96
dx_cbc_aq2_combat_location_resp_window,2.225
dx_cbc_aq2_contact_dist_10,1.015
dx_cbc_aq2_contact_dist_100,1.897
dx_cbc_aq2_contact_dist_20,1.993
dx_cbc_aq2_contact_dist_30,1.452
dx_cbc_aq2_contact_dist_40,1.905
dx_cbc_aq2_contact_dist_50,1.761
dx_cbc_aq2_contact_dist_60,2.253
dx_cbc_aq2_contact_dist_70,2.049
dx_cbc_aq2_contact_dist_80,2.976
dx_cbc_aq2_contact_dist_90,1.542
dx_cbc_aq2_contact_elev_20,1.516
dx_cbc_aq2_contact_elev_30,0.713
dx_cbc_aq2_contact_elev_40,0.868
dx_cbc_aq2_contact_elev_50,1.27
dx_cbc_aq2_contact_elev_60,0.635
dx_cbc_aq2_exposed_acquired,0.829
dx_cbc_aq2_exposed_breaking,0.968
dx_cbc_aq2_exposed_movement,1.31
dx_cbc_aq2_exposed_movement_group,1.586
dx_cbc_aq2_exposed_open,1.577
dx_cbc_aq2_inform_flashbang,2.225
dx_cbc_aq2_inform_grenade,1.623
dx_cbc_aq2_inform_incoming_flashbang,1.495
dx_cbc_aq2_inform_incoming_grenade,0.839
dx_cbc_aq2_inform_incoming_molotov,2.031
dx_cbc_aq2_inform_incoming_rpg,1.808
dx_cbc_aq2_inform_killfirm_soldier,0.561
dx_cbc_aq2_inform_molotov,0.981
dx_cbc_aq2_inform_reloading,0.885
dx_cbc_aq2_order_coverme,1.644
dx_cbc_aq2_order_move_combat,0.956
dx_cbc_aq2_order_suppress,1.95
dx_cbc_aq2_reaction_casualty,1.862
dx_cbc_aq2_reaction_hostile_burst,1.935
dx_cbc_aq2_reaction_hostile_burst,2.025
dx_cbc_aq2_reaction_hostile_burst,2.255
dx_cbc_aq2_reaction_hostile_burst,2.15
dx_cbc_aq2_reaction_hostile_burst,2.105
dx_cbc_aq2_reaction_hostile_burst,2.06
dx_cbc_aq2_reaction_hostile_burst,1.845
dx_cbc_aq2_reaction_hostile_burst,1.94
dx_cbc_aq2_reaction_hostile_burst,2.42
dx_cbc_aq2_response_ack_affirm,0.372
dx_cbc_aq2_response_check_fire,1.423
dx_cbc_aq2_response_threat_affirm,0.898
dx_cbc_aq2_response_threat_neg,0.767
dx_cbc_aq2_vehicle_incoming_helicopter,1.108
dx_cbc_aq2_vehicle_incoming_tank,2.587
dx_cbc_aq2_vehicle_killfirm_helicopter,1.024
dx_cbc_aq2_vehicle_killfirm_tank,3.657
dx_cbc_aq3_combat_concat_center,1.009
dx_cbc_aq3_combat_concat_compass_e,1.11
dx_cbc_aq3_combat_concat_compass_n,0.961
dx_cbc_aq3_combat_concat_compass_ne,1.012
dx_cbc_aq3_combat_concat_compass_nw,1.316
dx_cbc_aq3_combat_concat_compass_s,0.978
dx_cbc_aq3_combat_concat_compass_se,1.412
dx_cbc_aq3_combat_concat_compass_sw,0.979
dx_cbc_aq3_combat_concat_compass_w,1.172
dx_cbc_aq3_combat_concat_contact,1.505
dx_cbc_aq3_combat_concat_dist_10,1.245
dx_cbc_aq3_combat_concat_dist_100,0.932
dx_cbc_aq3_combat_concat_dist_20,0.865
dx_cbc_aq3_combat_concat_dist_30,0.89
dx_cbc_aq3_combat_concat_dist_40,0.89
dx_cbc_aq3_combat_concat_dist_50,0.809
dx_cbc_aq3_combat_concat_dist_60,1.745
dx_cbc_aq3_combat_concat_dist_70,1.745
dx_cbc_aq3_combat_concat_dist_80,2.635
dx_cbc_aq3_combat_concat_dist_90,2.635
dx_cbc_aq3_combat_concat_elev_20,0.88
dx_cbc_aq3_combat_concat_elev_30,0.894
dx_cbc_aq3_combat_concat_elev_40,1.476
dx_cbc_aq3_combat_concat_elev_50,2.259
dx_cbc_aq3_combat_concat_elev_60,2.259
dx_cbc_aq3_combat_concat_high,1.445
dx_cbc_aq3_combat_concat_left,1.03
dx_cbc_aq3_combat_concat_right,0.723
dx_cbc_aq3_combat_concat_target,0.972
dx_cbc_aq3_combat_location_callout_4thfloor,2.425
dx_cbc_aq3_combat_location_callout_5thfloor,2.045
dx_cbc_aq3_combat_location_callout_alcove,3.47
dx_cbc_aq3_combat_location_callout_balcony,2.05
dx_cbc_aq3_combat_location_callout_bar,1.805
dx_cbc_aq3_combat_location_callout_barrel,2.55
dx_cbc_aq3_combat_location_callout_barrelsblue,2.455
dx_cbc_aq3_combat_location_callout_barrier,2.505
dx_cbc_aq3_combat_location_callout_barrierconcrete,2.815
dx_cbc_aq3_combat_location_callout_bathroom,2.115
dx_cbc_aq3_combat_location_callout_bed,1.995
dx_cbc_aq3_combat_location_callout_bedroom,2.02
dx_cbc_aq3_combat_location_callout_btwnbuildings,2.885
dx_cbc_aq3_combat_location_callout_building,2.34
dx_cbc_aq3_combat_location_callout_bulldozer,1.98
dx_cbc_aq3_combat_location_callout_bushes,4.035
dx_cbc_aq3_combat_location_callout_cafe,2.47
dx_cbc_aq3_combat_location_callout_carblack,2.44
dx_cbc_aq3_combat_location_callout_cardestroyed,3.735
dx_cbc_aq3_combat_location_callout_cargrey,3.38
dx_cbc_aq3_combat_location_callout_carpolice,3.13
dx_cbc_aq3_combat_location_callout_carsilver,4.045
dx_cbc_aq3_combat_location_callout_catwalk,4.015
dx_cbc_aq3_combat_location_callout_chair,2.04
dx_cbc_aq3_combat_location_callout_church,1.81
dx_cbc_aq3_combat_location_callout_clocktower,2.35
dx_cbc_aq3_combat_location_callout_compound,2.915
dx_cbc_aq3_combat_location_callout_corner,1.95
dx_cbc_aq3_combat_location_callout_couch,2.1
dx_cbc_aq3_combat_location_callout_counter,1.99
dx_cbc_aq3_combat_location_callout_courtyard,3.06
dx_cbc_aq3_combat_location_callout_crate,2.08
dx_cbc_aq3_combat_location_callout_crates,2.215
dx_cbc_aq3_combat_location_callout_cratesammo,2.695
dx_cbc_aq3_combat_location_callout_crypt,2.345
dx_cbc_aq3_combat_location_callout_desk,2.61
dx_cbc_aq3_combat_location_callout_diningroom,2.01
dx_cbc_aq3_combat_location_callout_dumpster,2.48
dx_cbc_aq3_combat_location_callout_entrance,2.855
dx_cbc_aq3_combat_location_callout_exterior,1.95
dx_cbc_aq3_combat_location_callout_field,2.425
dx_cbc_aq3_combat_location_callout_frontdoors,2.36
dx_cbc_aq3_combat_location_callout_garden,2.355
dx_cbc_aq3_combat_location_callout_grass,2.24
dx_cbc_aq3_combat_location_callout_graveyard,2.335
dx_cbc_aq3_combat_location_callout_greenhouse,2.33
dx_cbc_aq3_combat_location_callout_groundfloor,2.175
dx_cbc_aq3_combat_location_callout_hallway,2.27
dx_cbc_aq3_combat_location_callout_haybale,2.135
dx_cbc_aq3_combat_location_callout_hesco,2.435
dx_cbc_aq3_combat_location_callout_hospital,1.965
dx_cbc_aq3_combat_location_callout_house,3.235
dx_cbc_aq3_combat_location_callout_interior,2.85
dx_cbc_aq3_combat_location_callout_kitchen,3.24
dx_cbc_aq3_combat_location_callout_ladder,3.345
dx_cbc_aq3_combat_location_callout_lake,2.115
dx_cbc_aq3_combat_location_callout_livingroom,3.265
dx_cbc_aq3_combat_location_callout_lobby,2.06
dx_cbc_aq3_combat_location_callout_mansion,1.93
dx_cbc_aq3_combat_location_callout_mgbuilding,2.61
dx_cbc_aq3_combat_location_callout_mgnest,2.55
dx_cbc_aq3_combat_location_callout_office,2.01
dx_cbc_aq3_combat_location_callout_parkinglot,2.235
dx_cbc_aq3_combat_location_callout_patio,3.635
dx_cbc_aq3_combat_location_callout_perimeter,1.9
dx_cbc_aq3_combat_location_callout_pickup,3.755
dx_cbc_aq3_combat_location_callout_pillar,2.24
dx_cbc_aq3_combat_location_callout_planter,2.35
dx_cbc_aq3_combat_location_callout_pool,3.475
dx_cbc_aq3_combat_location_callout_poolhouse,2.635
dx_cbc_aq3_combat_location_callout_pooltable,2.26
dx_cbc_aq3_combat_location_callout_railing,2.095
dx_cbc_aq3_combat_location_callout_road,1.935
dx_cbc_aq3_combat_location_callout_rubble,3.06
dx_cbc_aq3_combat_location_callout_sandbags,2.44
dx_cbc_aq3_combat_location_callout_shelves,1.965
dx_cbc_aq3_combat_location_callout_sidewalk,3.275
dx_cbc_aq3_combat_location_callout_stairs,3.335
dx_cbc_aq3_combat_location_callout_street,2.22
dx_cbc_aq3_combat_location_callout_tactical,2.68
dx_cbc_aq3_combat_location_callout_tankdestroyed,2.815
dx_cbc_aq3_combat_location_callout_trash,2.54
dx_cbc_aq3_combat_location_callout_trashcan,2.545
dx_cbc_aq3_combat_location_callout_tree,2.27
dx_cbc_aq3_combat_location_callout_trees,2.475
dx_cbc_aq3_combat_location_callout_truckgreen,2.235
dx_cbc_aq3_combat_location_callout_truckwhite,2.44
dx_cbc_aq3_combat_location_callout_waitingroom,2.18
dx_cbc_aq3_combat_location_callout_wall,3.185
dx_cbc_aq3_combat_location_callout_window,2.53
dx_cbc_aq3_combat_location_concat_1stfloor,1.755
dx_cbc_aq3_combat_location_concat_2ndfloor,1.8
dx_cbc_aq3_combat_location_concat_3rdfloor,1.615
dx_cbc_aq3_combat_location_concat_4thfloor,1.635
dx_cbc_aq3_combat_location_concat_5thfloor,1.625
dx_cbc_aq3_combat_location_concat_alcove,1.7
dx_cbc_aq3_combat_location_concat_balcony,1.56
dx_cbc_aq3_combat_location_concat_bar,1.495
dx_cbc_aq3_combat_location_concat_barrels,1.705
dx_cbc_aq3_combat_location_concat_barrelsblue,1.945
dx_cbc_aq3_combat_location_concat_barrier,1.65
dx_cbc_aq3_combat_location_concat_barrierconcrete,2.175
dx_cbc_aq3_combat_location_concat_bathroom,1.78
dx_cbc_aq3_combat_location_concat_bed,1.49
dx_cbc_aq3_combat_location_concat_bedroom,1.565
dx_cbc_aq3_combat_location_concat_building,1.795
dx_cbc_aq3_combat_location_concat_bulldozer,1.605
dx_cbc_aq3_combat_location_concat_bus,1.525
dx_cbc_aq3_combat_location_concat_bushes,1.75
dx_cbc_aq3_combat_location_concat_cafe,1.675
dx_cbc_aq3_combat_location_concat_car,1.675
dx_cbc_aq3_combat_location_concat_carblack,1.83
dx_cbc_aq3_combat_location_concat_carblue,1.78
dx_cbc_aq3_combat_location_concat_cardestroyed,1.975
dx_cbc_aq3_combat_location_concat_cargreen,1.995
dx_cbc_aq3_combat_location_concat_cargrey,1.72
dx_cbc_aq3_combat_location_concat_carred,1.915
dx_cbc_aq3_combat_location_concat_carsilver,1.985
dx_cbc_aq3_combat_location_concat_carwhite,1.595
dx_cbc_aq3_combat_location_concat_catwalk,1.475
dx_cbc_aq3_combat_location_concat_chair,1.525
dx_cbc_aq3_combat_location_concat_church,1.62
dx_cbc_aq3_combat_location_concat_clocktower,2.005
dx_cbc_aq3_combat_location_concat_compound,1.77
dx_cbc_aq3_combat_location_concat_corner,1.55
dx_cbc_aq3_combat_location_concat_couch,1.585
dx_cbc_aq3_combat_location_concat_counter,1.61
dx_cbc_aq3_combat_location_concat_courtyard,1.65
dx_cbc_aq3_combat_location_concat_crates,1.7
dx_cbc_aq3_combat_location_concat_cratesammo,2.08
dx_cbc_aq3_combat_location_concat_crypt,1.565
dx_cbc_aq3_combat_location_concat_desk,1.86
dx_cbc_aq3_combat_location_concat_diningroom,1.695
dx_cbc_aq3_combat_location_concat_doorway,1.575
dx_cbc_aq3_combat_location_concat_dumpster,1.75
dx_cbc_aq3_combat_location_concat_frontdoors,1.97
dx_cbc_aq3_combat_location_concat_garden,1.585
dx_cbc_aq3_combat_location_concat_grass,1.6
dx_cbc_aq3_combat_location_concat_graveyard,1.76
dx_cbc_aq3_combat_location_concat_greenhouse,1.8
dx_cbc_aq3_combat_location_concat_groundfloor,1.895
dx_cbc_aq3_combat_location_concat_hallway,1.515
dx_cbc_aq3_combat_location_concat_haybale,1.72
dx_cbc_aq3_combat_location_concat_hesco,2.125
dx_cbc_aq3_combat_location_concat_hospital,1.77
dx_cbc_aq3_combat_location_concat_kitchen,1.595
dx_cbc_aq3_combat_location_concat_ladder,1.56
dx_cbc_aq3_combat_location_concat_lake,1.505
dx_cbc_aq3_combat_location_concat_livingroom,1.76
dx_cbc_aq3_combat_location_concat_lobby,1.53
dx_cbc_aq3_combat_location_concat_mansion,1.63
dx_cbc_aq3_combat_location_concat_mgbuilding,2.17
dx_cbc_aq3_combat_location_concat_mgnest,2.21
dx_cbc_aq3_combat_location_concat_office,1.67
dx_cbc_aq3_combat_location_concat_parkinglot,1.865
dx_cbc_aq3_combat_location_concat_perimeter,1.68
dx_cbc_aq3_combat_location_concat_pickup,1.82
dx_cbc_aq3_combat_location_concat_pillar,1.695
dx_cbc_aq3_combat_location_concat_planter,1.71
dx_cbc_aq3_combat_location_concat_pool,1.565
dx_cbc_aq3_combat_location_concat_poolhouse,1.85
dx_cbc_aq3_combat_location_concat_pooltable,1.885
dx_cbc_aq3_combat_location_concat_railing,1.695
dx_cbc_aq3_combat_location_concat_road,1.465
dx_cbc_aq3_combat_location_concat_roof,1.545
dx_cbc_aq3_combat_location_concat_shelves,1.77
dx_cbc_aq3_combat_location_concat_sidewalk,1.775
dx_cbc_aq3_combat_location_concat_stairs,1.68
dx_cbc_aq3_combat_location_concat_street,1.565
dx_cbc_aq3_combat_location_concat_table,1.66
dx_cbc_aq3_combat_location_concat_tactical,2.18
dx_cbc_aq3_combat_location_concat_tankdestroyed,2.11
dx_cbc_aq3_combat_location_concat_trash,1.66
dx_cbc_aq3_combat_location_concat_trashcan,2.055
dx_cbc_aq3_combat_location_concat_tree,1.61
dx_cbc_aq3_combat_location_concat_trees,1.545
dx_cbc_aq3_combat_location_concat_truck,1.57
dx_cbc_aq3_combat_location_concat_truckdestroyed,2.105
dx_cbc_aq3_combat_location_concat_truckgreen,1.925
dx_cbc_aq3_combat_location_concat_truckwhite,1.89
dx_cbc_aq3_combat_location_concat_van,1.62
dx_cbc_aq3_combat_location_concat_waitingroom,1.815
dx_cbc_aq3_combat_location_concat_wall,1.585
dx_cbc_aq3_combat_location_concat_window,1.645
dx_cbc_aq3_combat_location_resp_1stfloor,3.19
dx_cbc_aq3_combat_location_resp_2ndfloor,3.54
dx_cbc_aq3_combat_location_resp_3rdfloor,3.36
dx_cbc_aq3_combat_location_resp_4thfloor,2.7
dx_cbc_aq3_combat_location_resp_5thfloor,2.04
dx_cbc_aq3_combat_location_resp_alcove,3.06
dx_cbc_aq3_combat_location_resp_balcony,3.715
dx_cbc_aq3_combat_location_resp_bar,1.722
dx_cbc_aq3_combat_location_resp_barrel,1.72
