string,string,string,string,string,string,string,string,int
iw9_sm_papa90,receiver,0,,,,,,0
iw9_sm_papa90,magazine,0,,,,,,0
iw9_sm_papa90,frontpiece,0,,,,,,0
iw9_sm_papa90,extra,0,,,,,,0
iw9_sm_papa90,optic,0,,,,,,0
iw9_sm_papa90,undermount,0,,,,,,0
iw9_sm_papa90,backpiece,0,,,,,,0
iw9_sm_papa90,muzzle,0,,,,,,0
iw9_sm_papa90,reargrip,0,,,,,,0
iw9_sm_mpapa7,receiver,0,,,,,,0
iw9_sm_mpapa7,magazine,0,,,,,,0
iw9_sm_mpapa7,frontpiece,0,,,,,,0
iw9_sm_mpapa7,extra,0,,,,,,0
iw9_sm_mpapa7,optic,0,,,,,,0
iw9_sm_mpapa7,undermount,0,,,,,,0
iw9_sm_mpapa7,backpiece,0,,,,,,0
iw9_sm_mpapa7,muzzle,0,,,,,,0
iw9_sm_mpapa7,reargrip,0,,,,,,0
iw9_sm_uzulu,receiver,0,,,,,,0
iw9_sm_uzulu,magazine,0,,,,,,0
iw9_sm_uzulu,frontpiece,0,,,,,,0
iw9_sm_uzulu,extra,0,,,,,,0
iw9_sm_uzulu,optic,0,,,,,,0
iw9_sm_uzulu,undermount,0,,,,,,0
iw9_sm_uzulu,backpiece,0,,,,,,0
iw9_sm_uzulu,muzzle,0,,,,,,0
iw9_sm_uzulu,reargrip,0,,,,,,0
iw9_sm_victor,receiver,0,,,,,,0
iw9_sm_victor,magazine,0,,,-0.5,,-2,0
iw9_sm_victor,frontpiece,0,,,1,,,0
iw9_sm_victor,extra,0,,,2.5,,0.75,0
iw9_sm_victor,optic,0,,,1,,0.5,0
iw9_sm_victor,undermount,0,,,1.5,,,0
iw9_sm_victor,backpiece,0,,,,,,0
iw9_sm_victor,muzzle,0,,,,,,0
iw9_sm_victor,reargrip,0,,,,,,0
iw9_me_knife,receiver,0,,,,,,0
iw9_me_knife,magazine,0,,,,,,0
iw9_me_knife,frontpiece,0,,,,,,0
iw9_me_knife,extra,0,,,,,,0
iw9_me_knife,optic,0,,,,,,0
iw9_me_knife,undermount,0,,,,,,0
iw9_me_knife,backpiece,0,,,,,,0
iw9_me_knife,muzzle,0,,,,,,0
iw9_me_knife,reargrip,0,,,,,,0
iw9_ar_schotel,receiver,0,,,,,,0
iw9_ar_schotel,magazine,0,,,,,,0
iw9_ar_schotel,frontpiece,0,,,,,,0
iw9_ar_schotel,extra,0,,,,,,0
iw9_ar_schotel,optic,0,,,,,,0
iw9_ar_schotel,undermount,0,,,,,,0
iw9_ar_schotel,backpiece,0,,,,,,0
iw9_ar_schotel,muzzle,0,,,,,,0
iw9_ar_schotel,reargrip,0,,,,,,0
iw9_ar_mcbravo,receiver,0,,,,,,0
iw9_ar_mcbravo,magazine,0,,,,,,0
iw9_ar_mcbravo,frontpiece,0,,,,,,0
iw9_ar_mcbravo,extra,0,,,,,,0
iw9_ar_mcbravo,optic,0,,,,,,0
iw9_ar_mcbravo,undermount,0,,,,,,0
iw9_ar_mcbravo,backpiece,0,,,,,,0
iw9_ar_mcbravo,muzzle,0,,,,,,0
iw9_ar_mcbravo,reargrip,0,,,,,,0
iw9_ar_augolf,receiver,0,,,,,,0
iw9_ar_augolf,magazine,0,,,,,,0
iw9_ar_augolf,frontpiece,0,,,,,,0
iw9_ar_augolf,extra,0,,,,,,0
iw9_ar_augolf,optic,0,,,,,,0
iw9_ar_augolf,undermount,0,,,,,,0
iw9_ar_augolf,backpiece,0,,,,,,0
iw9_ar_augolf,muzzle,0,,,,,,0
iw9_ar_augolf,reargrip,0,,,,,,0
iw9_br_soscar14,receiver,0,,,,,,0
iw9_br_soscar14,magazine,0,,,,,,0
iw9_br_soscar14,frontpiece,0,,,,,,0
iw9_br_soscar14,extra,0,,,,,,0
iw9_br_soscar14,optic,0,,,,,,0
iw9_br_soscar14,undermount,0,,,,,,0
iw9_br_soscar14,backpiece,0,,,,,,0
iw9_br_soscar14,muzzle,0,,,,,,0
iw9_br_soscar14,reargrip,0,,,,,,0
iw9_ar_mike4,receiver,0,,,,,,0
iw9_ar_mike4,magazine,0,,,,,-3,0
iw9_ar_mike4,frontpiece,0,,,3,,-1.5,0
iw9_ar_mike4,extra,0,,,1.5,,,0
iw9_ar_mike4,optic,0,,,1.5,,0.5,0
iw9_ar_mike4,undermount,0,,,2,,,0
iw9_ar_mike4,backpiece,0,,,-2,,,0
iw9_ar_mike4,muzzle,0,,,1,,,0
iw9_ar_mike4,reargrip,0,,,-2,,-3,0
iw9_ar_mike16,receiver,0,,,,,,0
iw9_ar_mike16,magazine,0,,,,,-3,0
iw9_ar_mike16,frontpiece,0,,,8,,-1,0
iw9_ar_mike16,extra,0,,,2,,,0
iw9_ar_mike16,optic,0,,,1.5,,0.5,0
iw9_ar_mike16,undermount,0,,,,,,0
iw9_ar_mike16,backpiece,0,,,-1,,,0
iw9_ar_mike16,muzzle,0,,,1,,,0
iw9_ar_mike16,reargrip,0,,,-1.5,,-2,0
iw9_br_msecho,receiver,0,,,,,,0
iw9_br_msecho,magazine,0,,,,,,0
iw9_br_msecho,frontpiece,0,,,,,,0
iw9_br_msecho,extra,0,,,,,,0
iw9_br_msecho,optic,0,,,,,,0
iw9_br_msecho,undermount,0,,,,,,0
iw9_br_msecho,backpiece,0,,,,,,0
iw9_br_msecho,muzzle,0,,,,,,0
iw9_br_msecho,reargrip,0,,,,,,0
iw9_ar_akilo,receiver,0,,,,,,0
iw9_ar_akilo,magazine,0,,,0.2,,-2,0
iw9_ar_akilo,frontpiece,0,,,,,-1.5,0
iw9_ar_akilo,extra,0,,,,,,0
iw9_ar_akilo,optic,0,,,1.5,,,0
iw9_ar_akilo,undermount,0,,,2,,,0
iw9_ar_akilo,backpiece,0,,,-2,,,0
iw9_ar_akilo,muzzle,0,,,2,,,0
iw9_ar_akilo,reargrip,0,,,-1.5,,-2,0
iw9_ar_akilo74,receiver,0,,,,,,0
iw9_ar_akilo74,magazine,0,,,,,-2,0
iw9_ar_akilo74,frontpiece,0,,,,,-1.5,0
iw9_ar_akilo74,extra,0,,,,,,0
iw9_ar_akilo74,optic,0,,,-3.5,,3,0
iw9_ar_akilo74,undermount,0,,,1,,,0
iw9_ar_akilo74,backpiece,0,,,-1,,,0
iw9_ar_akilo74,muzzle,0,,,2.5,,,0
iw9_ar_akilo74,reargrip,0,,,-1.8,,-2,0
iw9_ar_akilo105,receiver,0,,,,,,0
iw9_ar_akilo105,magazine,0,,,,,-2,0
iw9_ar_akilo105,frontpiece,0,,,,,-1.5,0
iw9_ar_akilo105,extra,0,,,,,,0
iw9_ar_akilo105,optic,0,,,1.5,,0.5,0
iw9_ar_akilo105,undermount,0,,,2,,,0
iw9_ar_akilo105,backpiece,0,,,-2,,,0
iw9_ar_akilo105,muzzle,0,,,4,,,0
iw9_ar_akilo105,reargrip,0,,,-1.5,,-2,0
iw9_ar_scsierra,receiver,0,,,,,,0
iw9_ar_scsierra,magazine,0,,,,,,0
iw9_ar_scsierra,frontpiece,0,,,,,,0
iw9_ar_scsierra,extra,0,,,,,,0
iw9_ar_scsierra,optic,0,,,,,,0
iw9_ar_scsierra,undermount,0,,,,,,0
iw9_ar_scsierra,backpiece,0,,,,,,0
iw9_ar_scsierra,muzzle,0,,,,,,0
iw9_ar_scsierra,reargrip,0,,,,,,0
iw9_ar_falpha,receiver,0,,,,,,0
iw9_ar_falpha,magazine,0,,,,,,0
iw9_ar_falpha,frontpiece,0,,,,,,0
iw9_ar_falpha,extra,0,,,,,,0
iw9_ar_falpha,optic,0,,,,,,0
iw9_ar_falpha,undermount,0,,,,,,0
iw9_ar_falpha,backpiece,0,,,,,,0
iw9_ar_falpha,muzzle,0,,,,,,0
iw9_ar_falpha,reargrip,0,,,,,,0
iw9_ar_fecho,receiver,0,,,,,,0
iw9_ar_fecho,magazine,0,,,,,,0
iw9_ar_fecho,frontpiece,0,,,,,,0
iw9_ar_fecho,extra,0,,,,,,0
iw9_ar_fecho,optic,0,,,,,,0
iw9_ar_fecho,undermount,0,,,,,,0
iw9_ar_fecho,backpiece,0,,,,,,0
iw9_ar_fecho,muzzle,0,,,,,,0
iw9_ar_fecho,reargrip,0,,,,,,0
iw9_ar_mcharlie,receiver,0,,,,,,0
iw9_ar_mcharlie,magazine,0,,,,,,0
iw9_ar_mcharlie,frontpiece,0,,,,,,0
iw9_ar_mcharlie,extra,0,,,,,,0
iw9_ar_mcharlie,optic,0,,,,,,0
iw9_ar_mcharlie,undermount,0,,,,,,0
iw9_ar_mcharlie,backpiece,0,,,,,,0
iw9_ar_mcharlie,muzzle,0,,,,,,0
iw9_ar_mcharlie,reargrip,0,,,,,,0
iw9_ar_scharlie,receiver,0,,,,,,0
iw9_ar_scharlie,magazine,0,,,,,,0
iw9_ar_scharlie,frontpiece,0,,,,,,0
iw9_ar_scharlie,extra,0,,,,,,0
iw9_ar_scharlie,optic,0,,,,,,0
iw9_ar_scharlie,undermount,0,,,,,,0
iw9_ar_scharlie,backpiece,0,,,,,,0
iw9_ar_scharlie,muzzle,0,,,,,,0
iw9_ar_scharlie,reargrip,0,,,,,,0
iw9_la_rpapa7,receiver,0,,,,,,0
iw9_la_rpapa7,magazine,0,,,,,,0
iw9_la_rpapa7,frontpiece,0,,,,,,0
iw9_la_rpapa7,extra,0,,,,,,0
iw9_la_rpapa7,optic,0,,,,,,0
iw9_la_rpapa7,undermount,0,,,,,,0
iw9_la_rpapa7,backpiece,0,,,,,,0
iw9_la_rpapa7,muzzle,0,,,,,,0
iw9_la_rpapa7,reargrip,0,,,,,,0
iw9_la_gromeo,receiver,0,,,,,,0
iw9_la_gromeo,magazine,0,,,,,,0
iw9_la_gromeo,frontpiece,0,,,,,,0
iw9_la_gromeo,extra,0,,,,,,0
iw9_la_gromeo,optic,0,,,,,,0
iw9_la_gromeo,undermount,0,,,,,,0
iw9_la_gromeo,backpiece,0,,,,,,0
iw9_la_gromeo,muzzle,0,,,,,,0
iw9_la_gromeo,reargrip,0,,,,,,0
iw9_la_juliet,receiver,0,,,,,,0
iw9_la_juliet,magazine,0,,,,,,0
iw9_la_juliet,frontpiece,0,,,,,,0
iw9_la_juliet,extra,0,,,,,,0
iw9_la_juliet,optic,0,,,,,,0
iw9_la_juliet,undermount,0,,,,,,0
iw9_la_juliet,backpiece,0,,,,,,0
iw9_la_juliet,muzzle,0,,,,,,0
iw9_la_juliet,reargrip,0,,,,,,0
iw9_la_kgolf,receiver,0,,,,,,0
iw9_la_kgolf,magazine,0,,,,,,0
iw9_la_kgolf,frontpiece,0,,,,,,0
iw9_la_kgolf,extra,0,,,,,,0
iw9_la_kgolf,optic,0,,,,,,0
iw9_la_kgolf,undermount,0,,,,,,0
iw9_la_kgolf,backpiece,0,,,,,,0
iw9_la_kgolf,muzzle,0,,,,,,0
iw9_la_kgolf,reargrip,0,,,,,,0
iw9_la_mike32,receiver,0,,,,,,0
iw9_la_mike32,magazine,0,,,,,,0
iw9_la_mike32,frontpiece,0,,,,,,0
iw9_la_mike32,extra,0,,,,,,0
iw9_la_mike32,optic,0,,,,,,0
iw9_la_mike32,undermount,0,,,,,,0
iw9_la_mike32,backpiece,0,,,,,,0
iw9_la_mike32,muzzle,0,,,,,,0
iw9_la_mike32,reargrip,0,,,,,,0
iw9_dm_mike24,receiver,0,,,,,,0
iw9_dm_mike24,magazine,0,,,,,,0
iw9_dm_mike24,frontpiece,0,,,,,,0
iw9_dm_mike24,extra,0,,,,,,0
iw9_dm_mike24,optic,0,,,2,,,0
iw9_dm_mike24,undermount,0,,,7,,-1.8,0
iw9_dm_mike24,backpiece,0,,,,,,0
iw9_dm_mike24,muzzle,0,,,,,,0
iw9_dm_mike24,reargrip,0,,,,,,0
iw9_dm_sa700,receiver,0,,,,,,0
iw9_dm_sa700,magazine,0,,,,,,0
iw9_dm_sa700,frontpiece,0,,,6,,,0
iw9_dm_sa700,extra,0,,,,,,0
iw9_dm_sa700,optic,0,,,2,,,0
iw9_dm_sa700,undermount,0,,,2,,0.2,0
iw9_dm_sa700,backpiece,0,,,,,,0
iw9_dm_sa700,muzzle,0,,,,,,0
iw9_dm_sa700,reargrip,0,,,,,,0
iw9_dm_sbeta,receiver,0,,,,,,0
iw9_dm_sbeta,magazine,0,,,4,,1,0
iw9_dm_sbeta,frontpiece,0,,,7,,,0
iw9_dm_sbeta,extra,0,,,,,,0
iw9_dm_sbeta,optic,0,,,2,,,0
iw9_dm_sbeta,undermount,0,,,5,,1,0
iw9_dm_sbeta,backpiece,0,,,,,,0
iw9_dm_sbeta,muzzle,0,,,,,,0
iw9_dm_sbeta,reargrip,0,,,,,,0
iw9_dm_scromeo,receiver,0,,,,,,0
iw9_dm_scromeo,magazine,0,,,,,,0
iw9_dm_scromeo,frontpiece,0,,,,,,0
iw9_dm_scromeo,extra,0,,,,,,0
iw9_dm_scromeo,optic,0,,,,,,0
iw9_dm_scromeo,undermount,0,,,,,,0
iw9_dm_scromeo,backpiece,0,,,,,,0
iw9_dm_scromeo,muzzle,0,,,,,,0
iw9_dm_scromeo,reargrip,0,,,,,,0
iw9_dm_la700,receiver,0,,,,,,0
iw9_dm_la700,magazine,0,,,,,,0
iw9_dm_la700,frontpiece,0,,,10,,,0
iw9_dm_la700,extra,0,,,,,,0
iw9_dm_la700,optic,0,,,2,,,0
iw9_dm_la700,undermount,0,,,-8,,-0.3,0
iw9_dm_la700,backpiece,0,,,,,,0
iw9_dm_la700,muzzle,0,,,,,,0
iw9_dm_la700,reargrip,0,,,,,,0
iw9_dm_xmike2010,receiver,0,,,,,,0
iw9_dm_xmike2010,magazine,0,,,,,,0
iw9_dm_xmike2010,frontpiece,0,,,,,,0
iw9_dm_xmike2010,extra,0,,,,,,0
iw9_dm_xmike2010,optic,0,,,,,,0
iw9_dm_xmike2010,undermount,0,,,,,,0
iw9_dm_xmike2010,backpiece,0,,,,,,0
iw9_dm_xmike2010,muzzle,0,,,,,,0
iw9_dm_xmike2010,reargrip,0,,,,,,0
iw9_sn_mromeo,receiver,0,,,,,,0
iw9_sn_mromeo,magazine,0,,,,,-1,0
iw9_sn_mromeo,frontpiece,0,,,19,,,0
iw9_sn_mromeo,extra,0,,,1.5,,,0
iw9_sn_mromeo,optic,0,,,1,,0.5,0
iw9_sn_mromeo,undermount,0,,,,,,0
iw9_sn_mromeo,backpiece,0,,,-5,,,0
iw9_sn_mromeo,muzzle,0,,,1,,,0
iw9_sn_mromeo,reargrip,0,,,-0.5,,0.5,0
iw9_sn_alpha50,receiver,0,,,,,,0
iw9_sn_alpha50,magazine,0,,,-2,,-2,0
iw9_sn_alpha50,frontpiece,0,,,3,,-0.25,0
iw9_sn_alpha50,extra,0,,,,,,0
iw9_sn_alpha50,optic,0,,,2,,,0
iw9_sn_alpha50,undermount,0,,,,,,0
iw9_sn_alpha50,backpiece,0,,,,,,0
iw9_sn_alpha50,muzzle,0,,,2,,,0
iw9_sn_alpha50,reargrip,0,,,-1,,-2,0
iw9_sn_limax,receiver,0,,,,,,0
iw9_sn_limax,magazine,0,,,,,,0
iw9_sn_limax,frontpiece,0,,,,,,0
iw9_sn_limax,extra,0,,,,,,0
iw9_sn_limax,optic,0,,,,,,0
iw9_sn_limax,undermount,0,,,,,,0
iw9_sn_limax,backpiece,0,,,,,,0
iw9_sn_limax,muzzle,0,,,,,,0
iw9_sn_limax,reargrip,0,,,,,,0
iw9_sh_charlie725,receiver,0,,,,,,0
iw9_sh_charlie725,magazine,0,,,,,,0
iw9_sh_charlie725,frontpiece,0,,,,,,0
iw9_sh_charlie725,extra,0,,,,,,0
iw9_sh_charlie725,optic,0,,,,,,0
iw9_sh_charlie725,undermount,0,,,,,,0
iw9_sh_charlie725,backpiece,0,,,,,,0
iw9_sh_charlie725,muzzle,0,,,,,,0
iw9_sh_charlie725,reargrip,0,,,,,,0
iw9_sh_mbravo,receiver,0,,,,,,0
iw9_sh_mbravo,magazine,0,,,8,,-1,0
iw9_sh_mbravo,frontpiece,0,,,,,,0
iw9_sh_mbravo,extra,0,,,1.5,,,0
iw9_sh_mbravo,optic,0,,,1.5,,0.5,0
iw9_sh_mbravo,undermount,0,,,3,,,0
iw9_sh_mbravo,backpiece,0,,,-3,,-0.5,0
iw9_sh_mbravo,muzzle,0,,,1,,,0
iw9_sh_mbravo,reargrip,0,,,,,,0
iw9_sh_mike1014,receiver,0,,,,,,0
iw9_sh_mike1014,magazine,0,,,,,,0
iw9_sh_mike1014,frontpiece,0,,,,,,0
iw9_sh_mike1014,extra,0,,,,,,0
iw9_sh_mike1014,optic,0,,,,,,0
iw9_sh_mike1014,undermount,0,,,,,,0
iw9_sh_mike1014,backpiece,0,,,,,,0
iw9_sh_mike1014,muzzle,0,,,,,,0
iw9_sh_mike1014,reargrip,0,,,,,,0
iw9_lm_ahotel,receiver,0,,,,,,0
iw9_lm_ahotel,magazine,0,,,,,,0
iw9_lm_ahotel,frontpiece,0,,,,,,0
iw9_lm_ahotel,extra,0,,,,,,0
iw9_lm_ahotel,optic,0,,,,,,0
iw9_lm_ahotel,undermount,0,,,,,,0
iw9_lm_ahotel,backpiece,0,,,,,,0
iw9_lm_ahotel,muzzle,0,,,,,,0
iw9_lm_ahotel,reargrip,0,,,,,,0
iw9_lm_foxtrot,receiver,0,,,,,,0
iw9_lm_foxtrot,magazine,0,,,,,,0
iw9_lm_foxtrot,frontpiece,0,,,7,,-1,0
iw9_lm_foxtrot,extra,0,,,,,,0
iw9_lm_foxtrot,optic,0,,,-2.75,,1.75,0
iw9_lm_foxtrot,undermount,0,,,,,,0
iw9_lm_foxtrot,backpiece,0,,,-1,,,0
iw9_lm_foxtrot,muzzle,0,,,1,,,0
iw9_lm_foxtrot,reargrip,0,,,-1.5,,-2,0
iw9_lm_rkilo,receiver,0,,,,,,0
iw9_lm_rkilo,magazine,0,,,,,-2,0
iw9_lm_rkilo,frontpiece,0,,,,,-1,0
iw9_lm_rkilo,extra,0,,,,,,0
iw9_lm_rkilo,optic,0,,,1,,0.5,0
iw9_lm_rkilo,undermount,0,,,2,,,0
iw9_lm_rkilo,backpiece,0,,,-1,,,0
iw9_lm_rkilo,muzzle,0,,,0.5,,,0
iw9_lm_rkilo,reargrip,0,,,-1.5,,-2,0
iw9_lm_mkilo3,receiver,0,,,,,,0
iw9_lm_mkilo3,magazine,0,,,,,,0
iw9_lm_mkilo3,frontpiece,0,,,,,-1,0
iw9_lm_mkilo3,extra,0,,,,,,0
iw9_lm_mkilo3,optic,0,,,1,,,0
iw9_lm_mkilo3,undermount,0,,,,,,0
iw9_lm_mkilo3,backpiece,0,,,,,,0
iw9_lm_mkilo3,muzzle,0,,,,,,0
iw9_lm_mkilo3,reargrip,0,,,,,,0
