string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,xhash32,int
item,loot_key_baggage_handling,key,4,1,10564,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7fa1db0,x32#hash_14c,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_baggage_handling,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_baggage_handling_used,key,4,1,10553,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_baggage_handling_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_baggage_handling_worn,key,4,1,10460,small&nobr&worn&keytier1,150,,,,,x32#hash_c7fa1ccf,x32#hash_14c,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_baggage_handling_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_canal_uw_container,key,4,1,10499,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_canal_uw_container,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_canal_uw_container_used,key,4,1,10446,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_canal_uw_container_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_canal_uw_container_worn,key,4,1,10512,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_worn,iw9_br_pickup_key_special,,,,loot_key_canal_uw_container_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_caves_bench_container,key,4,1,10556,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7cb9316,x32#hash_c7c2035f,hud_icon_loot_key_05_pristine,iw9_br_pickup_key_special,,,,loot_key_caves_bench_container,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_caves_bench_container_used,key,4,1,10566,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c2035f,hud_icon_loot_key_05_used,iw9_br_pickup_key_special,,,,loot_key_caves_bench_container_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_caves_bench_container_worn,key,4,1,10502,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1bb83,x32#hash_c7c2035f,hud_icon_loot_key_05_worn,iw9_br_pickup_key_special,,,,loot_key_caves_bench_container_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_clocktower_container,key,4,1,10510,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1b4de,x32#hash_c7c20385,hud_icon_loot_key_01_pristine,iw9_br_pickup_key_special,,,,loot_key_clocktower_container,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_clocktower_container_used,key,4,1,10524,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1ad47,x32#hash_c7c20385,hud_icon_loot_key_01_used,iw9_br_pickup_key_special,,,,loot_key_clocktower_container_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_clocktower_container_worn,key,4,1,10469,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c20385,hud_icon_loot_key_01_worn,iw9_br_pickup_key_special,,,,loot_key_clocktower_container_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_destroyed_telescope,key,4,1,10449,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7fa1d3a,x32#hash_14c,hud_icon_loot_key_02_pristine,iw9_br_pickup_key_special,,,,loot_key_destroyed_telescope,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_destroyed_telescope_used,key,4,1,10450,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_02_used,iw9_br_pickup_key_special,,,,loot_key_destroyed_telescope_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_destroyed_telescope_worn,key,4,1,10539,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1ac0a,x32#hash_14c,hud_icon_loot_key_02_worn,iw9_br_pickup_key_special,,,,loot_key_destroyed_telescope_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_pyro_tunnel,key,4,1,10488,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7e07ac9,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_end_pyro_tunnel,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_pyro_tunnel_used,key,4,1,10525,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1c38e,x32#hash_c7e07ac9,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_end_pyro_tunnel_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_pyro_tunnel_worn,key,4,1,10494,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1beec,x32#hash_c7e07ac9,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_end_pyro_tunnel_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_runway,key,4,1,10470,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_end_runway,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_runway_used,key,4,1,10567,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_end_runway_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_end_runway_worn,key,4,1,10542,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b2b6,x32#hash_14c,hud_icon_loot_key_04_worn,iw9_br_pickup_key_special,,,,loot_key_end_runway_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_fishing_box_dock,key,4,1,10511,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1b577,x32#hash_c7c203cd,hud_icon_loot_key_05_pristine,iw9_br_pickup_key_special,,,,loot_key_fishing_box_dock,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_fishing_box_dock_used,key,4,1,10474,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c203cd,hud_icon_loot_key_05_used,iw9_br_pickup_key_special,,,,loot_key_fishing_box_dock_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_fishing_box_dock_worn,key,4,1,10516,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c203cd,hud_icon_loot_key_05_worn,iw9_br_pickup_key_special,,,,loot_key_fishing_box_dock_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_gravesite_container,key,4,1,10493,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7fa1dd3,x32#hash_c7c1feed,hud_icon_loot_key_01_pristine,iw9_br_pickup_key_special,,,,loot_key_gravesite_container,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_gravesite_container_used,key,4,1,10458,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1feed,hud_icon_loot_key_01_used,iw9_br_pickup_key_special,,,,loot_key_gravesite_container_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_gravesite_container_worn,key,4,1,10461,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1feed,hud_icon_loot_key_01_worn,iw9_br_pickup_key_special,,,,loot_key_gravesite_container_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_groundskeepers,key,4,1,10483,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c763,x32#hash_c7e07ad8,hud_icon_loot_key_02_pristine,iw9_br_pickup_key_special,,,,loot_key_groundskeepers,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_groundskeepers_used,key,4,1,10495,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7e07ad8,hud_icon_loot_key_02_used,iw9_br_pickup_key_special,,,,loot_key_groundskeepers_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_groundskeepers_worn,key,4,1,10484,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1acdc,x32#hash_c7e07ad8,hud_icon_loot_key_02_worn,iw9_br_pickup_key_special,,,,loot_key_groundskeepers_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hallway_locker,key,4,1,10540,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_c7e08dee,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_hallway_locker,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hallway_locker_used,key,4,1,10558,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7e08dee,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_hallway_locker_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hallway_locker_worn,key,4,1,10506,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1aef4,x32#hash_c7e08dee,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_hallway_locker_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hydro_island_room,key,4,1,10569,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1be95,x32#hash_c7fa3fa1,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_hydro_island_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hydro_island_room_used,key,4,1,10500,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1c1cb,x32#hash_c7fa3fa1,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_hydro_island_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_hydro_island_room_worn,key,4,1,10565,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1bde2,x32#hash_c7fa3fa1,hud_icon_loot_key_04_worn,iw9_br_pickup_key_special,,,,loot_key_hydro_island_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_lighthouse_room,key,4,1,10537,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c20078,hud_icon_loot_key_05_pristine,iw9_br_pickup_key_special,,,,loot_key_lighthouse_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_lighthouse_room_used,key,4,1,10447,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1abab,x32#hash_c7c20078,hud_icon_loot_key_05_used,iw9_br_pickup_key_special,,,,loot_key_lighthouse_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_lighthouse_room_worn,key,4,1,10465,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c20078,hud_icon_loot_key_05_worn,iw9_br_pickup_key_special,,,,loot_key_lighthouse_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_powerstation_container,key,4,1,10517,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c05dbc,x32#hash_c7c1fccf,hud_icon_loot_key_01_pristine,iw9_br_pickup_key_special,,,,loot_key_powerstation_container,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_powerstation_container_used,key,4,1,10532,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fccf,hud_icon_loot_key_01_used,iw9_br_pickup_key_special,,,,loot_key_powerstation_container_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_powerstation_container_worn,key,4,1,10534,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fccf,hud_icon_loot_key_01_worn,iw9_br_pickup_key_special,,,,loot_key_powerstation_container_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_safe_house,key,4,1,10531,small&nobr&pristine&keytier3,150,,,,,x32#hash_c7c1ad6a,x32#hash_14c,hud_icon_loot_key_02_pristine,iw9_br_pickup_key_special,,,,loot_key_safe_house,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_safe_house_used,key,4,1,10568,small&nobr&used&keytier3,150,,,,,x32#hash_c7c1c8a7,x32#hash_14c,hud_icon_loot_key_02_used,iw9_br_pickup_key_special,,,,loot_key_safe_house_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_safe_house_worn,key,4,1,10496,small&nobr&worn&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_02_worn,iw9_br_pickup_key_special,,,,loot_key_safe_house_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_scientist_apartment,key,4,1,10509,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_scientist_apartment,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_scientist_apartment_used,key,4,1,10557,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_scientist_apartment_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_scientist_apartment_worn,key,4,1,10445,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1bd7f,x32#hash_14c,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_scientist_apartment_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_secret_comms,key,4,1,10559,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_secret_comms,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_secret_comms_used,key,4,1,10489,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1c093,x32#hash_14c,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_secret_comms_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_secret_comms_worn,key,4,1,10526,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1bc67,x32#hash_14c,hud_icon_loot_key_04_worn,iw9_br_pickup_key_special,,,,loot_key_secret_comms_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_above_water,key,4,1,10485,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c2029a,hud_icon_loot_key_05_pristine,iw9_br_pickup_key_special,,,,loot_key_ship_above_water,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_above_water_used,key,4,1,10507,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1b661,x32#hash_c7c2029a,hud_icon_loot_key_05_used,iw9_br_pickup_key_special,,,,loot_key_ship_above_water_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_above_water_worn,key,4,1,10471,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b27a,x32#hash_c7c2029a,hud_icon_loot_key_05_worn,iw9_br_pickup_key_special,,,,loot_key_ship_above_water_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_bridge,key,4,1,10454,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1b83a,x32#hash_14c,hud_icon_loot_key_01_pristine,iw9_br_pickup_key_special,,,,loot_key_ship_bridge,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_bridge_used,key,4,1,10548,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01_used,iw9_br_pickup_key_special,,,,loot_key_ship_bridge_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_bridge_worn,key,4,1,10472,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01_worn,iw9_br_pickup_key_special,,,,loot_key_ship_bridge_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_center,key,4,1,10497,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1b7bb,x32#hash_14c,hud_icon_loot_key_02_pristine,iw9_br_pickup_key_special,,,,loot_key_ship_center,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_center_used,key,4,1,10462,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1bc8f,x32#hash_14c,hud_icon_loot_key_02_used,iw9_br_pickup_key_special,,,,loot_key_ship_center_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_ship_center_worn,key,4,1,10515,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b7f9,x32#hash_14c,hud_icon_loot_key_02_worn,iw9_br_pickup_key_special,,,,loot_key_ship_center_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_sira_apartment,key,4,1,10550,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c41c,x32#hash_14c,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_sira_apartment,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_sira_apartment_used,key,4,1,10451,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_sira_apartment_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_sira_apartment_worn,key,4,1,10555,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1c306,x32#hash_14c,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_sira_apartment_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_small_confer_room,key,4,1,10487,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fe3c,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_small_confer_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_small_confer_room_used,key,4,1,10552,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fe3c,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_small_confer_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_small_confer_room_worn,key,4,1,10561,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fe3c,hud_icon_loot_key_04_worn,iw9_br_pickup_key_special,,,,loot_key_small_confer_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_supply_rooms,key,4,1,10521,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_c7fa4048,hud_icon_loot_key_05_pristine,iw9_br_pickup_key_special,,,,loot_key_supply_rooms,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_supply_rooms_used,key,4,1,10456,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7fa4048,hud_icon_loot_key_05_used,iw9_br_pickup_key_special,,,,loot_key_supply_rooms_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_supply_rooms_worn,key,4,1,10533,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1c34c,x32#hash_c7fa4048,hud_icon_loot_key_05_worn,iw9_br_pickup_key_special,,,,loot_key_supply_rooms_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tower_hill,key,4,1,10466,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01_pristine,iw9_br_pickup_key_special,,,,loot_key_tower_hill,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tower_hill_used,key,4,1,10486,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1b328,x32#hash_14c,hud_icon_loot_key_01_used,iw9_br_pickup_key_special,,,,loot_key_tower_hill_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tower_hill_worn,key,4,1,10491,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01_worn,iw9_br_pickup_key_special,,,,loot_key_tower_hill_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tv_computer_room,key,4,1,10536,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1abcd,x32#hash_c7e0837b,hud_icon_loot_key_02_pristine,iw9_br_pickup_key_special,,,,loot_key_tv_computer_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tv_computer_room_used,key,4,1,10522,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1b042,x32#hash_c7e0837b,hud_icon_loot_key_02_used,iw9_br_pickup_key_special,,,,loot_key_tv_computer_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_tv_computer_room_worn,key,4,1,10468,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_c7e0837b,hud_icon_loot_key_02_worn,iw9_br_pickup_key_special,,,,loot_key_tv_computer_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_underground_passage,key,4,1,10452,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7fa1cf7,x32#hash_14c,hud_icon_loot_key_03_pristine,iw9_br_pickup_key_special,,,,loot_key_underground_passage,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_underground_passage_used,key,4,1,10490,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1c72b,x32#hash_14c,hud_icon_loot_key_03_used,iw9_br_pickup_key_special,,,,loot_key_underground_passage_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_underground_passage_worn,key,4,1,10560,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_03_worn,iw9_br_pickup_key_special,,,,loot_key_underground_passage_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_underwater_ship,key,4,1,10545,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7fa3fb7,hud_icon_loot_key_04_pristine,iw9_br_pickup_key_special,,,,loot_key_underwater_ship,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
item,loot_key_underwater_ship_used,key,4,1,10549,small&nobr&used&keytier2,150,,,,,x32#hash_c7fa1cb0,x32#hash_c7fa3fb7,hud_icon_loot_key_04_used,iw9_br_pickup_key_special,,,,loot_key_underwater_ship_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key,,x32#hash_c7bbcaa8,0
