string,string,localized_a,localized_a,string,string,string,string,string,string,string,string
13404,jup_jp09_sh_oromeo12_camo_3,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_3,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_3_DESC,10,32959,2000,,,,jup_jp09_sh_oromeo12_progression,
13405,jup_jp09_sh_oromeo12_camo_4,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_4,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_4_DESC,15,32557,2500,,,,jup_jp09_sh_oromeo12_progression,
13406,jup_jp09_sh_oromeo12_camo_gold,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_GOLD_DESC,10,32490,4000,,,,jup_jp09_sh_oromeo12_camo_gold_unlock,
13407,jup_jp09_sh_oromeo12_camo_gold_unlock,a&CHALLENGE/CAMO_UNLOCK_GOLD_JUP,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,,,,,,13402|13403|13404|13405
13408,jup_jp09_sh_oromeo12_camo_plat,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_PLAT,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_PLAT_DESC,15,32500,5000,,,,jup_jp09_sh_oromeo12_camo_plat_unlock,
13409,jup_jp09_sh_oromeo12_camo_dama,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_DAMA,a&JUP_CHALLENGE/JUP_JP09_SH_OROMEO12_CAMO_DAMA_DESC,10,32510,7500,,,,jup_jp09_sh_oromeo12_camo_dama_unlock,
13410,jup_jp09_sh_oromeo12_mastery_gold,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP_DESC,100,37052+37418,4000,,,,jup_jp09_sh_oromeo12_mastery_gold_unlock,
13411,jup_jp09_sh_oromeo12_mastery_plat,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP_DESC,200,37010+37446,5000,,,,jup_jp09_sh_oromeo12_mastery_plat_unlock,
13412,jup_jp09_sh_oromeo12_mastery_dama,a&CHALLENGE/CAMO_MASTERY_POLY_JUP,a&CHALLENGE/CAMO_MASTERY_POLY_JUP_DESC,300,41795+42191,7500,,,,jup_jp09_sh_oromeo12_mastery_dama_unlock,
13413,jup_jp09_sh_oromeo12_mastery_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13406|12579
13414,jup_jp09_sh_oromeo12_mastery_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13408|12579
13415,jup_jp09_sh_oromeo12_mastery_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13409|12579
13416,jup_jp09_sh_oromeo12_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13406|13826
13417,jup_jp09_sh_oromeo12_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13408|11805
16281,jup_jp09_sh_oromeo12_mastery_orion,a&CHALLENGE/CAMO_MASTERY_ORION_JUP,a&CHALLENGE/CAMO_MASTERY_ORION_JUP_DESC,400,41373+42156,10000,,,,jup_jp09_sh_oromeo12_mastery_orion_unlock,
16312,jup_jp09_sh_oromeo12_mastery_orion_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13792|12579
16343,jup_jp09_sh_oromeo12_mastery_completionist,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP_DESC,4,43288,,,,,,13410|13411|13412|16281
17962,jup_jp09_sh_oromeo12_camo_ob_1,a&JUP_OB_CAMO_NAMES/JUP_SH_OROMEO12_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,39349,1000,,,,jup_jp09_sh_oromeo12_progression,
17998,jup_jp09_sh_oromeo12_camo_ob_2,a&JUP_OB_CAMO_NAMES/JUP_SH_OROMEO12_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_KILLS_WITH_FOUR_PERKS,250,39370,1500,,,,jup_jp09_sh_oromeo12_progression,
18034,jup_jp09_sh_oromeo12_camo_ob_3,a&JUP_OB_CAMO_NAMES/JUP_SH_OROMEO12_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/GENERAL_RED_REGION_KILLS,250,39384,2000,,,,jup_jp09_sh_oromeo12_progression,
18070,jup_jp09_sh_oromeo12_camo_ob_4,a&JUP_OB_CAMO_NAMES/JUP_SH_OROMEO12_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/GENERAL_RAPID_KILLS,10,39423,2500,,,,jup_jp09_sh_oromeo12_progression,
18106,jup_jp09_sh_oromeo12_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,39512,4000,,,,jup_jp09_sh_oromeo12_camo_ob_gold_unlock,
18142,jup_jp09_sh_oromeo12_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17962|17998|18034|18070
18178,jup_jp09_sh_oromeo12_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,39544,5000,,,,jup_jp09_sh_oromeo12_camo_plat_unlock_ob,
18214,jup_jp09_sh_oromeo12_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18106|17895
18250,jup_jp09_sh_oromeo12_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,39576,7500,,,,jup_jp09_sh_oromeo12_camo_dama_unlock_ob,
18286,jup_jp09_sh_oromeo12_camo_dama_unlock_ob,a&,a&,2,,,,,,,18178|17886
18323,jup_jp09_sh_oromeo12_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_JUP,300,41657+42224,4000,,,,jup_jp09_sh_oromeo12_camo_mastery_gold_unlock_ob,
18360,jup_jp09_sh_oromeo12_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18106|12579
18397,jup_jp09_sh_oromeo12_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_JUP,600,41751+41869,5000,,,,jup_jp09_sh_oromeo12_camo_mastery_plat_unlock_ob,
18434,jup_jp09_sh_oromeo12_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18178|12579
18471,jup_jp09_sh_oromeo12_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_JUP,900,41562+42346,7500,,,,jup_jp09_sh_oromeo12_camo_mastery_dama_unlock_ob,
18508,jup_jp09_sh_oromeo12_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18250|12579
18545,jup_jp09_sh_oromeo12_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_JUP,1200,41466+43372,10000,,,,jup_jp09_sh_oromeo12_camo_mastery_orion_unlock_ob,
18582,jup_jp09_sh_oromeo12_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17891|12579
18618,jup_jp09_sh_oromeo12_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_JUP,4,43268,,,,,,18323|18397|18471|18545
13419,jup_jp16_sh_recho870_camo_1,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_1,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_1_DESC,50,32536,1000,,,,jup_jp16_sh_recho870_progression,
13420,jup_jp16_sh_recho870_camo_2,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_2,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_2_DESC,50,32960,1500,,,,jup_jp16_sh_recho870_progression,
13421,jup_jp16_sh_recho870_camo_3,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_3,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_3_DESC,10,32562,2000,,,,jup_jp16_sh_recho870_progression,
13422,jup_jp16_sh_recho870_camo_4,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_4,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_4_DESC,15,32144,2500,,,,jup_jp16_sh_recho870_progression,
13423,jup_jp16_sh_recho870_camo_gold,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_GOLD_DESC,10,32778,4000,,,,jup_jp16_sh_recho870_camo_gold_unlock,
13424,jup_jp16_sh_recho870_camo_gold_unlock,a&CHALLENGE/CAMO_UNLOCK_GOLD_JUP,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,,,,,,13419|13420|13421|13422
13425,jup_jp16_sh_recho870_camo_plat,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_PLAT,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_PLAT_DESC,25,32780,5000,,,,jup_jp16_sh_recho870_camo_plat_unlock,
13426,jup_jp16_sh_recho870_camo_dama,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_DAMA,a&JUP_CHALLENGE/JUP_JP16_SH_RECHO870_CAMO_DAMA_DESC,5,32779,7500,,,,jup_jp16_sh_recho870_camo_dama_unlock,
13427,jup_jp16_sh_recho870_mastery_gold,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP_DESC,100,37051+37421,4000,,,,jup_jp16_sh_recho870_mastery_gold_unlock,
13428,jup_jp16_sh_recho870_mastery_plat,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP_DESC,200,36962+37449,5000,,,,jup_jp16_sh_recho870_mastery_plat_unlock,
13429,jup_jp16_sh_recho870_mastery_dama,a&CHALLENGE/CAMO_MASTERY_POLY_JUP,a&CHALLENGE/CAMO_MASTERY_POLY_JUP_DESC,300,41816+42200,7500,,,,jup_jp16_sh_recho870_mastery_dama_unlock,
13430,jup_jp16_sh_recho870_mastery_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13423|12585
13431,jup_jp16_sh_recho870_mastery_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13425|12585
13432,jup_jp16_sh_recho870_mastery_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13426|12585
13433,jup_jp16_sh_recho870_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13423|13826
13434,jup_jp16_sh_recho870_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13425|11805
16282,jup_jp16_sh_recho870_mastery_orion,a&CHALLENGE/CAMO_MASTERY_ORION_JUP,a&CHALLENGE/CAMO_MASTERY_ORION_JUP_DESC,400,41783+42177,10000,,,,jup_jp16_sh_recho870_mastery_orion_unlock,
16313,jup_jp16_sh_recho870_mastery_orion_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13792|12585
16344,jup_jp16_sh_recho870_mastery_completionist,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP_DESC,4,43289,,,,,,13427|13428|13429|16282
17963,jup_jp16_sh_recho870_camo_ob_1,a&JUP_OB_CAMO_NAMES/JUP_SH_RECHO870_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,39350,1000,,,,jup_jp16_sh_recho870_progression,
17999,jup_jp16_sh_recho870_camo_ob_2,a&JUP_OB_CAMO_NAMES/JUP_SH_RECHO870_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/GENERAL_HIPFIRE_KILLS,250,39385,1500,,,,jup_jp16_sh_recho870_progression,
18035,jup_jp16_sh_recho870_camo_ob_3,a&JUP_OB_CAMO_NAMES/JUP_SH_RECHO870_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_ELECTRIC,250,39448,2000,,,,jup_jp16_sh_recho870_progression,
18071,jup_jp16_sh_recho870_camo_ob_4,a&JUP_OB_CAMO_NAMES/JUP_SH_RECHO870_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/GENERAL_CONSECUTIVE_KILLS_NO_DAMAGE,10,39405,2500,,,,jup_jp16_sh_recho870_progression,
18107,jup_jp16_sh_recho870_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,39516,4000,,,,jup_jp16_sh_recho870_camo_ob_gold_unlock,
18143,jup_jp16_sh_recho870_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17963|17999|18035|18071
18179,jup_jp16_sh_recho870_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,39548,5000,,,,jup_jp16_sh_recho870_camo_plat_unlock_ob,
18215,jup_jp16_sh_recho870_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18107|17895
18251,jup_jp16_sh_recho870_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,39580,7500,,,,jup_jp16_sh_recho870_camo_dama_unlock_ob,
18287,jup_jp16_sh_recho870_camo_dama_unlock_ob,a&,a&,2,,,,,,,18179|17886
18324,jup_jp16_sh_recho870_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_JUP,300,41670+42245,4000,,,,jup_jp16_sh_recho870_camo_mastery_gold_unlock_ob,
18361,jup_jp16_sh_recho870_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18107|12585
18398,jup_jp16_sh_recho870_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_JUP,600,41764+43754,5000,,,,jup_jp16_sh_recho870_camo_mastery_plat_unlock_ob,
18435,jup_jp16_sh_recho870_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18179|12585
18472,jup_jp16_sh_recho870_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_JUP,900,41576+42367,7500,,,,jup_jp16_sh_recho870_camo_mastery_dama_unlock_ob,
18509,jup_jp16_sh_recho870_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18251|12585
18546,jup_jp16_sh_recho870_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_JUP,1200,41480+43393,10000,,,,jup_jp16_sh_recho870_camo_mastery_orion_unlock_ob,
18583,jup_jp16_sh_recho870_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17891|12585
18619,jup_jp16_sh_recho870_mastery_completionist_ob,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_FINAL_NAME,a&JUP_OB_CAMO_CHALLENGES/WEAPON_MASTERY_UNLOCK_DESC_FINAL_JUP,4,43290,,,,,,18324|18398|18472|18546
17109,jup_cp01_sh_aromeo410_camo_1,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_1,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_1_DESC,50,32537,1000,,,,jup_cp01_sh_aromeo410_progression,
17110,jup_cp01_sh_aromeo410_camo_2,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_2,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_2_DESC,50,32151,1500,,,,jup_cp01_sh_aromeo410_progression,
17113,jup_cp01_sh_aromeo410_camo_3,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_3,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_3_DESC,10,32966,2000,,,,jup_cp01_sh_aromeo410_progression,
17112,jup_cp01_sh_aromeo410_camo_4,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_4,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_4_DESC,1,32582,2500,,,,jup_cp01_sh_aromeo410_progression,
17111,jup_cp01_sh_aromeo410_camo_gold,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_GOLD,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_GOLD_DESC,10,36050,4000,,,,jup_cp01_sh_aromeo410_camo_gold_unlock,
17114,jup_cp01_sh_aromeo410_camo_gold_unlock,a&CHALLENGE/CAMO_UNLOCK_GOLD_JUP,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,,,,,,17109|17110|17113|17112
17115,jup_cp01_sh_aromeo410_camo_plat,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_PLAT,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_PLAT_DESC,25,36051,5000,,,,jup_cp01_sh_aromeo410_camo_plat_unlock,
17116,jup_cp01_sh_aromeo410_camo_dama,a&JUP_CHALLENGE/JUP_JP01_AR_GOLF36_CAMO_DAMA,a&JUP_CHALLENGE/JUP_CP01_SH_AROMEO410_CAMO_DAMA_DESC,5,36052,7500,,,,jup_cp01_sh_aromeo410_camo_dama_unlock,
17117,jup_cp01_sh_aromeo410_mastery_gold,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP,a&CHALLENGE/CAMO_MASTERY_GOLD_JUP_DESC,100,41840+41832,4000,,,,jup_cp01_sh_aromeo410_mastery_gold_unlock,
17118,jup_cp01_sh_aromeo410_mastery_plat,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP,a&CHALLENGE/CAMO_MASTERY_PLAT_JUP_DESC,200,41825+42187,5000,,,,jup_cp01_sh_aromeo410_mastery_plat_unlock,
17119,jup_cp01_sh_aromeo410_mastery_dama,a&CHALLENGE/CAMO_MASTERY_POLY_JUP,a&CHALLENGE/CAMO_MASTERY_POLY_JUP_DESC,300,41791+42187,7500,,,,jup_cp01_sh_aromeo410_mastery_dama_unlock,
17120,jup_cp01_sh_aromeo410_mastery_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17111|15594
17121,jup_cp01_sh_aromeo410_mastery_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17115|15594
17122,jup_cp01_sh_aromeo410_mastery_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17116|15594
17123,jup_cp01_sh_aromeo410_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17111|13826
17124,jup_cp01_sh_aromeo410_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17115|11805
17125,jup_cp01_sh_aromeo410_mastery_orion,a&CHALLENGE/CAMO_MASTERY_ORION_JUP,a&CHALLENGE/CAMO_MASTERY_ORION_JUP_DESC,400,41368+42151,10000,,,,jup_cp01_sh_aromeo410_mastery_orion_unlock,
17126,jup_cp01_sh_aromeo410_mastery_orion_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,13792|15594
17127,jup_cp01_sh_aromeo410_mastery_completionist,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP,a&CHALLENGE/MASTERY_COMPLETIONIST_JUP_DESC,4,43287,,,,,,17117|17118|17119|17125
17964,jup_cp01_sh_aromeo410_camo_ob_1,a&JUP_OB_CAMO_NAMES/JUP_SH_AROMEO410_CAMO_1,a&JUP_OB_CAMO_CHALLENGES/BASE_1,250,39351,1000,,,,jup_cp01_sh_aromeo410_progression,
18000,jup_cp01_sh_aromeo410_camo_ob_2,a&JUP_OB_CAMO_NAMES/JUP_SH_AROMEO410_CAMO_2,a&JUP_OB_CAMO_CHALLENGES/GENERAL_RAPID_KILLS,10,39437,1500,,,,jup_cp01_sh_aromeo410_progression,
18036,jup_cp01_sh_aromeo410_camo_ob_3,a&JUP_OB_CAMO_NAMES/JUP_SH_AROMEO410_CAMO_3,a&JUP_OB_CAMO_CHALLENGES/UPGRADES_DAMAGE_FIRE,250,39391,2000,,,,jup_cp01_sh_aromeo410_progression,
18072,jup_cp01_sh_aromeo410_camo_ob_4,a&JUP_OB_CAMO_NAMES/JUP_SH_AROMEO410_CAMO_4,a&JUP_OB_CAMO_CHALLENGES/HUNTER_MANGLER_KILLS,10,39452,2500,,,,jup_cp01_sh_aromeo410_progression,
18108,jup_cp01_sh_aromeo410_camo_ob_gold,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/GOLD,100,45975,4000,,,,jup_cp01_sh_aromeo410_camo_ob_gold_unlock,
18144,jup_cp01_sh_aromeo410_camo_ob_gold_unlock,a&,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_GOLD_DESC,4,,,,,,,17964|18000|18036|18072
18180,jup_cp01_sh_aromeo410_camo_ob_plat,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/PLATINUM,300,45981,5000,,,,jup_cp01_sh_aromeo410_camo_plat_unlock_ob,
18216,jup_cp01_sh_aromeo410_camo_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18108|17895
18252,jup_cp01_sh_aromeo410_camo_ob_dama,a&JUP_OB_CAMO_CHALLENGES/CAMO_UNLOCK_MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/POLYATOMIC,30,45987,7500,,,,jup_cp01_sh_aromeo410_camo_dama_unlock_ob,
18288,jup_cp01_sh_aromeo410_camo_dama_unlock_ob,a&,a&,2,,,,,,,18180|17886
18325,jup_cp01_sh_aromeo410_camo_mastery_gold_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_1_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_1_JUP,300,41652+42219,4000,,,,jup_cp01_sh_aromeo410_camo_mastery_gold_unlock_ob,
18362,jup_cp01_sh_aromeo410_camo_mastery_gold_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18108|15594
18399,jup_cp01_sh_aromeo410_camo_mastery_plat_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_2_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_2_JUP,600,41746+42091,5000,,,,jup_cp01_sh_aromeo410_camo_mastery_plat_unlock_ob,
18436,jup_cp01_sh_aromeo410_camo_mastery_plat_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18180|15594
18473,jup_cp01_sh_aromeo410_camo_mastery_dama_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_3_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_3_JUP,900,41557+42341,7500,,,,jup_cp01_sh_aromeo410_camo_mastery_dama_unlock_ob,
18510,jup_cp01_sh_aromeo410_camo_mastery_dama_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,18252|15594
18547,jup_cp01_sh_aromeo410_camo_mastery_orion_ob,a&JUP_OB_CAMO_CHALLENGES/MASTERY_NAME_4_JUP,a&JUP_OB_CAMO_CHALLENGES/MASTERY_4_JUP,1200,41462+43368,10000,,,,jup_cp01_sh_aromeo410_camo_mastery_orion_unlock_ob,
18584,jup_cp01_sh_aromeo410_camo_mastery_orion_unlock_ob,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,,,,,,17891|15594
