string,string,localized_a,localized_a,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
16643,jup_ob_exfil_schematic_exterminator,a&,a&ZOMBIE_CHALLENGE/EXTERMINATOR_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,
16640,jup_ob_exterminator_complete,a&ZOMBIE_CHALLENGE/EXTERMINATOR,a&,3,31285,2500,,a&ZOMBIE_CHALLENGE/EXTERMINATOR_SUMMARY,,,,,16965|16970|16643,,,,,,,,,,
16634,jup_factionmissiontier_ob_act2_tier5,a&,a&,3,,,,a&,,,,,14960|16629|16640,,,,,,,,,,
16661,jup_factionmissiontier_ob_act2_tier6,a&ZOMBIE_CHALLENGE/SHEPHERD,a&,1,,,,a&,,,,,17568,,,,,,,,,,
17568,jup_ob_shepherd,a&ZOMBIE_CHALLENGE/SHEPHERD,a&,2,38904,5000,,a&ZOMBIE_CHALLENGE/SHEPHERD_SUMMARY,,,,,17572|17856,,,,,,,,,,
17571,jup_ob_shepherd_destroy_sam,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP1,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17572,jup_ob_shepherd_secure_airdrop,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17570,jup_ob_shepherd_escort_vehicle,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17856,jup_ob_shepherd_defend,a&ZOMBIE_CHALLENGE/SHEPHERD,a&ZOMBIE_CHALLENGE/SHEPHERD_STEP4,1,,,,a&,,,,,,,,,,,,,,,
15698,jup_factionmission_ob_act2,a&,a&,6,30040,,,a&,,,,,15692|15693|15694|16444|16634|16661,,,,,,,,,,
17066,jup_ob_merc_defend_complete,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17067,jup_ob_merc_defend_soldier_kills,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_2,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17068,jup_ob_computer_health,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17069,jup_ob_exfil_schematic_two_factor,a&,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_DESC_4,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,
17070,jup_ob_two_factor_athentication_complete,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION,a&,4,,3000,,a&ZOMBIE_CHALLENGE/TWO_FACTOR_AUTHENTICATION_SUMMARY,,,,,17066|17067|17068|17069,,,,,,,,29656,,
15695,jup_factionmissiontier_ob_act3_tier1,a&,a&,1,,,,a&,,,,,17070,,,,,,,,,,
14972,jup_ob_pap_most_firepower,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER,a&,3,43528,2500,,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_SUMMARY,,,,,14926|14932|14933,,,,,,,,,,
14926,jup_ob_pap_purchase_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,
14932,jup_ob_pap_kill_zombie_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_2,100,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
14933,jup_ob_pap_kill_zombie_elite_level_3,a&,a&ZOMBIE_CHALLENGE/MOST_FIREPOWER_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
14975,jup_ob_tesla_storm_kill,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT,a&,2,,2500,,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,14936|14938,,,,,,,,35517,,
14936,jup_ob_tesla_storm_stun_soldier,a&,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_DESC_1,10,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
14938,jup_ob_tesla_storm_kill_zombie,a&,a&ZOMBIE_CHALLENGE/ALTERNATE_CURRENT_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
14991,jup_ob_napalmburst,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&,2,,2500,,a&ZOMBIE_CHALLENGE/FIRESTARTER_SUMMARY,,,,,14993|16746,,,,,,,,35521,,
16746,jup_ob_napalmburst_special_proc,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&ZOMBIE_CHALLENGE/FIRESTARTER_DESC_2,5,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
14993,jup_ob_napalmburst_proc,a&ZOMBIE_CHALLENGE/FIRESTARTER,a&ZOMBIE_CHALLENGE/FIRESTARTER_DESC_1,50,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17071,jup_ob_precision_airstrike_soldier_kills,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_1,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17072,jup_ob_precision_airstrike_merc_convoy,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17073,jup_ob_precision_airstrike_merc_camp,a&,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17074,jup_ob_paint_the_target_complete,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET,a&,3,,2500,,a&ZOMBIE_CHALLENGE/PAINT_THE_TARGET_SUMMARY,,,,,17071|17072|17073,,,,,,,,30869,,
17075,jup_ob_gunship_commnder_kill,a&,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17076,jup_ob_heli_kills,a&,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_DESC_2,3,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17077,jup_ob_crash_and_burn_complete,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN,a&,1,3951,2500,,a&ZOMBIE_CHALLENGE/CRASH_AND_BURN_SUMMARY,,,,,17076,,,,,,,,,,
14976,jup_ob_aether_shroud_kill,a&ZOMBIE_CHALLENGE/GHOSTED,a&,2,37354,2500,,a&ZOMBIE_CHALLENGE/GHOSTED_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,14941|14942,,,,,,,,,,
14941,jup_ob_aether_shroud_kill_zombie,a&,a&ZOMBIE_CHALLENGE/GHOSTED_DESC_1,100,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
14942,jup_ob_aether_shroud_kill_soldier,a&,a&ZOMBIE_CHALLENGE/GHOSTED_DESC_2,20,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
15696,jup_factionmissiontier_ob_act3_tier2,a&,a&,6,,,,a&,,,,,14991|14976|14975|14972|17074|17077,,,,,,,,,,
17880,jup_ob_storm_castle_merc_camp_complete,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17881,jup_ob_storm_castle_merc_stronghold_complete,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17882,jup_ob_storm_castle_warlord_defeated,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17883,jup_ob_storm_castle_tablet_collected,a&,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_DESC_4,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17078,jup_ob_storm_the_castle_complete,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE,a&,4,32904,3000,,a&ZOMBIE_CHALLENGE/STORM_THE_CASTLE_SUMMARY,,,,,17880|17881|17882|17883,,,,,,,,,,
17065,jup_factionmissiontier_ob_act3_tier3,a&,a&,1,,,,a&,,,,,17078,,,,,,,,,,
15697,jup_factionmissiontier_ob_act3_tier4,a&,a&,3,,,,a&,,,,,17082|17086|17090,,,,,,,,,,
17079,jup_ob_enter_aether_storm,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17080,jup_ob_aether_storm_zombie_kills,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17081,jup_ob_aether_storm_disciple_kill,a&,a&ZOMBIE_CHALLENGE/CLOSING_TIME_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17082,jup_ob_closing_time_complete,a&ZOMBIE_CHALLENGE/CLOSING_TIME,a&,3,,2500,,a&ZOMBIE_CHALLENGE/CLOSING_TIME_SUMMARY,,,,,17079|17080|17081,,,,,,,,35522,,
17083,jup_ob_zombie_stronghold_clear,a&,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17085,jup_ob_zombie_strongholds_intel,a&,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_DESC_2,3,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,
17086,jup_ob_spring_cleaning_complete,a&ZOMBIE_CHALLENGE/SPRING_CLEANING,a&,1,39695,2500,,a&ZOMBIE_CHALLENGE/SPRING_CLEANING_SUMMARY,,,,,17083,,,,,,,,,,
17087,jup_ob_outlast_pnd_pause,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17088,jup_ob_contaminated_space_zombie_kills,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_2,50,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17089,jup_ob_exfil_schematic_holdout,a&,a&ZOMBIE_CHALLENGE/HOLDOUT_DESC_3,1,,,,a&,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,
17090,jup_ob_holdout_complete,a&ZOMBIE_CHALLENGE/HOLDOUT,a&,3,,2500,,a&ZOMBIE_CHALLENGE/HOLDOUT_SUMMARY,,,,,17087|17088|17089,,,,,,,,34601,,
17091,jup_ob_defeat_zakhaev_complete,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,2,39635,10000,,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_SUMMARY,ui_menu_missions_tracking_radial_kills,,,,17580|17586,,,,,,,,,,
17611,jup_ob_defeat_zakhaev_reach_stronghold,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17580,jup_ob_defeat_zakhaev_clear_stronghold,a&,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_DESC_1,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17582,jup_ob_defeat_zakhaev_place_explosive,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17614,jup_ob_defeat_zakhaev_defend_neutralizer,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV,a&,1,,,,a&,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,
17586,jup_ob_defeat_zakhaev_defeat_worm,a&,a&ZOMBIE_CHALLENGE/DEFEAT_ZAKHAEV_DESC_2,1,,,,a&,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,
17092,jup_factionmissiontier_ob_act3_tier5,a&,a&,1,,,,a&,,,,,17091,,,,,,,,,,
15699,jup_factionmission_ob_act3,a&,a&,5,,,,a&,,,,,15695|15696|17065|15697|17092,,,,,,,,,,
22937,jup_ob_s1_rift_mission_complete,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,
22931,jup_ob_s1_rift_gate_unlock_quest,a&,a&,1,,5000,,a&,,,,,,,,,,,,,37306,,
