string,string,string,string,string,string,string,string,string,string,int
46547,jup_mp_papa_13_skin,,,,,,,,,0
46542,jup_mp_alpha_25_skin,,,,,,,,,0
46543,jup_mp_bravo_17_skin,,,,,,,,,0
46548,jup_mp_quebec_13_skin,,,,,,,,,0
30330,jup_mp_juliet_11_skin,,,,,,,,,0
46544,jup_mp_hotel_17_skin,,,,,,,,,0
39600,jup_mp_cdl_atvi_female_away_skin,,,,,,,,,0
39601,jup_mp_cdl_atvi_female_home_skin,,,,,,,,,0
39222,jup_mp_cdl_atvi_male_away_skin,,,,,,,,,0
39223,jup_mp_cdl_atvi_male_home_skin,,,,,,,,,0
46463,jup_mp_hotel_11_skin,,,,,,,,,0
37224,jup_mp_juliet_13_skin,,,,,,,,,0
44437,jup_mp_quebec_12_skin,,,,,,,,,0
44441,jup_mp_papa_11_skin,,,,,,,,,0
30338,jup_mp_papa_12_skin,,,,,,,,,0
45444,jup_mp_ranked_male_rp_03_away_skin,,,,,,,,,0
45442,jup_mp_ranked_male_rp_02_away_skin,,,,,,,,,0
45440,jup_mp_ranked_male_rp_01_away_skin,,,,,,,,,0
45445,jup_mp_ranked_male_rp_03_home_skin,,,,,,,,,0
45443,jup_mp_ranked_male_rp_02_home_skin,,,,,,,,,0
45441,jup_mp_ranked_male_rp_01_home_skin,,,,,,,,,0
37229,jup_mp_quebec_14_skin,,,,,,,,,0
44436,jup_mp_oscar_11_skin,,,,,,,,,0
37228,jup_mp_oscar_13_skin,,,,,,,,,0
39710,jup_mp_alpha_13_skin,,,,,,,,,0
39711,jup_mp_alpha_13a_skin,,,,,,,,,0
30317,jup_mp_alpha_10_skin,,,,,,,,,0
37222,jup_mp_alpha_11_skin,,,,,,,,,0
30318,jup_mp_alpha_12_skin,,,,,,,,,0
39713,jup_mp_alpha_16_skin,,,,,,,,,0
44434,jup_mp_alpha_17_skin,,,,,,,,,0
46550,jup_mp_alpha_26_skin,,,,,,,,,0
37226,jup_mp_mike_11_skin,,,,,,,,,0
44435,jup_mp_mike_12_skin,,,,,,,,,0
30335,jup_mp_november_10_skin,,,,,,,,,0
37227,jup_mp_november_11_skin,,,,,,,,,0
30322,jup_mp_echo_10_skin,,,,,,,,,0
30324,jup_mp_echo_12_skin,,,,,,,,,0
30346,jup_mp_zulu_10_skin,,,,,,,,,0
30347,jup_mp_zulu_11_skin,,,,,,,,,0
37230,jup_mp_tango_13_skin,,,,,,,,,0
30334,jup_mp_nolan_10_skin,,,,,,,,,0
30344,jup_mp_whiskey_10_skin,,,,,,,,,0
30328,jup_mp_hotel_10_skin,,,,,,,,,0
30326,jup_mp_golf_10_skin,,,,,,,,,0
49011,aksel_eastern_mgl_crystal,3,,,,,,,,0
49180,calisto_eastern_mgl_e,,,,,,,,,0
30331,jup_mp_juliet_12_skin,,,,,,,,,0
37223,jup_mp_bravo_10_skin,,,,,,,,,0
30329,jup_mp_juliet_10_skin,,,,,,,,,0
46491,jup_mp_hotel_14_skin,,,,,,,,,0
46549,jup_mp_alpha_23_skin,,,,,,,,,0
46492,jup_mp_oscar_18_skin,,,,,,,,,0
46552,jup_mp_papa_17_skin,,,,,,,,,0
39712,jup_mp_alpha_13c_skin,,,,,,,,,0
49401,valeria_eastern_mgl_4,,,,,,,,,0
39759,jup_mp_golf_12_skin,,,,,,,,,0
44440,jup_mp_bravo_13_skin,,,,,,,,,0
30333,jup_mp_mike_10_skin,,,,,,,,,0
