string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized_a,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized,localized,localized,localized,localized,localized,localized,localized,int
mp_sira_gw,a&LUA_MENU/MAPNAME_SIRA,a&LUA_MENU/MAPNAME_SIRA,,0.45,205,542,0,0,0.004,ZVIR,SAS,SAS,ZVIR,ICORPS,GRP9,FREE,1,,3000,5000,loading_mp_sira_gw_bg_preview,loading_mp_sira_gw_bg,0,a&LUA_MENU/MAPNAME_SIRA,25000,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SIRA_ALLIES_1,&MP_CHYRON/MP_SIRA_ALLIES_2,&MP_CHYRON/MP_SIRA_ALLIES_3,&MP_CHYRON/MP_SIRA_ALLIES_4,&MP_CHYRON/MP_SIRA_AXIS_1,&MP_CHYRON/MP_SIRA_AXIS_2,&MP_CHYRON/MP_SIRA_AXIS_3,&MP_CHYRON/MP_SIRA_AXIS_4,0
mp_skerries_v2,a&LUA_MENU/MAPNAME_SKERRIES_V2,a&LUA_MENU/MAPNAME_SKERRIES_V2,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_skerries_bg_preview,loading_mp_skerries_bg,0,a&LUA_MENU/MAPNAME_SKERRIES_V2,,DXR_ON,,0,0,500,2500,1,,0.18,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SKERRIES_ALLIES_1,&MP_CHYRON/MP_SKERRIES_ALLIES_2,&MP_CHYRON/MP_SKERRIES_ALLIES_3,&MP_CHYRON/MP_SKERRIES_ALLIES_4,&MP_CHYRON/MP_SKERRIES_AXIS_1,&MP_CHYRON/MP_SKERRIES_AXIS_2,&MP_CHYRON/MP_SKERRIES_AXIS_3,&MP_CHYRON/MP_SKERRIES_AXIS_4,0
mp_strike,a&LUA_MENU/MAPNAME_STRIKE,a&LUA_MENU/MAPNAME_STRIKE,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_strike_bg_preview,loading_mp_strike_bg,0,a&LUA_MENU/MAPNAME_STRIKE,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_STRIKE_ALLIES_1,&MP_CHYRON/MP_STRIKE_ALLIES_2,&MP_CHYRON/MP_STRIKE_ALLIES_3,&MP_CHYRON/MP_STRIKE_ALLIES_4,&MP_CHYRON/MP_STRIKE_AXIS_1,&MP_CHYRON/MP_STRIKE_AXIS_2,&MP_CHYRON/MP_STRIKE_AXIS_3,&MP_CHYRON/MP_STRIKE_AXIS_4,0
mp_swap_meet,a&LUA_MENU/MAPNAME_SWAP_MEET,a&LUA_MENU/MAPNAME_SWAP_MEET,,0.45,205,542,0,0,0.004,ICORPS,USMC,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_swap_meet_bg_preview,loading_mp_swap_meet_bg,0,a&LUA_MENU/MAPNAME_SWAP_MEET,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SWAP_MEET_ALLIES_1,&MP_CHYRON/MP_SWAP_MEET_ALLIES_2,&MP_CHYRON/MP_SWAP_MEET_ALLIES_3,&MP_CHYRON/MP_SWAP_MEET_ALLIES_4,&MP_CHYRON/MP_SWAP_MEET_AXIS_1,&MP_CHYRON/MP_SWAP_MEET_AXIS_2,&MP_CHYRON/MP_SWAP_MEET_AXIS_3,&MP_CHYRON/MP_SWAP_MEET_AXIS_4,0
mp_townhouses,a&LUA_MENU/MAPNAME_TOWNHOUSES,a&LUA_MENU/MAPNAME_TOWNHOUSES,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_thouse_bg_preview,loading_mp_thouse_bg,0,a&LUA_MENU/MAPNAME_TOWNHOUSES,,DXR_ON,,0,0,500,2500,1,,0.18,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_TOWNHOUSES_ALLIES_1,&MP_CHYRON/MP_TOWNHOUSES_ALLIES_2,&MP_CHYRON/MP_TOWNHOUSES_ALLIES_3,&MP_CHYRON/MP_TOWNHOUSES_ALLIES_4,&MP_CHYRON/MP_TOWNHOUSES_AXIS_1,&MP_CHYRON/MP_TOWNHOUSES_AXIS_2,&MP_CHYRON/MP_TOWNHOUSES_AXIS_3,&MP_CHYRON/MP_TOWNHOUSES_AXIS_4,0
mp_toujane2,a&LUA_MENU/MAPNAME_TOUJANE2,a&LUA_MENU/MAPNAME_TOUJANE2,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_toujane2_bg_preview,loading_mp_toujane2_bg,0,a&LUA_MENU/MAPNAME_TOUJANE2,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_TOUJANE2_ALLIES_1,&MP_CHYRON/MP_TOUJANE2_ALLIES_2,&MP_CHYRON/MP_TOUJANE2_ALLIES_3,&MP_CHYRON/MP_TOUJANE2_ALLIES_4,&MP_CHYRON/MP_TOUJANE2_AXIS_1,&MP_CHYRON/MP_TOUJANE2_AXIS_2,&MP_CHYRON/MP_TOUJANE2_AXIS_3,&MP_CHYRON/MP_TOUJANE2_AXIS_4,0
mp_m_alley,a&LUA_MENU/MAPNAME_M_ALLEY,a&LUA_MENU/MAPNAME_M_ALLEY,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_alley_bg_preview,loading_mp_m_alley_bg,0,a&LUA_MENU/MAPNAME_M_ALLEY,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_ALLEY_ALLIES_1,&MP_CHYRON/MP_M_ALLEY_ALLIES_2,&MP_CHYRON/MP_M_ALLEY_ALLIES_3,&MP_CHYRON/MP_M_ALLEY_ALLIES_4,&MP_CHYRON/MP_M_ALLEY_AXIS_1,&MP_CHYRON/MP_M_ALLEY_AXIS_2,&MP_CHYRON/MP_M_ALLEY_AXIS_3,&MP_CHYRON/MP_M_ALLEY_AXIS_4,0
mp_m_blacksite2,a&LUA_MENU/MAPNAME_M_BLACKSITE,a&LUA_MENU/MAPNAME_M_BLACKSITE,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_black_bg_preview,loading_mp_m_blacksite2_bg,0,a&LUA_MENU/MAPNAME_M_BLACKSITE,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_BLACKSITE_ALLIES_1,&MP_CHYRON/MP_M_BLACKSITE_ALLIES_2,&MP_CHYRON/MP_M_BLACKSITE_ALLIES_3,&MP_CHYRON/MP_M_BLACKSITE_ALLIES_4,&MP_CHYRON/MP_M_BLACKSITE_AXIS_1,&MP_CHYRON/MP_M_BLACKSITE_AXIS_2,&MP_CHYRON/MP_M_BLACKSITE_AXIS_3,&MP_CHYRON/MP_M_BLACKSITE_AXIS_4,0
mp_m_canal,a&LUA_MENU/MAPNAME_M_CANAL,a&LUA_MENU/MAPNAME_M_CANAL,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_canal_bg_preview,loading_mp_m_canal_bg,0,a&LUA_MENU/MAPNAME_M_CANAL,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_CANAL_ALLIES_1,&MP_CHYRON/MP_M_CANAL_ALLIES_2,&MP_CHYRON/MP_M_CANAL_ALLIES_3,&MP_CHYRON/MP_M_CANAL_ALLIES_4,&MP_CHYRON/MP_M_CANAL_AXIS_1,&MP_CHYRON/MP_M_CANAL_AXIS_2,&MP_CHYRON/MP_M_CANAL_AXIS_3,&MP_CHYRON/MP_M_CANAL_AXIS_4,0
mp_m_exhibit,a&LUA_MENU/MAPNAME_M_EXHIBIT,a&LUA_MENU/MAPNAME_M_EXHIBIT,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_exhibit_bg_preview,loading_mp_m_exhibit_bg,0,a&LUA_MENU/MAPNAME_M_EXHIBIT,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_EXHIBIT_ALLIES_1,&MP_CHYRON/MP_M_EXHIBIT_ALLIES_2,&MP_CHYRON/MP_M_EXHIBIT_ALLIES_3,&MP_CHYRON/MP_M_EXHIBIT_ALLIES_4,&MP_CHYRON/MP_M_EXHIBIT_AXIS_1,&MP_CHYRON/MP_M_EXHIBIT_AXIS_2,&MP_CHYRON/MP_M_EXHIBIT_AXIS_3,&MP_CHYRON/MP_M_EXHIBIT_AXIS_4,0
mp_m_fight,a&LUA_MENU/MAPNAME_M_FIGHT,a&LUA_MENU/MAPNAME_M_FIGHT,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_fight_bg_preview,loading_mp_m_fight_bg,0,a&LUA_MENU/MAPNAME_M_FIGHT,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_FIGHT_ALLIES_1,&MP_CHYRON/MP_M_FIGHT_ALLIES_2,&MP_CHYRON/MP_M_FIGHT_ALLIES_3,&MP_CHYRON/MP_M_FIGHT_ALLIES_4,&MP_CHYRON/MP_M_FIGHT_AXIS_1,&MP_CHYRON/MP_M_FIGHT_AXIS_2,&MP_CHYRON/MP_M_FIGHT_AXIS_3,&MP_CHYRON/MP_M_FIGHT_AXIS_4,0
mp_m_king,a&LUA_MENU/MAPNAME_M_KING,a&LUA_MENU/MAPNAME_M_KING,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_king_bg_preview,loading_mp_m_king_bg,0,a&LUA_MENU/MAPNAME_M_KING,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_KING_ALLIES_1,&MP_CHYRON/MP_M_KING_ALLIES_2,&MP_CHYRON/MP_M_KING_ALLIES_3,&MP_CHYRON/MP_M_KING_ALLIES_4,&MP_CHYRON/MP_M_KING_AXIS_1,&MP_CHYRON/MP_M_KING_AXIS_2,&MP_CHYRON/MP_M_KING_AXIS_3,&MP_CHYRON/MP_M_KING_AXIS_4,0
mp_m_lounge,a&LUA_MENU/MAPNAME_M_LOUNGE,a&LUA_MENU/MAPNAME_M_LOUNGE,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_lounge_bg_preview,loading_mp_m_lounge_bg,0,a&LUA_MENU/MAPNAME_M_LOUNGE,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_LOUNGE_ALLIES_1,&MP_CHYRON/MP_M_LOUNGE_ALLIES_2,&MP_CHYRON/MP_M_LOUNGE_ALLIES_3,&MP_CHYRON/MP_M_LOUNGE_ALLIES_4,&MP_CHYRON/MP_M_LOUNGE_AXIS_1,&MP_CHYRON/MP_M_LOUNGE_AXIS_2,&MP_CHYRON/MP_M_LOUNGE_AXIS_3,&MP_CHYRON/MP_M_LOUNGE_AXIS_4,0
mp_m_mercado,a&LUA_MENU/MAPNAME_M_MERCADO,a&LUA_MENU/MAPNAME_M_MERCADO,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_mercado_bg_preview,loading_mp_mercado_bg,0,a&LUA_MENU/MAPNAME_M_MERCADO,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_MERCADO_ALLIES_1,&MP_CHYRON/MP_M_MERCADO_ALLIES_2,&MP_CHYRON/MP_M_MERCADO_ALLIES_3,&MP_CHYRON/MP_M_MERCADO_ALLIES_4,&MP_CHYRON/MP_M_MERCADO_AXIS_1,&MP_CHYRON/MP_M_MERCADO_AXIS_2,&MP_CHYRON/MP_M_MERCADO_AXIS_3,&MP_CHYRON/MP_M_MERCADO_AXIS_4,0
mp_m_penthouse,a&LUA_MENU/MAPNAME_M_PENTHOUSE,a&LUA_MENU/MAPNAME_M_PENTHOUSE,,0.42,205,542,0,0.016,0.009,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_m_pent_bg_preview,loading_mp_m_pent_bg,0,a&LUA_MENU/MAPNAME_M_PENTHOUSE,,DXR_ON,,0,0,400,1500,0,,0.08,-0.11,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_M_PENTHOUSE_ALLIES_1,&MP_CHYRON/MP_M_PENTHOUSE_ALLIES_2,&MP_CHYRON/MP_M_PENTHOUSE_ALLIES_3,&MP_CHYRON/MP_M_PENTHOUSE_ALLIES_4,&MP_CHYRON/MP_M_PENTHOUSE_AXIS_1,&MP_CHYRON/MP_M_PENTHOUSE_AXIS_2,&MP_CHYRON/MP_M_PENTHOUSE_AXIS_3,&MP_CHYRON/MP_M_PENTHOUSE_AXIS_4,0
mp_mgl_verdansk,a&LUA_MENU/MAPNAME_DONETSK,a&LUA_MENU/MAPNAME_DONETSK,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,image_mp_map_templogo,loading_mp_donetsk_bg_mgl,0,a&LUA_MENU_MOBILE/UNNAMED_MAP,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&,&,&,&,&,&,&,&,0
mp_delta,a&LUA_MENU/MAPNAME_DELTA,a&LUA_MENU/MAPNAME_DELTA,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,loading_mp_delta_bg_preview,loading_mp_delta_bg,0,a&LUA_MENU/MAPNAME_DELTA,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_DELTA_ALLIES_1,&MP_CHYRON/MP_DELTA_ALLIES_2,&MP_CHYRON/MP_DELTA_ALLIES_3,&MP_CHYRON/MP_DELTA_ALLIES_4,&MP_CHYRON/MP_DELTA_AXIS_1,&MP_CHYRON/MP_DELTA_AXIS_2,&MP_CHYRON/MP_DELTA_AXIS_3,&MP_CHYRON/MP_DELTA_AXIS_4,0
mp_delta_pm,a&LUA_MENU/MAPNAME_DELTA_PM,a&LUA_MENU/MAPNAME_DELTA_PM,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,loading_mp_delta_pm_bg_preview,loading_mp_delta_pm_bg,0,a&LUA_MENU/MAPNAME_DELTA_PM,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_DELTA_PM_ALLIES_1,&MP_CHYRON/MP_DELTA_PM_ALLIES_2,&MP_CHYRON/MP_DELTA_PM_ALLIES_3,&MP_CHYRON/MP_DELTA_PM_ALLIES_4,&MP_CHYRON/MP_DELTA_PM_AXIS_1,&MP_CHYRON/MP_DELTA_PM_AXIS_2,&MP_CHYRON/MP_DELTA_PM_AXIS_3,&MP_CHYRON/MP_DELTA_PM_AXIS_4,0
mp_saba2,a&LUA_MENU/MAPNAME_SABA,a&LUA_MENU/MAPNAME_SABA,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,loading_mp_saba2_bg_preview,loading_mp_saba2_bg,0,a&LUA_MENU/MAPNAME_SABA,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SABA_ALLIES_1,&MP_CHYRON/MP_SABA_ALLIES_2,&MP_CHYRON/MP_SABA_ALLIES_3,&MP_CHYRON/MP_SABA_ALLIES_4,&MP_CHYRON/MP_SABA_AXIS_1,&MP_CHYRON/MP_SABA_AXIS_2,&MP_CHYRON/MP_SABA_AXIS_3,&MP_CHYRON/MP_SABA_AXIS_4,0
mp_saba_pm,a&LUA_MENU/MAPNAME_SABA_PM,a&LUA_MENU/MAPNAME_SABA_PM,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,loading_mp_saba_pm_bg_preview,loading_mp_saba_pm_bg,0,a&LUA_MENU/MAPNAME_SABA_PM,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SABA_ALLIES_1,&MP_CHYRON/MP_SABA_PM,&MP_CHYRON/MP_SABA_ALLIES_3,&MP_CHYRON/MP_SABA_ALLIES_4,&MP_CHYRON/MP_SABA_AXIS_1,&MP_CHYRON/MP_SABA_PM,&MP_CHYRON/MP_SABA_AXIS_3,&MP_CHYRON/MP_SABA_AXIS_4,0
mp_sealion,a&LUA_MENU/MAPNAME_SEALION,a&LUA_MENU/MAPNAME_SEALION,,,,,,,,RUSF,SAS,RUSF,SAS,RUSF,SAS,FREE,1,,15000,25000,loading_mp_sealion_bg_preview,loading_mp_sealion_bg,0,a&LUA_MENU/MAPNAME_SEALION,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_SEALION_ALLIES_1,&MP_CHYRON/MP_SEALION_ALLIES_2,&MP_CHYRON/MP_SEALION_ALLIES_3,&MP_CHYRON/MP_SEALION_ALLIES_4,&MP_CHYRON/MP_SEALION_AXIS_1,&MP_CHYRON/MP_SEALION_AXIS_2,&MP_CHYRON/MP_SEALION_AXIS_3,&MP_CHYRON/MP_SEALION_AXIS_4,0
mp_caves_gw,a&LUA_MENU/MAPNAME_CAVES_GW,a&LUA_MENU/MAPNAME_CAVES_GW,,,,,,,,ICORPS,SAS,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,loading_mp_caves_gw_bg_preview,loading_mp_caves_gw_bg,0,a&LUA_MENU/MAPNAME_CAVES_GW,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_CAVES_GW_ALLIES_1,&MP_CHYRON/MP_CAVES_GW_ALLIES_2,&MP_CHYRON/MP_CAVES_GW_ALLIES_3,&MP_CHYRON/MP_CAVES_GW_ALLIES_4,&MP_CHYRON/MP_CAVES_GW_AXIS_1,&MP_CHYRON/MP_CAVES_GW_AXIS_2,&MP_CHYRON/MP_CAVES_GW_AXIS_3,&MP_CHYRON/MP_CAVES_GW_AXIS_4,0
mp_dogtown_gw,a&LUA_MENU/MAPNAME_DOGTOWN_GW,a&LUA_MENU/MAPNAME_DOGTOWN_GW,,,,,,,,ICORPS,SAS,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,image_mp_map_templogo,,0,a&LUA_MENU/MAPNAME_DOGTOWN,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_DOGTOWN_GW_ALLIES_1,&MP_CHYRON/MP_DOGTOWN_GW_ALLIES_2,&MP_CHYRON/MP_DOGTOWN_GW_ALLIES_3,&MP_CHYRON/MP_DOGTOWN_GW_ALLIES_4,&MP_CHYRON/MP_DOGTOWN_GW_AXIS_1,&MP_CHYRON/MP_DOGTOWN_GW_AXIS_2,&MP_CHYRON/MP_DOGTOWN_GW_AXIS_3,&MP_CHYRON/MP_DOGTOWN_GW_AXIS_4,0
mp_fishtown_gw,a&LUA_MENU/MAPNAME_FISHTOWN,a&LUA_MENU/MAPNAME_FISHTOWN,,0.45,205,542,0,0,0.004,ICORPS,USMC,SAS,ZVIR,ICORPS,GRP9,FREE,1,,3000,5000,loading_mp_fishtown_gw_bg_preview,loading_mp_fishtown_gw_bg,0,a&LUA_MENU/MAPNAME_FISHTOWN,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_FISHTOWN_ALLIES_1,&MP_CHYRON/MP_FISHTOWN_ALLIES_2,&MP_CHYRON/MP_FISHTOWN_ALLIES_3,&MP_CHYRON/MP_FISHTOWN_ALLIES_4,&MP_CHYRON/MP_FISHTOWN_AXIS_1,&MP_CHYRON/MP_FISHTOWN_AXIS_2,&MP_CHYRON/MP_FISHTOWN_AXIS_3,&MP_CHYRON/MP_FISHTOWN_AXIS_4,0
mp_forsaken_gw,a&LUA_MENU/MAPNAME_FORSAKEN_GW,a&LUA_MENU/MAPNAME_FORSAKEN_GW,,,,,,,,ICORPS,SAS,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,loading_mp_forsak_gw_bg_preview,loading_mp_forsake_gw_bg,0,a&LUA_MENU/MAPNAME_FORSAKEN,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_FORSAKEN_GW_ALLIES_1,&MP_CHYRON/MP_FORSAKEN_GW_ALLIES_2,&MP_CHYRON/MP_FORSAKEN_GW_ALLIES_3,&MP_CHYRON/MP_FORSAKEN_GW_ALLIES_4,&MP_CHYRON/MP_FORSAKEN_GW_AXIS_1,&MP_CHYRON/MP_FORSAKEN_GW_AXIS_2,&MP_CHYRON/MP_FORSAKEN_GW_AXIS_3,&MP_CHYRON/MP_FORSAKEN_GW_AXIS_4,0
mp_observe_gw,a&LUA_MENU/MAPNAME_OBSERVE,a&LUA_MENU/MAPNAME_OBSERVE,,,,,,,,ICORPS,USMC,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,loading_mp_observ_gw_bg_preview,loading_mp_observatory_gw_bg,0,a&LUA_MENU/MAPNAME_OBSERVE,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_OBSERVATORY_GW_ALLIES_1,&MP_CHYRON/MP_OBSERVATORY_GW_ALLIES_2,&MP_CHYRON/MP_OBSERVATORY_GW_ALLIES_3,&MP_CHYRON/MP_OBSERVATORY_GW_ALLIES_4,&MP_CHYRON/MP_OBSERVATORY_GW_AXIS_1,&MP_CHYRON/MP_OBSERVATORY_GW_AXIS_2,&MP_CHYRON/MP_OBSERVATORY_GW_AXIS_3,&MP_CHYRON/MP_OBSERVATORY_GW_AXIS_4,0
mp_oilfield_gw,a&LUA_MENU/MAPNAME_OILFIELD_GW,a&LUA_MENU/MAPNAME_OILFIELD_GW,,,,,,,,ICORPS,SAS,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,loading_mp_oil_gw_bg_preview,loading_mp_oilfield_gw_bg,0,a&LUA_MENU/MAPNAME_OILFIELD_GW,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_OILFIELD_GW_ALLIES_1,&MP_CHYRON/MP_OILFIELD_GW_ALLIES_2,&MP_CHYRON/MP_OILFIELD_GW_ALLIES_3,&MP_CHYRON/MP_OILFIELD_GW_ALLIES_4,&MP_CHYRON/MP_OILFIELD_GW_AXIS_1,&MP_CHYRON/MP_OILFIELD_GW_AXIS_2,&MP_CHYRON/MP_OILFIELD_GW_AXIS_3,&MP_CHYRON/MP_OILFIELD_GW_AXIS_4,0
mp_oilfield_6v6,a&LUA_MENU/MAPNAME_OILFIELD,a&LUA_MENU/MAPNAME_OILFIELD,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_oilfield_bg_preview,loading_mp_oilfield_bg,0,a&LUA_MENU/MAPNAME_OILFIELD,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_OILFIELD_ALLIES_1,&MP_CHYRON/MP_OILFIELD_ALLIES_2,&MP_CHYRON/MP_OILFIELD_ALLIES_3,&MP_CHYRON/MP_OILFIELD_ALLIES_4,&MP_CHYRON/MP_OILFIELD_AXIS_1,&MP_CHYRON/MP_OILFIELD_AXIS_2,&MP_CHYRON/MP_OILFIELD_AXIS_3,&MP_CHYRON/MP_OILFIELD_AXIS_4,0
mp_regional_gw,a&LUA_MENU/MAPNAME_REGIONAL,a&LUA_MENU/MAPNAME_REGIONAL,,,,,,,,ICORPS,USMC,SAS,SABF,FIVE,RUSF,FREE,1,,3000,5000,loading_mp_region_gw_bg_preview,loading_mp_regional_gw_bg,0,a&LUA_MENU/MAPNAME_REGIONAL,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_REGIONAL_ALLIES_1,&MP_CHYRON/MP_REGIONAL_ALLIES_2,&MP_CHYRON/MP_REGIONAL_ALLIES_3,&MP_CHYRON/MP_REGIONAL_ALLIES_4,&MP_CHYRON/MP_REGIONAL_AXIS_1,&MP_CHYRON/MP_REGIONAL_AXIS_2,&MP_CHYRON/MP_REGIONAL_AXIS_3,&MP_CHYRON/MP_REGIONAL_AXIS_4,0
mp_wartorn,a&LUA_MENU/MAPNAME_WARTORN,a&LUA_MENU/MAPNAME_WARTORN,,0.45,205,542,0,0,0.004,RUSF,GRP9,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_wartorn_bg_preview,loading_mp_wartorn_bg,0,a&LUA_MENU/MAPNAME_WARTORN,,DXR_OFF,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_WARTORN_ALLIES_1,&MP_CHYRON/MP_WARTORN_ALLIES_2,&MP_CHYRON/MP_WARTORN_ALLIES_3,&MP_CHYRON/MP_WARTORN_ALLIES_4,&MP_CHYRON/MP_WARTORN_AXIS_1,&MP_CHYRON/MP_WARTORN_AXIS_2,&MP_CHYRON/MP_WARTORN_AXIS_3,&MP_CHYRON/MP_WARTORN_AXIS_4,0
mp_wartorn_gw,a&LUA_MENU/MAPNAME_WARTORN,a&LUA_MENU/MAPNAME_WARTORN,,0.45,205,542,0,0,0.004,RUSF,GRP9,SAS,ZVIR,ICORPS,GRP9,FREE,1,,3000,5000,loading_mp_wartorn_gw_bg_preview,loading_mp_wartorn_gw_bg,0,a&LUA_MENU/MAPNAME_WARTORN,25000,DXR_OFF,,1,0,,,1,,,,1.5,1.5,1.5,1.5,1.5,12000,2000,4000,15000,2000,,&MP_CHYRON/MP_WARTORN_ALLIES_1,&MP_CHYRON/MP_WARTORN_ALLIES_2,&MP_CHYRON/MP_WARTORN_ALLIES_3,&MP_CHYRON/MP_WARTORN_ALLIES_4,&MP_CHYRON/MP_WARTORN_AXIS_1,&MP_CHYRON/MP_WARTORN_AXIS_2,&MP_CHYRON/MP_WARTORN_AXIS_3,&MP_CHYRON/MP_WARTORN_AXIS_4,0
