string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
item,brloot_armor_plate,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
item,brloot_plunder_cash_common_1,,875,875,875,0,0,0,875,875,0,0,875,0,0,0,0,0,0,0,0,875,875,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,375,875,0,875,875,0
item,brloot_plunder_cash_uncommon_1,,100,100,100,500,500,0,100,100,1,500,100,500,0,0,0,500,500,600,20,100,100,500,20,0,500,500,500,500,500,500,500,500,500,500,500,500,500,0,500,20,500,500,100,420,100,700,100,100,500
item,brloot_plunder_cash_uncommon_2,,25,25,25,320,320,500,25,25,0,320,25,320,0,0,0,320,320,300,12,25,25,320,12,0,320,320,320,320,320,320,320,320,320,320,320,320,320,0,320,12,320,320,25,150,25,200,25,25,320
item,brloot_plunder_cash_uncommon_3,,0,0,0,130,130,200,0,0,0,130,0,130,0,0,0,130,130,75,8,0,0,130,8,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,8,130,130,0,50,0,75,0,0,130
item,brloot_plunder_cash_rare_1,,0,0,0,50,50,150,0,0,0,50,0,50,0,0,0,50,50,25,0,0,0,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,50,0,5,0,25,0,0,50
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_assaultdrone,,0,125,125,125,125,125,0,0,0,0,125,125,0,0,125,125,125,125,0,125,125,125,0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,0,125,0,125,125,125,0,0,125,0,125,125
item,brloot_killstreak_uav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_uav_bigmap,,0,100,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,100,15,100,100,100,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,15,100,100,100,0,0,100,0,100,100
item,brloot_killstreak_clusterstrike,,0,125,125,125,125,125,0,0,0,0,125,125,0,0,125,125,125,125,25,125,125,125,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,0,125,25,125,125,125,0,0,125,0,125,125
item,brloot_killstreak_precision_airstrike,,0,115,115,115,115,115,0,0,0,0,115,115,0,0,115,115,115,115,25,115,115,115,25,0,115,115,115,115,115,115,115,115,115,115,115,115,115,0,115,25,115,115,115,0,0,115,0,115,115
item,brloot_killstreak_cluster_spike,,0,110,110,110,110,110,0,0,0,0,110,110,0,0,110,110,110,110,0,110,110,110,0,0,110,110,110,110,110,110,110,110,110,110,110,110,110,0,110,0,110,110,110,0,0,110,0,110,110
item,brloot_killstreak_scramblerdrone,,0,100,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,100,0,100,100,100,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,0,0,100,0,100,100
item,brloot_killstreak_supply_sweep,,0,100,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,0,0,100,0,100,100
item,brloot_munition_jup_switchblade_drone,,0,100,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,0,0,100,0,100,100
item,brloot_munition_jup_lrad,,1,100,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,100,0,1,100,0,100,100
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_killstreak_bunker_buster,,0,125,125,125,125,125,0,0,0,0,125,125,0,0,125,125,125,125,25,125,125,125,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,0,125,25,125,125,125,0,0,125,0,125,125
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
item,brloot_assassination_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,0,300,0,0,0,0,0,0,0,0,300,0
item,brloot_master_assassination_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,0,0,0,0,0,0,300,0
item,brloot_vip_laptop,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,0,0,0,0,0,0,200,0
item,brloot_intel_laptop,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,250,0
item,brloot_safecracker_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_scavenger_laptop,,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,500,500,500,500,500,500,500,500,0,500,0,0,0,0,0,0,0,0,350,0
item,brloot_stronghold_infil_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_arrow_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_chopper_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_elite_geiger_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_spy_drones_laptop,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,0,250,0,0,0,0,0,0,0,0,250,0
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_plate_carrier_3_medic,,0,318,318,318,318,318,318,318,0,0,318,318,1,1,0,318,318,318,318,318,318,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,318,318,318,318,318,318,318,318,318
item,brloot_plate_carrier_3_comms,,0,248,248,248,248,248,248,248,0,0,248,248,0,0,0,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,248,248,248,248
item,brloot_plate_carrier_3_stealth,,0,93,93,93,93,93,93,93,0,0,93,93,0,0,0,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,93,93,93,93,93,93,93
item,brloot_plate_carrier_tempered,,0,93,93,93,93,93,93,93,0,0,93,93,0,0,0,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,93,93,93,93,93,93,93
item,brloot_perkpack_airman_jup,,0,93,0,93,93,93,93,93,0,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,0,93,93,93,0,0,93,93,93,93
item,brloot_perkpack_backer_jup,,0,93,0,93,93,93,93,93,0,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,0,93,93,93,0,0,93,93,93,93
item,brloot_perkpack_commander_jup,,0,25,0,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,0,0,25,25,25,25
item,brloot_perkpack_corporal_jup,,0,130,0,130,130,130,130,130,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,130,130,0,0,130,130,130,130
item,brloot_perkpack_deputy_jup,,0,50,0,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,50,50,0,0,50,50,50,50
item,brloot_perkpack_driller_jup,,0,130,0,130,130,130,130,130,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,130,130,0,0,130,130,130,130
item,brloot_perkpack_huntsman_jup,,0,25,0,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,0,0,25,25,25,25
item,brloot_perkpack_legionnaire_jup,,0,130,0,130,130,130,130,130,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,130,130,0,0,130,130,130,130
item,brloot_perkpack_marauder_jup,,0,94,0,94,94,94,94,94,0,0,94,94,94,94,94,94,94,94,94,94,94,94,94,0,94,94,94,94,94,94,94,94,94,94,94,94,94,0,94,0,94,94,94,0,0,94,94,94,94
item,brloot_perkpack_resistor_jup,,0,50,0,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,50,50,0,0,50,50,50,50
item,brloot_perkpack_stuntman_jup,,0,130,0,130,130,130,130,130,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,130,130,0,0,130,130,130,130
item,brloot_perkpack_technician_jup,,0,50,0,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,50,50,0,0,50,50,50,50
item,brloot_perkpack_specialist_jup,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
item,loot_multi_key_fortress,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_redeploy_token,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
item,brloot_gulag_token,,0,1,0,1,700,700,0,0,0,0,1,10,0,0,0,700,700,0,0,1,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,700,0,0,700,0,0,700
item,brloot_access_card_bunker,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
