string,string,localized_a,localized_a,string,string,string,string,string,string,string,string
8935,iw9_dm_pgolf1_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
8936,iw9_dm_pgolf1_camo_plat,a&CHALLENGE/DM_PGOLF1_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12785,5000,,,,,
8937,iw9_dm_pgolf1_camo_dama,a&CHALLENGE/DM_PGOLF1_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12784,7500,,,,,
8997,iw9_ar_augolf_camo_1,a&CHALLENGE/AR_AUGOLF_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12120,1000,,,,,
9106,iw9_ar_augolf_camo_2,a&CHALLENGE/AR_AUGOLF_CAMO_2,a&CHALLENGE/AR_AUGOLF_CAMO_2_DESC,20,12170,1500,,,,,
9043,iw9_ar_augolf_camo_3,a&CHALLENGE/AR_AUGOLF_CAMO_3,a&CHALLENGE/AR_AUGOLF_CAMO_3_DESC,10,12045,2000,,,,,
8994,iw9_ar_augolf_camo_4,a&CHALLENGE/AR_AUGOLF_CAMO_4,a&CHALLENGE/AR_AUGOLF_CAMO_4_DESC,30,12085,2500,,,,,
9340,iw9_ar_augolf_camo_gold,a&CHALLENGE/AR_AUGOLF_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12776,4000,,,,,
9194,iw9_ar_augolf_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9051,iw9_ar_augolf_camo_plat,a&CHALLENGE/AR_AUGOLF_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12758,5000,,,,,
9243,iw9_ar_augolf_camo_dama,a&CHALLENGE/AR_AUGOLF_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12654,7500,,,,,
9054,iw9_sm_apapa_camo_1,a&CHALLENGE/SM_APAPA_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12035,1000,,,,,
9288,iw9_sm_apapa_camo_2,a&CHALLENGE/SM_APAPA_CAMO_2,a&CHALLENGE/SM_APAPA_CAMO_2_DESC,10,12186,1500,,,,,
9062,iw9_sm_apapa_camo_3,a&CHALLENGE/SM_APAPA_CAMO_3,a&CHALLENGE/SM_APAPA_CAMO_3_DESC,20,12107,2000,,,,,
9014,iw9_sm_apapa_camo_4,a&CHALLENGE/SM_APAPA_CAMO_4,a&CHALLENGE/SM_APAPA_CAMO_4_DESC,30,12081,2500,,,,,
9159,iw9_sm_apapa_camo_gold,a&CHALLENGE/SM_APAPA_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12746,4000,,,,,
9237,iw9_sm_apapa_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9308,iw9_sm_apapa_camo_plat,a&CHALLENGE/SM_APAPA_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12625,5000,,,,,
9305,iw9_sm_apapa_camo_dama,a&CHALLENGE/SM_APAPA_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12685,7500,,,,,
9030,iw9_lm_ahotel_camo_1,a&CHALLENGE/LM_AHOTEL_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12087,1000,,,,,
8999,iw9_lm_ahotel_camo_2,a&CHALLENGE/LM_AHOTEL_CAMO_2,a&CHALLENGE/LM_AHOTEL_CAMO_2_DESC,50,12218,1500,,,,,
9086,iw9_lm_ahotel_camo_3,a&CHALLENGE/LM_AHOTEL_CAMO_3,a&CHALLENGE/LM_AHOTEL_CAMO_3_DESC,10,12094,2000,,,,,
9371,iw9_lm_ahotel_camo_4,a&CHALLENGE/LM_AHOTEL_CAMO_4,a&CHALLENGE/LM_AHOTEL_CAMO_4_DESC,20,12075,2500,,,,,
9165,iw9_lm_ahotel_camo_gold,a&CHALLENGE/LM_AHOTEL_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12615,4000,,,,,
9085,iw9_lm_ahotel_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9275,iw9_lm_ahotel_camo_plat,a&CHALLENGE/LM_AHOTEL_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12681,5000,,,,,
9189,iw9_lm_ahotel_camo_dama,a&CHALLENGE/LM_AHOTEL_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12749,7500,,,,,
9292,iw9_ar_akilo_camo_1,a&CHALLENGE/AR_AKILO_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12191,1000,,,,,
8996,iw9_ar_akilo_camo_2,a&CHALLENGE/AR_AKILO_CAMO_2,a&CHALLENGE/AR_AKILO_CAMO_2_DESC,20,12133,1500,,,,,
9329,iw9_ar_akilo_camo_3,a&CHALLENGE/AR_AKILO_CAMO_3,a&CHALLENGE/AR_AKILO_CAMO_3_DESC,50,12220,2000,,,,,
9225,iw9_ar_akilo_camo_4,a&CHALLENGE/AR_AKILO_CAMO_4,a&CHALLENGE/AR_AKILO_CAMO_4_DESC,15,12123,2500,,,,,
9319,iw9_ar_akilo_camo_gold,a&CHALLENGE/AR_AKILO_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12763,4000,,,,,
9150,iw9_ar_akilo_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9163,iw9_ar_akilo_camo_plat,a&CHALLENGE/AR_AKILO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12702,5000,,,,,
9161,iw9_ar_akilo_camo_dama,a&CHALLENGE/AR_AKILO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12696,7500,,,,,
9361,iw9_ar_akilo105_camo_1,a&CHALLENGE/AR_AKILO105_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12060,1000,,,,,
9071,iw9_ar_akilo105_camo_2,a&CHALLENGE/AR_AKILO105_CAMO_2,a&CHALLENGE/AR_AKILO105_CAMO_2_DESC,10,12067,1500,,,,,
9091,iw9_ar_akilo105_camo_3,a&CHALLENGE/AR_AKILO105_CAMO_3,a&CHALLENGE/AR_AKILO105_CAMO_3_DESC,50,12221,2000,,,,,
9068,iw9_ar_akilo105_camo_4,a&CHALLENGE/AR_AKILO105_CAMO_4,a&CHALLENGE/AR_AKILO105_CAMO_4_DESC,50,12077,2500,,,,,
9231,iw9_ar_akilo105_camo_gold,a&CHALLENGE/AR_AKILO105_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12617,4000,,,,,
9087,iw9_ar_akilo105_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9134,iw9_ar_akilo105_camo_plat,a&CHALLENGE/AR_AKILO105_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12755,5000,,,,,
9009,iw9_ar_akilo105_camo_dama,a&CHALLENGE/AR_AKILO105_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12639,7500,,,,,
9265,iw9_ar_akilo74_camo_1,a&CHALLENGE/AR_AKILO74_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12213,1000,,,,,
9273,iw9_ar_akilo74_camo_2,a&CHALLENGE/AR_AKILO74_CAMO_2,a&CHALLENGE/AR_AKILO74_CAMO_2_DESC,15,12063,1500,,,,,
9033,iw9_ar_akilo74_camo_3,a&CHALLENGE/AR_AKILO74_CAMO_3,a&CHALLENGE/AR_AKILO74_CAMO_3_DESC,10,12192,2000,,,,,
9135,iw9_ar_akilo74_camo_4,a&CHALLENGE/AR_AKILO74_CAMO_4,a&CHALLENGE/AR_AKILO74_CAMO_4_DESC,30,12254,2500,,,,,
9003,iw9_ar_akilo74_camo_gold,a&CHALLENGE/AR_AKILO74_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12680,4000,,,,,
9245,iw9_ar_akilo74_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9112,iw9_ar_akilo74_camo_plat,a&CHALLENGE/AR_AKILO74_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12756,5000,,,,,
8985,iw9_ar_akilo74_camo_dama,a&CHALLENGE/AR_AKILO74_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12662,7500,,,,,
9299,iw9_sm_aviktor_camo_1,a&CHALLENGE/SM_AVIKTOR_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12112,1000,,,,,
9191,iw9_sm_aviktor_camo_2,a&CHALLENGE/SM_AVIKTOR_CAMO_2,a&CHALLENGE/SM_AVIKTOR_CAMO_2_DESC,50,12203,1500,,,,,
8998,iw9_sm_aviktor_camo_3,a&CHALLENGE/SM_AVIKTOR_CAMO_3,a&CHALLENGE/SM_AVIKTOR_CAMO_3_DESC,10,12239,2000,,,,,
9031,iw9_sm_aviktor_camo_4,a&CHALLENGE/SM_AVIKTOR_CAMO_4,a&CHALLENGE/SM_AVIKTOR_CAMO_4_DESC,15,12118,2500,,,,,
9053,iw9_sm_aviktor_camo_gold,a&CHALLENGE/SM_AVIKTOR_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12773,4000,,,,,
9187,iw9_sm_aviktor_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9199,iw9_sm_aviktor_camo_plat,a&CHALLENGE/SM_AVIKTOR_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12623,5000,,,,,
9346,iw9_sm_aviktor_camo_dama,a&CHALLENGE/SM_AVIKTOR_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12738,7500,,,,,
8969,iw9_sm_beta_camo_1,a&CHALLENGE/SM_BETA_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12226,1000,,,,,
8995,iw9_sm_beta_camo_2,a&CHALLENGE/SM_BETA_CAMO_2,a&CHALLENGE/SM_BETA_CAMO_2_DESC,10,12177,1500,,,,,
9344,iw9_sm_beta_camo_3,a&CHALLENGE/SM_BETA_CAMO_3,a&CHALLENGE/SM_BETA_CAMO_3_DESC,50,12083,2000,,,,,
9066,iw9_sm_beta_camo_4,a&CHALLENGE/SM_BETA_CAMO_4,a&CHALLENGE/SM_BETA_CAMO_4_DESC,15,12172,2500,,,,,
9224,iw9_sm_beta_camo_gold,a&CHALLENGE/SM_BETA_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12700,4000,,,,,
9240,iw9_sm_beta_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9257,iw9_sm_beta_camo_plat,a&CHALLENGE/SM_BETA_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12705,5000,,,,,
8957,iw9_sm_beta_camo_dama,a&CHALLENGE/SM_BETA_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12650,7500,,,,,
8960,iw9_lm_rkilo_camo_1,a&CHALLENGE/LM_RKILO_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12167,1000,,,,,
9075,iw9_lm_rkilo_camo_2,a&CHALLENGE/LM_RKILO_CAMO_2,a&CHALLENGE/LM_RKILO_CAMO_2_DESC,10,12092,1500,,,,,
9188,iw9_lm_rkilo_camo_3,a&CHALLENGE/LM_RKILO_CAMO_3,a&CHALLENGE/LM_RKILO_CAMO_3_DESC,50,12166,2000,,,,,
9286,iw9_lm_rkilo_camo_4,a&CHALLENGE/LM_RKILO_CAMO_4,a&CHALLENGE/LM_RKILO_CAMO_4_DESC,20,12236,2500,,,,,
9357,iw9_lm_rkilo_camo_gold,a&CHALLENGE/LM_RKILO_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12660,4000,,,,,
9277,iw9_lm_rkilo_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9026,iw9_lm_rkilo_camo_plat,a&CHALLENGE/LM_RKILO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12643,5000,,,,,
9155,iw9_lm_rkilo_camo_dama,a&CHALLENGE/LM_RKILO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12717,7500,,,,,
9338,iw9_ar_scharlie_camo_1,a&CHALLENGE/AR_SCHARLIE_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12111,1000,,,,,
9023,iw9_ar_scharlie_camo_2,a&CHALLENGE/AR_SCHARLIE_CAMO_2,a&CHALLENGE/AR_SCHARLIE_CAMO_2_DESC,10,12090,1500,,,,,
9028,iw9_ar_scharlie_camo_3,a&CHALLENGE/AR_SCHARLIE_CAMO_3,a&CHALLENGE/AR_SCHARLIE_CAMO_3_DESC,50,12114,2000,,,,,
9162,iw9_ar_scharlie_camo_4,a&CHALLENGE/AR_SCHARLIE_CAMO_4,a&CHALLENGE/AR_SCHARLIE_CAMO_4_DESC,15,12064,2500,,,,,
9312,iw9_ar_scharlie_camo_gold,a&CHALLENGE/AR_SCHARLIE_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12668,4000,,,,,
9203,iw9_ar_scharlie_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9306,iw9_ar_scharlie_camo_plat,a&CHALLENGE/AR_SCHARLIE_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12769,5000,,,,,
9140,iw9_ar_scharlie_camo_dama,a&CHALLENGE/AR_SCHARLIE_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12703,7500,,,,,
9253,iw9_ar_schotel_camo_1,a&CHALLENGE/AR_SCHOTEL_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12157,1000,,,,,
9210,iw9_ar_schotel_camo_2,a&CHALLENGE/AR_SCHOTEL_CAMO_2,a&CHALLENGE/AR_SCHOTEL_CAMO_2_DESC,15,12115,1500,,,,,
9136,iw9_ar_schotel_camo_3,a&CHALLENGE/AR_SCHOTEL_CAMO_3,a&CHALLENGE/AR_SCHOTEL_CAMO_3_DESC,15,12146,2000,,,,,
9211,iw9_ar_schotel_camo_4,a&CHALLENGE/AR_SCHOTEL_CAMO_4,a&CHALLENGE/AR_SCHOTEL_CAMO_4_DESC,20,12228,2500,,,,,
9035,iw9_ar_schotel_camo_gold,a&CHALLENGE/AR_SCHOTEL_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12757,4000,,,,,
9072,iw9_ar_schotel_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9218,iw9_ar_schotel_camo_plat,a&CHALLENGE/AR_SCHOTEL_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12711,5000,,,,,
9303,iw9_ar_schotel_camo_dama,a&CHALLENGE/AR_SCHOTEL_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12767,7500,,,,,
9025,iw9_dm_scromeo_camo_1,a&CHALLENGE/DM_SCROMEO_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12205,1000,,,,,
9204,iw9_dm_scromeo_camo_2,a&CHALLENGE/DM_SCROMEO_CAMO_2,a&CHALLENGE/DM_SCROMEO_CAMO_2_DESC,20,12145,1500,,,,,
9341,iw9_dm_scromeo_camo_3,a&CHALLENGE/DM_SCROMEO_CAMO_3,a&CHALLENGE/DM_SCROMEO_CAMO_3_DESC,5,12137,2000,,,,,
9073,iw9_dm_scromeo_camo_4,a&CHALLENGE/DM_SCROMEO_CAMO_4,a&CHALLENGE/DM_SCROMEO_CAMO_4_DESC,10,12028,2500,,,,,
9249,iw9_dm_scromeo_camo_gold,a&CHALLENGE/DM_SCROMEO_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12631,4000,,,,,
9356,iw9_dm_scromeo_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9307,iw9_dm_scromeo_camo_plat,a&CHALLENGE/DM_SCROMEO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12638,5000,,,,,
9367,iw9_dm_scromeo_camo_dama,a&CHALLENGE/DM_SCROMEO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12652,7500,,,,,
9276,iw9_sm_papa90_camo_1,a&CHALLENGE/SM_PAPA90_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12048,1000,,,,,
9002,iw9_sm_papa90_camo_2,a&CHALLENGE/SM_PAPA90_CAMO_2,a&CHALLENGE/SM_PAPA90_CAMO_2_DESC,50,12102,1500,,,,,
9055,iw9_sm_papa90_camo_3,a&CHALLENGE/SM_PAPA90_CAMO_3,a&CHALLENGE/SM_PAPA90_CAMO_3_DESC,15,12042,2000,,,,,
9095,iw9_sm_papa90_camo_4,a&CHALLENGE/SM_PAPA90_CAMO_4,a&CHALLENGE/SM_PAPA90_CAMO_4_DESC,10,12050,2500,,,,,
9236,iw9_sm_papa90_camo_gold,a&CHALLENGE/SM_PAPA90_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12712,4000,,,,,
9207,iw9_sm_papa90_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
9221,iw9_sm_papa90_camo_plat,a&CHALLENGE/SM_PAPA90_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12726,5000,,,,,
9289,iw9_sm_papa90_camo_dama,a&CHALLENGE/SM_PAPA90_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12737,7500,,,,,
9263,iw9_sm_mpapax_camo_1,a&CHALLENGE/SM_MPAPAX_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12155,1000,,,,,
9351,iw9_sm_mpapax_camo_2,a&CHALLENGE/SM_MPAPAX_CAMO_2,a&CHALLENGE/SM_MPAPAX_CAMO_2_DESC,15,12103,1500,,,,,
9024,iw9_sm_mpapax_camo_3,a&CHALLENGE/SM_MPAPAX_CAMO_3,a&CHALLENGE/SM_MPAPAX_CAMO_3_DESC,15,12059,2000,,,,,
9348,iw9_sm_mpapax_camo_4,a&CHALLENGE/SM_MPAPAX_CAMO_4,a&CHALLENGE/SM_MPAPAX_CAMO_4_DESC,50,12149,2500,,,,,
9121,iw9_sm_mpapax_camo_gold,a&CHALLENGE/SM_MPAPAX_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12697,4000,,,,,
9063,iw9_sm_mpapax_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
10016,iw9_sm_mpapax_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
10017,iw9_sm_mpapax_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
8955,iw9_sm_mpapax_camo_plat,a&CHALLENGE/SM_MPAPAX_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12752,5000,,,,,
10018,iw9_sm_mpapax_camo_plat_activator,a&CHALLENGE/SM_MPAPAX_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,1,,0,,,,,
10019,iw9_sm_mpapax_camo_dama_activator,a&CHALLENGE/SM_MPAPAX_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,1,,0,,,,,
9349,iw9_sm_mpapax_camo_dama,a&CHALLENGE/SM_MPAPAX_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12706,7500,,,,,
9064,iw9_ar_mcharlie_camo_1,a&CHALLENGE/AR_MCHARLIE_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12031,1000,,,,,
9195,iw9_ar_mcharlie_camo_2,a&CHALLENGE/AR_MCHARLIE_CAMO_2,a&CHALLENGE/AR_MCHARLIE_CAMO_2_DESC,10,12165,1500,,,,,
9272,iw9_ar_mcharlie_camo_3,a&CHALLENGE/AR_MCHARLIE_CAMO_3,a&CHALLENGE/AR_MCHARLIE_CAMO_3_DESC,15,12175,2000,,,,,
9254,iw9_ar_mcharlie_camo_4,a&CHALLENGE/AR_MCHARLIE_CAMO_4,a&CHALLENGE/AR_MCHARLIE_CAMO_4_DESC,15,12189,2500,,,,,
9227,iw9_ar_mcharlie_camo_gold,a&CHALLENGE/AR_MCHARLIE_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12655,4000,,,,,
9137,iw9_ar_mcharlie_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
10004,iw9_ar_mcharlie_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
10006,iw9_ar_mcharlie_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
9314,iw9_ar_mcharlie_camo_plat,a&CHALLENGE/AR_MCHARLIE_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12676,5000,,,,,
10005,iw9_ar_mcharlie_camo_plat_activator,a&CHALLENGE/AR_MCHARLIE_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,1,,0,,,,,
9010,iw9_ar_mcharlie_camo_dama,a&CHALLENGE/AR_MCHARLIE_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12716,7500,,,,,
10007,iw9_ar_mcharlie_camo_dama_activator,a&CHALLENGE/AR_MCHARLIE_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,1,,0,,,,,
9132,iw9_ar_mcbravo_camo_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12159,1000,,,,,
9047,iw9_ar_mcbravo_camo_2,a&CHALLENGE/AR_MCBRAVO_CAMO_2,a&CHALLENGE/AR_MCBRAVO_CAMO_2_DESC,20,12215,1500,,,,,
9019,iw9_ar_mcbravo_camo_3,a&CHALLENGE/AR_MCBRAVO_CAMO_3,a&CHALLENGE/AR_MCBRAVO_CAMO_3_DESC,10,12091,2000,,,,,
9022,iw9_ar_mcbravo_camo_4,a&CHALLENGE/AR_MCBRAVO_CAMO_4,a&CHALLENGE/AR_MCBRAVO_CAMO_4_DESC,15,12057,2500,,,,,
9183,iw9_ar_mcbravo_camo_gold,a&CHALLENGE/AR_MCBRAVO_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12613,4000,,,,,
8959,iw9_ar_mcbravo_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
10008,iw9_ar_mcbravo_camo_plat_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
10009,iw9_ar_mcbravo_camo_dama_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,2,,0,,,,,
9258,iw9_ar_mcbravo_camo_plat,a&CHALLENGE/AR_MCBRAVO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,25,12770,5000,,,,,
11233,iw9_ar_mcbravo_camo_plat_activator_2,a&CHALLENGE/AR_MCBRAVO_CAMO_PLAT,a&CHALLENGE/CAMO_UNLOCK_PLAT_STD_DESC,0,,0,,,,,
8991,iw9_ar_mcbravo_camo_dama,a&CHALLENGE/AR_MCBRAVO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,25,12624,7500,,,,,
11234,iw9_ar_mcbravo_camo_dama_activator_2,a&CHALLENGE/AR_MCBRAVO_CAMO_DAMA,a&CHALLENGE/CAMO_UNLOCK_DAMA_STD_DESC,0,,0,,,,,
9041,iw9_sm_mpapa7_camo_1,a&CHALLENGE/SM_MPAPA7_CAMO_1,a&CHALLENGE/CAMO_UNLOCK_1_DESC,50,12163,1000,,,,,
9118,iw9_sm_mpapa7_camo_2,a&CHALLENGE/SM_MPAPA7_CAMO_2,a&CHALLENGE/SM_MPAPA7_CAMO_2_DESC,50,12047,1500,,,,,
9364,iw9_sm_mpapa7_camo_3,a&CHALLENGE/SM_MPAPA7_CAMO_3,a&CHALLENGE/SM_MPAPA7_CAMO_3_DESC,15,12049,2000,,,,,
9352,iw9_sm_mpapa7_camo_4,a&CHALLENGE/SM_MPAPA7_CAMO_4,a&CHALLENGE/SM_MPAPA7_CAMO_4_DESC,10,12160,2500,,,,,
9090,iw9_sm_mpapa7_camo_gold,a&CHALLENGE/SM_MPAPA7_CAMO_GOLD,a&CHALLENGE/CAMO_UNLOCK_GOLD_STD_DESC,10,12775,4000,,,,,
9000,iw9_sm_mpapa7_camo_gold_unlock,a&CHALLENGE/CAMO_GOLD_REVEAL_NAME,a&CHALLENGE/CAMO_GOLD_REVEAL_DESC,4,,0,,,,,
