string,string,string,string,string,string,string
jup_mp_cdl_male_home,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_romeo,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_oscar,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_golf,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_whiskey,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_cdl_male_away,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_cdl_female_home,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_zulu,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_juliet,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_quebec,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_tango,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_sierra,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_november,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_mike,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_hotel,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_echo,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_shieldmaiden,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_bravo,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_uniform,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_papa,fe_op_crib_female_01_idle_01,fe_op_crib_female_01_idle_loadout_01_in,fe_op_crib_female_01_idle_loadout_01,fe_op_crib_female_01_idle_loadout_01_out,fe_op_crib_female_01_killstreak_01_in,fe_op_crib_female_01_killstreak_01_out
jup_mp_alpha,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_maestro,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_nolan,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_gamma,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_ash,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_beta,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
jup_mp_makarov,fe_op_crib_male_01_idle_01,fe_op_crib_male_01_idle_loadout_01_in,fe_op_crib_male_01_idle_loadout_01,fe_op_crib_male_01_idle_loadout_01_out,fe_op_crib_male_01_killstreak_01_in,fe_op_crib_male_01_killstreak_01_out
