string,string,localized_a,localized_a,string,string,string,string,string,string,string,string,string,string,string,string
2014,iw9_compound_iw9_ae_kind_daily_18,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,,4,,,,,18,2868|3117,,
2826,iw9_compound_iw9_ae_kind_daily_19,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,,4,,,,,19,2868|3870,,
15411,iw9_compound_iw9_ae_kind_daily_20_1,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,,4,,,,,20,2868|14919,,
16101,iw9_compound_iw9_ae_kind_daily_1_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,1,2868|1824,,
16102,iw9_compound_iw9_ae_kind_daily_2_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,2,14920|3134,,
16103,iw9_compound_iw9_ae_kind_daily_3_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,3,2711|3902,,
16104,iw9_compound_iw9_ae_kind_daily_4_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,4,2793|3948,,
16105,iw9_compound_iw9_ae_kind_daily_5_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,5,14921|1035,,
16106,iw9_compound_iw9_ae_kind_daily_6_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,6,2855|3878,,
16107,iw9_compound_iw9_ae_kind_daily_7_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,7,2664|3045,,
16108,iw9_compound_iw9_ae_kind_daily_8_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,8,692|4116,,
16109,iw9_compound_iw9_ae_kind_daily_9_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,9,3033|842,,
16110,iw9_compound_iw9_ae_kind_daily_10_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,10,1083|3077,,
16111,iw9_compound_iw9_ae_kind_daily_11_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,11,451|3986,,
16112,iw9_compound_iw9_ae_kind_daily_13_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,13,692|4116,,
16113,iw9_compound_iw9_ae_kind_daily_14_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,14,165|306,,
16114,iw9_compound_iw9_ae_kind_daily_15_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,15,347|1988,,
16115,iw9_compound_iw9_ae_kind_daily_16_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,16,3113|14918,,
16116,iw9_compound_iw9_ae_kind_daily_17_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,17,4123|3814,,
16117,iw9_compound_iw9_ae_kind_daily_18_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,18,2868|3117,,
16118,iw9_compound_iw9_ae_kind_daily_19_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,19,2868|3870,,
16119,iw9_compound_iw9_ae_kind_daily_20_bp,a&CHALLENGE/DAILY_BONUS_DESC,a&CHALLENGE/DAILY_BONUS_DESC,1,20000,13538,7,,,,,20,2868|14919,,
12273,ch_daily_p1_general_kills_sprinting_victim,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_SPRINTING_VICTIM,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_SPRINTING_VICTIM_DESC,3,2500,,1,,,,,22,,,
12274,ch_daily_p1_general_kills_prone,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_PRONE,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_PRONE_DESC,3,2500,,1,,,,,23,,,
12275,ch_daily_p1_general_kills_weapon_swap,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_WEAPON_SWAP,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_WEAPON_SWAP_DESC,3,2500,,1,,,,,24,,,
12276,ch_daily_p1_general_kills_recent_reload,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_RECENT_RELOAD,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_RECENT_RELOAD_DESC,3,2500,,1,,,,,25,,,
12277,ch_daily_p1_general_kills_victim_has_uav,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_VICTIM_HAS_UAV,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_VICTIM_HAS_UAV_DESC,3,2500,,1,,,,,26,,,
12278,ch_daily_p1_general_kills_from_behind,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_FROM_BEHIND,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_FROM_BEHIND_DESC,2,2500,,1,,,,,27,,,
12279,ch_daily_p1_general_kills_firstblood,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_FIRSTBLOOD,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_FIRSTBLOOD_DESC,1,2500,,1,,,,,28,,,
12280,ch_daily_p1_general_kills_avenger,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_AVENGER,a&CHALLENGE/DAILY_P1_GENERAL_KILLS_AVENGER_DESC,3,2500,,1,,,,,29,,,
12283,ch_daily_p3_specialized_kills_last_bullet,a&CHALLENGE/DAILY_P3_SPECIALIZED_KILLS_LAST_BULLET,a&CHALLENGE/DAILY_P3_SPECIALIZED_KILLS_LAST_BULLET_DESC,1,2500,,3,,,,,30,,,
12284,ch_daily_p3_fieldupgrade_call_uav,a&CHALLENGE/DAILY_P3_FIELDUPGRADE_CALL_UAV,a&CHALLENGE/DAILY_P3_FIELDUPGRADE_CALL_UAV_DESC,2,2500,,3,,,,,31,,,
12286,ch_daily_p3_perk_kills_quick_fix,a&CHALLENGE/DAILY_P3_PERK_KILLS_QUICK_FIX,a&CHALLENGE/DAILY_P3_PERK_KILLS_QUICK_FIX_DESC,10,2500,,3,,,,,33,,,
12287,ch_daily_p3_perk_kills_recent_reload_fast_hands,a&CHALLENGE/DAILY_P3_PERK_KILLS_RECENT_RELOAD_FAST_HANDS,a&CHALLENGE/DAILY_P3_PERK_KILLS_RECENT_RELOAD_FAST_HANDS_DESC,5,2500,,3,,,,,34,,,
12288,ch_daily_p3_perk_kills_ghost,a&CHALLENGE/DAILY_P3_PERK_KILLS_GHOST,a&CHALLENGE/DAILY_P3_PERK_KILLS_GHOST_DESC,10,2500,,3,,,,,35,,,
12290,ch_daily_p3_perk_kills_cold_blooded,a&CHALLENGE/DAILY_P3_PERK_KILLS_COLD_BLOODED,a&CHALLENGE/DAILY_P3_PERK_KILLS_COLD_BLOODED_DESC,10,2500,,3,,,,,37,,,
17588,iw9_ch_daily_p1_special_earn_xp,a&CHALLENGE/DAILY_P1_SPECIAL_EARN_XP,a&CHALLENGE/DAILY_P1_SPECIAL_EARN_XP_DESC,30000,2500,13538,8,,,,,1,,,
