string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
123,body_mp_cdl_male_iw9_mutineers_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_male_mutineers_away,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,419,,1,,0,0,full
124,body_mp_cdl_male_iw9_legion_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_male_legion_away,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,420,,1,,0,0,full
125,body_mp_cdl_male_iw9_guerrillas_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_male_guerrillas_away,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,421,,1,,0,0,full
126,body_mp_cdl_male_iw9_faze_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_male_faze_away,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,422,,1,,0,0,full
127,body_mp_cdl_male_iw9_breach_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_male_breach_away,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,423,,1,,0,0,full
128,body_mp_cdl_female_iw9_unbranded_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_unbranded_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,424,,1,,0,0,full
129,body_mp_cdl_female_iw9_ultra_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_ultra_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,425,,1,,0,0,full
130,body_mp_cdl_female_iw9_thieves_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_thieves_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,426,,1,,0,0,full
131,body_mp_cdl_female_iw9_surge_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_surge_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,427,,1,,0,0,full
132,body_mp_cdl_female_iw9_subliners_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_subliners_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,428,,1,,0,0,full
133,body_mp_cdl_female_iw9_royal_ravens_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_royal_ravens_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,429,,1,,0,0,full
134,body_mp_cdl_female_iw9_rokkr_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_rokkr_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,430,,1,,0,0,full
135,body_mp_cdl_female_iw9_optic_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_optic_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,431,,1,,0,0,full
136,body_mp_cdl_female_iw9_mutineers_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_mutineers_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,432,,1,,0,0,full
137,body_mp_cdl_female_iw9_legion_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_legion_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,433,,1,,0,0,full
138,body_mp_cdl_female_iw9_guerrillas_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_guerrillas_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,434,,1,,0,0,full
139,body_mp_cdl_female_iw9_faze_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_faze_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,435,,1,,0,0,full
140,body_mp_cdl_female_iw9_breach_home,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_breach_home,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,436,,1,,0,0,full
141,body_mp_cdl_female_iw9_unbranded_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_unbranded_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,437,,1,,0,0,full
142,body_mp_cdl_female_iw9_ultra_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_ultra_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,438,,1,,0,0,full
143,body_mp_cdl_female_iw9_thieves_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_thieves_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,439,,1,,0,0,full
144,body_mp_cdl_female_iw9_surge_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_surge_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,440,,1,,0,0,full
145,body_mp_cdl_female_iw9_subliners_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_subliners_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,441,,1,,0,0,full
146,body_mp_cdl_female_iw9_royal_ravens_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_royal_ravens_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,442,,1,,0,0,full
147,body_mp_cdl_female_iw9_rokkr_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_rokkr_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,443,,1,,0,0,full
148,body_mp_cdl_female_iw9_optic_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_optic_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,444,,1,,0,0,full
149,body_mp_cdl_female_iw9_mutineers_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_mutineers_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,445,,1,,0,0,full
150,body_mp_cdl_female_iw9_legion_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_legion_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,446,,1,,0,0,full
151,body_mp_cdl_female_iw9_guerrillas_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_guerrillas_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,447,,1,,0,0,full
152,body_mp_cdl_female_iw9_faze_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_faze_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,448,,1,,0,0,full
153,body_mp_cdl_female_iw9_breach_away,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_cdl_female_iw9_breach_away,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,449,,1,,0,0,full
174,body_mp_koenig_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,vm_mp_koenig_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,400,,1,,0,0,full
175,body_mp_kilgore_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kilgore_iw9_1_2,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,401,,1,,0,0,full
176,body_mp_kilgore_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kilgore_iw9_1_3,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,402,,1,,0,0,full
177,body_mp_chili_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_chili_iw9_3_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,403,,1,,0,0,full
178,body_mp_zimo_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zimo_iw9_1_2,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,404,,1,,0,0,full
179,body_mp_zimo_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zimo_iw9_1_3,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,405,,1,,0,0,full
180,body_mp_roze_iw9_1_2,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_1_2,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,406,,1,,0,0,full
181,body_mp_roze_iw9_1_3,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_1_3,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,407,,1,,0,0,full
182,body_mp_roze_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_roze_iw9_2_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,408,,1,,0,0,full
183,body_mp_jinn_iw9_2_1_merge,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_jinn_iw9_2_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,409,,1,,0,0,full
184,body_mp_oni_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_oni_iw9_2_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,410,,1,,0,0,full
185,body_mp_milsim_shadow_company_iw9_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_shadow_company_iw9_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
186,body_mp_kyle_iw9_marina,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kyle_iw9_marina,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
187,body_mp_klaus_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_klaus_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
188,body_mp_kyle_iw9_convoy,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kyle_iw9_convoy,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
189,body_mp_kyle_iw9_intercept,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kyle_iw9_intercept,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
190,body_mp_gus_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_gus_iw9_4_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
191,body_mp_hutch_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_hutch_iw9_5_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
192,body_mp_hutch_iw9_2_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_hutch_iw9_2_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
193,body_mp_kleo_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kleo_iw9_3_1,f,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
194,body_mp_stiletto_iw9_3_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_stiletto_iw9_3_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
195,body_mp_koenig_iw9_5_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_mp_koenig_iw9_5_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
196,body_mp_zimo_iw9_1_5,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_zimo_iw9_1_5,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
197,body_mp_fender_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_fender_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
198,body_mp_aksel_iw9_4_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_aksel_iw9_4_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
200,body_mp_kyle_highrise,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_kyle_iw9_highrise,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
201,body_mp_price_highrise,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_price_iw9_highrise,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,411,,1,,0,0,full
202,body_mp_ronin_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ronin_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
203,body_mp_ranked_top_250_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_top_250_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
204,body_mp_ranked_platinum_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_platinum_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
205,body_mp_ranked_iridescent_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_iridescent_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
206,body_mp_ranked_gold_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_gold_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
207,body_mp_ranked_diamond_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_diamond_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
208,body_mp_ranked_crimson_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_crimson_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
209,body_mp_ranked_5_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_5_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
210,body_mp_ranked_50_skin_home_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_home_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_gus_iw9_1_1,mp_vm_arms_gus_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
211,body_mp_ranked_top_250_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_top_250_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
212,body_mp_ranked_platinum_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_platinum_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
213,body_mp_ranked_iridescent_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_iridescent_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
214,body_mp_ranked_gold_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_gold_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
215,body_mp_ranked_diamond_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_diamond_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
216,body_mp_ranked_crimson_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_crimson_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
217,body_mp_ranked_5_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_5_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
218,body_mp_ranked_50_skin_home_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_home_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_kleo_iw9_1_1,mp_vm_arms_kleo_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
219,body_mp_ranked_top_250_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_top_250_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
220,body_mp_ranked_platinum_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_platinum_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
221,body_mp_ranked_iridescent_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_iridescent_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
222,body_mp_ranked_gold_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_gold_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
223,body_mp_ranked_diamond_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_diamond_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
224,body_mp_ranked_crimson_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_crimson_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
225,body_mp_ranked_5_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_5_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
226,body_mp_ranked_50_skin_away_male_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_50_skin_away_male_iw9_1_1,m,vestlight,0,0,,0,body_mp_fender_iw9_1_1,mp_vm_arms_fender_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
227,body_mp_ranked_top_250_skin_away_female_iw9_1_1,CUSTOMIZE/BODY_WARFIGHTER_1_1,mp_vm_arms_ranked_top_250_skin_away_female_iw9_1_1,f,vestlight,0,0,,0,body_mp_calisto_iw9_1_1,mp_vm_arms_calisto_iw9_1_1,archetype_assault,icon_new_3,body_2,default,,,unlock,,412,,1,,0,0,full
