string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,int,string,string
165,head_mp_gus_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,665,,0,0,full
194,head_mp_gus_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,694,,0,0,full
20,head_mp_gus_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,618,,0,0,fallback
7,head_mp_gus_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,605,,0,0,full
26,head_mp_ghost_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,624,,0,0,minimal
13,head_mp_ghost_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,611,,0,0,full
153,head_mp_fender_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,653,,0,0,full
182,head_mp_fender_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,682,,0,0,full
391,head_mp_fender_iw9_4_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,890,,0,0,full
404,head_mp_fender_iw9_4_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,903,,0,0,full
67,head_mp_fender_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,664,,0,0,full
56,head_mp_fender_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,653,,0,0,full
10,head_mp_fender_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,614,,0,1,fallback
1,head_mp_fender_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,592,,0,0,full
25,head_mp_farah_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,623,,0,0,minimal
12,head_mp_farah_iw9_1_1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_calisto_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,610,,0,0,full
0,head_mp_default,CUSTOMIZE_NO_HEAD,m,0,0,0,,1,head_mp_default,,icon_new_3,head_none,,,,,,0,,0,0,fallback
150,head_mp_conor_iw9_5_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,650,,0,0,full
179,head_mp_conor_iw9_5_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,679,,0,0,full
159,head_mp_conor_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,659,,0,0,full
188,head_mp_conor_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,688,,0,0,full
66,head_mp_conor_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,663,,0,0,full
55,head_mp_conor_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,652,,0,0,full
64,head_mp_conor_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,661,,0,0,minimal
53,head_mp_conor_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,650,,0,0,full
343,head_mp_chili_iw9_3_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,843,,0,0,full
335,head_mp_chili_iw9_3_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,835,,0,0,full
172,head_mp_chili_iw9_2_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,672,,0,0,full
201,head_mp_chili_iw9_2_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,701,,0,0,full
72,head_mp_chili_iw9_1_1_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,669,,0,0,minimal
4,head_mp_chili_iw9_1_1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_gus_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,595,,0,0,full
259,head_mp_cdl_male_iw9_unbranded_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,759,,0,0,full
207,head_mp_cdl_male_iw9_unbranded_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,707,,0,0,full
272,head_mp_cdl_male_iw9_unbranded_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,772,,0,0,full
220,head_mp_cdl_male_iw9_unbranded_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,720,,0,0,full
260,head_mp_cdl_male_iw9_ultra_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,760,,0,0,full
208,head_mp_cdl_male_iw9_ultra_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,708,,0,0,full
273,head_mp_cdl_male_iw9_ultra_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,773,,0,0,full
221,head_mp_cdl_male_iw9_ultra_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,721,,0,0,full
261,head_mp_cdl_male_iw9_thieves_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,761,,0,0,full
209,head_mp_cdl_male_iw9_thieves_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,709,,0,0,full
274,head_mp_cdl_male_iw9_thieves_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,774,,0,0,full
222,head_mp_cdl_male_iw9_thieves_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,722,,0,0,full
262,head_mp_cdl_male_iw9_surge_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,762,,0,0,full
210,head_mp_cdl_male_iw9_surge_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,710,,0,0,full
275,head_mp_cdl_male_iw9_surge_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,775,,0,0,full
223,head_mp_cdl_male_iw9_surge_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,723,,0,0,full
263,head_mp_cdl_male_iw9_subliners_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,763,,0,0,full
211,head_mp_cdl_male_iw9_subliners_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,711,,0,0,full
276,head_mp_cdl_male_iw9_subliners_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,776,,0,0,full
224,head_mp_cdl_male_iw9_subliners_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,724,,0,0,full
264,head_mp_cdl_male_iw9_royal_ravens_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,764,,0,0,full
212,head_mp_cdl_male_iw9_royal_ravens_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,712,,0,0,full
277,head_mp_cdl_male_iw9_royal_ravens_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,777,,0,0,full
225,head_mp_cdl_male_iw9_royal_ravens_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,725,,0,0,full
265,head_mp_cdl_male_iw9_rokkr_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,765,,0,0,full
213,head_mp_cdl_male_iw9_rokkr_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,713,,0,0,full
278,head_mp_cdl_male_iw9_rokkr_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,778,,0,0,full
226,head_mp_cdl_male_iw9_rokkr_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,726,,0,0,full
266,head_mp_cdl_male_iw9_optic_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,766,,0,0,full
214,head_mp_cdl_male_iw9_optic_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,714,,0,0,full
279,head_mp_cdl_male_iw9_optic_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,779,,0,0,full
227,head_mp_cdl_male_iw9_optic_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,727,,0,0,full
267,head_mp_cdl_male_iw9_mutineers_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,767,,0,0,full
215,head_mp_cdl_male_iw9_mutineers_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,715,,0,0,full
280,head_mp_cdl_male_iw9_mutineers_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,780,,0,0,full
228,head_mp_cdl_male_iw9_mutineers_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,728,,0,0,full
268,head_mp_cdl_male_iw9_legion_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,768,,0,0,full
216,head_mp_cdl_male_iw9_legion_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,716,,0,0,full
281,head_mp_cdl_male_iw9_legion_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,781,,0,0,full
229,head_mp_cdl_male_iw9_legion_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,729,,0,0,full
269,head_mp_cdl_male_iw9_guerrillas_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,769,,0,0,full
217,head_mp_cdl_male_iw9_guerrillas_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,717,,0,0,full
282,head_mp_cdl_male_iw9_guerrillas_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,782,,0,0,full
230,head_mp_cdl_male_iw9_guerrillas_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,730,,0,0,full
270,head_mp_cdl_male_iw9_faze_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,770,,0,0,full
218,head_mp_cdl_male_iw9_faze_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,718,,0,0,full
283,head_mp_cdl_male_iw9_faze_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,783,,0,0,full
231,head_mp_cdl_male_iw9_faze_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,731,,0,0,full
271,head_mp_cdl_male_iw9_breach_home_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,771,,0,0,full
219,head_mp_cdl_male_iw9_breach_home,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,719,,0,0,full
284,head_mp_cdl_male_iw9_breach_away_lod1,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,784,,0,0,full
232,head_mp_cdl_male_iw9_breach_away,CUSTOMIZE/HEAD_A,m,0,0,0,,0,head_mp_fender_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,732,,0,0,full
285,head_mp_cdl_female_iw9_unbranded_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,785,,0,0,full
233,head_mp_cdl_female_iw9_unbranded_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,733,,0,0,full
298,head_mp_cdl_female_iw9_unbranded_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,798,,0,0,full
246,head_mp_cdl_female_iw9_unbranded_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,746,,0,0,full
286,head_mp_cdl_female_iw9_ultra_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,786,,0,0,full
234,head_mp_cdl_female_iw9_ultra_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,734,,0,0,full
299,head_mp_cdl_female_iw9_ultra_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,799,,0,0,full
247,head_mp_cdl_female_iw9_ultra_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,747,,0,0,full
287,head_mp_cdl_female_iw9_thieves_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,787,,0,0,full
235,head_mp_cdl_female_iw9_thieves_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,735,,0,0,full
300,head_mp_cdl_female_iw9_thieves_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,800,,0,0,full
248,head_mp_cdl_female_iw9_thieves_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,748,,0,0,full
288,head_mp_cdl_female_iw9_surge_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,788,,0,0,full
236,head_mp_cdl_female_iw9_surge_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,736,,0,0,full
301,head_mp_cdl_female_iw9_surge_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,801,,0,0,full
249,head_mp_cdl_female_iw9_surge_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,749,,0,0,full
289,head_mp_cdl_female_iw9_subliners_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,789,,0,0,full
237,head_mp_cdl_female_iw9_subliners_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,737,,0,0,full
302,head_mp_cdl_female_iw9_subliners_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,802,,0,0,full
250,head_mp_cdl_female_iw9_subliners_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,750,,0,0,full
290,head_mp_cdl_female_iw9_royal_ravens_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,790,,0,0,full
238,head_mp_cdl_female_iw9_royal_ravens_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,738,,0,0,full
303,head_mp_cdl_female_iw9_royal_ravens_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,803,,0,0,full
251,head_mp_cdl_female_iw9_royal_ravens_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,751,,0,0,full
291,head_mp_cdl_female_iw9_rokkr_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,791,,0,0,full
239,head_mp_cdl_female_iw9_rokkr_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,739,,0,0,full
304,head_mp_cdl_female_iw9_rokkr_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,804,,0,0,full
252,head_mp_cdl_female_iw9_rokkr_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,752,,0,0,full
292,head_mp_cdl_female_iw9_optic_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,792,,0,0,full
240,head_mp_cdl_female_iw9_optic_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,740,,0,0,full
305,head_mp_cdl_female_iw9_optic_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,805,,0,0,full
253,head_mp_cdl_female_iw9_optic_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,753,,0,0,full
293,head_mp_cdl_female_iw9_mutineers_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,793,,0,0,full
241,head_mp_cdl_female_iw9_mutineers_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,741,,0,0,full
306,head_mp_cdl_female_iw9_mutineers_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,806,,0,0,full
254,head_mp_cdl_female_iw9_mutineers_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,754,,0,0,full
294,head_mp_cdl_female_iw9_legion_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,794,,0,0,full
242,head_mp_cdl_female_iw9_legion_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,742,,0,0,full
307,head_mp_cdl_female_iw9_legion_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,807,,0,0,full
255,head_mp_cdl_female_iw9_legion_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,755,,0,0,full
295,head_mp_cdl_female_iw9_guerrillas_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,795,,0,0,full
243,head_mp_cdl_female_iw9_guerrillas_home,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,743,,0,0,full
308,head_mp_cdl_female_iw9_guerrillas_away_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,808,,0,0,full
256,head_mp_cdl_female_iw9_guerrillas_away,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,756,,0,0,full
296,head_mp_cdl_female_iw9_faze_home_lod1,CUSTOMIZE/HEAD_A,f,0,0,0,,0,head_mp_kleo_iw9_1_1_lod1,archetype_assault,icon_new_3,head_2,default,,,unlock,,796,,0,0,full
