string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_dead_agent_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_specialist_bonus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_valuable_watch,,260,260,0,0,0,0,0,0,0,0,0,0,260,260,260,260,260,260,260,260,0,260,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,1,0,0,0
item,brloot_valuable_folder_classified,,260,260,0,0,0,0,0,0,0,0,0,0,260,260,260,260,260,260,260,260,0,260,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,1,0,0,0
item,brloot_valuable_comicbook_firsted,,260,260,0,0,0,0,0,0,0,0,0,0,260,260,260,260,260,260,260,260,0,260,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,1,0,0,0
item,brloot_valuable_gpu,,100,100,0,375,0,0,0,0,375,375,0,0,100,100,100,100,100,100,100,100,0,100,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,375,375,375
item,brloot_valuable_harddrive,,100,100,0,385,0,0,0,0,385,385,0,0,100,100,100,100,100,100,100,100,0,100,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,385,385,385
item,brloot_valuable_laptop,,10,10,0,105,340,0,350,350,105,105,300,300,10,10,10,10,10,10,10,10,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,105,105,105
item,brloot_valuable_game_console,,10,10,0,105,340,0,350,350,105,105,300,300,10,10,10,10,10,10,10,10,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,105,105,105
item,brloot_valuable_wine_vintage,,0,0,0,25,210,0,175,175,25,25,200,200,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
item,brloot_valuable_goldbar,,0,0,0,5,100,0,100,100,4,4,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
item,brloot_valuable_gold_skull,,0,0,0,0,10,0,25,25,1,1,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_fortress,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_quarry_storage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_quarry_office,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_quarry_control,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_fortress_interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_multi_key_fortress,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_spectator_gulag,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,loot_key_gulag,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,dmz_intel_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,2_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,3_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rarity,4_perkpack,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
