string,string,string,string,string,string,string,string,string,string
klaus_western,iw9_fe_op_select_klaus_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_klaus_east_idle_01,iw9_fe_op_select_klaus_east_confirm_01,iw9_fe_op_select_klaus_east_confirm_idle_01,iw9_fe_op_select_klaus_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_sh_mbravo_mp+rec_mbravo+bartube_sh_heavy_p13+stockr_sh_p13_mbravo+guard_p13,
ronin_western,iw9_fe_op_select_ronin_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_ronin_west_idle_01,iw9_fe_op_select_ronin_west_confirm_01,iw9_fe_op_select_ronin_west_confirm_idle_01,iw9_fe_op_select_ronin_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+bar_ar_light_p01_mike4|5+grip_vertshort02|7+holo04|4+iw9_rec_mike4|12+mag_ar_p01|14+pgrip_ass_p01|7+selectsemi_mike4+stock_ar_tactical_p01_mike4|5+loot15 30/180,
ranked_male_western,iw9_fe_op_select_kyle_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_kyle_west_idle_01,iw9_fe_op_select_kyle_west_confirm_01,iw9_fe_op_select_kyle_west_confirm_idle_01,iw9_fe_op_select_kyle_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
ranked_female_western,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
ranked_male_eastern,iw9_fe_op_select_aksel_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_aksel_east_idle_01,iw9_fe_op_select_aksel_east_confirm_01,iw9_fe_op_select_aksel_east_confirm_idle_01,iw9_fe_op_select_aksel_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_schotel_mp+rec_schotel+bar_br_p05+stock_ar_p05_schotel+mag_br_p05+pgrip_p05+ammo_762n,
ranked_female_eastern,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
blackcell_eastern,iw9_fe_op_select_blackcell_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_blackcell_east_idle_01,iw9_fe_op_select_blackcell_east_confirm_01,iw9_fe_op_select_blackcell_east_confirm_idle_01,iw9_fe_op_select_blackcell_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+bp_tune16+ammo_556n|5+bar_ar_longhvy_p01_mike4|7+comp_ar_07|2+grip_angled05|7+iw9_rec_mike4|14+mag_ar_large_p01|2+pgrip_p01|15+reflex02_tall|11+selectsemi_mike4+stock_ar_p01_mike4|12+loot17,
infected_western,iw9_fe_op_select_klaus_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_klaus_east_idle_01,iw9_fe_op_select_klaus_east_confirm_01,iw9_fe_op_select_klaus_east_confirm_idle_01,iw9_fe_op_select_klaus_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_sh_mbravo_mp+rec_mbravo+bartube_sh_heavy_p13+stockr_sh_p13_mbravo+guard_p13,
shredder_eastern,iw9_fe_op_select_shredder_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_shredder_east_idle_01,iw9_fe_op_select_shredder_east_confirm_01,iw9_fe_op_select_shredder_east_confirm_idle_01,iw9_fe_op_select_shredder_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_acharlie300_mp+rec_acharlie300+bar_ar_lgtshort_p43+grip_angled14+laserbox_ads04+mag_ar_p43+pgrip_p43+reflex06_tall+stock_ar_lgt_tactical_p43+ammo_556n_p43+loot4,
alejandro_western,iw9_fe_op_select_alejandro_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_alejandro_west_idle_01,iw9_fe_op_select_alejandro_west_confirm_01,iw9_fe_op_select_alejandro_west_confirm_idle_01,iw9_fe_op_select_alejandro_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_sn_india_mp+rec_india+bar_sn_p53+guard_p53+mag_sn_p53+pgrip_p53+stock_sn_p53+bolt_p53+iw9_snprscope_india+ammo_408c,
valeria_eastern,iw9_fe_op_select_valeria_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_valeria_east_idle_01,iw9_fe_op_select_valeria_east_confirm_01,iw9_fe_op_select_valeria_east_confirm_idle_01,iw9_fe_op_select_valeria_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sh_vecho_mp+rec_vecho+bar_sh_p04+bolt_p04+mag_sh_p04+pgrip_p04_vecho+stock_sh_light_p04_vecho+ammo_12g,
damascus_western,iw9_fe_op_select_alejandro_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_alejandro_west_idle_01,iw9_fe_op_select_alejandro_west_confirm_01,iw9_fe_op_select_alejandro_west_confirm_idle_01,iw9_fe_op_select_alejandro_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_sn_india_mp+rec_india+bar_sn_p53+guard_p53+mag_sn_p53+pgrip_p53+stock_sn_p53+bolt_p53+iw9_snprscope_india+ammo_408c,
alex_western,iw9_fe_op_select_alex_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_alex_west_idle_01,iw9_fe_op_select_alex_west_confirm_01,iw9_fe_op_select_alex_west_confirm_idle_01,iw9_fe_op_select_alex_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
kd_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
tim_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
nickmercs_eastern,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
nikto_eastern,iw9_fe_op_select_nikto_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_nikto_east_idle_01,iw9_fe_op_select_nikto_east_confirm_01,iw9_fe_op_select_nikto_east_confirm_idle_01,iw9_fe_op_select_nikto_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike16_mp+bp_tune12+ammo_556n+bar_ar_short_p01_mike16|6+comp_ar_04|3+grip_angled04|11+mag_ar_p01|28+pgrip_p01|29+rec_mike16|11+reflex08_tall|17+selectsemi_mike16+stock_dm_p01_mike16|2+loot13,
neotokyo_eastern,iw9_fe_op_select_anime_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_anime_east_idle_01,iw9_fe_op_select_anime_east_confirm_01,iw9_fe_op_select_anime_east_confirm_idle_01,iw9_fe_op_select_anime_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_acharlie300_mp+bp_tune4+ammo_blk_p43|4+ammo_blk_tuning_p43+bar_ar_heavy_p43|3+comp_ar_01|1+holo04|11+mag_ar_heavy_p43|2+pgrip_p43|3+rec_acharlie300|5+stock_ar_p43|2+ub_glmini01|4+ub_main_tuning+loot5,
heather_eastern,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
freedom_western,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
io_western,iw9_fe_op_select_blackcell_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_blackcell_west_idle_01,iw9_fe_op_select_blackcell_west_confirm_01,iw9_fe_op_select_blackcell_west_confirm_idle_01,iw9_fe_op_select_blackcell_west_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sm_aviktor_mp+bp_tune24+ammo_9p_op|8+bar_sm_p04|17+flash_sm_01|2+grip_angled02|20+ironsdefault_aviktor+iw9_selectsemi+mag_sm_p04|23+pgrip_tac_p04|40+rec_aviktor|25+stock_sh_light_p04_aviktor|5+loot25,
homelander_eastern,iw9_fe_op_select_hl_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_hl_east_idle_01,iw9_fe_op_select_hl_east_confirm_01,iw9_fe_op_select_hl_east_confirm_idle_01,iw9_fe_op_select_hl_east_confirm_idle_out_01,iw9_fe_op_male_hl_bundle_idle_01,,
blacknoir_eastern,iw9_fe_op_select_noir_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_noir_idle_01,iw9_fe_op_select_noir_confirm_01,iw9_fe_op_select_noir_confirm_idle_01,iw9_fe_op_select_noir_confirm_idle_out_01,iw9_fe_op_male_bn_bundle_idle_01,iw9_me_sword01_mp+iw9_me_sword01|4,att_wm_p47_me_sword03_frontend
starlight_western,iw9_fe_op_select_sl_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_sl_west_idle_01,iw9_fe_op_select_sl_west_confirm_01,iw9_fe_op_select_sl_west_confirm_idle_01,iw9_fe_op_select_sl_west_confirm_idle_OUT_01,iw9_fe_op_female_sl_bundle_idle_01,,
snoop_western,iw9_fe_op_select_snoop_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_snoop_west_idle_01,iw9_fe_op_select_snoop_west_confirm_01,iw9_fe_op_select_snoop_west_confirm_idle_01,iw9_fe_op_select_snoop_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+bp_tune25+ammo_556n|28+bar_ar_p05|9+grip_angled02|25+iw9_rec_scharlie|28+iw9_selectsemi+mag_ar_large_p05|6+pgrip_ass_p05|17+reflex02_tall|31+silencer06_ar|3+stock_ar_p05_scharlie|26+loot26 40/200,
zoltan_eastern,iw9_fe_op_select_zoltan_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_zoltan_idle_01,iw9_fe_op_select_zoltan_confirm_01,iw9_fe_op_select_zoltan_confirm_idle_01,iw9_fe_op_select_zoltan_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+iw9_rec_scharlie+bar_ar_p05+stock_ar_p05_scharlie+mag_ar_p05+pgrip_ar_p08+ammo_556n,
tetiana_eastern,iw9_fe_op_select_tetiana_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_tetiana_east_idle_01,iw9_fe_op_select_tetiana_east_confirm_01,iw9_fe_op_select_tetiana_east_confirm_idle_01,iw9_fe_op_select_tetiana_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sm_victor_mp+bp_tune16+ammo_45acp+barsil_sm_long_p10|2+grip_angled09|35+iw9_minireddot02_tall|9+iw9_rec_victor|18+iw9_selectsemi+lasercyl_ads02|21+mag_p10|9+pgrip_p10+stock_sm_lgttactical_p10|6+loot17 30/180,
nicki_eastern,iw9_fe_op_select_nm_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_nm_east_idle_01,iw9_fe_op_select_nm_east_confirm_01,iw9_fe_op_select_nm_east_confirm_idle_01,iw9_fe_op_select_nm_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_br_ngsierra_mp+bp_tune9+ammo_277f|4+bar_br_heavy_p42|3+comb_p42|6+grip_vert03|15+iw9_minireddot01_tall|36+mag_br_large_p42|3+pgrip_p42|5+rec_ngsierra|9+selectsemi_ngsierra+silencer03_br|10+stock_br_p42|8+loot10,
arthur_western,iw9_fe_op_select_arthur_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_arthur_west_idle_01,iw9_fe_op_select_arthur_west_confirm_01,iw9_fe_op_select_arthur_west_confirm_idle_01,iw9_fe_op_select_arthur_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_scharlie_mp+bp_tune29+ammo_556n_hv|14+bar_ar_long_p05|16+grip_angled09|39+iw9_ironsdefault_scharlie+iw9_rec_scharlie|32+iw9_selectsemi+laserir_box+mag_ar_p05|23+pgrip_tac_p05|21+stock_sm_p05_scharlie|11+loot30 30/180,
velikan_eastern,iw9_fe_op_select_velikan_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_velikan_east_idle_01,iw9_fe_op_select_velikan_east_confirm_01,iw9_fe_op_select_velikan_east_confirm_idle_01,iw9_fe_op_select_velikan_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_sh_mviktor_mp+bp_tune11+ammo_12g+bar_sh_hvyshort_p13|4+guard_light_p13|3+ironsdefault_mviktor+lasercyl_ads05|18+mag_sh_small_p13|4+rec_mviktor|10+stock_sh_light_p13_mviktor|3+loot12 5/40,
graves_eastern,iw9_fe_op_select_graves_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_graves_east_idle_01,iw9_fe_op_select_graves_east_confirm_01,iw9_fe_op_select_graves_east_confirm_idle_01,iw9_fe_op_select_graves_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_fecho_mp+ammo_556n+bar_ar_p06+comb_p06+ironsdefault_fecho+iw9_selectsemi+mag_ar_p06+pgrip_p06+rail_ar_large_p06+rec_fecho+stock_ar_heavy_p06 25/50,
jup_mp_delta,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
savage_eastern,iw9_fe_op_select_tws_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_tws_east_idle_01,iw9_fe_op_select_tws_east_confirm_01,iw9_fe_op_select_tws_east_confirm_idle_01,iw9_fe_op_select_tws_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_sm_mpapax_mp+bp_tune19+ammo_9p|19+bar_sm_p08|7+grip_angled14|28+iw9_minireddot01_tall|46+iw9_selectsemi+lasercyl_ads04|73+mag_sm_p08|9+pgrip_sm_tac_p08|16+rec_mpapax|20+silencer01_sm|6+stock_sm_light_p08|15+loot20 30/150,
lara_western,iw9_fe_op_select_lc_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_lc_west_idle_01,iw9_fe_op_select_lc_west_confirm_01,iw9_fe_op_select_lc_west_confirm_idle_01,iw9_fe_op_select_lc_west_confirm_idle_OUT_01,iw9_fe_op_female_sl_bundle_idle_01,iw9_pi_mike2011_mp+bp_tune1+akimbo_mike2011|1+ammo_9p|18+bar_pi_heavy_p55|1+comp_pi_02|7+ironsdefault_mike2011+mag_pi_large_p55|1+pgrip_p55|1+rec_mike2011|1+trigger_light_p55|1+loot2 20/160,prop_mike2011_v1
mace_eastern,iw9_fe_op_select_mace_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_mace_east_idle_01,iw9_fe_op_select_mace_east_confirm_01,iw9_fe_op_select_mace_east_confirm_idle_01,iw9_fe_op_select_mace_east_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_sh_tsierra12_mp+bp_tune5+ammo_12g|12+bar_sh_p44|1+choke_sh03|10+ironsdefault_tsierra12+lasercyl_ads03|15+magheligrip_sh_p44|2+pgrip_sh_p44|4+rec_tsierra12|6+stock_sh_light_p44|5+trig_sh_light_p44|1+loot6 15/75,
jup_mp_charlie,iw9_fe_op_select_generic_male_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_east_idle_01,iw9_fe_op_select_generic_male_east_confirm_01,iw9_fe_op_select_generic_male_east_confirm_idle_01,iw9_fe_op_select_generic_male_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,jup_cp01_sh_aromeo410_mp+jup_aromeo410_rec+jup_cp01_sh_aromeo410_bar+jup_cp01_sh_aromeo410_stock+jup_cp01_sh_aromeo410_mag_16_410g+jup_ammo_410g,
skeletor_eastern,iw9_fe_op_select_skeletor_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_skeletor_east_idle_01,iw9_fe_op_select_skeletor_east_confirm_01,iw9_fe_op_select_skeletor_east_confirm_idle_01,iw9_fe_op_select_skeletor_east_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,iw9_me_fists_mp,execution_p99_me_skeletor_staff_v0
dune_eastern,iw9_fe_op_select_dune_east_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_dune_east_idle_01,iw9_fe_op_select_dune_east_confirm_01,iw9_fe_op_select_dune_east_confirm_idle_01,iw9_fe_op_select_dune_east_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,iw9_me_sword01_mp+bp_tune10+iw9_me_sword01|11+loot11 1/1,att_wm_p47_me_sword04_frontend
hellsing_western,iw9_fe_op_select_alucard_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_alucard_west_idle_01,iw9_fe_op_select_alucard_west_confirm_01,iw9_fe_op_select_alucard_west_confirm_idle_01,iw9_fe_op_select_alucard_west_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,iw9_pi_decho_mp+bp_tune22+ammo_50p_fr|1+bar_pi_hvylong_p25|6+flash_decho_01|1+ironsdefault_decho+mag_pi_xlarge_p25|7+pgrip_tac_p25|12+rec_decho|25+stockno_pi_p25+trigger_p25|5+loot23 13/78,prop_dechoauto_v3
inarius_western,iw9_fe_op_select_inarius_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_inarius_west_idle_01,iw9_fe_op_select_inarius_west_confirm_01,iw9_fe_op_select_inarius_west_confirm_idle_01,iw9_fe_op_select_inarius_west_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,iw9_me_fists_mp,execution_p99_me_inarius_spear_v0
lilith_eastern,iw9_fe_op_select_lilith_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_lilith_east_idle_01,iw9_fe_op_select_lilith_east_confirm_01,iw9_fe_op_select_lilith_east_confirm_idle_01,iw9_fe_op_select_lilith_east_confirm_idle_OUT_01,iw9_fe_op_female_lilith_bundle_idle_01,,
spawn_western_2,iw9_fe_op_select_spawn_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_spawn_west_idle_01,iw9_fe_op_select_spawn_west_confirm_01,iw9_fe_op_select_spawn_west_confirm_idle_01,iw9_fe_op_select_spawn_west_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,,
spawn_western_2_alt,iw9_fe_op_select_spawn_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_spawn_west_idle_01,iw9_fe_op_select_spawn_west_confirm_01,iw9_fe_op_select_spawn_west_confirm_idle_01,iw9_fe_op_select_spawn_west_confirm_idle_OUT_01,iw9_fe_op_male_bn_bundle_idle_01,,
ash_western,iw9_fe_op_select_ash_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_ash_west_idle_01,iw9_fe_op_select_ash_west_confirm_01,iw9_fe_op_select_ash_west_confirm_idle_01,iw9_fe_op_select_ash_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_sh_charlie725_mp+bp_tune10+ammo_12g_db_charlie725|3+bar_sh_short_p14|4+charlie725_choke04|11+guard_heavy_p14|4+iw9_ironsdefault_charlie725+iw9_rec_charlie725|11+stockr_sh_tactical_p14|3+tube_2_12g_charlie725+loot11 2/30,
spawn_western,iw9_fe_op_select_al_simmons_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_al_simmons_west_idle_01,iw9_fe_op_select_al_simmons_west_confirm_01,iw9_fe_op_select_al_simmons_west_confirm_idle_01,iw9_fe_op_select_al_simmons_west_confirm_idle_OUT_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_ralpha_mp+bp_tune4+ammo_blk+bar_ar_p08_ralpha|7+comp_ar_01|13+grip_angled05|48+iw9_minireddot05_tall|19+mag_ar_heavy2_p08|3+pgrip_ar_tac_p08|16+rec_ralpha|5+selectsemi_ralpha+stock_ar_lgt_tactical_p08_ralpha|3+loot5 30/180,
cyborgvaleria_eastern,iw9_fe_op_select_valeria_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_valeria_east_idle_01,iw9_fe_op_select_valeria_east_confirm_01,iw9_fe_op_select_valeria_east_confirm_idle_01,iw9_fe_op_select_valeria_east_confirm_idle_OUT_01,iw9_fe_op_female_bundle_idle_01,iw9_sh_vecho_mp+rec_vecho+bar_sh_p04+bolt_p04+mag_sh_p04+pgrip_p04_vecho+stock_sh_light_p04_vecho+ammo_12g,
jup_mp_india,iw9_fe_op_select_hachi_west_intro_01,iw9_fe_op_select_generic_female_west_intro_01_xcam,iw9_fe_op_select_hachi_west_idle_01,iw9_fe_op_select_hachi_west_confirm_01,iw9_fe_op_select_hachi_west_confirm_idle_01,iw9_fe_op_select_hachi_west_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ammo_556n+pgrip_p01,
jup_mp_cdl_female_away,iw9_fe_op_select_roze_east_intro_01,iw9_fe_op_select_generic_female_east_intro_01_xcam,iw9_fe_op_select_roze_east_idle_01,iw9_fe_op_select_roze_east_confirm_01,iw9_fe_op_select_roze_east_confirm_idle_01,iw9_fe_op_select_roze_east_confirm_idle_out_01,iw9_fe_op_female_bundle_idle_01,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+guard_p19+lever_p19,
jup_mp_kilo,jup_fe_op_select_kilo_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_kilo_idle,jup_fe_op_select_kilo_confirm,jup_fe_op_select_kilo_confirm_idle,jup_fe_op_select_kilo_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp36_ar_anov94_mp+jup_anov94_rec+jup_jp36_ar_anov94_bar_lgtshort+jup_jp36_ar_anov94_stock_tac+jup_jp36_ar_anov94_mag_30_545,
jup_mp_cdl_male_home,iw9_fe_op_select_generic_male_west_intro_01,iw9_fe_op_select_generic_male_east_intro_01_xcam,iw9_fe_op_select_generic_male_west_idle_01,iw9_fe_op_select_generic_male_west_confirm_01,iw9_fe_op_select_generic_male_west_confirm_idle_01,iw9_fe_op_select_generic_male_west_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01+stock_ar_p01_mike4+mag_ar_p01+pgrip_p01+ammo_556n,
jup_mp_romeo,jup_fe_op_select_romeo_intro,iw9_fe_op_select_generic_male_west_intro_01_xcam,jup_fe_op_select_romeo_idle,jup_fe_op_select_romeo_confirm,jup_fe_op_select_romeo_confirm_idle,jup_fe_op_select_romeo_confirm_idle_out,iw9_fe_op_male_bundle_idle_01,jup_jp16_sh_recho870_mp+jup_recho870_rec+jup_jp16_sh_recho870_bartube+jup_jp16_sh_recho870_stock+jup_jp16_sh_recho870_tube_6_12g+jup_jp16_sh_recho870_guard,
jup_mp_oscar,iw9_fe_op_select_zero_east_intro_01,iw9_fe_op_select_generic_male_west_intro_01_xcam,iw9_fe_op_select_zero_east_idle_01,iw9_fe_op_select_zero_east_confirm_01,iw9_fe_op_select_zero_east_confirm_idle_01,iw9_fe_op_select_zero_east_confirm_idle_out_01,iw9_fe_op_male_bundle_idle_01,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02_kilo21+stock_lm_p02_kilo21+belt_lm_p02+pgrip_lm_ass_p02+grip_vertshort01+ammo_762n,
