string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_balloon_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_density_dive,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_mutation_give_jump,,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
rarity,0_weapon,,545,0,365,0,0,0,390,390,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,1_weapon,,275,0,270,0,225,200,350,350,0,0,0,0,0,0,0,0,220,55,30,55,55,30,0,475,475,475,475,475,475,475,475,475,475,475,475,475,475,30,0,0,0,275,475,350,220,,,,,,,,,,,,,,,,,,,,
rarity,2_weapon,,180,625,230,0,175,175,260,260,0,625,0,0,0,625,0,0,200,45,25,0,45,40,0,275,275,275,275,275,275,275,275,275,275,275,275,275,275,40,0,625,0,180,275,250,200,,,,,,,,,,,,,,,,,,,,
rarity,3_weapon,,0,250,70,0,150,150,0,0,0,250,650,0,0,250,0,0,150,0,0,20,20,20,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,10,100,250,0,0,150,100,150,,,,,,,,,,,,,,,,,,,,
rarity,4_weapon,,0,125,40,850,100,125,0,0,0,125,300,0,0,125,0,0,80,0,0,10,10,10,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,100,125,0,0,50,150,80,,,,,,,,,,,,,,,,,,,,
rarity,weapon&ultra,,0,0,0,150,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_armor_plate,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_1,,875,875,875,0,0,0,875,875,875,875,0,0,0,0,0,0,0,0,5,5,5,8,0,768,768,768,768,768,768,768,768,768,768,768,768,768,800,0,0,875,375,875,875,400,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_2,,100,100,100,600,600,0,100,100,100,100,0,0,0,0,600,600,600,20,20,20,20,20,0,157,157,157,157,157,157,157,157,157,157,157,157,157,175,20,20,100,420,100,100,75,600,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_uncommon_3,,25,25,25,300,300,500,25,25,25,25,0,0,0,0,300,300,300,12,12,12,12,12,0,49,49,49,49,49,49,49,49,49,49,49,49,49,25,12,12,25,150,25,25,0,300,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_rare_1,,0,0,0,75,75,200,0,0,0,0,550,0,0,0,75,75,75,8,8,8,8,8,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,8,8,0,50,0,0,0,75,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_rare_2,,0,0,0,25,25,150,0,0,0,0,450,0,0,0,25,25,25,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,5,0,5,0,0,0,25,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_assaultdrone,,0,125,125,125,100,100,0,0,0,125,125,0,0,125,0,1,125,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0,0,125,0,0,0,0,125,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_uav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_uav_bigmap,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,0,100,15,15,15,15,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,15,0,100,0,0,0,250,100,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_clusterstrike,,0,125,125,125,115,115,0,0,0,125,125,0,0,125,1,0,125,25,25,25,25,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,25,0,125,0,0,0,50,125,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_precision_airstrike,,0,115,115,115,110,110,0,0,0,115,115,0,0,115,0,1,115,25,25,25,25,25,0,115,115,115,115,115,115,115,115,115,115,115,115,115,115,25,0,115,0,0,0,50,115,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_cluster_spike,,0,110,110,110,100,100,0,0,0,110,110,0,0,110,1,0,110,0,0,0,0,0,0,110,110,110,110,110,110,110,110,110,110,110,110,110,110,0,100,110,0,0,0,50,110,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_scramblerdrone,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,1,100,0,20,20,20,15,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,200,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_supply_sweep,,0,100,100,100,125,125,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,0,0,50,100,,,,,,,,,,,,,,,,,,,,
item,brloot_munition_jup_switchblade_drone,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,1,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,0,0,50,100,,,,,,,,,,,,,,,,,,,,
item,brloot_munition_jup_lrad,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,1,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,0,0,50,100,,,,,,,,,,,,,,,,,,,,
item,brloot_munition_jup_missile_turret,,0,100,100,100,100,100,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,0,0,0,50,100,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_emp,,0,125,125,125,115,115,0,0,0,125,125,0,0,125,1,0,125,25,25,25,25,25,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125,25,0,125,0,0,0,50,125,,,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_juggernaut_mutant,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
item,brloot_assassination_laptop,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,300,300,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_master_assassination_laptop,,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,0,150,0,0,0,0,0,,,,,,150,150,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_vip_laptop,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,200,200,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_intel_laptop,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,0,0,0,250,250,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_safecracker_laptop,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,100,100,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_scavenger_laptop,,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,0,0,0,500,500,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_stronghold_infil_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_elite_arrow_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_elite_chopper_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_elite_geiger_laptop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_spy_drones_laptop,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
item,brloot_plate_carrier_3_medic,,318,318,318,318,318,318,318,318,0,318,318,1,1,0,0,318,318,318,318,318,318,318,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,318,0,318,318,318,318,380,318,,,,,,,,,,,,,,,,,,,,
item,brloot_plate_carrier_3_comms,,248,248,248,248,248,248,248,248,0,248,248,0,0,0,0,248,248,248,248,248,248,248,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,248,0,248,248,248,248,310,248,,,,,,,,,,,,,,,,,,,,
item,brloot_plate_carrier_3_stealth,,93,93,93,93,93,93,93,93,0,93,93,0,0,0,0,93,93,93,93,93,93,93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93,0,93,93,93,93,155,93,,,,,,,,,,,,,,,,,,,,
item,brloot_plate_carrier_tempered,,93,93,93,93,93,93,93,93,0,93,93,0,0,0,0,93,93,93,93,93,93,93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93,0,93,93,93,93,155,93,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_airman_jup,,93,93,0,93,93,0,0,0,0,93,93,93,93,93,0,0,93,93,93,93,93,93,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,0,93,0,93,93,93,93,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_backer_jup,,93,93,0,93,93,0,0,0,0,93,93,93,93,93,0,0,93,93,93,93,93,93,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,93,0,93,0,93,93,93,93,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_commander_jup,,25,25,0,25,25,0,0,0,0,25,25,25,25,25,0,0,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,0,25,25,25,25,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_corporal_jup,,130,130,0,130,130,0,0,0,0,130,130,130,130,130,0,0,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,0,130,130,130,130,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_deputy_jup,,50,50,0,50,50,0,0,0,0,50,50,50,50,50,0,0,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,50,50,50,50,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_driller_jup,,130,130,0,130,130,0,0,0,0,130,130,130,130,130,0,0,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,0,130,130,130,130,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_huntsman_jup,,25,25,0,25,25,0,0,0,0,25,25,25,25,25,0,0,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,0,25,25,25,25,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_legionnaire_jup,,130,130,0,130,130,0,0,0,0,130,130,130,130,130,0,0,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,0,130,130,130,130,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_marauder_jup,,94,94,0,94,94,0,0,0,0,94,94,94,94,94,0,0,94,94,94,94,94,94,0,94,94,94,94,94,94,94,94,94,94,94,94,94,0,94,0,94,0,94,94,94,94,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_resistor_jup,,50,50,0,50,50,0,0,0,0,50,50,50,50,50,0,0,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,50,50,50,50,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_stuntman_jup,,130,130,0,130,130,0,0,0,0,130,130,130,130,130,0,0,130,130,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,0,130,0,130,0,130,130,130,130,,,,,,,,,,,,,,,,,,,,
item,brloot_perkpack_technician_jup,,50,50,0,50,50,0,0,0,0,50,50,50,50,50,0,0,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,50,0,50,50,50,50,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_large,0,large|medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_medium,0,medium|small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointFlagFilter,loot_spawn_small,0,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item,brloot_access_card_bunker,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
