string,string,string,localized_a,string,string,string,string,string,string,localized_a,string,string,string,localized_a,string,string,string,string,string,string,int
83,execution_078,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_78,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_078,iw9_execution_pistol,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
84,execution_079,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_79,0,200,0,1,ui_execution_079,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_079,iw9_execution_bong,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_079,,,WZ2,IW9,0
85,execution_080,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_80,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_080,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
86,execution_081,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_81,0,200,0,1,ui_execution_081,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_081,iw9_execution_grenade,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_081,,,WZ2,IW9,0
87,execution_082,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_82,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_082,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
88,execution_083,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_83,0,200,0,1,ui_execution_083,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_083,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_083,,,WZ2,IW9,0
89,execution_084,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_84,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_084,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
90,execution_085,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_85,0,200,0,1,ui_execution_085,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_085,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_085,,,WZ2,IW9,0
91,execution_086,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_86,0,200,0,1,ui_execution_086,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_086,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_086,,,WZ2,IW9,0
92,execution_087,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_87,0,200,0,1,ui_execution_087,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_087,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_087,,,WZ2,IW9,0
93,execution_088,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_88,0,200,0,1,ui_execution_088,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_088,iw9_execution_crowbar,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_088,,,WZ2,IW9,0
94,execution_089,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_89,0,200,0,1,ui_execution_089,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_089,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_089,,,WZ2,IW9,0
95,execution_090,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_90,0,200,0,1,ui_execution_090,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_090,iw9_execution_pistol,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_090,,,WZ2,IW9,0
96,execution_091,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_91,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_091,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
97,execution_092,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_92,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_092,iw9_execution_crowbar,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
98,execution_093,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_93,0,200,0,1,ui_execution_093,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_093,iw9_execution_pistol,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_093,,,WZ2,IW9,0
99,execution_094,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_94,0,200,0,1,ui_execution_094,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_094,iw9_execution_pistol,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_094,,,WZ2,IW9,0
100,execution_095,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_95,0,200,0,1,ui_execution_095,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_095,iw9_execution_scythe,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_095,,,WZ2,IW9,0
101,execution_096,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_96,0,200,0,1,ui_execution_096,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_096,iw9_execution_staff,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_096,,,WZ2,IW9,0
102,execution_097,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_97,0,200,0,1,ui_execution_097,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_097,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_097,,,WZ2,IW9,0
103,execution_098,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_98,0,200,0,1,ui_execution_098,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_098,iw9_execution_jackol,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_098,,,WZ2,IW9,0
104,execution_099,universal_ref,a&EXECUTIONS/UNIVERSAL_VARIANT_99,0,200,0,1,ui_execution_099,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_099,iw9_execution_zombie,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,ui_execution_099,,,WZ2,IW9,0
105,execution_100,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_100,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_100,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
106,execution_animal_000,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_000,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
107,execution_animal_001,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_001,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
108,execution_animal_002,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_002,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
109,execution_animal_003,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_003,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
110,execution_animal_004,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_004,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
111,execution_animal_005,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_005,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
112,execution_animal_006,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_006,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
113,execution_animal_007,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_01,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_007,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,1,,WZ2,IW9,0
114,execution_baton_jailer_00,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_baton_jailer_multi_00,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
115,execution_baton_jailer_00_left,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_baton_jailer_multi_00_left,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
116,execution_baton_jailer_00_right,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_baton_jailer_multi_00_right,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
117,execution_baton_jailer_00_front,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_baton_jailer_multi_00_front,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
118,execution_100,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_100,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
119,execution_101,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_101,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
120,execution_102,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_102,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
121,execution_103,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_103,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
122,execution_104,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_104,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
123,execution_105,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_105,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
124,execution_106,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_106,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
125,execution_107,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_107,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
126,execution_108,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_108,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
127,execution_109,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_109,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
128,execution_110,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_110,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
129,execution_111,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_111,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
130,execution_112,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_112,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
131,execution_113,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_113,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
132,execution_114,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_114,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
133,execution_115,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_115,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
134,execution_116,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_116,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
135,execution_117,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_117,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
136,execution_118,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_118,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
137,execution_119,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_119,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
138,execution_120,debug_only,a&EXECUTIONS/UNIVERSAL_VARIANT_00,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_120,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
139,execution_345,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,6,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_345,none,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
141,execution_boss_swamp_monster_00,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_swamp_monster_00,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
142,execution_boss_swamp_monster_00_front,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_swamp_monster_00_front,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
143,execution_boss_butcher_00,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_butcher_00,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
144,execution_boss_butcher_00_front,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_butcher_00_front,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
145,execution_boss_mummy_00,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_mummy_00,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
146,execution_boss_mummy_00_front,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,1,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,execution_boss_mummy_00_front,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
147,jup_mp_execution_knife_01,debug_only,a&EXECUTIONS/LYNCH_DEFAULT,0,200,0,6,icon_execution_base,1,a&EXECUTIONS/LYNCH_DEFAULT_DESC,mp_streak_tutorial_uav,jup_mp_execution_knife_01,iw9_execution_knife,a&EXECUTIONS/EXECUTION,icon_execution_base,-1,icon_execution_base,,,WZ2,IW9,0
