int,string,int
9754,compound_iw9_br_la_or_any_operator_kills,0
9755,compound_iw9_br_veh_or_any_operator_kills,0
9756,compound_iw9_br_ai_or_any_operator_kills,0
9974,iw9_ch_extract_weapons_case_extract_base,0
9975,iw9_ch_extract_weapons_case_extract_repeat,0
10441,iw9_ch_extract_weapons_case_extract_biolabs_base,0
10442,iw9_ch_extract_weapons_case_extract_biolabs_repeat,0
11998,iw9_ch_daily_pmc_legion_kill_operators,0
12165,iw9_ch_daily_pmc_legion_extract_food,0
12168,iw9_ch_daily_pmc_legion_open_containers,0
12169,iw9_ch_daily_pmc_mous_open_containers,0
12172,iw9_ch_daily_pmc_lotus_gas_masks,0
12171,iw9_ch_daily_pmc_crown_gas_masks,0
12219,iw9_ch_daily_pmc_legion_plate_carriers,0
12310,iw9_ch_daily_pmc_legion_sam_site,0
12312,iw9_ch_daily_pmc_mous_sam_site,0
12313,iw9_ch_daily_pmc_lotus_revive_teammates,0
12314,iw9_ch_daily_pmc_mous_revive_teammates,0
12315,iw9_ch_daily_pmc_crown_revive_teammates,0
12222,iw9_ch_daily_pmc_legion_dead_drop,0
12223,iw9_ch_daily_pmc_mous_dead_drop,0
12224,iw9_ch_daily_pmc_crown_dead_drop,0
12220,iw9_ch_daily_pmc_lotus_plate_carriers,0
12221,iw9_ch_daily_pmc_crown_plate_carriers,0
12179,iw9_ch_daily_pmc_legion_backpacks,0
12180,iw9_ch_daily_pmc_mous_backpacks,0
12181,iw9_ch_daily_pmc_crown_backpacks,0
12170,iw9_ch_daily_pmc_crown_open_containers,0
12166,iw9_ch_daily_pmc_lotus_extract_food,0
12167,iw9_ch_daily_pmc_mous_extract_food,0
12264,iw9_ch_daily_pmc_lotus_extract_weapons,0
12270,iw9_ch_daily_pmc_lotus_extract_medicine,0
12271,iw9_ch_daily_pmc_legion_extract_medicine,0
12272,iw9_ch_daily_pmc_mous_extract_medicine,0
12266,iw9_ch_daily_pmc_mous_extract_weapons,0
12267,iw9_ch_daily_pmc_crown_extract_weapons,0
12088,iw9_ch_daily_pmc_legion_kill_armored,0
12089,iw9_ch_daily_pmc_lotus_kill_armored,0
12071,iw9_ch_daily_pmc_lotus_kill_operators,0
12077,iw9_ch_daily_pmc_legion_execute_operators,0
12078,iw9_ch_daily_pmc_crown_execute_operators,0
12072,iw9_ch_daily_pmc_crown_kill_operators,0
12073,iw9_ch_daily_pmc_crown_kill_agents,0
12079,iw9_ch_daily_pmc_crown_kill_agents_explosives,0
12080,iw9_ch_daily_pmc_mous_kill_agents_explosives,0
12086,iw9_ch_daily_pmc_legion_kill_agents_headshots,0
12087,iw9_ch_daily_pmc_mous_kill_agents_headshots,0
12075,iw9_ch_daily_pmc_mous_kill_agents,0
12076,iw9_ch_daily_pmc_lotus_kill_agents,0
12090,iw9_ch_daily_pmc_lotus_kill_bosses,0
12091,iw9_ch_daily_pmc_mous_kill_bosses,0
12152,iw9_ch_daily_pmc_legion_cash,0
12155,iw9_ch_daily_pmc_lotus_ammo,0
12157,iw9_ch_daily_pmc_crown_ammo,0
12153,iw9_ch_daily_pmc_mous_cash,0
12154,iw9_ch_daily_pmc_crown_cash,0
12093,iw9_ch_daily_pmc_lotus_dogtags,0
12094,iw9_ch_daily_pmc_mous_dogtags,0
12095,iw9_ch_daily_pmc_crown_dogtags,0
12092,iw9_ch_daily_pmc_crown_kill_bosses,0
12183,iw9_ch_daily_pmc_mous_sell_valuables,0
12300,iw9_ch_daily_pmc_legion_open_safe,0
12301,iw9_ch_daily_pmc_mous_open_safe,0
12303,iw9_ch_daily_pmc_legion_activate_uav_towers,0
12302,iw9_ch_daily_pmc_lotus_activate_uav_towers,0
12304,iw9_ch_daily_pmc_crown_activate_uav_towers,0
12373,iw9_ch_daily_pmc_lotus_complete_contracts,0
12374,iw9_ch_daily_pmc_crown_complete_contracts,0
12375,iw9_ch_daily_pmc_legion_extract_case,0
12376,iw9_ch_daily_pmc_mous_extract_case,0
12379,iw9_ch_daily_pmc_lotus_unlock_safehouses,0
12380,iw9_ch_daily_pmc_mous_unlock_safehouses,0
12381,iw9_ch_daily_pmc_crown_unlock_safehouses,0
12184,iw9_ch_daily_pmc_lotus_sell_valuables,0
12292,iw9_ch_daily_pmc_lotus_buy_items,0
12293,iw9_ch_daily_pmc_mous_buy_items,0
12294,iw9_ch_daily_pmc_crown_buy_items,0
12229,iw9_ch_event_camo_01_ar,0
12230,iw9_ch_event_camo_01_br,0
12231,iw9_ch_event_camo_01_dm,0
12232,iw9_ch_event_camo_01_la,0
12233,iw9_ch_event_camo_01_lm,0
12234,iw9_ch_event_camo_01_me,0
12235,iw9_ch_event_camo_01_pi,0
12236,iw9_ch_event_camo_01_sh,0
12237,iw9_ch_event_camo_01_sm,0
12238,iw9_ch_event_camo_01_sn,0
12190,iw9_ch_community_test_1,0
12273,ch_daily_p1_general_kills_sprinting_victim,0
12274,ch_daily_p1_general_kills_prone,0
12275,ch_daily_p1_general_kills_weapon_swap,0
12276,ch_daily_p1_general_kills_recent_reload,0
12277,ch_daily_p1_general_kills_victim_has_uav,0
12278,ch_daily_p1_general_kills_from_behind,0
12279,ch_daily_p1_general_kills_firstblood,0
12280,ch_daily_p1_general_kills_avenger,0
12283,ch_daily_p3_specialized_kills_last_bullet,0
12284,ch_daily_p3_fieldupgrade_call_uav,0
12286,ch_daily_p3_perk_kills_quick_fix,0
12287,ch_daily_p3_perk_kills_recent_reload_fast_hands,0
12288,ch_daily_p3_perk_kills_ghost,0
12290,ch_daily_p3_perk_kills_cold_blooded,0
13897,iw9_trophy_purchase_emblem_spade_sunset,0
13898,iw9_trophy_purchase_player_card_enhanced_vision,0
13899,iw9_trophy_purchase_bp_2xp_token,0
13900,iw9_trophy_purchase_bp_tier_skip,0
13901,iw9_trophy_purchase_veh_skin_mud_skirt,0
13902,iw9_trophy_purchase_loading_screen_valeria,0
13772,iw9_trophy_purchase_sticker_bleed_out,0
13903,iw9_trophy_purchase_loading_screen_alejandro,0
13773,iw9_trophy_purchase_charm_trophy_hunter,0
13904,iw9_trophy_purchase_gun_screen_track_kill,0
13905,iw9_trophy_purchase_weapon_blueprint,0
13906,iw9_trophy_purchase_player_card_trophy_hunt_master,0
13907,iw9_trophy_purchase_player_xp_token,0
13908,iw9_trophy_purchase_veh_skin_woodie,0
13909,iw9_trophy_purchase_emblem_viper_pistol,0
13910,iw9_trophy_purchase_loading_screen_betrayed,0
13911,iw9_trophy_purchase_bp_tier_skip_2,0
13912,iw9_trophy_purchase_weapon_blueprint_nightsting,0
13913,iw9_trophy_purchase_operator_skin_psyop,0
13914,iw9_trophy_purchase_operator_skin_arachnid,0
14840,iw9_ch_dmz_shopkeeper_rewards_1,0
14841,iw9_ch_dmz_shopkeeper_rewards_2,0
14842,iw9_ch_dmz_shopkeeper_rewards_3,0
14809,iw9_ch_event_camo_02_ar,0
14810,iw9_ch_event_camo_02_br,0
14811,iw9_ch_event_camo_02_dm,0
14812,iw9_ch_event_camo_02_la,0
14813,iw9_ch_event_camo_02_lm,0
14814,iw9_ch_event_camo_02_me,0
14815,iw9_ch_event_camo_02_pi,0
14816,iw9_ch_event_camo_02_sh,0
14817,iw9_ch_event_camo_02_sm,0
14818,iw9_ch_event_camo_02_sn,0
17016,iw9_s4_ch_fob_bounty_heli_boss_dummy_1,0
17017,iw9_s4_ch_fob_bounty_chemist_boss_dummy,0
17018,iw9_s4_ch_fob_bounty_wheelson_boss_dummy,0
17019,iw9_s4_ch_fob_bounty_sniper_boss_dummy,0
17020,iw9_s4_ch_fob_bounty_juggernaut_boss_dummy,0
17021,iw9_s4_ch_fob_bounty_pyro_boss_dummy,0
17022,iw9_s4_ch_fob_bounty_scavenger_boss_dummy,0
17023,iw9_s4_ch_fob_bounty_velikan_boss_dummy,0
17024,iw9_s4_ch_fob_bounty_bomb_maker_boss_dummy,0
17025,iw9_s4_ch_fob_daily_black_mous_dummy,0
17026,iw9_s4_ch_fob_daily_white_lotus_dummy,0
17027,iw9_s4_ch_fob_daily_crown_dummy,0
17028,iw9_s4_ch_fob_daily_phalanx_dummy,0
17029,iw9_s4_ch_fob_stash_wallet_dummy,0
17030,iw9_s4_ch_fob_stash_stash_dummy,0
17031,iw9_s4_ch_fob_stash_wallet_premium_dummy,0
17032,iw9_s4_ch_fob_stash_stash_premium_dummy,0
17033,iw9_s4_ch_fob_weapon_insured_slot_one_dummy,0
17034,iw9_s4_ch_fob_weapon_insured_slot_two_dummy,0
17035,iw9_s4_ch_fob_weapon_insured_slot_three_dummy,0
17036,iw9_s4_ch_fob_weapon_stash_dummy,0
17037,iw9_s4_ch_fob_weapon_stash_premium_dummy,0
17241,iw9_ch_event_camo_03_ar,0
17244,iw9_ch_event_camo_03_br,0
17245,iw9_ch_event_camo_03_dm,0
17246,iw9_ch_event_camo_03_la,0
17247,iw9_ch_event_camo_03_lm,0
17248,iw9_ch_event_camo_03_me,0
17249,iw9_ch_event_camo_03_pi,0
17250,iw9_ch_event_camo_03_sh,0
17251,iw9_ch_event_camo_03_sm,0
17252,iw9_ch_event_camo_03_sn,0
21091,iw9_s5_ch_weekly_pmc_deaddrop_computers_individual_shadow_company,0
21092,iw9_s5_ch_weekly_pmc_deaddrop_computers_individual_black_mous,0
21093,iw9_s5_ch_weekly_pmc_deaddrop_backpacks_individual,0
21094,iw9_s5_ch_weekly_pmc_deaddrop_backpacks_individual_white_lotus,0
21095,iw9_s5_ch_weekly_pmc_deaddrop_backpacks_individual_crown,0
21096,iw9_s5_ch_weekly_pmc_kill_poi_individual_shadow_company,0
21097,iw9_s5_ch_weekly_pmc_kill_poi_individual_white_lotus,0
21098,iw9_s5_ch_weekly_pmc_kill_poi_individual_phalanx,0
20748,iw9_s5_ch_pmc_daily_squad_assimilation_black_mous,0
20749,iw9_s5_ch_pmc_daily_squad_assimilation_white_lotus,0
20750,iw9_s5_ch_pmc_daily_squad_assimilation_phalanx,0
20751,iw9_s5_ch_pmc_daily_squad_assimilation_crown,0
20752,iw9_s5_ch_pmc_daily_squad_assimilation_shadow_company,0
20753,iw9_s5_ch_pmc_daily_clear_stronghold_black_mous,0
20754,iw9_s5_ch_pmc_daily_clear_stronghold_white_lotus,0
20755,iw9_s5_ch_pmc_daily_clear_stronghold_phalanx,0
20756,iw9_s5_ch_pmc_daily_clear_stronghold_crown,0
20757,iw9_s5_ch_pmc_daily_clear_stronghold_shadow_company,0
20758,iw9_s5_ch_pmc_daily_clear_stronghold_saba_black_mous,0
20759,iw9_s5_ch_pmc_daily_clear_stronghold_saba_white_lotus,0
20760,iw9_s5_ch_pmc_daily_clear_stronghold_saba_phalanx,0
20761,iw9_s5_ch_pmc_daily_clear_stronghold_saba_shadow_company,0
20762,iw9_s5_ch_pmc_daily_clear_stronghold_sealion_black_mous,0
20763,iw9_s5_ch_pmc_daily_clear_stronghold_sealion_white_lotus,0
20764,iw9_s5_ch_pmc_daily_clear_stronghold_sealion_phalanx,0
20765,iw9_s5_ch_pmc_daily_clear_stronghold_sealion_shadow_company,0
20766,iw9_s5_ch_pmc_daily_clear_stronghold_delta_black_mous,0
20767,iw9_s5_ch_pmc_daily_clear_stronghold_delta_white_lotus,0
20768,iw9_s5_ch_pmc_daily_clear_stronghold_delta_phalanx,0
20769,iw9_s5_ch_pmc_daily_clear_stronghold_delta_shadow_company,0
20770,iw9_s5_ch_pmc_daily_complete_contracts_black_mous,0
20771,iw9_s5_ch_pmc_daily_complete_contracts_white_lotus,0
20772,iw9_s5_ch_pmc_daily_complete_contracts_phalanx,0
20773,iw9_s5_ch_pmc_daily_complete_contracts_crown,0
20774,iw9_s5_ch_pmc_daily_complete_contracts_shadow_company,0
20775,iw9_s5_ch_pmc_daily_complete_contracts_saba_black_mous,0
20776,iw9_s5_ch_pmc_daily_complete_contracts_saba_white_lotus,0
20777,iw9_s5_ch_pmc_daily_complete_contracts_saba_phalanx,0
20778,iw9_s5_ch_pmc_daily_complete_contracts_saba_shadow_company,0
20779,iw9_s5_ch_pmc_daily_complete_contracts_sealion_black_mous,0
20780,iw9_s5_ch_pmc_daily_complete_contracts_sealion_white_lotus,0
20781,iw9_s5_ch_pmc_daily_complete_contracts_sealion_phalanx,0
20782,iw9_s5_ch_pmc_daily_complete_contracts_sealion_shadow_company,0
20783,iw9_s5_ch_pmc_daily_complete_contracts_delta_black_mous,0
20784,iw9_s5_ch_pmc_daily_complete_contracts_delta_white_lotus,0
20785,iw9_s5_ch_pmc_daily_complete_contracts_delta_phalanx,0
20786,iw9_s5_ch_pmc_daily_complete_contracts_delta_crown,0
20787,iw9_s5_ch_pmc_daily_complete_contracts_delta_shadow_company,0
20788,iw9_s5_ch_pmc_daily_dead_drop_backpacks_black_mous,0
20789,iw9_s5_ch_pmc_daily_dead_drop_backpacks_white_lotus,0
20790,iw9_s5_ch_pmc_daily_dead_drop_backpacks_crown,0
20791,iw9_s5_ch_pmc_daily_dead_drop_cash_phalanx,0
20792,iw9_s5_ch_pmc_daily_dead_drop_cash_crown,0
20793,iw9_s5_ch_pmc_daily_dead_drop_cash_shadow_company,0
20794,iw9_s5_ch_pmc_daily_dead_drop_cash_black_mous,0
20795,iw9_s5_ch_pmc_daily_dead_drop_killstreaks_phalanx,0
20796,iw9_s5_ch_pmc_daily_dead_drop_killstreaks_crown,0
20797,iw9_s5_ch_pmc_daily_dead_drop_killstreaks_shadow_company,0
20798,iw9_s5_ch_pmc_daily_dead_drop_plate_carriers_white_lotus,0
20799,iw9_s5_ch_pmc_daily_dead_drop_plate_carriers_phalanx,0
20800,iw9_s5_ch_pmc_daily_dead_drop_plate_carriers_crown,0
20801,iw9_s5_ch_pmc_daily_dead_drop_plate_carriers_shadow_company,0
20802,iw9_s5_ch_pmc_daily_dead_drop_weapons_black_mous,0
20803,iw9_s5_ch_pmc_daily_dead_drop_weapons_white_lotus,0
20804,iw9_s5_ch_pmc_daily_dead_drop_weapons_phalanx,0
20805,iw9_s5_ch_pmc_daily_dead_drop_weapons_crown,0
20806,iw9_s5_ch_pmc_daily_dead_drop_weapons_shadow_company,0
20807,iw9_s5_ch_pmc_daily_extract_bandages_white_lotus,0
20808,iw9_s5_ch_pmc_daily_extract_bandages_phalanx,0
20809,iw9_s5_ch_pmc_daily_extract_bandages_crown,0
20810,iw9_s5_ch_pmc_daily_extract_bandages_shadow_company,0
20811,iw9_s5_ch_pmc_daily_extract_documents_black_mous,0
20812,iw9_s5_ch_pmc_daily_extract_documents_white_lotus,0
20813,iw9_s5_ch_pmc_daily_extract_documents_shadow_company,0
20814,iw9_s5_ch_pmc_daily_extract_encrypted_hdd_black_mous,0
20815,iw9_s5_ch_pmc_daily_extract_encrypted_hdd_crown,0
20816,iw9_s5_ch_pmc_daily_extract_encrypted_hdd_shadow_company,0
20817,iw9_s5_ch_pmc_daily_extract_encrypted_thumb_drives_black_mous,0
20818,iw9_s5_ch_pmc_daily_extract_encrypted_thumb_drives_white_lotus,0
20819,iw9_s5_ch_pmc_daily_extract_encrypted_thumb_drives_crown,0
20820,iw9_s5_ch_pmc_daily_extract_encrypted_thumb_drives_shadow_company,0
20822,iw9_s5_ch_pmc_daily_extract_game_consoles_black_mous,0
20823,iw9_s5_ch_pmc_daily_extract_game_consoles_white_lotus,0
20824,iw9_s5_ch_pmc_daily_extract_hard_drives_black_mous,0
20825,iw9_s5_ch_pmc_daily_extract_hard_drives_white_lotus,0
20826,iw9_s5_ch_pmc_daily_extract_hard_drives_phalanx,0
20827,iw9_s5_ch_pmc_daily_extract_hard_drives_shadow_company,0
20828,iw9_s5_ch_pmc_daily_extract_sensitive_documents_black_mous,0
20829,iw9_s5_ch_pmc_daily_extract_sensitive_documents_white_lotus,0
20830,iw9_s5_ch_pmc_daily_extract_sensitive_documents_crown,0
20831,iw9_s5_ch_pmc_daily_extract_sensitive_documents_shadow_company,0
20832,iw9_s5_ch_pmc_daily_extract_vcrs_white_lotus,0
20833,iw9_s5_ch_pmc_daily_extract_vcrs_black_mous,0
20834,iw9_s5_ch_pmc_daily_extract_vcrs_phalanx,0
20835,iw9_s5_ch_pmc_daily_kill_enemies_black_mous,0
20836,iw9_s5_ch_pmc_daily_kill_enemies_white_lotus,0
20837,iw9_s5_ch_pmc_daily_kill_enemies_phalanx,0
20838,iw9_s5_ch_pmc_daily_kill_enemies_crown,0
20839,iw9_s5_ch_pmc_daily_kill_enemies_shadow_company,0
20840,iw9_s5_ch_pmc_daily_kill_enemies_saba_black_mous,0
20841,iw9_s5_ch_pmc_daily_kill_enemies_saba_white_lotus,0
20842,iw9_s5_ch_pmc_daily_kill_enemies_saba_shadow_company,0
20843,iw9_s5_ch_pmc_daily_kill_enemies_sealion_white_lotus,0
20844,iw9_s5_ch_pmc_daily_kill_enemies_sealion_shadow_company,0
20845,iw9_s5_ch_pmc_daily_kill_enemies_biobunker_black_mous,0
20846,iw9_s5_ch_pmc_daily_kill_enemies_biobunker_white_lotus,0
20847,iw9_s5_ch_pmc_daily_kill_enemies_biobunker_phalanx,0
20848,iw9_s5_ch_pmc_daily_kill_enemies_biobunker_shadow_company,0
20849,iw9_s5_ch_pmc_daily_kill_enemies_delta_black_mous,0
20850,iw9_s5_ch_pmc_daily_kill_enemies_delta_phalanx,0
20851,iw9_s5_ch_pmc_daily_kill_enemies_delta_shadow_company,0
20852,iw9_s5_ch_pmc_daily_kill_enemies_headshots_black_mous,0
20853,iw9_s5_ch_pmc_daily_kill_enemies_headshots_white_lotus,0
20854,iw9_s5_ch_pmc_daily_kill_enemies_headshots_phalanx,0
20855,iw9_s5_ch_pmc_daily_kill_enemies_headshots_crown,0
20856,iw9_s5_ch_pmc_daily_kill_enemies_headshots_shadow_company,0
20857,iw9_s5_ch_pmc_daily_kill_enemies_pistols_white_lotus,0
20858,iw9_s5_ch_pmc_daily_kill_enemies_pistols_phalanx,0
20859,iw9_s5_ch_pmc_daily_kill_enemies_pistols_crown,0
20860,iw9_s5_ch_pmc_daily_kill_enemies_shotguns_white_lotus,0
20861,iw9_s5_ch_pmc_daily_kill_enemies_shotguns_phalanx,0
20862,iw9_s5_ch_pmc_daily_kill_enemies_shotguns_crown,0
20863,iw9_s5_ch_pmc_daily_kill_enemies_shotguns_shadow_company,0
20864,iw9_s5_ch_pmc_daily_kill_enemies_sniper_black_mous,0
20865,iw9_s5_ch_pmc_daily_kill_enemies_sniper_phalanx,0
20866,iw9_s5_ch_pmc_daily_kill_enemies_sniper_shadow_company,0
20867,iw9_s5_ch_pmc_daily_kill_enemies_sniper_crown,0
20868,iw9_s5_ch_pmc_daily_kill_enemies_ranged_black_mous,0
20869,iw9_s5_ch_pmc_daily_kill_enemies_ranged_white_lotus,0
20870,iw9_s5_ch_pmc_daily_kill_enemies_ranged_phalanx,0
20871,iw9_s5_ch_pmc_daily_kill_enemies_ranged_crown,0
20872,iw9_s5_ch_pmc_daily_kill_enemies_ranged_shadow_company,0
20873,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_black_mous,0
20874,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_white_lotus,0
20875,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_phalanx,0
20876,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_crown,0
20877,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_shadow_company,0
20878,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_saba_black_mous,0
20879,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_saba_white_lotus,0
20880,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_saba_phalanx,0
20881,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_saba_shadow_company,0
20882,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_sealion_white_lotus,0
20883,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_sealion_shadow_company,0
20884,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_delta_black_mous,0
20885,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_delta_phalanx,0
20886,iw9_s5_ch_pmc_daily_kill_reinforcement_helis_delta_shadow_company,0
17588,iw9_ch_daily_p1_special_earn_xp,0
21570,iw9_ch_event_camo_04_ar,0
21571,iw9_ch_event_camo_04_br,0
21572,iw9_ch_event_camo_04_dm,0
21573,iw9_ch_event_camo_04_la,0
21574,iw9_ch_event_camo_04_lm,0
21575,iw9_ch_event_camo_04_me,0
21576,iw9_ch_event_camo_04_pi,0
21577,iw9_ch_event_camo_04_sh,0
21578,iw9_ch_event_camo_04_sm,0
21579,iw9_ch_event_camo_04_sn,0
8243,iw9_ch_bm_season1_sector01,0
8251,iw9_ch_bm_season1_sector02,0
8245,iw9_ch_bm_season1_sector03,0
8236,iw9_ch_bm_season1_sector04,0
8240,iw9_ch_bm_season1_sector05,0
8244,iw9_ch_bm_season1_sector06,0
8234,iw9_ch_bm_season1_sector07,0
8241,iw9_ch_bm_season1_sector08,0
8232,iw9_ch_bm_season1_sector09,0
8248,iw9_ch_bm_season1_sector10,0
8252,iw9_ch_bm_season1_sector11,0
8247,iw9_ch_bm_season1_sector12,0
8249,iw9_ch_bm_season1_sector13,0
8235,iw9_ch_bm_season1_sector14,0
8246,iw9_ch_bm_season1_sector15,0
8233,iw9_ch_bm_season1_sector16,0
8231,iw9_ch_bm_season1_sector17,0
8238,iw9_ch_bm_season1_sector18,0
8237,iw9_ch_bm_season1_sector19,0
8239,iw9_ch_bm_season1_sector20,0
8242,iw9_ch_bm_season1_sector21,0
10025,iw9_ch_bm_season2_sector01,0
10036,iw9_ch_bm_season2_sector02,0
10038,iw9_ch_bm_season2_sector03,0
10039,iw9_ch_bm_season2_sector04,0
10022,iw9_ch_bm_season2_sector05,0
10032,iw9_ch_bm_season2_sector06,0
10027,iw9_ch_bm_season2_sector07,0
10029,iw9_ch_bm_season2_sector08,0
10031,iw9_ch_bm_season2_sector09,0
10034,iw9_ch_bm_season2_sector10,0
10028,iw9_ch_bm_season2_sector11,0
10030,iw9_ch_bm_season2_sector12,0
10023,iw9_ch_bm_season2_sector13,0
10021,iw9_ch_bm_season2_sector14,0
10024,iw9_ch_bm_season2_sector15,0
10037,iw9_ch_bm_season2_sector16,0
10035,iw9_ch_bm_season2_sector17,0
10033,iw9_ch_bm_season2_sector18,0
10040,iw9_ch_bm_season2_sector19,0
10026,iw9_ch_bm_season2_sector20,0
10072,iw9_ch_bm_season2_sector21_final,0
12195,iw9_ch_bm_season3_sector01,0
12196,iw9_ch_bm_season3_sector02,0
12197,iw9_ch_bm_season3_sector03,0
12198,iw9_ch_bm_season3_sector04,0
12199,iw9_ch_bm_season3_sector05,0
12200,iw9_ch_bm_season3_sector06,0
12201,iw9_ch_bm_season3_sector07,0
12202,iw9_ch_bm_season3_sector08,0
12203,iw9_ch_bm_season3_sector09,0
12204,iw9_ch_bm_season3_sector10,0
12205,iw9_ch_bm_season3_sector11,0
12206,iw9_ch_bm_season3_sector12,0
12207,iw9_ch_bm_season3_sector13,0
12208,iw9_ch_bm_season3_sector14,0
12209,iw9_ch_bm_season3_sector15,0
12210,iw9_ch_bm_season3_sector16,0
12211,iw9_ch_bm_season3_sector17,0
12212,iw9_ch_bm_season3_sector18,0
12213,iw9_ch_bm_season3_sector19,0
12214,iw9_ch_bm_season3_sector20,0
12215,iw9_ch_bm_season3_sector21_final,0
14738,iw9_ch_bm_season4_sector01,0
14739,iw9_ch_bm_season4_sector02,0
14740,iw9_ch_bm_season4_sector03,0
14741,iw9_ch_bm_season4_sector04,0
14742,iw9_ch_bm_season4_sector05,0
14743,iw9_ch_bm_season4_sector06,0
14744,iw9_ch_bm_season4_sector07,0
14745,iw9_ch_bm_season4_sector08,0
14746,iw9_ch_bm_season4_sector09,0
14747,iw9_ch_bm_season4_sector10,0
14748,iw9_ch_bm_season4_sector11,0
14749,iw9_ch_bm_season4_sector12,0
14750,iw9_ch_bm_season4_sector13,0
14751,iw9_ch_bm_season4_sector14,0
14752,iw9_ch_bm_season4_sector15,0
14753,iw9_ch_bm_season4_sector16,0
14754,iw9_ch_bm_season4_sector17,0
14755,iw9_ch_bm_season4_sector18,0
14756,iw9_ch_bm_season4_sector19,0
14757,iw9_ch_bm_season4_sector20,0
14758,iw9_ch_bm_season4_sector21_final,0
17270,iw9_ch_bm_season4_sector23_limited_time,0
17280,iw9_ch_bm_season5_sector01,0
17281,iw9_ch_bm_season5_sector02,0
17282,iw9_ch_bm_season5_sector03,0
17283,iw9_ch_bm_season5_sector04,0
17284,iw9_ch_bm_season5_sector05,0
17285,iw9_ch_bm_season5_sector06,0
17286,iw9_ch_bm_season5_sector07,0
17287,iw9_ch_bm_season5_sector08,0
17288,iw9_ch_bm_season5_sector09,0
17289,iw9_ch_bm_season5_sector10,0
17290,iw9_ch_bm_season5_sector11,0
17291,iw9_ch_bm_season5_sector12,0
17292,iw9_ch_bm_season5_sector13,0
17293,iw9_ch_bm_season5_sector14,0
17294,iw9_ch_bm_season5_sector15,0
17295,iw9_ch_bm_season5_sector16,0
17296,iw9_ch_bm_season5_sector17,0
17297,iw9_ch_bm_season5_sector18,0
17298,iw9_ch_bm_season5_sector19,0
17299,iw9_ch_bm_season5_sector20,0
17300,iw9_ch_bm_season5_sector21_final,0
17607,iw9_ch_bm_season5_sector23_limited_time,0
20472,iw9_ch_bm_season5_sector25_faction,0
20473,iw9_ch_bm_season5_sector26_faction,0
8749,iw9_battle_pass_s1,0
8751,iw9_battle_pass_s2,0
8746,iw9_battle_pass_s3,0
8750,iw9_battle_pass_s4,0
8748,iw9_battle_pass_s5,0
