string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,localized
item,brloot_weapon_sm_alpha57_unco,weapon,1,,11365,,,iw9_sm_alpha57,,comp01,iw9_sm_alpha57_mp+rec_alpha57+bar_sm_p01+stock_sm_p01_alpha57+mag_sm_p01+ironsdefault_alpha57+iw9_selectsemi+pgrip_p01+comp01,x32#hash_c7c1b4de,x32#hash_c8012aeb,hud_icon_weapon_sm_alpha57,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_alpha57,,&MP/BR_TYPE_SM
item,brloot_weapon_sm_alpha57_rare,weapon,2,,11365,,,iw9_sm_alpha57,,holo01+iw9_brake01,iw9_sm_alpha57_mp+rec_alpha57+bar_sm_p01+stock_sm_p01_alpha57+mag_sm_p01+iw9_selectsemi+pgrip_p01+holo01+iw9_brake01,x32#hash_c7c1b4de,x32#hash_c8012aeb,hud_icon_weapon_sm_alpha57,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_alpha57,,&MP/BR_TYPE_SM
item,brloot_weapon_sm_alpha57_epic,weapon,3,,11365,,,iw9_sm_alpha57,,holo01+grip_angled02+iw9_brake01,iw9_sm_alpha57_mp+rec_alpha57+bar_sm_p01+stock_sm_p01_alpha57+mag_sm_p01+iw9_selectsemi+pgrip_p01+holo01+grip_angled02+iw9_brake01,x32#hash_c7c1b4de,x32#hash_c8012aeb,hud_icon_weapon_sm_alpha57,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_alpha57,,&MP/BR_TYPE_SM
item,brloot_weapon_sm_victor_comm,weapon,0,,11315,,,iw9_sm_victor,,,iw9_sm_victor_mp+bar_sm_short_p10+iw9_minireddot01_tall+iw9_rec_victor+iw9_selectsemi+mag_p10+pgrip_ass_p10+stock_sm_tactical_p10,x32#hash_c7c1b4de,x32#hash_c8012b2a,hud_icon_weapon_sm_victor,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_victor,,&MP/BR_TYPE_SM
item,brloot_weapon_sm_victor_unco,weapon,1,,11315,,,iw9_sm_victor,,holo01,iw9_sm_victor_mp+bar_sm_short_p10+holo01+iw9_rec_victor+iw9_selectsemi+mag_p10+stock_sm_tactical_p10,x32#hash_c7c1b4de,x32#hash_c8012b2a,hud_icon_weapon_sm_victor,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_victor,,&MP/BR_TYPE_SM
item,brloot_weapon_sm_victor_rare,weapon,2,,11315,,,iw9_sm_victor,,holo01+iw9_brake01,iw9_sm_victor_mp+bar_sm_short_p10+holo01+iw9_rec_victor+iw9_brake01+iw9_selectsemi+mag_p10+stock_sm_tactical_p10,x32#hash_c7c1b4de,x32#hash_c8012b2a,hud_icon_weapon_sm_victor,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_victor,,&MP/BR_TYPE_SM
item,brloot_weapon_ar_augolf_comm,weapon,0,,11372,,,iw9_ar_augolf,,,iw9_ar_augolf_mp+iw9_rec_augolf+bar_ar_p03_augolf+stock_ar_p03_augolf+mag_ar_p03_augolf+iw9_ironsdefault_augolf+iw9_selectsemi+ammo_556n+bgrip_hvy_p03+pgrip_p03,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_augolf,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_augolf,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_augolf_unco,weapon,1,,11372,,,iw9_ar_augolf,,grip_vert01,iw9_ar_augolf_mp+iw9_rec_augolf+bar_ar_p03_augolf+stock_ar_p03_augolf+mag_ar_p03_augolf+iw9_ironsdefault_augolf+iw9_selectsemi+ammo_556n+bgrip_hvy_p03+pgrip_p03+grip_vert01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_augolf,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_augolf,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_augolf_rare,weapon,2,,11372,,,iw9_ar_augolf,,grip_vert01+fourx01,iw9_ar_augolf_mp+iw9_rec_augolf+bar_ar_p03_augolf+stock_ar_p03_augolf+mag_ar_p03_augolf+iw9_selectsemi+ammo_556n+bgrip_hvy_p03+pgrip_p03+grip_vert01+fourx01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_augolf,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_augolf,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_augolf_epic,weapon,3,,11372,,,iw9_ar_augolf,,grip_vert01+fourx01+iw9_brake01,iw9_ar_augolf_mp+iw9_rec_augolf+bar_ar_p03_augolf+stock_ar_p03_augolf+mag_ar_p03_augolf+iw9_selectsemi+ammo_556n+bgrip_hvy_p03+pgrip_p03+grip_vert01+fourx01+iw9_brake01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sm_augolf,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sm_augolf,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike4_comm,weapon,0,,11354,,,iw9_ar_mike4,,,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01_mike4+stock_ar_p01_mike4+mag_ar_p01+iw9_ironsdefault_mike4+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c8012b43,hud_icon_weapon_ar_mike4,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike4,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike4_unco,weapon,1,,11354,,,iw9_ar_mike4,,grip_vert01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01_mike4+stock_ar_p01_mike4+mag_ar_p01+iw9_ironsdefault_mike4+iw9_selectsemi+ammo_556n+pgrip_p01+grip_vert01,x32#hash_14c,x32#hash_c8012b43,hud_icon_weapon_ar_mike4,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike4,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike4_rare,weapon,2,,11354,,,iw9_ar_mike4,,grip_angled01+fourx02,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01_mike4+stock_ar_p01_mike4+mag_ar_p01+iw9_selectsemi+ammo_556n+pgrip_p01+grip_angled01+fourx02,x32#hash_14c,x32#hash_c8012b43,hud_icon_weapon_ar_mike4,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike4,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike4_epic,weapon,3,,11354,,,iw9_ar_mike4,,grip_vert03+fourx02+comp01,iw9_ar_mike4_mp+iw9_rec_mike4+bar_ar_p01_mike4+stock_ar_p01_mike4+mag_ar_p01+iw9_selectsemi+ammo_556n+pgrip_p01+grip_vert03+fourx02+comp01,x32#hash_14c,x32#hash_c8012b43,hud_icon_weapon_ar_mike4,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike4,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike16_comm,weapon,0,,11325,,,iw9_ar_mike16,,,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+stock_ar_assault_p01_mike16+mag_ar_p01+ironsdefault_mike16+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c8012ad0,hud_icon_weapon_ar_mike16,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike16,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike16_unco,weapon,1,,11325,,,iw9_ar_mike16,,grip_angled02,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+grip_angled02+stock_ar_assault_p01_mike16+mag_ar_p01+ironsdefault_mike16+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c8012ad0,hud_icon_weapon_ar_mike16,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike16,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike16_rare,weapon,2,,11325,,,iw9_ar_mike16,,grip_angled02+holo03,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+grip_angled02+stock_ar_assault_p01_mike16+mag_ar_p01+holo03+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c8012ad0,hud_icon_weapon_ar_mike16,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike16,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_mike16_epic,weapon,3,,11325,,,iw9_ar_mike16,,grip_vert02+holo03+comp01,iw9_ar_mike16_mp+rec_mike16+bar_ar_longhvy_p01_mike16+grip_vert02+stock_ar_assault_p01_mike16+mag_ar_p01+holo03+comp01+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c8012ad0,hud_icon_weapon_ar_mike16,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_mike16,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_kilo53_comm,weapon,0,,11320,,,iw9_ar_kilo53,,,iw9_ar_kilo53_mp+rec_kilo53+bar_ar_short_p02_kilo53+stock_ar_assault_p02+mag_ar_p02+ironsdefault_kilo53+iw9_selectsemi+ammo_556n+pgrip_ar_ass_p02,x32#hash_14c,x32#hash_c7e04d3c,hud_icon_weapon_ar_kilo53,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_kilo53,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_kilo53_unco,weapon,1,,11320,,,iw9_ar_kilo53,,grip_angled02,iw9_ar_kilo53_mp+rec_kilo53+bar_ar_short_p02_kilo53+stock_ar_assault_p02+mag_ar_p02+ironsdefault_kilo53+iw9_selectsemi+ammo_556n+pgrip_ar_ass_p02+grip_angled02,x32#hash_14c,x32#hash_c7e04d3c,hud_icon_weapon_ar_kilo53,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_kilo53,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_kilo53_rare,weapon,2,,11320,,,iw9_ar_kilo53,,grip_angled02+fourx04,iw9_ar_kilo53_mp+rec_kilo53+bar_ar_short_p02_kilo53+stock_ar_assault_p02+mag_ar_p02+iw9_selectsemi+ammo_556n+pgrip_ar_ass_p02+grip_angled02+fourx04,x32#hash_14c,x32#hash_c7e04d3c,hud_icon_weapon_ar_kilo53,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_kilo53,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_kilo53_epic,weapon,3,,11320,,,iw9_ar_kilo53,,grip_angled02+fourx04+comp01,iw9_ar_kilo53_mp+rec_kilo53+bar_ar_short_p02_kilo53+stock_ar_assault_p02+mag_ar_p02+iw9_selectsemi+ammo_556n+pgrip_ar_ass_p02+grip_angled02+fourx04+comp01,x32#hash_14c,x32#hash_c7e04d3c,hud_icon_weapon_ar_kilo53,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_kilo53,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_golf3_comm,weapon,0,,11984,,,iw9_ar_golf3,,,iw9_ar_golf3_mp+rec_golf3+bar_br_p02_golf3+stock_ar_p02_golf3+mag_br_p02_golf3+ironsdefault_golf3+selectauto_golf3+ammo_762n+pgrip_br_p02,x32#hash_14c,x32#hash_c8012ba3,hud_icon_weapon_ar_golf3,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_golf3,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_golf3_unco,weapon,1,,11984,,,iw9_ar_golf3,,holo05,iw9_ar_golf3_mp+rec_golf3+bar_br_p02_golf3+stock_ar_p02_golf3+mag_br_p02_golf3+holo05+selectauto_golf3+ammo_762n+pgrip_br_p02,x32#hash_14c,x32#hash_c8012ba3,hud_icon_weapon_ar_golf3,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_golf3,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_golf3_rare,weapon,2,,11984,,,iw9_ar_golf3,,iw9_silencer02+holo05,iw9_ar_golf3_mp+rec_golf3+bar_br_p02_golf3+iw9_silencer02+stock_ar_p02_golf3+mag_br_p02_golf3+holo05+selectauto_golf3+ammo_762n+pgrip_br_p02,x32#hash_14c,x32#hash_c8012ba3,hud_icon_weapon_ar_golf3,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_golf3,,&MP/BR_TYPE_AR
item,brloot_weapon_ar_golf3_epic,weapon,3,,11984,,,iw9_ar_golf3,,iw9_silencer02+grip_angled01+holo05,iw9_ar_golf3_mp+rec_golf3+bar_br_p02_golf3+iw9_silencer02+grip_angled01+stock_ar_p02_golf3+mag_br_p02_golf3+holo05+selectauto_golf3+ammo_762n+pgrip_br_p02,x32#hash_14c,x32#hash_c8012ba3,hud_icon_weapon_ar_golf3,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_ar_golf3,,&MP/BR_TYPE_AR
item,brloot_weapon_br_msecho_comm,weapon,0,,11357,,,iw9_br_msecho,,,iw9_br_msecho_mp+rec_msecho+bar_br_heavy_p01+stock_sn_p01+mag_br_p01+ironsdefault_msecho+selectauto_msecho+ammo_458s+pgrip_p01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_dm_msecho,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_br_msecho,,&MP/BR_TYPE_AR
item,brloot_weapon_br_msecho_unco,weapon,1,,11357,,,iw9_br_msecho,,iw9_brake01,iw9_br_msecho_mp+rec_msecho+bar_br_heavy_p01+stock_sn_p01+mag_br_p01+ironsdefault_msecho+selectauto_msecho+ammo_458s+iw9_brake01+pgrip_p01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_dm_msecho,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_br_msecho,,&MP/BR_TYPE_AR
item,brloot_weapon_br_msecho_rare,weapon,2,,11357,,,iw9_br_msecho,,holo01+iw9_brake01,iw9_br_msecho_mp+rec_msecho+bar_br_heavy_p01+stock_sn_p01+mag_br_p01+holo01+selectauto_msecho+ammo_458s+iw9_brake01+pgrip_p01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_dm_msecho,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_br_msecho,,&MP/BR_TYPE_AR
item,brloot_weapon_br_msecho_epic,weapon,3,,11357,,,iw9_br_msecho,,grip_angled02+holo01+iw9_brake01,iw9_br_msecho_mp+rec_msecho+bar_br_heavy_p01+grip_angled02+stock_sn_p01+mag_br_p01+holo01+selectauto_msecho+ammo_458s+iw9_brake01,x32#hash_14c,x32#hash_14c,hud_icon_weapon_dm_msecho,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_br_msecho,,&MP/BR_TYPE_AR
item,brloot_weapon_lm_slima_comm,weapon,0,,11314,,,iw9_lm_slima,,,iw9_lm_slima_mp+ammo_338nm+bar_lm_p16+belt_lm_p16+ironsdefault_slima+iw9_selectsemi+pgrip_p16+rec_slima+stock_lm_p16,x32#hash_14c,x32#hash_c7e056bf,hud_icon_weapon_lm_slima,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_slima,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_slima_unco,weapon,1,,11314,,,iw9_lm_slima,,holo01,iw9_lm_slima_mp+ammo_338nm+bar_lm_p16+belt_lm_p16+iw9_selectsemi+pgrip_p16+rec_slima+stock_lm_p16+holo01,x32#hash_14c,x32#hash_c7e056bf,hud_icon_weapon_lm_slima,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_slima,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_slima_rare,weapon,2,,11314,,,iw9_lm_slima,,iw9_silencer01+fourx02,iw9_lm_slima_mp+ammo_338nm+bar_lm_p16+belt_lm_p16+iw9_selectsemi+pgrip_p16+rec_slima+stock_lm_p16+iw9_silencer01+fourx02,x32#hash_14c,x32#hash_c7e056bf,hud_icon_weapon_lm_slima,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_slima,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_kilo21_comm,weapon,0,,11342,,,iw9_lm_kilo21,,,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02+stock_lm_p02_kilo21+belt_lm_p02+ironsdefault_kilo21+ammo_762n+pgrip_lm_aim_p02,x32#hash_14c,x32#hash_c8012bf0,hud_icon_weapon_lm_kilo21,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_kilo21,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_kilo21_unco,weapon,1,,11342,,,iw9_lm_kilo21,,fourx02,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02+stock_lm_p02_kilo21+belt_lm_p02+fourx02+ammo_762n+pgrip_lm_aim_p02,x32#hash_14c,x32#hash_c8012bf0,hud_icon_weapon_lm_kilo21,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_kilo21,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_kilo21_rare,weapon,2,,11342,,,iw9_lm_kilo21,,holo05+iw9_silencer02,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02+stock_lm_p02_kilo21+belt_lm_p02+holo05+iw9_silencer02+ammo_762n+pgrip_lm_aim_p02,x32#hash_14c,x32#hash_c8012bf0,hud_icon_weapon_lm_kilo21,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_kilo21,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_kilo21_epic,weapon,3,,11342,,,iw9_lm_kilo21,,holo03+iw9_brake01+grip_vert02,iw9_lm_kilo21_mp+rec_kilo21+bar_lm_p02+stock_lm_p02_kilo21+belt_lm_p02+holo03+iw9_brake01+grip_vert02+ammo_762n+pgrip_lm_aim_p02,x32#hash_14c,x32#hash_c8012bf0,hud_icon_weapon_lm_kilo21,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_kilo21,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_foxtrot_comm,weapon,0,,11331,,,iw9_lm_foxtrot,,,iw9_lm_foxtrot_mp+rec_foxtrot+bar_lm_p01+stock_ar_p01_foxtrot+belt_lm_p01+ironsdefault_foxtrot+iw9_selectsemi+ammo_556n+pgrip_p01,x32#hash_14c,x32#hash_c7e05fdc,hud_icon_weapon_lm_foxtrot,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_foxtrot,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_foxtrot_unco,weapon,1,,11331,,,iw9_lm_foxtrot,,iw9_brake01,iw9_lm_foxtrot_mp+rec_foxtrot+bar_lm_p01+stock_ar_p01_foxtrot+belt_lm_p01+ironsdefault_foxtrot+iw9_selectsemi+ammo_556n+pgrip_p01+iw9_brake01,x32#hash_14c,x32#hash_c7e05fdc,hud_icon_weapon_lm_foxtrot,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_foxtrot,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_foxtrot_rare,weapon,2,,11331,,,iw9_lm_foxtrot,,grip_angled01+iw9_brake01,iw9_lm_foxtrot_mp+rec_foxtrot+bar_lm_p01+stock_ar_p01_foxtrot+belt_lm_p01+ironsdefault_foxtrot+iw9_selectsemi+ammo_556n+pgrip_p01+grip_angled01+iw9_brake01,x32#hash_14c,x32#hash_c7e05fdc,hud_icon_weapon_lm_foxtrot,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_foxtrot,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_foxtrot_epic,weapon,3,,11331,,,iw9_lm_foxtrot,,holo01+grip_vert03+iw9_brake01,iw9_lm_foxtrot_mp+rec_foxtrot+bar_lm_p01+stock_ar_p01_foxtrot+belt_lm_p01+holo01+iw9_selectsemi+ammo_556n+grip_vert03+iw9_brake01,x32#hash_14c,x32#hash_c7e05fdc,hud_icon_weapon_lm_foxtrot,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_foxtrot,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_ngolf7_comm,weapon,0,,11303,,,iw9_lm_ngolf7,,,iw9_lm_ngolf7_mp+rec_ngolf7+bar_lm_p17+stock_lm_p17+belt_lm_p17+ironsdefault_ngolf7+ammo_762n+pgrip_p17,x32#hash_14c,x32#hash_c8038480,hud_icon_weapon_lm_ngolf7,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_ngolf7,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_ngolf7_unco,weapon,1,,11303,,,iw9_lm_ngolf7,,grip_angled02,iw9_lm_ngolf7_mp+rec_ngolf7+bar_lm_short_p17+stock_lm_p17+belt_lm_p17+ironsdefault_ngolf7+ammo_763n+grip_angled02,x32#hash_14c,x32#hash_c8038480,hud_icon_weapon_lm_ngolf7,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_ngolf7,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_ngolf7_rare,weapon,2,,11303,,,iw9_lm_ngolf7,,fourx01+grip_vert02,iw9_lm_ngolf7_mp+rec_ngolf7+bar_lm_p17+stock_lm_p17+belt_lm_p17+ammo_762n+pgrip_p17+fourx01+grip_vert02,x32#hash_14c,x32#hash_c8038480,hud_icon_weapon_lm_ngolf7,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_ngolf7,,&MP/BR_TYPE_LM
item,brloot_weapon_lm_ngolf7_epic,weapon,3,,11303,,,iw9_lm_ngolf7,,fourx01+grip_vert02+iw9_brake01,iw9_lm_ngolf7_mp+rec_ngolf7+bar_lm_p17+stock_lm_p17+belt_lm_p17+ammo_762n+pgrip_p17+fourx01+grip_vert02+iw9_brake01,x32#hash_14c,x32#hash_c8038480,hud_icon_weapon_lm_ngolf7,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_lm_ngolf7,,&MP/BR_TYPE_LM
item,brloot_weapon_dm_pgolf1_comm,weapon,0,,11349,,,iw9_dm_pgolf1,,,iw9_dm_pgolf1_mp+rec_pgolf1+bar_sn_p02+stock_sn_p02_pgolf1+mag_sn_p02_pgolf1+ironsdefault_pgolf1+ammo_762n+pgrip_dm_snp_p02,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_pgolf1,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_pgolf1,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_pgolf1_unco,weapon,1,,11349,,,iw9_dm_pgolf1,,arscope01,iw9_dm_pgolf1_mp+rec_pgolf1+bar_sn_p02+stock_sn_p02_pgolf1+mag_sn_p02_pgolf1+ammo_762n+pgrip_dm_snp_p02+arscope01,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_pgolf1,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_pgolf1,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_pgolf1_rare,weapon,2,,11349,,,iw9_dm_pgolf1,,arscope01+iw9_silencer01,iw9_dm_pgolf1_mp+rec_pgolf1+bar_sn_p02+stock_sn_p02_pgolf1+mag_sn_p02_pgolf1+ammo_762n+pgrip_dm_snp_p02+arscope01+iw9_silencer01,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_pgolf1,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_pgolf1,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_pgolf1_epic,weapon,3,,11349,,,iw9_dm_pgolf1,,arscope01+iw9_silencer01+grip_vert03,iw9_dm_pgolf1_mp+rec_pgolf1+bar_sn_p02+stock_sn_p02_pgolf1+mag_sn_p02_pgolf1+ammo_762n+pgrip_dm_snp_p02+arscope01+iw9_silencer01+grip_vert03,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_pgolf1,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_pgolf1,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_mike14_comm,weapon,0,,11350,,,iw9_dm_mike14,,,iw9_dm_mike14_mp+iw9_rec_mike14+bar_dm_p18_mike14+stock_dm_light_p18+mag_sn_p18+iw9_ironsdefault_mike14+ammo_762n+pgrip_dm_p18,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_mike14,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_mike14,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_mike14_unco,weapon,1,,11350,,,iw9_dm_mike14,,grip_angled02,iw9_dm_mike14_mp+iw9_rec_mike14+bar_dm_p18_mike14+stock_dm_light_p18+mag_sn_p18+iw9_ironsdefault_mike14+ammo_762n+pgrip_dm_p18+grip_angled02,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_mike14,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_mike14,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_mike14_rare,weapon,2,,11350,,,iw9_dm_mike14,,fourx04+grip_angled02,iw9_dm_mike14_mp+iw9_rec_mike14+bar_dm_p18_mike14+stock_dm_light_p18+mag_sn_p18+ammo_762n+pgrip_dm_p18+fourx04+grip_angled02,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_mike14,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_mike14,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_mike14_epic,weapon,3,,11350,,,iw9_dm_mike14,,grip_vert02+fourx04+comp01,iw9_dm_mike14_mp+iw9_rec_mike14+bar_dm_p18_mike14+stock_dm_light_p18+mag_sn_p18+ammo_762n+pgrip_dm_p18+grip_vert02+fourx04+comp01,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_mike14,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_mike14,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_sbeta_comm,weapon,0,,11329,,,iw9_dm_sbeta,,,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+tube_6_45gvt+guard_p19+iw9_ironsdefault_sbeta+ammo45gvt+lever_p19,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_sbeta,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_sbeta,,&MP/BR_TYPE_DM
item,brloot_weapon_dm_sbeta_unco,weapon,1,,11329,,,iw9_dm_sbeta,,fourx02,iw9_dm_sbeta_mp+iw9_rec_sbeta+bar_dm_p19+stockr_dm_p19+tube_6_45gvt+guard_p19+fourx02+ammo45gvt+lever_p19,x32#hash_c7c1af58,x32#hash_14c,hud_icon_weapon_dm_sbeta,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_dm_sbeta,,&MP/BR_TYPE_DM
item,brloot_weapon_sn_alpha50_unco,weapon,1,,11359,,,iw9_sn_alpha50,,iw9_snprscope_alpha50,iw9_sn_alpha50_mp+bar_sn_p23+bgrip_sn_p23+iw9_snprscope_alpha50+mag_sn_p23+rec_alpha50+stock_sn_p23,x32#hash_14c,x32#hash_14c,hud_icon_weapon_sn_alpha50,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sn_alpha50,,&MP/BR_TYPE_SN
item,brloot_weapon_sn_limax_comm,weapon,0,,11358,,,iw9_sn_limax,,,iw9_sn_limax_mp+rec_limax+bar_sn_heavy_p22+stock_sn_p22+mag_sn_p22+limax_snprscope+ammo_50b+pgrip_p22,x32#hash_14c,x32#hash_c8012b74,hud_icon_weapon_sn_limax,,,,,,,,,,1,,,,,,,,,,hud_icon_weapon_sn_limax,,&MP/BR_TYPE_SN
