string,string,string,string,string,string,string,string,string,string,string,string,xhash32,xhash32,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
item,loot_key_maintenance_used,key,4,1,8404,small&nobr&used&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_maintenance_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_maintenance_worn,key,4,1,8583,small&nobr&worn&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_maintenance_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_undershack,key,4,1,8577,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_undershack,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_undershack_used,key,4,1,8617,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1c974,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_undershack_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_undershack_worn,key,4,1,8490,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1c4e5,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_undershack_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cliffroom,key,4,1,8435,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cliffroom,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cliffroom_used,key,4,1,8440,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1c176,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cliffroom_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cliffroom_worn,key,4,1,8385,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cliffroom_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_gravehouse,key,4,1,8510,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1b28d,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_gravehouse,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_gravehouse_used,key,4,1,8524,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1ad47,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_gravehouse_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_gravehouse_worn,key,4,1,8424,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_gravehouse_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_poppyhome,key,4,1,8394,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_poppyhome,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_poppyhome_used,key,4,1,8505,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_poppyhome_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_poppyhome_worn,key,4,1,8378,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_poppyhome_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_western_storage,key,4,1,8437,small&nobr&pristine&keytier3,150,,,,,x32#hash_c7c1c90c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_western_storage,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_western_storage_used,key,4,1,8626,small&nobr&used&keytier3,150,,,,,x32#hash_c7c1ad93,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_western_storage_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_western_storage_worn,key,4,1,8367,small&nobr&worn&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_western_storage_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_mobile_office,key,4,1,8543,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c79f,x32#hash_c7c1ffc1,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_mobile_office,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_mobile_office_used,key,4,1,8502,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_mobile_office_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_mobile_office_worn,key,4,1,8579,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1ffc1,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_mobile_office_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_crane_building,key,4,1,8455,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_crane_building,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_crane_building_used,key,4,1,8498,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_crane_building_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_crane_building_worn,key,4,1,8504,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1c936,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_crane_building_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_sunken_ship,key,4,1,8589,small&nobr&pristine&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_sunken_ship,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_sunken_ship_used,key,4,1,8628,small&nobr&used&keytier3,150,,,,,x32#hash_c7c1ba70,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_sunken_ship_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_sunken_ship_worn,key,4,1,8492,small&nobr&worn&keytier3,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_sunken_ship_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_policestation,key,4,1,8592,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1b919,x32#hash_c7c20531,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_policestation,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_policestation_used,key,4,1,8444,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c20531,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_policestation_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_policestation_worn,key,4,1,8484,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1c32b,x32#hash_c7c20531,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_policestation_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_smugglers_warehouse,key,4,1,8460,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1bd97,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_smugglers_warehouse,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_smugglers_warehouse_used,key,4,1,8366,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_smugglers_warehouse_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_smugglers_warehouse_worn,key,4,1,8430,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b301,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_smugglers_warehouse_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_interrogation_room,key,4,1,8361,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1aeae,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_interrogation_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_interrogation_room_used,key,4,1,8629,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_interrogation_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_interrogation_room_worn,key,4,1,8405,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b6ea,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_interrogation_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_power_substation,key,4,1,8386,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_power_substation,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_power_substation_used,key,4,1,8522,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1b1ad,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_power_substation_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_power_substation_worn,key,4,1,8623,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1ac5e,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_power_substation_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cell_phone_shop,key,4,1,8544,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1bed3,x32#hash_c7c1fda6,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cell_phone_shop,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cell_phone_shop_used,key,4,1,8503,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fda6,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cell_phone_shop_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_cell_phone_shop_worn,key,4,1,8353,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c1fda6,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_cell_phone_shop_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_academy_barracks,key,4,1,8613,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c53b,x32#hash_c7c20012,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_academy_barracks,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_academy_barracks_used,key,4,1,8438,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1ac89,x32#hash_c7c20012,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_academy_barracks_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_academy_barracks_worn,key,4,1,8387,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c20012,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_academy_barracks_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_lockerroom,key,4,1,8453,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c1feaa,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_lockerroom,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_lockerroom_used,key,4,1,8456,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c1feaa,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_lockerroom_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_police_lockerroom_worn,key,4,1,8506,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1b370,x32#hash_c7c1feaa,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_police_lockerroom_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_post_office,key,4,1,8616,small&nobr&pristine&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c20273,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_post_office,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_post_office_used,key,4,1,8604,small&nobr&used&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c20273,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_post_office_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_post_office_worn,key,4,1,8481,small&nobr&worn&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c20273,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_post_office_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_tv_station,key,4,1,8406,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c20054,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_tv_station,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_tv_station_used,key,4,1,8588,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c20054,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_tv_station_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_tv_station_worn,key,4,1,8432,small&nobr&worn&keytier1,150,,,,,x32#hash_c7bfbe4f,x32#hash_c7c20054,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_tv_station_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_shopping_booth,key,4,1,10459,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1aec1,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_shopping_booth,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_shopping_booth_used,key,4,1,10562,small&nobr&used&keytier1,150,,,,,x32#hash_c7bfbec8,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_shopping_booth_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_shopping_booth_worn,key,4,1,10544,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_shopping_booth_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_apartment_closet,key,4,1,8565,small&nobr&pristine&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c2002c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_apartment_closet,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_apartment_closet_used,key,4,1,8373,small&nobr&used&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c2002c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_apartment_closet_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_apartment_closet_worn,key,4,1,8526,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c2002c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_apartment_closet_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_control_room,key,4,1,8443,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1b577,x32#hash_c7c203eb,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_control_room,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_control_room_used,key,4,1,8515,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1bb83,x32#hash_c7c203eb,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_control_room_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_control_room_worn,key,4,1,8573,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_c7c203eb,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_control_room_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_north_guard_shack,key,4,1,8523,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1ac20,x32#hash_c7c20137,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_north_guard_shack,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_north_guard_shack_used,key,4,1,8560,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1c4b4,x32#hash_c7c20137,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_north_guard_shack_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_north_guard_shack_worn,key,4,1,8468,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c20137,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_north_guard_shack_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_south_guard_shack,key,4,1,8482,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1b60c,x32#hash_c7c2045f,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_south_guard_shack,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_south_guard_shack_used,key,4,1,8489,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c2045f,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_south_guard_shack_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_south_guard_shack_worn,key,4,1,8622,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_c7c2045f,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_south_guard_shack_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack1,key,4,1,8571,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1b5b9,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack1,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack1_used,key,4,1,8452,small&nobr&used&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack1_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack1_worn,key,4,1,8624,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack1_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack2,key,4,1,8572,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c3f0,x32#hash_c7c1ff57,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack2,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack2_used,key,4,1,8416,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1b089,x32#hash_c7c1ff57,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack2_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_fortbarrack2_worn,key,4,1,8598,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1abe1,x32#hash_c7c1ff57,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_fortbarrack2_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_antiquities_office,key,4,1,8539,small&nobr&pristine&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c200be,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_antiquities_office,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_antiquities_office_used,key,4,1,8418,small&nobr&used&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c200be,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_antiquities_office_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_antiquities_office_worn,key,4,1,8500,small&nobr&worn&keytier3,150,,,,,x32#hash_c7c1ba96,x32#hash_c7c200be,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_antiquities_office_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_munitions_storage,key,4,1,8586,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1ba14,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_munitions_storage,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_munitions_storage_used,key,4,1,8521,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1c72b,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_munitions_storage_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_munitions_storage_worn,key,4,1,8469,small&nobr&worn&keytier2,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_munitions_storage_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters1,key,4,1,8614,small&nobr&pristine&keytier1,150,,,,,x32#hash_c7c1c336,x32#hash_c7c1feed,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters1,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters1_used,key,4,1,8426,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1bc27,x32#hash_c7c1feed,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters1_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters1_worn,key,4,1,8531,small&nobr&worn&keytier1,150,,,,,x32#hash_c7c1b76a,x32#hash_c7c1feed,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters1_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters2,key,4,1,8407,small&nobr&pristine&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters2,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters2_used,key,4,1,8487,small&nobr&used&keytier1,150,,,,,x32#hash_c7c1c94f,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters2_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_office_quarters2_worn,key,4,1,8411,small&nobr&worn&keytier1,150,,,,,x32#hash_14c,x32#hash_14c,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_office_quarters2_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_quiet_bedroom,key,4,1,8582,small&nobr&pristine&keytier3,150,,,,,x32#hash_c7c1c1fb,x32#hash_c7c1fe84,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quiet_bedroom,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_quiet_bedroom_used,key,4,1,8528,small&nobr&used&keytier3,150,,,,,x32#hash_14c,x32#hash_c7c1fe84,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quiet_bedroom_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_quiet_bedroom_worn,key,4,1,8471,small&nobr&worn&keytier3,150,,,,,x32#hash_c7c1ae82,x32#hash_c7c1fe84,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_quiet_bedroom_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_car_shop,key,4,1,8615,small&nobr&pristine&keytier2,150,,,,,x32#hash_c7c1c008,x32#hash_c7c1fe15,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_car_shop,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_car_shop_used,key,4,1,8449,small&nobr&used&keytier2,150,,,,,x32#hash_c7c1beac,x32#hash_c7c1fe15,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_car_shop_used,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
item,loot_key_car_shop_worn,key,4,1,8581,small&nobr&worn&keytier2,150,,,,,x32#hash_c7c1ba4e,x32#hash_c7c1fe15,hud_icon_loot_key_01,iw9_br_pickup_key_special,,,,loot_key_car_shop_worn,,,,,,,,,,,,,,1,,brightGold,ping_loot_key,ping_loot_confirm_key
