int,string,int,int,int,int,int,string
10414,ui_emblem_608,0,0,0,0,0,
10164,ui_emblem_609,0,0,0,0,0,
9703,ui_emblem_610,0,0,0,0,0,
10325,ui_emblem_611,0,0,0,0,0,
9605,ui_emblem_612,0,0,0,0,0,
10258,ui_emblem_613,0,0,0,0,0,
9572,ui_emblem_614,0,0,0,0,0,
9916,ui_emblem_615,0,0,0,0,0,
9685,ui_emblem_616,0,0,0,0,0,
9836,ui_emblem_617,0,0,0,0,0,
10112,ui_emblem_618,0,0,0,0,0,
9492,ui_emblem_619,0,0,0,0,0,
10245,ui_emblem_620,0,0,0,0,0,
10136,ui_emblem_621,0,0,0,0,0,
10194,ui_emblem_622,0,0,0,0,0,
9805,ui_emblem_623,0,0,0,0,0,
9831,ui_emblem_624,0,0,0,0,0,
9965,ui_emblem_625,0,0,0,0,0,
10231,ui_emblem_626,0,0,0,0,0,
9496,ui_emblem_627,0,0,0,0,0,
10262,ui_emblem_628,0,0,0,0,0,
10176,ui_emblem_629,0,0,0,0,0,
10412,ui_emblem_630,0,0,0,0,0,
9766,ui_emblem_631,0,0,0,0,0,
9747,ui_emblem_632,0,0,0,0,0,
9590,ui_emblem_633,0,0,0,0,0,
9601,ui_emblem_634,0,0,0,0,0,
9934,ui_emblem_635,0,0,0,0,0,
9738,ui_emblem_636,0,0,0,0,0,
9927,ui_emblem_637,0,0,0,0,0,
10370,ui_emblem_638,0,0,0,0,0,
9881,ui_emblem_639,0,0,0,0,0,
10067,ui_emblem_640,0,0,0,0,0,
9869,ui_emblem_641,0,0,0,0,0,
9588,ui_emblem_642,0,0,0,0,0,
10281,ui_emblem_643,0,0,0,0,0,
9578,ui_emblem_644,0,0,0,0,0,
9832,ui_emblem_645,0,0,0,0,0,
10028,ui_emblem_646,0,0,0,0,0,
10286,ui_emblem_647,0,0,0,0,0,
9761,ui_emblem_648,0,0,0,0,0,
10012,ui_emblem_649,0,0,0,0,0,
9719,ui_emblem_650,0,0,0,0,0,
10223,ui_emblem_651,0,0,0,0,0,
10400,ui_emblem_652,0,0,0,0,0,
9682,ui_emblem_653,0,0,0,0,0,
9666,ui_emblem_654,0,0,0,0,0,
9774,ui_emblem_655,0,0,0,0,0,
9689,ui_emblem_656,0,0,0,0,0,
9821,ui_emblem_657,0,0,0,0,0,
10434,ui_emblem_658,0,0,0,0,0,
9758,ui_emblem_659,0,0,0,0,0,
10148,ui_emblem_660,0,0,0,0,0,
10175,ui_emblem_661,0,0,0,0,0,
9559,ui_emblem_662,0,0,0,0,0,
10092,ui_emblem_663,0,0,0,0,0,
9481,ui_emblem_664,0,0,0,0,0,
10042,ui_emblem_665,0,0,0,0,0,
10423,ui_emblem_666,0,0,0,0,0,
9760,ui_emblem_667,0,0,0,0,0,
9885,ui_emblem_668,0,0,0,0,0,
10297,ui_emblem_669,0,0,0,0,0,
9670,ui_emblem_670,0,0,0,0,0,
10289,ui_emblem_671,0,0,0,0,0,
10440,ui_emblem_672,0,0,0,0,0,
9963,ui_emblem_673,0,0,0,0,0,
10348,ui_emblem_674,0,0,0,0,0,
10290,ui_emblem_675,0,0,0,0,0,
10061,ui_emblem_676,0,0,0,0,0,
9806,ui_emblem_677,0,0,0,0,0,
10393,ui_emblem_678,0,0,0,0,0,
10001,ui_emblem_679,0,0,0,0,0,
9870,ui_emblem_680,0,0,0,0,0,
9955,ui_emblem_681,0,0,0,0,0,
10363,ui_emblem_682,0,0,0,0,0,
9850,ui_emblem_683,0,0,0,0,0,
9866,ui_emblem_684,0,0,0,0,0,
9735,ui_emblem_685,0,0,0,0,0,
9693,ui_emblem_686,0,0,0,0,0,
9696,ui_emblem_687,0,0,0,0,0,
10102,ui_emblem_688,0,0,0,0,0,
9820,ui_emblem_689,0,0,0,0,0,
9779,ui_emblem_690,0,0,0,0,0,
10165,ui_emblem_691,0,0,0,0,0,
9661,ui_emblem_692,0,0,0,0,0,
9470,ui_emblem_693,0,0,0,0,0,
10211,ui_emblem_694,0,0,0,0,0,
9781,ui_emblem_695,0,0,0,0,0,
10083,ui_emblem_696,0,0,0,0,0,
10123,ui_emblem_697,0,0,0,0,0,
9705,ui_emblem_698,0,0,0,0,0,
10039,ui_emblem_699,0,0,0,0,0,
9674,ui_emblem_700,0,0,0,0,0,
9478,ui_emblem_701,0,0,0,0,0,
9944,ui_emblem_702,0,0,0,0,0,
9479,ui_emblem_703,0,0,0,0,0,
10116,ui_emblem_704,0,0,0,0,0,
9793,ui_emblem_705,0,0,0,0,0,
9586,ui_emblem_706,0,0,0,0,0,
9634,ui_emblem_707,0,0,0,0,0,
9460,ui_emblem_708,0,0,0,0,0,
9985,ui_emblem_709,0,0,0,0,0,
9648,ui_emblem_710,0,0,0,0,0,
10075,ui_emblem_711,0,0,0,0,0,
9765,ui_emblem_712,0,0,0,0,0,
9521,ui_emblem_713,0,0,0,0,0,
9616,ui_emblem_714,0,0,0,0,0,
9672,ui_emblem_715,0,0,0,0,0,
10155,ui_emblem_716,0,0,0,0,0,
9467,ui_emblem_717,0,0,0,0,0,
10379,ui_emblem_718,0,0,0,0,0,
10408,ui_emblem_719,0,0,0,0,0,
9562,ui_emblem_720,0,0,0,0,0,
9659,ui_emblem_721,0,0,0,0,0,
10195,ui_emblem_722,0,0,0,0,0,
10099,ui_emblem_723,0,0,0,0,0,
9469,ui_emblem_724,0,0,0,0,0,
9860,ui_emblem_725,0,0,0,0,0,
10172,ui_emblem_726,0,0,0,0,0,
10035,ui_emblem_727,0,0,0,0,0,
10029,ui_emblem_728,0,0,0,0,0,
9494,ui_emblem_729,0,0,0,0,0,
9509,ui_emblem_730,0,0,0,0,0,
9809,ui_emblem_731,0,0,0,0,0,
9503,ui_emblem_732,0,0,0,0,0,
10443,ui_emblem_733,0,0,0,0,0,
9473,ui_emblem_734,0,0,0,0,0,
9549,ui_emblem_735,0,0,0,0,0,
9739,ui_emblem_736,0,0,0,0,0,
9663,ui_emblem_737,0,0,0,0,0,
9782,ui_emblem_738,0,0,0,0,0,
10130,ui_emblem_739,0,0,0,0,0,
10209,ui_emblem_740,0,0,0,0,0,
10200,ui_emblem_741,0,0,0,0,0,
10294,ui_emblem_742,0,0,0,0,0,
9512,ui_emblem_743,0,0,0,0,0,
9817,ui_emblem_744,0,0,0,0,0,
9727,ui_emblem_745,0,0,0,0,0,
9623,ui_emblem_746,0,0,0,0,0,
10419,ui_emblem_747,0,0,0,0,0,
9983,ui_emblem_748,0,0,0,0,0,
9650,ui_emblem_749,0,0,0,0,0,
10277,ui_emblem_750,0,0,0,0,0,
9762,ui_emblem_751,0,0,0,0,0,
9624,ui_emblem_752,0,0,0,0,0,
9526,ui_emblem_753,0,0,0,0,0,
9858,ui_emblem_754,0,0,0,0,0,
9974,ui_emblem_755,0,0,0,0,0,
10346,ui_emblem_756,0,0,0,0,0,
9742,ui_emblem_757,0,0,0,0,0,
10375,ui_emblem_758,0,0,0,0,0,
9787,ui_emblem_759,0,0,0,0,0,
9823,ui_emblem_760,0,0,0,0,0,
9506,ui_emblem_761,0,0,0,0,0,
9714,ui_emblem_762,0,0,0,0,0,
10226,ui_emblem_763,0,0,0,0,0,
10141,ui_emblem_764,0,0,0,0,0,
9581,ui_emblem_765,0,0,0,0,0,
10383,ui_emblem_766,0,0,0,0,0,
10242,ui_emblem_767,0,0,0,0,0,
9988,ui_emblem_768,0,0,0,0,0,
9734,ui_emblem_769,0,0,0,0,0,
9744,ui_emblem_770,0,0,0,0,0,
10018,ui_emblem_771,0,0,0,0,0,
10032,ui_emblem_772,0,0,0,0,0,
9783,ui_emblem_773,0,0,0,0,0,
10268,ui_emblem_774,0,0,0,0,0,
10317,ui_emblem_775,0,0,0,0,0,
10103,ui_emblem_776,0,0,0,0,0,
10265,ui_emblem_777,0,0,0,0,0,
9688,ui_emblem_778,0,0,0,0,0,
10093,ui_emblem_779,0,0,0,0,0,
9946,ui_emblem_780,0,0,0,0,0,
9519,ui_emblem_781,0,0,0,0,0,
9461,ui_emblem_782,0,0,0,0,0,
10126,ui_emblem_783,0,0,0,0,0,
9973,ui_emblem_784,0,0,0,0,0,
9720,ui_emblem_785,0,0,0,0,0,
9445,ui_emblem_786,0,0,0,0,0,
10426,ui_emblem_787,0,0,0,0,0,
10374,ui_emblem_788,0,0,0,0,0,
9568,ui_emblem_789,0,0,0,0,0,
9728,ui_emblem_790,0,0,0,0,0,
9516,ui_emblem_791,0,0,0,0,0,
10397,ui_emblem_792,0,0,0,0,0,
10145,ui_emblem_793,0,0,0,0,0,
10108,ui_emblem_794,0,0,0,0,0,
9618,ui_emblem_795,0,0,0,0,0,
10205,ui_emblem_796,0,0,0,0,0,
9584,ui_emblem_797,0,0,0,0,0,
9555,ui_emblem_798,0,0,0,0,0,
10322,ui_emblem_799,0,0,0,0,0,
9504,ui_emblem_800,0,0,0,0,0,
10196,ui_emblem_801,0,0,0,0,0,
9490,ui_emblem_802,0,0,0,0,0,
9717,ui_emblem_803,0,0,0,0,0,
10251,ui_emblem_804,0,0,0,0,0,
10173,ui_emblem_805,0,0,0,0,0,
9542,ui_emblem_806,0,0,0,0,0,
9500,ui_emblem_807,0,0,0,0,0,
9741,ui_emblem_808,0,0,0,0,0,
9573,ui_emblem_809,0,0,0,0,0,
10326,ui_emblem_810,0,0,0,0,0,
9715,ui_emblem_811,0,0,0,0,0,
10227,ui_emblem_812,0,0,0,0,0,
10005,ui_emblem_813,0,0,0,0,0,
9716,ui_emblem_814,0,0,0,0,0,
10296,ui_emblem_815,0,0,0,0,0,
9675,ui_emblem_816,0,0,0,0,0,
10310,ui_emblem_817,0,0,0,0,0,
9833,ui_emblem_818,0,0,0,0,0,
10416,ui_emblem_819,0,0,0,0,0,
10109,ui_emblem_820,0,0,0,0,0,
10347,ui_emblem_821,0,0,0,0,0,
10019,ui_emblem_822,0,0,0,0,0,
10307,ui_emblem_823,0,0,0,0,0,
10391,ui_emblem_824,0,0,0,0,0,
10030,ui_emblem_825,0,0,0,0,0,
10358,ui_emblem_826,0,0,0,0,0,
10043,ui_emblem_827,0,0,0,0,0,
10206,ui_emblem_828,0,0,0,0,0,
10132,ui_emblem_829,0,0,0,0,0,
10127,ui_emblem_830,0,0,0,0,0,
10120,ui_emblem_831,0,0,0,0,0,
9932,ui_emblem_832,0,0,0,0,0,
9564,ui_emblem_833,0,0,0,0,0,
10167,ui_emblem_834,0,0,0,0,0,
9724,ui_emblem_835,0,0,0,0,0,
9966,ui_emblem_836,0,0,0,0,0,
10113,ui_emblem_837,0,0,0,0,0,
9533,ui_emblem_838,0,0,0,0,0,
10394,ui_emblem_839,0,0,0,0,0,
9960,ui_emblem_840,0,0,0,0,0,
10128,ui_emblem_841,0,0,0,0,0,
9587,ui_emblem_842,0,0,0,0,0,
10189,ui_emblem_843,0,0,0,0,0,
9935,ui_emblem_844,0,0,0,0,0,
10233,ui_emblem_845,0,0,0,0,0,
9709,ui_emblem_846,0,0,0,0,0,
10214,ui_emblem_847,0,0,0,0,0,
9626,ui_emblem_848,0,0,0,0,0,
10191,ui_emblem_849,0,0,0,0,0,
9837,ui_emblem_850,0,0,0,0,0,
10133,ui_emblem_851,0,0,0,0,0,
10202,ui_emblem_852,0,0,0,0,0,
10339,ui_emblem_853,0,0,0,0,0,
10009,ui_emblem_854,0,0,0,0,0,
9926,ui_emblem_855,0,0,0,0,0,
9849,ui_emblem_856,0,0,0,0,0,
10427,ui_emblem_857,0,0,0,0,0,
9620,ui_emblem_858,0,0,0,0,0,
9476,ui_emblem_859,0,0,0,0,0,
9903,ui_emblem_860,0,0,0,0,0,
9480,ui_emblem_861,0,0,0,0,0,
9769,ui_emblem_862,0,0,0,0,0,
10197,ui_emblem_863,0,0,0,0,0,
10364,ui_emblem_864,0,0,0,0,0,
9780,ui_emblem_865,0,0,0,0,0,
9683,ui_emblem_866,0,0,0,0,0,
9982,ui_emblem_867,0,0,0,0,0,
9679,ui_emblem_868,0,0,0,0,0,
9789,ui_emblem_869,0,0,0,0,0,
9865,ui_emblem_870,0,0,0,0,0,
9972,ui_emblem_871,0,0,0,0,0,
9468,ui_emblem_872,0,0,0,0,0,
10321,ui_emblem_873,0,0,0,0,0,
10095,ui_emblem_874,0,0,0,0,0,
10302,ui_emblem_875,0,0,0,0,0,
10390,ui_emblem_876,0,0,0,0,0,
10387,ui_emblem_877,0,0,0,0,0,
9917,ui_emblem_878,0,0,0,0,0,
9941,ui_emblem_879,0,0,0,0,0,
9722,ui_emblem_880,0,0,0,0,0,
10090,ui_emblem_881,0,0,0,0,0,
10076,ui_emblem_882,0,0,0,0,0,
10228,ui_emblem_883,0,0,0,0,0,
10304,ui_emblem_884,0,0,0,0,0,
9928,ui_emblem_885,0,0,0,0,0,
10147,ui_emblem_886,0,0,0,0,0,
10232,ui_emblem_887,0,0,0,0,0,
10266,ui_emblem_888,0,0,0,0,0,
9475,ui_emblem_889,0,0,0,0,0,
10110,ui_emblem_890,0,0,0,0,0,
9998,ui_emblem_891,0,0,0,0,0,
10124,ui_emblem_892,0,0,0,0,0,
9889,ui_emblem_893,0,0,0,0,0,
9536,ui_emblem_894,0,0,0,0,0,
9643,ui_emblem_895,0,0,0,0,0,
9736,ui_emblem_896,0,0,0,0,0,
9706,ui_emblem_897,0,0,0,0,0,
10096,ui_emblem_898,0,0,0,0,0,
9984,ui_emblem_899,0,0,0,0,0,
9938,ui_emblem_900,0,0,0,0,0,
9989,ui_emblem_901,0,0,0,0,0,
10180,ui_emblem_902,0,0,0,0,0,
9520,ui_emblem_903,0,0,0,0,0,
10376,ui_emblem_904,0,0,0,0,0,
10315,ui_emblem_905,0,0,0,0,0,
10350,ui_emblem_906,0,0,0,0,0,
9697,ui_emblem_907,0,0,0,0,0,
9544,ui_emblem_908,0,0,0,0,0,
9698,ui_emblem_909,0,0,0,0,0,
10313,ui_emblem_910,0,0,0,0,0,
10101,ui_emblem_911,0,0,0,0,0,
10234,ui_emblem_912,0,0,0,0,0,
10318,ui_emblem_913,0,0,0,0,0,
9692,ui_emblem_914,0,0,0,0,0,
9911,ui_emblem_915,0,0,0,0,0,
10230,ui_emblem_916,0,0,0,0,0,
10384,ui_emblem_917,0,0,0,0,0,
10117,ui_emblem_918,0,0,0,0,0,
9876,ui_emblem_919,0,0,0,0,0,
10134,ui_emblem_920,0,0,0,0,0,
9924,ui_emblem_921,0,0,0,0,0,
10037,ui_emblem_922,0,0,0,0,0,
9463,ui_emblem_923,0,0,0,0,0,
10433,ui_emblem_924,0,0,0,0,0,
9649,ui_emblem_925,0,0,0,0,0,
9563,ui_emblem_926,0,0,0,0,0,
10184,ui_emblem_927,0,0,0,0,0,
10097,ui_emblem_928,0,0,0,0,0,
9701,ui_emblem_929,0,0,0,0,0,
9987,ui_emblem_930,0,0,0,0,0,
10248,ui_emblem_931,0,0,0,0,0,
9539,ui_emblem_932,0,0,0,0,0,
9497,ui_emblem_933,0,0,0,0,0,
10392,ui_emblem_934,0,0,0,0,0,
10182,ui_emblem_935,0,0,0,0,0,
10072,ui_emblem_936,0,0,0,0,0,
9992,ui_emblem_937,0,0,0,0,0,
9602,ui_emblem_938,0,0,0,0,0,
10241,ui_emblem_939,0,0,0,0,0,
9508,ui_emblem_940,0,0,0,0,0,
10038,ui_emblem_941,0,0,0,0,0,
9838,ui_emblem_942,0,0,0,0,0,
10020,ui_emblem_943,0,0,0,0,0,
10053,ui_emblem_944,0,0,0,0,0,
9980,ui_emblem_945,0,0,0,0,0,
9828,ui_emblem_946,0,0,0,0,0,
10406,ui_emblem_947,0,0,0,0,0,
10084,ui_emblem_948,0,0,0,0,0,
9848,ui_emblem_949,0,0,0,0,0,
10129,ui_emblem_950,0,0,0,0,0,
10059,ui_emblem_951,0,0,0,0,0,
9535,ui_emblem_952,0,0,0,0,0,
9501,ui_emblem_953,0,0,0,0,0,
10048,ui_emblem_954,0,0,0,0,0,
9540,ui_emblem_955,0,0,0,0,0,
10151,ui_emblem_956,0,0,0,0,0,
9891,ui_emblem_957,0,0,0,0,0,
9534,ui_emblem_958,0,0,0,0,0,
10349,ui_emblem_959,0,0,0,0,0,
10177,ui_emblem_960,0,0,0,0,0,
10111,ui_emblem_961,0,0,0,0,0,
9871,ui_emblem_962,0,0,0,0,0,
9930,ui_emblem_963,0,0,0,0,0,
9931,ui_emblem_964,0,0,0,0,0,
9625,ui_emblem_965,0,0,0,0,0,
10316,ui_emblem_966,0,0,0,0,0,
9517,ui_emblem_967,0,0,0,0,0,
9956,ui_emblem_968,0,0,0,0,0,
10278,ui_emblem_969,0,0,0,0,0,
10386,ui_emblem_970,0,0,0,0,0,
10080,ui_emblem_971,0,0,0,0,0,
10357,ui_emblem_972,0,0,0,0,0,
10047,ui_emblem_973,0,0,0,0,0,
9472,ui_emblem_974,0,0,0,0,0,
10185,ui_emblem_975,0,0,0,0,0,
10171,ui_emblem_976,0,0,0,0,0,
9603,ui_emblem_977,0,0,0,0,0,
10021,ui_emblem_978,0,0,0,0,0,
9854,ui_emblem_979,0,0,0,0,0,
9589,ui_emblem_980,0,0,0,0,0,
10174,ui_emblem_981,0,0,0,0,0,
9796,ui_emblem_982,0,0,0,0,0,
9994,ui_emblem_983,0,0,0,0,0,
9807,ui_emblem_984,0,0,0,0,0,
10179,ui_emblem_985,0,0,0,0,0,
9771,ui_emblem_986,0,0,0,0,0,
9968,ui_emblem_987,0,0,0,0,0,
9893,ui_emblem_988,0,0,0,0,0,
10411,ui_emblem_989,0,0,0,0,0,
10398,ui_emblem_990,0,0,0,0,0,
9707,ui_emblem_991,0,0,0,0,0,
9764,ui_emblem_992,0,0,0,0,0,
9792,ui_emblem_993,0,0,0,0,0,
9708,ui_emblem_994,0,0,0,0,0,
9596,ui_emblem_995,0,0,0,0,0,
10306,ui_emblem_996,0,0,0,0,0,
10213,ui_emblem_997,0,0,0,0,0,
9872,ui_emblem_998,0,0,0,0,0,
9699,ui_emblem_999,0,0,0,0,0,
10143,ui_emblem_1000,0,0,0,0,0,
11630,wzm_ui_emblem_001,0,0,0,0,0,
11628,wzm_ui_emblem_002,0,0,0,0,0,
11629,wzm_ui_emblem_003,0,0,0,0,0,
11743,ui_emblem_1001,0,0,0,0,0,
11734,ui_emblem_1002,0,0,0,0,0,
11741,ui_emblem_1003,0,0,0,0,0,
11732,ui_emblem_1004,0,0,0,0,0,
11740,ui_emblem_1005,0,0,0,0,0,
11733,ui_emblem_1006,0,0,0,0,0,
11727,ui_emblem_1007,0,0,0,0,0,
11729,ui_emblem_1008,0,0,0,0,0,
11730,ui_emblem_1009,0,0,0,0,0,
11726,ui_emblem_1010,0,0,0,0,0,
11742,ui_emblem_1011,0,0,0,0,0,
11735,ui_emblem_1012,0,0,0,0,0,
11728,ui_emblem_1013,0,0,0,0,0,
11736,ui_emblem_1014,0,0,0,0,0,
11731,ui_emblem_1015,0,0,0,0,0,
11737,ui_emblem_1016,0,0,0,0,0,
11739,ui_emblem_1017,0,0,0,0,0,
11738,ui_emblem_1018,0,0,0,0,0,
