string,string,string
13199,attachment,muzzle_dm_pgolf1_v1
13213,attachment,muzzle_lm_ahotel_v4
13204,attachment,muzzle_pi_decho_v1
13197,attachment,muzzle_pi_decho_v12
11022,attachment,muzzle_pi_decho_v3
13200,attachment,muzzle_pi_papa220_v1
13212,attachment,muzzle_pi_papa220_v5
13208,attachment,muzzle_pi_papa220_v6
13201,attachment,muzzle_pi_swhiskey_v5
10643,attachment,muzzle_platform_v90
13216,attachment,muzzle_sh_mike1014_v7
13210,attachment,muzzle_sm_alpha57_v2
10856,attachment,muzzle_sm_alpha57_v7
13206,attachment,muzzle_sm_alpha57_v8
10774,attachment,muzzle_sm_aviktor_v3
13211,attachment,muzzle_sm_aviktor_v6
13207,attachment,muzzle_sm_mpapa5_v2
10669,attachment,muzzle_sm_mpapax_v8
13198,attachment,muzzle_sm_victor_v3
13209,attachment,muzzle_sm_victor_v6
13205,attachment,muzzle_sn_alpha50_v7
13215,attachment,muzzle_sn_limax_v6
11585,attachment,mviktor_backpieces
11605,attachment,mviktor_extras
11581,attachment,mviktor_frontpieces
11580,attachment,mviktor_guards
11568,attachment,mviktor_gunperks
11591,attachment,mviktor_magazines
11584,attachment,mviktor_muzzles
11567,attachment,mviktor_optics
11606,attachment,mviktor_undermounts
12816,attachment,ngolf7_backpieces
12817,attachment,ngolf7_extras
12819,attachment,ngolf7_frontpieces
12843,attachment,ngolf7_gunperks
12820,attachment,ngolf7_magazines
12836,attachment,ngolf7_muzzles
12823,attachment,ngolf7_optics
12824,attachment,ngolf7_reargrips
12814,attachment,ngolf7_undermounts
2910,attachment,onehand
3491,attachment,onehand_decho
1961,attachment,onehand_mike1911
10624,attachment,optic_platform_v90
13263,attachment,papa220_extras
13296,attachment,papa220_frontpieces
13271,attachment,papa220_gunperks
13281,attachment,papa220_magazines
13287,attachment,papa220_muzzles
13252,attachment,papa220_optics
13269,attachment,papa220_reargrips
13247,attachment,papa220_triggers
11522,attachment,papa90_backpieces
11529,attachment,papa90_combs
11523,attachment,papa90_extras
11526,attachment,papa90_frontpieces
11528,attachment,papa90_gunperks
11525,attachment,papa90_magazines
11521,attachment,papa90_muzzles
11524,attachment,papa90_optics
11527,attachment,papa90_rails
11520,attachment,papa90_reargrips
11519,attachment,papa90_undermounts
11132,attachment,pgolf1_backpieces
2586,attachment,pgolf1_bipod
10743,attachment,pgolf1_extras
11093,attachment,pgolf1_frontpieces
10817,attachment,pgolf1_gunperks
11094,attachment,pgolf1_magazines
10991,attachment,pgolf1_muzzles
10829,attachment,pgolf1_optics
10588,attachment,pgolf1_reargrips
10827,attachment,pgolf1_undermounts
1221,attachment,pgrip_aim_p01
10874,attachment,pgrip_aim_p01_v90
3169,attachment,pgrip_aim_p02
2928,attachment,pgrip_aim_p03
3580,attachment,pgrip_aim_p04
707,attachment,pgrip_aim_p05
2920,attachment,pgrip_aim_p06
3291,attachment,pgrip_aim_p07
601,attachment,pgrip_aim_p09
1883,attachment,pgrip_aim_p10
1496,attachment,pgrip_aim_p11
2790,attachment,pgrip_aim_p12
3499,attachment,pgrip_aim_p15
3163,attachment,pgrip_aim_p16
1723,attachment,pgrip_aim_p17
1416,attachment,pgrip_aim_p18
3770,attachment,pgrip_aim_p20
1854,attachment,pgrip_aim_p21
2424,attachment,pgrip_aim_p22
646,attachment,pgrip_aim_p23
1748,attachment,pgrip_aim_p24
1987,attachment,pgrip_aim_p25
2597,attachment,pgrip_aim_p26
2997,attachment,pgrip_aim_p27
2993,attachment,pgrip_aim_stockass_p23
1790,attachment,pgrip_aim_stockhvyass_p23
2801,attachment,pgrip_aim_stocksn_p23
1823,attachment,pgrip_aim_stocktac_p23
10701,attachment,pgrip_alpha57_v3
3894,attachment,pgrip_ar2_aim_p08
2377,attachment,pgrip_ar2_ass_p08
3535,attachment,pgrip_ar2_p08
2927,attachment,pgrip_ar2_tac_p08
3161,attachment,pgrip_ar_aim_p02
3450,attachment,pgrip_ar_aim_p08
10663,attachment,pgrip_ar_akilo105_v2
13043,attachment,pgrip_ar_akilo74_v1
13081,attachment,pgrip_ar_akilo_v2
13033,attachment,pgrip_ar_akilo_v3
10710,attachment,pgrip_ar_akilo_v4
13038,attachment,pgrip_ar_akilo_v7
959,attachment,pgrip_ar_ass_p02
2286,attachment,pgrip_ar_ass_p08
13060,attachment,pgrip_ar_kilo53_v10
10688,attachment,pgrip_ar_mcharlie_v1
10636,attachment,pgrip_ar_mcharlie_v3
11021,attachment,pgrip_ar_mike16_v3
10712,attachment,pgrip_ar_mike16_v5
13072,attachment,pgrip_ar_mike16_v6
10665,attachment,pgrip_ar_mike4_v11
10757,attachment,pgrip_ar_mike4_v15
13066,attachment,pgrip_ar_mike4_v18
11055,attachment,pgrip_ar_mike4_v4
11002,attachment,pgrip_ar_mike4_v6
10998,attachment,pgrip_ar_mike4_v9
1729,attachment,pgrip_ar_p02
3305,attachment,pgrip_ar_p08
13087,attachment,pgrip_ar_scharlie_v1
11028,attachment,pgrip_ar_scharlie_v5
10632,attachment,pgrip_ar_scharlie_v7
11059,attachment,pgrip_ar_scsierra_v2
3763,attachment,pgrip_ar_snp_p02
2005,attachment,pgrip_ar_tac_p02
953,attachment,pgrip_ar_tac_p08
3754,attachment,pgrip_ass_p01
11062,attachment,pgrip_ass_p01_v90
1062,attachment,pgrip_ass_p02
899,attachment,pgrip_ass_p03
849,attachment,pgrip_ass_p04
3240,attachment,pgrip_ass_p05
3284,attachment,pgrip_ass_p06
3559,attachment,pgrip_ass_p07
1756,attachment,pgrip_ass_p09
2086,attachment,pgrip_ass_p10
3236,attachment,pgrip_ass_p11
2523,attachment,pgrip_ass_p12
724,attachment,pgrip_ass_p15
1342,attachment,pgrip_ass_p16
1796,attachment,pgrip_ass_p17
3396,attachment,pgrip_ass_p18
3343,attachment,pgrip_ass_p20
1616,attachment,pgrip_ass_p21
3467,attachment,pgrip_ass_p22
3651,attachment,pgrip_ass_p23
958,attachment,pgrip_ass_p24
1919,attachment,pgrip_ass_p25
708,attachment,pgrip_ass_p26
1958,attachment,pgrip_ass_p27
2141,attachment,pgrip_ass_stockass_p23
1034,attachment,pgrip_ass_stockhvyass_p23
2489,attachment,pgrip_ass_stocksn_p23
2739,attachment,pgrip_ass_stocktac_p23
2623,attachment,pgrip_br_aim_p02
2304,attachment,pgrip_br_ass_p02
13051,attachment,pgrip_br_golf3_v4
13048,attachment,pgrip_br_golf3_v7
10753,attachment,pgrip_br_msecho_v3
1464,attachment,pgrip_br_p02
1430,attachment,pgrip_br_snp_p02
13056,attachment,pgrip_br_soscar14_v4
3413,attachment,pgrip_br_tac_p02
1098,attachment,pgrip_dm_aim_p02
2787,attachment,pgrip_dm_ass_p02
13091,attachment,pgrip_dm_mike14_v2
2265,attachment,pgrip_dm_p02
1960,attachment,pgrip_dm_p18
13064,attachment,pgrip_dm_pgolf1_v1
13067,attachment,pgrip_dm_scromeo_v2
1523,attachment,pgrip_dm_snp_p02
1174,attachment,pgrip_dm_tac_p02
1862,attachment,pgrip_lm_aim_p02
1861,attachment,pgrip_lm_ass_p02
10890,attachment,pgrip_lm_mkilo3_v1
1600,attachment,pgrip_lm_p02
3833,attachment,pgrip_lm_tac_p02
10777,attachment,pgrip_mcbravo_v1
11027,attachment,pgrip_mike14_v1
10775,attachment,pgrip_mike4_v1
10873,attachment,pgrip_mpapax_v1
1703,attachment,pgrip_p01
3062,attachment,pgrip_p01_foxtrot
10686,attachment,pgrip_p01_v90
2043,attachment,pgrip_p02
3851,attachment,pgrip_p03
1486,attachment,pgrip_p04
9271,attachment,pgrip_p04_akilo105
2061,attachment,pgrip_p05
850,attachment,pgrip_p06
3856,attachment,pgrip_p07
2495,attachment,pgrip_p09
3136,attachment,pgrip_p10
890,attachment,pgrip_p11
2661,attachment,pgrip_p12
2466,attachment,pgrip_p15
2002,attachment,pgrip_p16
2182,attachment,pgrip_p17
8633,attachment,pgrip_p20_sa700
8638,attachment,pgrip_p20_xmike2010
2394,attachment,pgrip_p21
3202,attachment,pgrip_p22
2076,attachment,pgrip_p24
2339,attachment,pgrip_p25
3876,attachment,pgrip_p26
1661,attachment,pgrip_p27
13088,attachment,pgrip_pi_decho_v1
13063,attachment,pgrip_pi_decho_v12
10711,attachment,pgrip_pi_decho_v3
13055,attachment,pgrip_pi_golf17_v1
11000,attachment,pgrip_pi_golf18_v1
10799,attachment,pgrip_pi_golf18_v5
13070,attachment,pgrip_pi_golf18_v9
13096,attachment,pgrip_pi_papa220_v1
11034,attachment,pgrip_pi_papa220_v2
13044,attachment,pgrip_pi_papa220_v3
13032,attachment,pgrip_pi_papa220_v5
13039,attachment,pgrip_pi_papa220_v6
13050,attachment,pgrip_pi_papa220_v8
13084,attachment,pgrip_pi_papa220_v9
10844,attachment,pgrip_pi_swhiskey_v1
10766,attachment,pgrip_pi_swhiskey_v2
13073,attachment,pgrip_pi_swhiskey_v4
13062,attachment,pgrip_pi_swhiskey_v5
10865,attachment,pgrip_platform_v90
13079,attachment,pgrip_sh_mbravo_v3
10639,attachment,pgrip_sh_mike1014_v2
13075,attachment,pgrip_sh_mike1014_v3
13065,attachment,pgrip_sh_mike1014_v7
3273,attachment,pgrip_ske_p01
11032,attachment,pgrip_ske_p01_v90
1916,attachment,pgrip_sm_aim_p02
2503,attachment,pgrip_sm_aim_p08
13037,attachment,pgrip_sm_alpha57_v2
10693,attachment,pgrip_sm_alpha57_v7
13076,attachment,pgrip_sm_alpha57_v8
10891,attachment,pgrip_sm_apapa_v2
1684,attachment,pgrip_sm_ass_p02
2612,attachment,pgrip_sm_ass_p08
10994,attachment,pgrip_sm_aviktor_v1
10598,attachment,pgrip_sm_aviktor_v3
13052,attachment,pgrip_sm_aviktor_v6
13080,attachment,pgrip_sm_beta_v2
13061,attachment,pgrip_sm_mpapa5_v2
13035,attachment,pgrip_sm_mpapa7_v11
13090,attachment,pgrip_sm_mpapa7_v8
10901,attachment,pgrip_sm_mpapax_v4
10813,attachment,pgrip_sm_mpapax_v8
13047,attachment,pgrip_sm_mpapax_v9
2296,attachment,pgrip_sm_p02
2303,attachment,pgrip_sm_p08
13089,attachment,pgrip_sm_papa90_v5
10880,attachment,pgrip_sm_papa90_v7
3615,attachment,pgrip_sm_tac_p02
2200,attachment,pgrip_sm_tac_p08
10767,attachment,pgrip_sm_uzulu_v2
13086,attachment,pgrip_sm_victor_v6
13040,attachment,pgrip_sn_la700_v2
13078,attachment,pgrip_sn_limax_v6
10756,attachment,pgrip_sn_mromeo_v2
10828,attachment,pgrip_sn_mromeo_v4
10600,attachment,pgrip_sn_mromeo_v7
10670,attachment,pgrip_sn_xmike2010_v1
1622,attachment,pgrip_snp_p01
10732,attachment,pgrip_snp_p01_v90
3447,attachment,pgrip_snp_p02
8187,attachment,pgrip_snp_p05
11259,attachment,pgrip_snp_p27
1623,attachment,pgrip_tac_p01
10955,attachment,pgrip_tac_p01_v90
3622,attachment,pgrip_tac_p02
1541,attachment,pgrip_tac_p03
2245,attachment,pgrip_tac_p04
1628,attachment,pgrip_tac_p05
3473,attachment,pgrip_tac_p06
2030,attachment,pgrip_tac_p07
2310,attachment,pgrip_tac_p09
3864,attachment,pgrip_tac_p10
3578,attachment,pgrip_tac_p11
1928,attachment,pgrip_tac_p12
1925,attachment,pgrip_tac_p15
3783,attachment,pgrip_tac_p16
2516,attachment,pgrip_tac_p17
3733,attachment,pgrip_tac_p18
3371,attachment,pgrip_tac_p20
729,attachment,pgrip_tac_p21
2184,attachment,pgrip_tac_p22
3886,attachment,pgrip_tac_p23
1362,attachment,pgrip_tac_p24
3342,attachment,pgrip_tac_p25
2203,attachment,pgrip_tac_p26
1742,attachment,pgrip_tac_p27
10662,attachment,pgrip_tac_scsierra_v1
10867,attachment,pgrip_tac_scsierra_v3
3166,attachment,pgrip_tac_stockass_p23
1761,attachment,pgrip_tac_stockhvy_p23
1168,attachment,pgrip_tac_stocksn_p23
3920,attachment,pgrip_tac_stocktac_p23
10876,attachment,pgripass_mpapax_v3
2298,attachment,piscope01
10962,attachment,prgrip_mromeo_v1
10952,attachment,pstlgrip_schotel_v1
1641,attachment,rail_ar_large_p06
2045,attachment,rail_lgt_irons
1997,attachment,rail_lgt_irons_p07
2721,attachment,rail_sm_p07
10822,attachment,rail_sm_papa90_v7
3361,attachment,rail_sm_small_p07
2155,attachment,railreflex_sm_p07
2507,attachment,railreflex_sm_reflex_p07
3614,attachment,rangefinder_scope
2336,attachment,rec_ahotel
1857,attachment,rec_akilo
3060,attachment,rec_akilo105
10738,attachment,rec_akilo105_v2
1522,attachment,rec_akilo74
13009,attachment,rec_akilo_v2
13021,attachment,rec_akilo_v3
10992,attachment,rec_akilo_v4
12983,attachment,rec_akilo_v7
1774,attachment,rec_alpha50
13015,attachment,rec_alpha50_v3
12989,attachment,rec_alpha50_v7
1660,attachment,rec_alpha57
10954,attachment,rec_alpha57_v90
863,attachment,rec_apapa
13016,attachment,rec_ar_akilo74_v1
12984,attachment,rec_ar_kilo53_v10
1936,attachment,rec_auto_golf17
838,attachment,rec_aviktor
13011,attachment,rec_br_golf3_v4
13025,attachment,rec_br_golf3_v7
13008,attachment,rec_br_soscar14_v4
3431,attachment,rec_decho
12993,attachment,rec_dm_mike14_v2
10578,attachment,rec_dm_mike24_v3
11041,attachment,rec_dm_mike24_v4
12995,attachment,rec_dm_pgolf1_v1
12987,attachment,rec_dm_sbeta_v2
13010,attachment,rec_dm_scromeo_v2
3392,attachment,rec_fecho
1718,attachment,rec_foxtrot
10976,attachment,rec_foxtrot_v90
3241,attachment,rec_golf17
3384,attachment,rec_golf18
10959,attachment,rec_golf18_v5
2763,attachment,rec_golf3
904,attachment,rec_gromeo
1186,attachment,rec_juliet
1449,attachment,rec_kgolf
2702,attachment,rec_kilo21
1090,attachment,rec_kilo53
604,attachment,rec_la700
13028,attachment,rec_la_rpapa7_v2
3122,attachment,rec_limax
13013,attachment,rec_lm_ahotel_v4
10965,attachment,rec_lm_mkilo3_v1
13027,attachment,rec_lm_rkilo_v1
10614,attachment,rec_lm_slima_v1
12985,attachment,rec_lm_slima_v2
3058,attachment,rec_mbravo
3249,attachment,rec_mcbravo
10730,attachment,rec_mcbravo_v1
10705,attachment,rec_mcharlie_v1
10989,attachment,rec_mcharlie_v3
3466,attachment,rec_mike1014
10661,attachment,rec_mike14_v1
1532,attachment,rec_mike16
10591,attachment,rec_mike16_v3
10812,attachment,rec_mike16_v5
13005,attachment,rec_mike16_v6
11033,attachment,rec_mike16_v90
1513,attachment,rec_mike24
1753,attachment,rec_mike32
10759,attachment,rec_mike4_v1
10772,attachment,rec_mike4_v11
10719,attachment,rec_mike4_v15
13030,attachment,rec_mike4_v18
10834,attachment,rec_mike4_v4
11031,attachment,rec_mike4_v6
10905,attachment,rec_mike4_v9
10714,attachment,rec_mike4_v90
3373,attachment,rec_mpapa5_mp
878,attachment,rec_mpapa7
1910,attachment,rec_mpapax
10602,attachment,rec_mpapax_v1
928,attachment,rec_mromeo
10814,attachment,rec_mromeo_v1
11054,attachment,rec_mromeo_v2
10788,attachment,rec_mromeo_v4
10931,attachment,rec_mromeo_v7
2902,attachment,rec_msecho
10653,attachment,rec_msecho_v3
10937,attachment,rec_msecho_v90
2765,attachment,rec_mviktor
2870,attachment,rec_ngolf7
1705,attachment,rec_papa220
1458,attachment,rec_pgolf1
13020,attachment,rec_pi_decho_v1
12998,attachment,rec_pi_decho_v12
10629,attachment,rec_pi_decho_v3
10900,attachment,rec_pi_decho_v5
13031,attachment,rec_pi_golf17_v1
10724,attachment,rec_pi_golf18_v1
10704,attachment,rec_pi_golf18_v4
13022,attachment,rec_pi_golf18_v9
13018,attachment,rec_pi_papa220_v1
11047,attachment,rec_pi_papa220_v2
13004,attachment,rec_pi_papa220_v3
12996,attachment,rec_pi_papa220_v5
13029,attachment,rec_pi_papa220_v6
12994,attachment,rec_pi_papa220_v8
13017,attachment,rec_pi_papa220_v9
10997,attachment,rec_pi_swhiskey_v1
10625,attachment,rec_pi_swhiskey_v2
13019,attachment,rec_pi_swhiskey_v4
12992,attachment,rec_pi_swhiskey_v5
11051,attachment,rec_platform_v90
3875,attachment,rec_rkilo
1338,attachment,rec_rpapa7
1462,attachment,rec_sa700
12997,attachment,rec_scharlie_v1
10996,attachment,rec_scharlie_v5
10581,attachment,rec_scharlie_v7
1737,attachment,rec_schotel
11001,attachment,rec_schotel_v1
2839,attachment,rec_scromeo
2318,attachment,rec_scsierra
10797,attachment,rec_scsierra_v1
10786,attachment,rec_scsierra_v2
10656,attachment,rec_scsierra_v3
10751,attachment,rec_sh_charlie725_v1
11023,attachment,rec_sh_charlie725_v2
12988,attachment,rec_sh_mbravo_v3
10768,attachment,rec_sh_mike1014_v2
12991,attachment,rec_sh_mike1014_v3
12990,attachment,rec_sh_mike1014_v7
10826,attachment,rec_sh_mviktor_v1
10676,attachment,rec_sh_mviktor_v4
3667,attachment,rec_slima
13003,attachment,rec_sm_alpha57_v2
10782,attachment,rec_sm_alpha57_v3
10763,attachment,rec_sm_alpha57_v7
13024,attachment,rec_sm_alpha57_v8
10980,attachment,rec_sm_apapa_v2
10582,attachment,rec_sm_aviktor_v1
10606,attachment,rec_sm_aviktor_v3
13014,attachment,rec_sm_aviktor_v6
12999,attachment,rec_sm_beta_v2
13007,attachment,rec_sm_mpapa5_v2
13002,attachment,rec_sm_mpapa7_v11
13012,attachment,rec_sm_mpapa7_v8
10687,attachment,rec_sm_mpapax_v3
11004,attachment,rec_sm_mpapax_v4
10840,attachment,rec_sm_mpapax_v6
10932,attachment,rec_sm_mpapax_v8
13026,attachment,rec_sm_mpapax_v9
13001,attachment,rec_sm_papa90_v5
10978,attachment,rec_sm_papa90_v7
10718,attachment,rec_sm_uzulu_v2
12986,attachment,rec_sm_victor_v3
13006,attachment,rec_sm_victor_v6
10839,attachment,rec_sn_alpha50_v2
13023,attachment,rec_sn_la700_v2
13000,attachment,rec_sn_limax_v6
2515,attachment,rec_soscar14
3369,attachment,rec_stimpistol
2174,attachment,rec_swhiskey
3153,attachment,rec_xmike2010
10690,attachment,rec_xmike2010_v1
2281,attachment,reflex01
574,attachment,reflex02
11060,attachment,reflex02_mike4_v1
10682,attachment,reflex02_mpapax_v1
2208,attachment,reflex03
1686,attachment,reflex04
2215,attachment,reflex05
1612,attachment,reflex06
1044,attachment,reflex07
10963,attachment,reflex07_mcbravo_v1
11048,attachment,reflex07_tall_v90
2947,attachment,reflex08
2891,attachment,reflex09
12909,attachment,reflex_ar_akilo_v3
10595,attachment,reflex_ar_akilo_v4
12927,attachment,reflex_ar_akilo_v7
12904,attachment,reflex_ar_kilo53_v10
10912,attachment,reflex_ar_mcharlie_v3
12916,attachment,reflex_ar_scharlie_v1
12907,attachment,reflex_lm_rkilo_v1
12910,attachment,reflex_sm_mpapa5_v2
12914,attachment,reflex_sm_mpapa7_v11
12902,attachment,reflex_sm_mpapax_v9
10966,attachment,reflex_sm_uzulu_v2
11439,attachment,rkilo_backpieces
11450,attachment,rkilo_extras
11449,attachment,rkilo_frontpieces
11479,attachment,rkilo_gunperks
11486,attachment,rkilo_magazines
11478,attachment,rkilo_muzzles
11444,attachment,rkilo_optics
11465,attachment,rkilo_reargrips
11461,attachment,rkilo_undermounts
12867,attachment,sa700_backpieces
12878,attachment,sa700_bolts
12882,attachment,sa700_extras
12875,attachment,sa700_frontpieces
12901,attachment,sa700_gunperks
12863,attachment,sa700_magazines
12881,attachment,sa700_muzzles
12892,attachment,sa700_optics
12865,attachment,sa700_reargrips
12880,attachment,sa700_undermounts
12887,attachment,sbeta_backpieces
12874,attachment,sbeta_combs
12853,attachment,sbeta_extras
12876,attachment,sbeta_frontpieces
12855,attachment,sbeta_guards
12879,attachment,sbeta_gunperks
12859,attachment,sbeta_levers
12857,attachment,sbeta_muzzles
12864,attachment,sbeta_optics
3748,attachment,sbeta_scope
12891,attachment,sbeta_undermounts
11495,attachment,scharlie_backpieces
11508,attachment,scharlie_extras
11506,attachment,scharlie_frontpieces
11500,attachment,scharlie_gunperks
11509,attachment,scharlie_magazines
11492,attachment,scharlie_muzzles
11493,attachment,scharlie_optics
11490,attachment,scharlie_reargrips
11511,attachment,scharlie_undermounts
11510,attachment,schotel_backpieces
11504,attachment,schotel_extras
11513,attachment,schotel_frontpieces
11512,attachment,schotel_gunperks
11501,attachment,schotel_magazines
11499,attachment,schotel_muzzles
11505,attachment,schotel_optics
11502,attachment,schotel_reargrips
11498,attachment,schotel_undermounts
12908,attachment,scope_br_golf3_v7
10854,attachment,scope_dm_mike24_v3
12931,attachment,scope_dm_pgolf1_v1
12919,attachment,scope_dm_sbeta_v2
12911,attachment,scope_sn_alpha50_v3
12933,attachment,scope_sn_alpha50_v7
12930,attachment,scope_sn_la700_v2
12905,attachment,scope_sn_limax_v6
10923,attachment,scope_sn_mromeo_v2
11064,attachment,scope_sn_mromeo_v4
11053,attachment,scope_sn_xmike2010_v1
10943,attachment,scopetherm_dmr_alpha50_v2
11514,attachment,scromeo_backpieces
11494,attachment,scromeo_extras
11507,attachment,scromeo_frontpieces
11503,attachment,scromeo_gunperks
11489,attachment,scromeo_magazines
11515,attachment,scromeo_muzzles
11491,attachment,scromeo_optics
11496,attachment,scromeo_reargrips
11497,attachment,scromeo_undermounts
2858,attachment,selectauto_golf3
3095,attachment,selectauto_msecho
2846,attachment,selectauto_soscar
2231,attachment,selectburst_mpapa5
3483,attachment,selectsemi
1152,attachment,selectsemi_akilo
739,attachment,selectsemi_falpha
8634,attachment,selectsemi_kilo53
11254,attachment,selectsemi_mike4
2727,attachment,selectsemi_schotel
2464,attachment,semi
3043,attachment,semi_kilo121
1158,attachment,shscope01
825,attachment,shscope02
3597,attachment,silencer01_ar
2433,attachment,silencer01_br
3478,attachment,silencer01_dm
3123,attachment,silencer01_pi
2079,attachment,silencer01_sh
3390,attachment,silencer01_sm
2080,attachment,silencer01_sn
1122,attachment,silencer02_ar
2635,attachment,silencer02_br
3454,attachment,silencer02_dm
11037,attachment,silencer02_dm_v90
3102,attachment,silencer02_pi
3318,attachment,silencer02_pstl
751,attachment,silencer02_sh
2463,attachment,silencer02_sm
1378,attachment,silencer02_sn
1418,attachment,silencer03_ar
10887,attachment,silencer03_ar_v90
2169,attachment,silencer03_br
3145,attachment,silencer03_dm
1952,attachment,silencer03_pi
746,attachment,silencer03_pstl
2652,attachment,silencer03_sh
1982,attachment,silencer03_sm
1431,attachment,silencer03_sn
1546,attachment,silencer04_ar
3599,attachment,silencer04_br
2608,attachment,silencer04_dm
1918,attachment,silencer04_pi
1369,attachment,silencer04_sh
2348,attachment,silencer04_sm
1613,attachment,silencer04_sn
1063,attachment,silencer05_ar
3606,attachment,silencer05_br
3263,attachment,silencer05_dm
1989,attachment,silencer05_sm
2675,attachment,silencer05_sn
621,attachment,silencer06_ar
2036,attachment,silencer06_br
662,attachment,silencer06_dm
1518,attachment,silencer06_sm
907,attachment,silencer07_ar
1507,attachment,silencer07_br
2103,attachment,silencer07_sm
2063,attachment,silencer08_ar
3429,attachment,silencer1_charlie725
2421,attachment,silencer1_uzulu
3796,attachment,silencer1_victor
2700,attachment,silencer2_charlie725
3216,attachment,silencer2_uzulu
3164,attachment,silencer2_victor
3647,attachment,silencer3_charlie725
647,attachment,silencer_50cal
10861,attachment,silencer_ar_mike4_v6
589,attachment,silencer_asierra12
763,attachment,silencer_decho
10579,attachment,silencer_mike4_v1
10685,attachment,silencer_mike4_v4
10913,attachment,silencer_mike4_v9
11007,attachment,silencer_mromeo_v1
788,attachment,silencer_oilcan
1319,attachment,silencer_oscar12
10619,attachment,silencer_sn04_alpha50_v2
10914,attachment,silencer_sn_mromeo_v4
1799,attachment,silencer_uzulu
1573,attachment,silencer_victor
12834,attachment,slima_backpieces
12818,attachment,slima_extras
12850,attachment,slima_frontpieces
12833,attachment,slima_gunperks
12848,attachment,slima_magazines
12847,attachment,slima_muzzles
12830,attachment,slima_optics
12835,attachment,slima_reargrips
12851,attachment,slima_undermounts
10735,attachment,sm_light_mpapax_v3
10906,attachment,sm_lngheavy_p24_v5
10872,attachment,sm_mpapax_barsil_v6
11014,attachment,sm_mpapax_drummag_v6
11049,attachment,sm_mpapax_gripaim_v6
10658,attachment,sm_mpapax_stock_v6
10970,attachment,sn_alpha50_guard_v2
10833,attachment,sn_alpha50_stockass_v2
1341,attachment,snprscope_alpha50
1012,attachment,snscope01
11632,attachment,snscope02
11631,attachment,snscope03
1057,attachment,snscope_drop01
2176,attachment,snscope_rf01
1812,attachment,snscope_therm01
1425,attachment,snscope_vz01
12827,attachment,soscar14_backpieces
12838,attachment,soscar14_combs
12845,attachment,soscar14_extras
12826,attachment,soscar14_frontpieces
12841,attachment,soscar14_gunperks
12839,attachment,soscar14_magazines
12842,attachment,soscar14_muzzles
12828,attachment,soscar14_optics
12837,attachment,soscar14_reargrips
12829,attachment,soscar14_undermounts
2279,attachment,speedloader_hvy_p26
1706,attachment,speedloader_lgt_p26
2677,attachment,speedloader_mike32
10909,attachment,stock_ar_akilo105_v2
13136,attachment,stock_ar_akilo74_v1
13106,attachment,stock_ar_akilo_v2
13146,attachment,stock_ar_akilo_v3
10848,attachment,stock_ar_akilo_v4
13117,attachment,stock_ar_akilo_v7
1856,attachment,stock_ar_assault_p01
10633,attachment,stock_ar_assault_p01_v90
1423,attachment,stock_ar_assault_p02
2291,attachment,stock_ar_heavy_p04
2350,attachment,stock_ar_heavy_p05
1007,attachment,stock_ar_heavy_p06
13128,attachment,stock_ar_kilo53_v10
2887,attachment,stock_ar_light_p01
11061,attachment,stock_ar_light_p01_v90
3644,attachment,stock_ar_light_p04
1931,attachment,stock_ar_light_p08
11057,attachment,stock_ar_mcharlie_v1
11071,attachment,stock_ar_mcharlie_v3
10740,attachment,stock_ar_mike16_v3
10986,attachment,stock_ar_mike16_v5
13144,attachment,stock_ar_mike16_v6
10748,attachment,stock_ar_mike4_v11
10925,attachment,stock_ar_mike4_v15
13114,attachment,stock_ar_mike4_v18
11072,attachment,stock_ar_mike4_v4
10824,attachment,stock_ar_mike4_v6
11070,attachment,stock_ar_mike4_v9
3675,attachment,stock_ar_p01
10973,attachment,stock_ar_p01_v90
3424,attachment,stock_ar_p02
2874,attachment,stock_ar_p03
635,attachment,stock_ar_p04
628,attachment,stock_ar_p05
3542,attachment,stock_ar_p06
2068,attachment,stock_ar_p08
13121,attachment,stock_ar_scharlie_v1
11029,attachment,stock_ar_scharlie_v5
11063,attachment,stock_ar_scharlie_v7
10616,attachment,stock_ar_scsierra_v2
1868,attachment,stock_ar_tactical_p01
10948,attachment,stock_ar_tactical_p01_v90
938,attachment,stock_ar_tactical_p02
2301,attachment,stock_ar_tactical_p04
2289,attachment,stock_ar_tactical_p05
2521,attachment,stock_ar_tactical_p06
1932,attachment,stock_ar_tactical_p08
10674,attachment,stock_ar_tactical_p08_v1
13135,attachment,stock_br_golf3_v4
13099,attachment,stock_br_golf3_v7
10742,attachment,stock_br_msecho_v3
13127,attachment,stock_br_soscar14_v4
1712,attachment,stock_dm_heavy_p18
7952,attachment,stock_dm_heavy_p20
3498,attachment,stock_dm_heavy_p38
3570,attachment,stock_dm_hvyass_p38
752,attachment,stock_dm_light_p18
2390,attachment,stock_dm_light_p38
13097,attachment,stock_dm_mike14_v2
10615,attachment,stock_dm_mike24_v4
1800,attachment,stock_dm_p20
1013,attachment,stock_dm_p38
13105,attachment,stock_dm_pgolf1_v1
13124,attachment,stock_dm_sbeta_v2
13108,attachment,stock_dm_scromeo_v2
3724,attachment,stock_dm_tac_p18
2052,attachment,stock_dm_tac_p38
7953,attachment,stock_dm_tactical_p20
10713,attachment,stock_hvy_mromeo_v1
13131,attachment,stock_lm_ahotel_v4
3290,attachment,stock_lm_assault_p16
