string,string,string,localized,localized,string,string,string,int
iw9_ar_akilo105_camos,246,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_akilo105,0
iw9_ar_akilo74_camos,247,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_akilo74,0
iw9_sm_aviktor_camos,248,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_aviktor,0
iw9_sm_beta_camos,249,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_beta,0
iw9_lm_rkilo_camos,250,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_rkilo,0
iw9_ar_mike16_camos,251,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mike16,0
iw9_sm_alpha57_camos,252,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_alpha57,0
iw9_br_msecho_camos,253,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_br_msecho,0
iw9_lm_foxtrot_camos,254,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_foxtrot,0
iw9_dm_mike14_camos,255,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_mike14,0
iw9_sm_victor_camos,256,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_victor,0
iw9_la_juliet_camos,257,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_juliet,0
iw9_la_gromeo_camos,258,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_gromeo,0
iw9_la_mike32_camos,259,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_mike32,0
iw9_la_kgolf_camos,260,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_kgolf,0
iw9_ar_mcharlie_camos,261,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mcharlie,0
iw9_br_soscar14_camos,262,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_br_soscar14,0
iw9_ar_scharlie_camos,263,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_scharlie,0
iw9_ar_falpha_camos,264,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_falpha,0
iw9_ar_fecho_camos,265,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_fecho,0
iw9_ar_scsierra_camos,266,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_scsierra,0
iw9_dm_scromeo_camos,267,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_scromeo,0
iw9_sh_mike1014_camos,268,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mike1014,0
iw9_lm_ahotel_camos,269,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_ahotel,0
iw9_sm_mpapax_camos,270,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapax,0
iw9_sm_apapa_camos,271,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_apapa,0
iw9_ar_mcbravo_camos,272,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mcbravo,0
iw9_sm_uzulu_camos,273,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_uzulu,0
iw9_sh_mviktor_camos,274,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mviktor,0
iw9_sm_papa90_camos,275,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_papa90,0
iw9_lm_ngolf7_camos,276,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_papa90,0
iw9_pi_swhiskey_camos,277,0,&LOOT_MP/CAMO,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_swhiskey,0
gs_save_slot,99,0,&,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,0,,0
iw8_sh_aalpha12_attachment,278,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw8_sh_aalpha12,0
iw9_ar_golf3_attachment,279,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_golf3,0
iw9_ar_kilo53_attachment,280,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_kilo53,0
iw9_sm_mpapa5_attachment,281,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapa5,0
iw9_sm_mpapa7_attachment,282,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapa7,0
iw9_sn_alpha50_attachment,283,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sn_alpha50,0
iw9_pi_decho_attachment,284,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_decho,0
iw9_pi_papa220_attachment,285,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_papa220,0
iw9_lm_kilo21_attachment,286,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_kilo21,0
iw9_sh_mbravo_attachment,287,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mbravo,0
iw9_lm_slima_attachment,288,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_slima,0
iw9_dm_mike24_attachment,289,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_mike24,0
iw9_dm_pgolf1_attachment,290,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_pgolf1,0
iw9_ar_mike4_attachment,291,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mike4,0
iw9_ar_akilo_attachment,292,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_akilo,0
iw9_pi_golf17_attachment,293,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_golf17,0
iw9_pi_stimpistol_attachment,294,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_stimpistol,0
iw9_sn_mromeo_attachment,295,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sn_mromeo,0
iw9_me_knife_attachment,296,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_me_knife,0
iw9_lm_mkilo3_attachment,298,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_mkilo3,0
iw9_ar_schotel_attachment,299,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_schotel,0
iw9_la_rpapa7_attachment,300,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_rpapa7,0
iw9_sn_limax_attachment,301,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sn_limax,0
iw9_sh_charlie725_attachment,302,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_charlie725,0
iw9_dm_xmike2010_attachment,303,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_xmike2010,0
iw9_dm_sa700_attachment,304,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_sa700,0
iw9_dm_la700_attachment,305,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_la700,0
iw9_pi_golf18_attachment,306,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_golf18,0
iw9_dm_sbeta_attachment,307,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_sbeta,0
iw9_ar_akilo105_attachment,308,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_akilo105,0
iw9_ar_akilo74_attachment,309,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_akilo74,0
iw9_sm_aviktor_attachment,310,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_aviktor,0
iw9_sm_beta_attachment,311,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_beta,0
iw9_lm_rkilo_attachment,312,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_rkilo,0
iw9_ar_mike16_attachment,313,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mike16,0
iw9_sm_alpha57_attachment,314,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_alpha57,0
iw9_br_msecho_attachment,315,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_br_msecho,0
iw9_lm_foxtrot_attachment,316,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_foxtrot,0
iw9_dm_mike14_attachment,317,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_mike14,0
iw9_sm_victor_attachment,318,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_victor,0
iw9_la_juliet_attachment,319,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_juliet,0
iw9_la_gromeo_attachment,320,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_gromeo,0
iw9_la_mike32_attachment,321,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_mike32,0
iw9_la_kgolf_attachment,322,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_la_kgolf,0
iw9_ar_mcharlie_attachment,323,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mcharlie,0
iw9_br_soscar14_attachment,324,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_br_soscar14,0
iw9_ar_scharlie_attachment,325,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_scharlie,0
iw9_ar_falpha_attachment,326,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_falpha,0
iw9_ar_fecho_attachment,327,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_fecho,0
iw9_ar_scsierra_attachment,328,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_scsierra,0
iw9_dm_scromeo_attachment,329,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_dm_scromeo,0
iw9_sh_mike1014_attachment,330,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mike1014,0
iw9_lm_ahotel_attachment,331,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_ahotel,0
iw9_sm_mpapax_attachment,332,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_mpapax,0
iw9_sm_apapa_attachment,333,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_apapa,0
iw9_ar_mcbravo_attachment,334,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_ar_mcbravo,0
iw9_sm_uzulu_attachment,335,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_uzulu,0
iw9_sh_mviktor_attachment,336,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sh_mviktor,0
iw9_sm_papa90_attachment,337,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_papa90,0
iw9_lm_ngolf7_attachment,338,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_lm_ngolf7,0
iw9_sm_papa90_attachment,339,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_sm_papa90,0
iw9_pi_swhiskey_attachment,340,0,&LOOT_MP/ATTACHMENT,&LOOT_MP/PLACEHOLDER_DESC,placeholder_x,1,iw9_pi_swhiskey,0
