string,string,string,string,string,string,string,string,localized,string,string,localized,string,int
8524,loot_key_gravehouse_used,1,0,0,0,,,&MP_DMZ_LOCKS/GRAVEYARD_HOUSE_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8424,loot_key_gravehouse_worn,1,0,0,0,,,&MP_DMZ_LOCKS/GRAVEYARD_HOUSE_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8394,loot_key_poppyhome,1,0,0,0,,,&MP_DMZ_LOCKS/POPPY_HOME_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8505,loot_key_poppyhome_used,1,0,0,0,,,&MP_DMZ_LOCKS/POPPY_HOME_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8378,loot_key_poppyhome_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POPPY_HOME_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8437,loot_key_western_storage,1,0,0,0,,,&MP_DMZ_LOCKS/WESTERN_STORAGE_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8626,loot_key_western_storage_used,1,0,0,0,,,&MP_DMZ_LOCKS/WESTERN_STORAGE_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8367,loot_key_western_storage_worn,1,0,0,0,,,&MP_DMZ_LOCKS/WESTERN_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8543,loot_key_mobile_office,1,0,0,0,,,&MP_DMZ_LOCKS/MOBILE_OFFICE_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8502,loot_key_mobile_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/MOBILE_OFFICE_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8579,loot_key_mobile_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/MOBILE_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8455,loot_key_crane_building,1,0,0,0,,,&MP_DMZ_LOCKS/CRANE_BUILDING_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8498,loot_key_crane_building_used,1,0,0,0,,,&MP_DMZ_LOCKS/CRANE_BUILDING_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8504,loot_key_crane_building_worn,1,0,0,0,,,&MP_DMZ_LOCKS/CRANE_BUILDING_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8589,loot_key_sunken_ship,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_SHIP_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8628,loot_key_sunken_ship_used,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_SHIP_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8492,loot_key_sunken_ship_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_SHIP_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8592,loot_key_policestation,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_LOCKERROOM_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8444,loot_key_policestation_used,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_LOCKERROOM_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8484,loot_key_policestation_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_LOCKERROOM_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8460,loot_key_smugglers_warehouse,1,0,0,0,,,&MP_DMZ_LOCKS/SMUGGLERS_WAREHOUSE_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8366,loot_key_smugglers_warehouse_used,1,0,0,0,,,&MP_DMZ_LOCKS/SMUGGLERS_WAREHOUSE_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8430,loot_key_smugglers_warehouse_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SMUGGLERS_WAREHOUSE_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8361,loot_key_interrogation_room,1,0,0,0,,,&MP_DMZ_LOCKS/INTERROGATION_ROOM_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8629,loot_key_interrogation_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/INTERROGATION_ROOM_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8405,loot_key_interrogation_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/INTERROGATION_ROOM_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8386,loot_key_power_substation,1,0,0,0,,,&MP_DMZ_LOCKS/POWER_SUBSTATION_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8522,loot_key_power_substation_used,1,0,0,0,,,&MP_DMZ_LOCKS/POWER_SUBSTATION_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8623,loot_key_power_substation_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POWER_SUBSTATION_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8544,loot_key_cell_phone_shop,1,0,0,0,,,&MP_DMZ_LOCKS/CELL_PHONE_SHOP_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8503,loot_key_cell_phone_shop_used,1,0,0,0,,,&MP_DMZ_LOCKS/CELL_PHONE_SHOP_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8353,loot_key_cell_phone_shop_worn,1,0,0,0,,,&MP_DMZ_LOCKS/CELL_PHONE_SHOP_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8613,loot_key_police_academy_barracks,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_BARRACKS_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8438,loot_key_police_academy_barracks_used,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_BARRACKS_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8387,loot_key_police_academy_barracks_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_BARRACKS_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8453,loot_key_police_lockerroom,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_LOCKERROOM_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8456,loot_key_police_lockerroom_used,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_LOCKERROOM_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8506,loot_key_police_lockerroom_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POLICE_ACADEMY_LOCKERROOM_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8616,loot_key_post_office,1,0,0,0,,,&MP_DMZ_LOCKS/POST_OFFICE_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8604,loot_key_post_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/POST_OFFICE_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8481,loot_key_post_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/POST_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8406,loot_key_tv_station,1,0,0,0,,,&MP_DMZ_LOCKS/TV_STATION_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8588,loot_key_tv_station_used,1,0,0,0,,,&MP_DMZ_LOCKS/TV_STATION_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8432,loot_key_tv_station_worn,1,0,0,0,,,&MP_DMZ_LOCKS/TV_STATION_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
10459,loot_key_shopping_booth,1,0,0,0,,,&MP_DMZ_LOCKS/SHOPPING_BOOTH_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
10562,loot_key_shopping_booth_used,1,0,0,0,,,&MP_DMZ_LOCKS/SHOPPING_BOOTH_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
10544,loot_key_shopping_booth_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SHOPPING_BOOTH_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8565,loot_key_apartment_closet,1,0,0,0,,,&MP_DMZ_LOCKS/APARTMENT_CLOSET_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8373,loot_key_apartment_closet_used,1,0,0,0,,,&MP_DMZ_LOCKS/APARTMENT_CLOSET_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8526,loot_key_apartment_closet_worn,1,0,0,0,,,&MP_DMZ_LOCKS/APARTMENT_CLOSET_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8443,loot_key_control_room,1,0,0,0,,,&MP_DMZ_LOCKS/CONTROL_ROOM_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8515,loot_key_control_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/CONTROL_ROOM_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8573,loot_key_control_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/CONTROL_ROOM_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8523,loot_key_north_guard_shack,1,0,0,0,,,&MP_DMZ_LOCKS/NORTH_GUARD_SHACK_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8560,loot_key_north_guard_shack_used,1,0,0,0,,,&MP_DMZ_LOCKS/NORTH_GUARD_SHACK_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8468,loot_key_north_guard_shack_worn,1,0,0,0,,,&MP_DMZ_LOCKS/NORTH_GUARD_SHACK_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8482,loot_key_south_guard_shack,1,0,0,0,,,&MP_DMZ_LOCKS/SOUTH_GUARD_SHACK_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8489,loot_key_south_guard_shack_used,1,0,0,0,,,&MP_DMZ_LOCKS/SOUTH_GUARD_SHACK_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8622,loot_key_south_guard_shack_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SOUTH_GUARD_SHACK_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8571,loot_key_fortbarrack1,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK1_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8452,loot_key_fortbarrack1_used,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK1_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8624,loot_key_fortbarrack1_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK1_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8572,loot_key_fortbarrack2,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK2_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8416,loot_key_fortbarrack2_used,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK2_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8598,loot_key_fortbarrack2_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FORT_BARRACK2_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8539,loot_key_antiquities_office,1,0,0,0,,,&MP_DMZ_LOCKS/ANTIQUITIES_OFFICE_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8418,loot_key_antiquities_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/ANTIQUITIES_OFFICE_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8500,loot_key_antiquities_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/ANTIQUITIES_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8586,loot_key_munitions_storage,1,0,0,0,,,&MP_DMZ_LOCKS/MUNITIONS_STORAGE_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8521,loot_key_munitions_storage_used,1,0,0,0,,,&MP_DMZ_LOCKS/MUNITIONS_STORAGE_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8469,loot_key_munitions_storage_worn,1,0,0,0,,,&MP_DMZ_LOCKS/MUNITIONS_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8614,loot_key_office_quarters1,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS1_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8426,loot_key_office_quarters1_used,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS1_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8531,loot_key_office_quarters1_worn,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS1_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8407,loot_key_office_quarters2,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS2_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8487,loot_key_office_quarters2_used,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS2_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8411,loot_key_office_quarters2_worn,1,0,0,0,,,&MP_DMZ_LOCKS/OFFICE_QUARTERS2_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8582,loot_key_quiet_bedroom,1,0,0,0,,,&MP_DMZ_LOCKS/QUIET_BEDROOM_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8528,loot_key_quiet_bedroom_used,1,0,0,0,,,&MP_DMZ_LOCKS/QUIET_BEDROOM_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8471,loot_key_quiet_bedroom_worn,1,0,0,0,,,&MP_DMZ_LOCKS/QUIET_BEDROOM_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8615,loot_key_car_shop,1,0,0,0,,,&MP_DMZ_LOCKS/AUTO_SHOP_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8449,loot_key_car_shop_used,1,0,0,0,,,&MP_DMZ_LOCKS/AUTO_SHOP_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8581,loot_key_car_shop_worn,1,0,0,0,,,&MP_DMZ_LOCKS/AUTO_SHOP_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8397,loot_key_server_room,1,0,0,0,,,&MP_DMZ_LOCKS/SERVER_ROOM_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8359,loot_key_server_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/SERVER_ROOM_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8375,loot_key_server_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SERVER_ROOM_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8442,loot_key_sunken_top_office,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_OFFICE_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8566,loot_key_sunken_top_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_OFFICE_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8631,loot_key_sunken_top_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8368,loot_key_sunken_2nd_office,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_2ND_OFFICE_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8420,loot_key_sunken_2nd_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_2ND_OFFICE_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8354,loot_key_sunken_2nd_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SUNKEN_2ND_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8371,loot_key_hotel_room1,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM1_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8480,loot_key_hotel_room1_used,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM1_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8541,loot_key_hotel_room1_worn,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM1_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8390,loot_key_hotel_room2,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM2_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8570,loot_key_hotel_room2_used,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM2_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8552,loot_key_hotel_room2_worn,1,0,0,0,,,&MP_DMZ_LOCKS/HOTEL_ROOM2_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8363,loot_key_dressing_room,1,0,0,0,,,&MP_DMZ_LOCKS/DRESSING_ROOM_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8376,loot_key_dressing_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/DRESSING_ROOM_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8597,loot_key_dressing_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/DRESSING_ROOM_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8381,loot_key_sec_camera_room,1,0,0,0,,,&MP_DMZ_LOCKS/SEC_CAMERA_ROOM_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8419,loot_key_sec_camera_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/SEC_CAMERA_ROOM_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8413,loot_key_sec_camera_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SEC_CAMERA_ROOM_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8553,loot_key_gaming_room,1,0,0,0,,,&MP_DMZ_LOCKS/GAMING_ROOM_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8360,loot_key_gaming_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/GAMING_ROOM_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8561,loot_key_gaming_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/GAMING_ROOM_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8605,loot_key_fishing_shack,1,0,0,0,,,&MP_DMZ_LOCKS/FISH_SHACK_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
8377,loot_key_fishing_shack_used,1,0,0,0,,,&MP_DMZ_LOCKS/FISH_SHACK_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
8568,loot_key_fishing_shack_worn,1,0,0,0,,,&MP_DMZ_LOCKS/FISH_SHACK_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
8464,loot_key_mountain_top,1,0,0,0,,,&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME,hud_icon_loot_key_02_pristine,0,&,1,0
8494,loot_key_mountain_top_used,1,0,0,0,,,&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME_USED,hud_icon_loot_key_02_used,0,&,1,0
8412,loot_key_mountain_top_worn,1,0,0,0,,,&MP_DMZ_LOCKS/MOUNTAIN_TOP_ROOM_KEY_NAME_WORN,hud_icon_loot_key_02_worn,0,&,1,0
8555,loot_key_spotters_view,1,0,0,0,,,&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME,hud_icon_loot_key_03_pristine,0,&,1,0
8603,loot_key_spotters_view_used,1,0,0,0,,,&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME_USED,hud_icon_loot_key_03_used,0,&,1,0
8402,loot_key_spotters_view_worn,1,0,0,0,,,&MP_DMZ_LOCKS/SPOTTERS_VIEW_KEY_NAME_WORN,hud_icon_loot_key_03_worn,0,&,1,0
8383,loot_key_grocery_office,1,0,0,0,,,&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME,hud_icon_loot_key_04_pristine,0,&,1,0
8466,loot_key_grocery_office_used,1,0,0,0,,,&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME_USED,hud_icon_loot_key_04_used,0,&,1,0
8399,loot_key_grocery_office_worn,1,0,0,0,,,&MP_DMZ_LOCKS/GROCERY_OFFICE_KEY_NAME_WORN,hud_icon_loot_key_04_worn,0,&,1,0
8357,loot_key_neigh_storage_room,1,0,0,0,,,&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME,hud_icon_loot_key_05_pristine,0,&,1,0
8478,loot_key_neigh_storage_room_used,1,0,0,0,,,&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME_USED,hud_icon_loot_key_05_used,0,&,1,0
8392,loot_key_neigh_storage_room_worn,1,0,0,0,,,&MP_DMZ_LOCKS/NEIGH_STORAGE_KEY_NAME_WORN,hud_icon_loot_key_05_worn,0,&,1,0
8501,brloot_valuable_comicbook_firsted,1,0,50,0,,,&MP/BR_VALUABLE_COMICBOOK_FIRSTED,hud_icon_loot_comic,0,&,1,0
8511,brloot_valuable_cannedfood,1,0,50,0,,,&MP/BR_VALUABLE_CANNEDFOOD,hud_icon_loot_gold,0,&,1,0
8519,brloot_valuable_drill,1,0,50,0,,,&MP/BR_VALUABLE_DRILL,hud_icon_loot_gold,0,&,1,0
8408,brloot_valuable_electroniccomponents,1,0,50,0,,,&MP/BR_VALUABLE_ELECTRICCOMPONENTS,hud_icon_loot_gold,0,&,1,0
8580,brloot_valuable_folder_classified,1,0,50,0,,,&MP/BR_VALUABLE_FOLDER_CLASSIFIED,hud_icon_loot_folder,0,&,1,0
8618,brloot_valuable_folder_sensitive,1,0,50,0,,,&MP/BR_VALUABLE_FOLDER_SENSITIVE,hud_icon_loot_folder,0,&,1,0
8379,brloot_valuable_freshwater,1,0,50,0,,,&MP/BR_VALUABLE_FRESHWATER,hud_icon_loot_gold,0,&,1,0
8369,brloot_valuable_gunoil,1,0,50,0,,,&MP/BR_VALUABLE_GUNOIL,hud_icon_loot_gold,0,&,1,0
8567,brloot_valuable_harddrive_encrypted,1,0,50,0,,,&MP/BR_VALUABLE_HARDDRIVE_ENCRYPTED,hud_icon_loot_harddrive,0,&,1,0
8549,brloot_valuable_importedtea,1,0,50,0,,,&MP/BR_VALUABLE_IMPORTEDTEA,hud_icon_loot_gold,0,&,1,0
8535,brloot_valuable_mre,1,0,50,0,,,&MP/BR_VALUABLE_MRE,hud_icon_loot_gold,0,&,1,0
8417,brloot_valuable_soothinglotion,1,0,50,0,,,&MP/BR_VALUABLE_SOOTHINGLOTION,hud_icon_loot_gold,0,&,1,0
8578,brloot_valuable_wine,1,0,50,0,,,&MP/BR_VALUABLE_WINE,hud_icon_loot_liquor,0,&,1,0
8448,brloot_valuable_wine_aged,1,0,50,0,,,&MP/BR_VALUABLE_WINE_AGED,hud_icon_loot_liquor,0,&,1,0
8547,brloot_valuable_wine_vintage,1,0,50,0,,,&MP/BR_VALUABLE_WINE_VINTAGE,hud_icon_loot_liquor,0,&,1,0
8619,brloot_valuable_gold_skull,1,0,1000,0,,,&MP/BR_VALUABLE_GOLD_SKULL,hud_icon_loot_skull,0,&,1,0
11375,brloot_valuable_skull_of_bagra_minor,1,0,3000,0,,,&MP/BR_VALUABLE_SKULL_OF_BAGRA_MINOR,hud_icon_loot_skull,0,&,1,0
8590,gas_mask_durable,1,0,0,0,,,&MP/BR_GASMASK_DURABLE,ui_mp_br_loot_icon_gear_gasmask_durable,0,&,,0
8459,brloot_perkpack_commando,4,0,0,0,,,&MP/PERKPACK_COMMANDO,hud_icon_loadout_generic,0,&,0,0
8467,brloot_perkpack_ninja,4,0,0,0,,,&MP/PERKPACK_NINJA,hud_icon_loadout_generic,0,&,0,0
8607,brloot_perkpack_guerilla,4,0,0,0,,,&MP/PERKPACK_GUERILLA,hud_icon_loadout_generic,0,&,0,0
8575,brloot_perkpack_tacsupport,4,0,0,0,,,&MP/PERKPACK_TACSUPPORT,hud_icon_loadout_generic,0,&,0,0
8496,brloot_perkpack_marksman,4,0,0,0,,,&MP/PERKPACK_MARKSMAN,hud_icon_loadout_generic,0,&,0,0
8477,brloot_perkpack_assassin,4,0,0,0,,,&MP/PERKPACK_ASSASSIN,hud_icon_loadout_generic,0,&,0,0
8364,brloot_perkpack_mobilesupport,4,0,0,0,,,&MP/PERKPACK_MOBILESUPPORT,hud_icon_loadout_generic,0,&,0,0
8422,brloot_perkpack_silentwatch,4,0,0,0,,,&MP/PERKPACK_SILENTWATCH,hud_icon_loadout_generic,0,&,0,0
8601,brloot_perkpack_tank,4,0,0,0,,,&MP/PERKPACK_TANK,hud_icon_loadout_generic,0,&,0,0
8450,brloot_perkpack_commandoplus,5,0,0,0,,,&MP/PERKPACK_COMMANDOPLUS,hud_icon_loadout_generic,0,&,0,0
8593,brloot_perkpack_assassinplus,5,0,0,0,,,&MP/PERKPACK_ASSASSINPLUS,hud_icon_loadout_generic,0,&,0,0
8474,brloot_perkpack_mobilesupportplus,5,0,0,0,,,&MP/PERKPACK_MOBILESUPPORTPLUS,hud_icon_loadout_generic,0,&,0,0
8446,brloot_perkpack_sniperplus,5,0,0,0,,,&MP/PERKPACK_SNIPERPLUS,hud_icon_loadout_generic,0,&,0,0
8644,brloot_hacked_laptop,4,0,50,0,,,&PMC/HACKED_LAPTOP_TITLE,hud_icon_loot_laptop,0,&,1,0
8642,brloot_irradiated_watch,4,0,10,0,,,&PMC/IRRADIATED_WATCH_TITLE,hud_icon_loot_watch,0,&,1,0
8647,brloot_shipping_manifest,4,0,10,0,,,&PMC/SHIPPING_MANIFEST_TITLE,hud_icon_loot_folder,0,&,1,0
8641,brloot_stronghold_intel,4,0,10,0,,,&PMC/STRONGHOLD_INTEL_TITLE,hud_icon_loot_folder,0,&,1,0
8645,brloot_champion_beryllium,1,0,0,0,,,&MP/BR_CHAMP_BER,ui_map_icon_obj_champion,1,&,1,0
8643,brloot_champion_tritium,1,0,0,0,,,&MP/BR_CHAMP_TRI,ui_map_icon_obj_champion,1,&,1,0
8646,brloot_champion_plutonium,1,0,0,0,,,&MP/BR_CHAMP_PLU,ui_map_icon_obj_champion,1,&,1,0
10444,brloot_faction_intel,4,0,10,0,,,&PMC/FACTION_INTEL_TITLE,hud_icon_loot_folder,0,&,1,0
11079,brloot_black_mous_intel,4,0,10,0,,,&PMC/BLACK_MOUS_INTEL_TITLE,hud_icon_loot_folder,0,&,1,0
10530,loot_key_airport_lounge,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME,hud_icon_loot_key_01_pristine,0,&,1,0
10513,loot_key_airport_lounge_used,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME_USED,hud_icon_loot_key_01_used,0,&,1,0
10535,loot_key_airport_lounge_worn,1,0,0,0,,,&MP_DMZ_LOCKS/AIRPORT_LOUNGE_KEY_NAME_WORN,hud_icon_loot_key_01_worn,0,&,1,0
